,gain_share
log_dollar_volume,0.7291838772905135
amihud_long,0.6802422351443324
cs_amihud_long,0.6668360387857493
cs_beta,0.6217580812315104
beta,0.5696600805260386
funding_sum_43200m,0.5450023665717265
cs_funding_sum_43200m,0.5145595934024411
cs_vol_level,0.5073562672599082
kurt_long,0.4402966991582969
cs_trend_1440m_5760m,0.41240968966408353
volvol_long,0.4074689167610803
dist_low_43200m,0.4046584770723368
funding_sum_10080m,0.40307382462275587
cs_range_pos_43200m,0.38541753935525846
trade_size,0.3743493237072792
ret_43200m,0.36443872728963506
dvol_surprise_long,0.36120372592508454
skew_long,0.36043276192985446
dist_high_43200m,0.3500728951510143
cs_ret_1440m,0.34435193646915957
trend_5760m_20160m,0.33740087328752766
cs_funding_sum_4320m,0.31830134917275904
cs_funding_sum_10080m,0.29608980147188524
iret_43200m,0.2925053307725568
cs_ret_43200m,0.2898712451911047
trend_1440m_5760m,0.2811689149494378
cs_ret_20160m,0.27918771254974284
vol_level,0.2719717590142337
ivol_share,0.26811878132470873
funding_sum_4320m,0.26770036293441446
cs_iret_43200m,0.2384918401855168
mkt_funding,0.22835570478641007
semivar_asym,0.2271811932720904
iret_20160m,0.21767707511239612
funding_z,0.2141410558757004
range_pos_43200m,0.2120247067306245
ret_20160m,0.20074584535988735
iret_1440m,0.1962117828746699
cs_iret_20160m,0.1828712556565545
funding_sum_1440m,0.17608979502788674
ret_10080m,0.17418825871516255
iret_10080m,0.16772422936497744
cs_ret_10080m,0.16721803267685667
gk_vol_day,0.16672924651712673
mkt_vol,0.15922862081155106
cs_premium,0.15520600417835861
cs_ret_480m,0.1375465970386695
mkt_ret_10080m,0.13583316835666112
cs_iret_10080m,0.13502736253112793
cs_funding_sum_480m,0.13378081174665815
iret_480m,0.12962007100822082
iret_240m,0.1293312721199445
premium_ema_day,0.1280058004923513
ret_1440m,0.12279165433356269
cs_funding_sum_1440m,0.1222477900363839
range_pos_10080m,0.12138266566244538
flow_ret_div,0.11494717203265802
hl_spread_proxy,0.1103976532946602
dist_high_10080m,0.10423241081898889
dispersion,0.10369779453903438
iret_4320m,0.09990914076312088
dow_sin,0.095380206643172
cs_ret_4320m,0.09505596389076994
dow_cos,0.08871128087405376
premium_z,0.08802725822008722
dist_low_10080m,0.08676713636689344
funding_last,0.07370582328702958
park_ratio_4320m,0.06741526951177229
mkt_ret_4320m,0.0673561313730723
trend_240m_1440m,0.06585317405505182
ret_4320m,0.06575014843200906
iret_120m,0.06273031195845889
flow_1440m,0.05880531588826297
clv_day,0.055074858328176844
park_ratio_1440m,0.05256578099862953
premium,0.04855708255858601
funding_sum_480m,0.04654782045975239
cs_flow_z_long,0.04641396499347082
mkt_flow_day,0.04593184383122732
cs_ret_240m,0.04450198580850653
mkt_ret_1440m,0.04174185162431718
iret_60m,0.0378514896566466
cs_dvol_surprise_day,0.032608330759924975
dist_high_1440m,0.032586138063844514
cs_flow_persist,0.032380843341240716
flow_persist,0.030931381379327872
iret_30m,0.02985294257099403
breadth_day,0.028448524283874118
cs_flow_1440m,0.02598282030802401
flow_z_long,0.02533082203720655
mkt_vol_ratio,0.02516848639882136
dist_low_1440m,0.024420412122011636
funding_chg_day,0.022846722416398756
rv_ratio_1440m,0.01636870020044155
rv_ratio_4320m,0.015764692745456853
range_pos_1440m,0.015668571202474217
dvol_surprise_day,0.00900532247662488
cs_ret_30m,0.00875634515622729
mkt_premium,0.007723956896541436
btc_minus_mkt_day,0.00703237171458377
park_ratio_240m,0.004794966991310217
ret_480m,0.004718411437219111
cs_ret_120m,0.0030320454293756845
cs_ret_60m,0.001445490484755083
cs_flow_240m,0.0008856909315792736
rv_ratio_240m,0.0007646884800815298
hour_cos,0.00038635143622401785
cs_flow_60m,0.00012850194532746788
cs_premium_chg_8h,0.00011412908184570386
flow_240m,6.338092373625226e-05
ret_30m,4.295861706624044e-05
flow_60m,2.7999584514428667e-05
ret_120m,2.6288172268142825e-05
hour_sin,2.1813744044905893e-05
ret_240m,0.0
ret_60m,0.0
premium_chg_8h,0.0
mkt_ret_30m,0.0
mkt_ret_240m,0.0
mkt_ret_60m,0.0
btc_minus_mkt_4h,0.0
to_funding,0.0
