,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2023-08-24 00:00:00+00:00,-0.00883164,0.855118,0.115068,-0.0192544,-0.0151267,6.25119,0.00200035,0.00119282,0.000623326,-0.000251922,-0.00479317,7.82292,0.049386
2023-08-25 00:00:00+00:00,-0.00574131,0.850208,0.308301,-0.00653122,-0.00739867,19.0614,0.00610038,0.00105574,0.00197794,-0.000894284,0.00429669,22.5938,0.0480906
2023-08-26 00:00:00+00:00,0.000318726,0.850479,0.317499,-0.00369502,-0.0141435,20.119,0.00643893,0.00109669,0.00193095,-0.000480428,0.0102736,22.5,0.0505562
2023-08-27 00:00:00+00:00,-0.00416608,0.846936,0.295372,-0.0295363,-0.0289948,18.468,0.00591019,0.000948559,0.00148129,-0.000347162,0.00451904,21.9062,0.0522813
2023-08-28 00:00:00+00:00,-0.0074917,0.840591,0.280453,-0.00361622,-0.0108517,18.2402,0.00583725,0.000980929,0.00158179,-4.7787e-05,0.000936661,19.9792,0.0519506
2023-08-29 00:00:00+00:00,-0.00776964,0.83406,0.287187,-0.0131663,-0.0168645,20.6062,0.00659445,0.0011261,0.00201671,-0.000212138,0.00217808,22.4479,0.0516328
2023-08-30 00:00:00+00:00,-0.00556549,0.829418,0.253223,-0.0101508,-0.0178749,18.1709,0.00581509,0.000898,0.00186725,-0.000245355,0.00325086,21.0104,0.0513549
2023-08-31 00:00:00+00:00,-0.00654297,0.823991,0.17753,-0.0209184,-0.0135623,13.6673,0.0043737,0.000596687,0.00117831,-1.6148e-05,-0.000389704,18.5729,0.0502973
2023-09-01 00:00:00+00:00,-0.00251034,0.821923,0.165238,-0.0183172,-0.012645,14.0475,0.00449545,0.000818961,0.001251,-2.91264e-05,0.00408445,18.0521,0.0499987
2023-09-02 00:00:00+00:00,0.00361307,0.824892,0.178771,-0.013046,-0.0105333,15.8626,0.00507683,0.00134419,0.00158748,5.46819e-05,0.0115644,19.3646,0.0509748
2023-09-03 00:00:00+00:00,-0.00486289,0.820881,0.163865,-0.00920282,-0.0083377,14.0342,0.00449121,0.00116843,0.00144461,-2.30941e-05,0.00225951,17.9062,0.0512612
