,gain_share
cs_premium,1.3743271703871738
iret_30m,1.127937340286509
iret_15m,1.0227095152816073
iret_60m,0.9700646431555835
premium_z,0.6034173996768081
trade_size,0.389057277083589
iret_120m,0.34494257271582024
hour_cos,0.3409142665416567
cs_ret_60m,0.31378292003546643
cs_vol_level,0.3035855893462118
cs_premium_chg_8h,0.30090740741922317
premium,0.2983273763623218
ret_15m,0.297679230313444
cs_ret_120m,0.2969623211598308
cs_ret_30m,0.2895070404458915
cs_ret_15m,0.2624141846332105
gk_vol_day,0.25969641754647815
amihud_long,0.23570045700657766
iret_480m,0.22567966248370575
iret_240m,0.21590813612169946
vol_level,0.21251593859092208
ret_480m,0.20007559473854694
cs_ret_240m,0.19620112239044654
breadth_day,0.19491923924614507
log_dollar_volume,0.18718555296517553
cs_ret_480m,0.17931108337206184
ivol_share,0.15557315356074092
trend_1440m_5760m,0.15230127463454607
beta,0.1494037782803299
to_funding,0.13580868418285832
range_pos_1440m,0.13525595414526262
hour_sin,0.1349865092801663
dispersion,0.13430576248947693
cs_trend_240m_1440m,0.13331542335072077
dvol_surprise_long,0.12980658097012998
cs_amihud_long,0.12854833446008684
ret_60m,0.12758623733453497
cs_beta,0.12513047771931776
iret_10080m,0.12108094811864523
mkt_vol,0.12005636766459726
range_pos_10080m,0.11973174950880147
trend_60m_240m,0.11748203569708146
mkt_ret_15m,0.11672681471551671
cs_dvol_surprise_day,0.11341474555972147
ret_1440m,0.1127080567466175
premium_chg_8h,0.11260929160578954
cs_flow_15m,0.1118738875317095
range_pos_240m,0.11147622176474258
kurt_long,0.10804375038395045
funding_z,0.10750214132451538
ret_240m,0.1071896411424055
ret_4320m,0.10649415061994529
funding_sum_4320m,0.10594473037389612
cs_iret_1440m,0.1055087950441373
cs_funding_sum_1440m,0.10395283907910029
cs_ret_10080m,0.10143464768743626
premium_ema_day,0.10072985905482747
mkt_funding,0.10068816525194849
dist_high_10080m,0.10067383731062336
flow_ret_div,0.10016629084545081
ret_10080m,0.09814941533783968
mkt_ret_4320m,0.09649583701123979
dist_high_1440m,0.09614160187027475
iret_4320m,0.0951389343498679
flow_1440m,0.09407762261787318
mkt_vol_ratio,0.09386357919792078
dist_low_1440m,0.0938212515927771
dow_sin,0.09365123958648146
trend_240m_1440m,0.09334665546411033
dvol_surprise_day,0.09273548379165861
mkt_premium,0.09201737779107308
cs_funding_sum_480m,0.09103884880863092
hl_spread_proxy,0.09065223577392607
cs_range_pos_10080m,0.0903720536350742
park_ratio_240m,0.08970349142295506
park_ratio_1440m,0.08925096906516455
clv_day,0.08899855509953361
iret_1440m,0.08837489508697546
cs_iret_10080m,0.08834553552128532
funding_sum_1440m,0.0874798565912906
flow_15m,0.08359462051768969
dist_low_10080m,0.08341812379133262
cs_funding_sum_4320m,0.08303627137159304
mkt_ret_60m,0.08234430138062174
ret_120m,0.0801643075859337
skew_long,0.07836348714351499
cs_flow_1440m,0.07786645633858709
rv_ratio_240m,0.07702788363462044
funding_chg_day,0.07690282334231888
ret_30m,0.07587444656382168
dist_low_240m,0.07494076603853138
volvol_long,0.07417421707864764
mkt_ret_10080m,0.073383391349375
mkt_ret_240m,0.07261951983583986
park_ratio_4320m,0.07168210305485267
btc_minus_mkt_day,0.07099244442562856
mkt_flow_day,0.07096959280581684
rv_ratio_1440m,0.06844040019684716
cs_ret_1440m,0.06820552511021485
semivar_asym,0.06754709383840546
flow_persist,0.06737409938261454
cs_iret_4320m,0.06622189648752339
rv_ratio_4320m,0.06598523182509408
mkt_ret_1440m,0.0659581812527423
funding_last,0.06468814322056886
flow_z_long,0.06279386612737424
cs_flow_persist,0.06245929666800818
flow_60m,0.06185048736117599
dist_high_240m,0.05954092314380085
cs_flow_z_long,0.05715948610644989
flow_240m,0.0542024712744776
cs_flow_240m,0.05406931247783442
cs_ret_4320m,0.052646658805397296
btc_minus_mkt_4h,0.051941272878400155
cs_flow_60m,0.046270605114278086
funding_sum_480m,0.04177771663847402
dow_cos,0.018616539469902542
