,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2023-07-31 00:00:00+00:00,-0.0058702,0.99413,0.721337,-0.0348714,-0.0200705,2.23497,0.000715374,0.000189579,0.000284975,0.000854709,-0.00548104,25.0833,0.047557
2023-08-01 00:00:00+00:00,-0.00207175,0.99207,0.784712,-0.11026,-0.0782397,1.15419,0.000369278,8.05331e-05,9.48398e-05,0.000632054,-0.00212011,27.6979,0.0502804
2023-08-02 00:00:00+00:00,0.00210477,0.994158,0.7765,-0.0632049,-0.0558277,0.722295,0.00023118,5.9798e-05,6.13967e-05,5.04124e-05,0.00243011,28,0.0408271
2023-08-03 00:00:00+00:00,-0.00946685,0.984747,1.21984,-0.0585719,-0.0391018,4.02492,0.00128827,0.000270769,0.00035173,-0.000421725,-0.00714237,28,0.0441333
2023-08-04 00:00:00+00:00,0.000580764,0.985319,1.34649,-0.0447041,-0.0483366,3.01027,0.000963411,0.000146756,0.000182381,-0.000343004,0.00225061,28.7917,0.0425696
2023-08-05 00:00:00+00:00,0.0137709,0.998887,1.47492,0.0290688,-0.0605505,4.82277,0.0015437,0.000263399,0.000301352,6.39684e-05,0.0157574,30,0.0508904
2023-08-06 00:00:00+00:00,-0.000995607,0.997893,1.46905,0.108489,-0.0403897,3.74475,0.0011986,0.000287888,0.000283949,6.5639e-05,0.000775472,30,0.0505297
2023-08-07 00:00:00+00:00,0.00502708,1.00291,1.45965,0.0668315,-0.0537453,11.6036,0.00371353,0.00077582,0.000810792,-0.000115004,0.0104876,30,0.0562074
2023-08-08 00:00:00+00:00,0.0066813,1.00961,1.47602,0.107019,-0.0133331,9.12368,0.00292049,0.00074624,0.000717003,0.000162703,0.0109601,30,0.0569647
2023-08-09 00:00:00+00:00,-0.000738532,1.00886,1.62388,0.150606,-0.0569187,8.15676,0.00261063,0.000590584,0.000554658,0.000217826,0.00285509,30,0.0589747
2023-08-10 00:00:00+00:00,-0.000901342,1.00796,1.78818,0.142628,-0.0535018,3.39895,0.00108771,0.000332113,0.000232892,0.000125552,0.00067528,30,0.0535041
2023-08-11 00:00:00+00:00,-0.0059077,1.002,1.89449,0.184968,-0.0282996,1.4026,0.000448927,0.000193904,0.000100876,-0.00012725,-0.00502268,30,0.0469223
2023-08-12 00:00:00+00:00,-0.018707,0.983256,1.81083,0.234413,-0.0245052,1.41602,0.000453135,0.000233273,0.000101002,0.000107164,-0.01814,30,0.0431379
2023-08-13 00:00:00+00:00,-0.00454184,0.97879,1.64522,0.252522,-0.0187516,0.869501,0.000278299,9.21016e-05,6.96111e-05,7.16221e-05,-0.00414048,30,0.03929
2023-08-14 00:00:00+00:00,-0.00198333,0.976849,1.53633,0.309988,0.0214615,1.55315,0.000497009,0.000148402,0.000143038,-0.00161074,0.000450626,30,0.0389423
2023-08-15 00:00:00+00:00,0.0197907,0.996181,1.472,0.196981,-0.0229507,2.49605,0.000799235,0.000205492,0.00020959,-0.000525258,0.0213912,30,0.0416579
2023-08-16 00:00:00+00:00,0.00853417,1.00468,1.44427,0.235935,-0.00871821,2.47384,0.000791846,0.000270526,0.000275452,-0.000385977,0.0102812,30,0.0422932
2023-08-17 00:00:00+00:00,-0.0273231,0.977232,1.43804,0.245762,-0.00459732,1.42846,0.000457069,0.000226856,0.000150846,-0.000515538,-0.0260723,30,0.0406953
2023-08-18 00:00:00+00:00,-0.00616582,0.971207,1.29043,0.157848,0.00302387,0.590846,0.000189132,0.000229095,6.79305e-05,-0.000273394,-0.00538412,30,0.0386444
2023-08-19 00:00:00+00:00,-0.00607133,0.96531,1.3467,0.140386,-0.00184122,0.217249,6.9519e-05,7.3597e-05,1.98123e-05,3.95938e-05,-0.00592772,30,0.0347792
2023-08-20 00:00:00+00:00,0.00599963,0.971102,1.32448,0.161621,-0.000652943,0.22228,7.11556e-05,7.97577e-05,2.06151e-05,0.000259724,0.00590993,30,0.0339165
2023-08-21 00:00:00+00:00,-0.0174103,0.954194,1.31958,0.165353,-0.0241915,0.758717,0.000242741,0.000325575,0.000139385,-0.000912946,-0.0158954,29.9271,0.0322211
2023-08-22 00:00:00+00:00,-0.000869232,0.953365,1.28486,0.184274,-0.00587273,0.232401,7.43774e-05,0.000102785,1.61101e-05,-0.000111396,-0.00053424,30,0.0284911
2023-08-23 00:00:00+00:00,0.00491718,0.958053,1.27735,0.15019,-0.0266766,0.301182,9.6374e-05,6.16633e-05,1.90007e-05,-0.00072472,0.00582518,30,0.0268
2023-08-24 00:00:00+00:00,0.00346051,0.961368,1.23132,0.155613,-0.0123502,0.664077,0.000212632,0.000149992,5.37904e-05,-0.000532562,0.00445515,30,0.0256127
2023-08-25 00:00:00+00:00,0.00451924,0.965713,1.07689,0.124537,-0.00123352,0.813045,0.000260267,3.40505e-05,5.42486e-05,-0.000586859,0.0054666,29.9792,0.0241905
2023-08-26 00:00:00+00:00,0.00476736,0.970317,0.946572,0.104268,-0.0111491,0.788457,0.00025235,3.56599e-05,4.96596e-05,-0.000575337,0.00567832,29.9167,0.0253751
2023-08-27 00:00:00+00:00,-0.000876136,0.969467,0.915725,0.0670673,-0.0334589,0.483653,0.000154788,1.93485e-05,2.31453e-05,-0.000936026,0.000266037,30,0.025417
2023-08-28 00:00:00+00:00,0.00436444,0.973698,0.798893,0.109163,0.00168072,0.800359,0.000256143,3.95829e-05,5.37272e-05,-7.75205e-05,0.00479452,29.3646,0.0237628
2023-08-29 00:00:00+00:00,0.00154624,0.975203,0.810445,0.0644284,-0.0131358,0.583493,0.000186771,2.60125e-05,3.60305e-05,-0.000354128,0.00218137,30,0.0238918
2023-08-30 00:00:00+00:00,-0.00293194,0.972344,0.78342,0.0458429,-0.0187483,0.416697,0.000133358,1.66697e-05,2.71206e-05,-0.000392888,-0.00235223,30,0.0242045
2023-08-31 00:00:00+00:00,-0.00706215,0.965477,0.776514,0.0534341,-0.000943294,0.205294,6.571e-05,8.21374e-06,1.36902e-05,-3.84569e-05,-0.00694343,30,0.0232838
2023-09-01 00:00:00+00:00,-0.00561694,0.960054,0.729317,0.0461581,-0.00704435,0.143926,4.6055e-05,7.34672e-06,8.53049e-06,-0.000153047,-0.00541063,30,0.0204358
2023-09-02 00:00:00+00:00,0.000257404,0.960301,0.702358,0.0690153,0.00347321,0.269027,8.60919e-05,2.31803e-05,1.6523e-05,7.64453e-05,0.000314173,30,0.021318
2023-09-03 00:00:00+00:00,-0.00136655,0.958989,0.677467,0.0641462,-0.0147273,0.132396,4.2375e-05,7.59748e-06,7.46458e-06,-7.99223e-05,-0.00122226,30,0.0202745
2023-09-04 00:00:00+00:00,0.000319904,0.959296,0.602572,0.0477785,-0.0396454,0.465524,0.000148977,5.1961e-05,4.29379e-05,-0.000545432,0.00112116,28.2188,0.0191443
