coin,day,k_bp,lat,t,t_exit,side,dev_bp,b0_bp,hold_s,gross_bp,net_bp,fee_in_bp,worst_bp
ETHUSDT,2022-05-12,40,0.5,2022-05-12 07:15:22.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-41.02,-59.35,630,32.64,2.04,14.97,-42.45
ETHUSDT,2022-05-12,40,2,2022-05-12 04:23:22.999000+00:00,2022-05-12 04:30:35.999000+00:00,-1,-53.45,-69.02,433,54.1,23.36,14.97,-14.64
ETHUSDT,2022-05-12,40,2,2022-05-12 07:15:22.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-41.02,-56.21,630,31.54,0.9184,14.97,-45.59
ETHUSDT,2022-05-12,40,10,2022-05-12 04:23:22.999000+00:00,2022-05-12 04:30:35.999000+00:00,-1,-53.45,-36.57,433,18.87,-11.83,14.98,-47.09
ETHUSDT,2022-05-12,40,10,2022-05-12 07:15:22.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-41.02,-51.82,630,21.88,-8.819,14.97,-49.98
ETHUSDT,2022-05-12,60,0.5,2022-05-12 04:23:24.999000+00:00,2022-05-12 04:30:35.999000+00:00,-1,-63.15,-47.28,431,39.38,8.641,14.98,-36.38
ETHUSDT,2022-05-12,60,0.5,2022-05-12 07:16:46.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-60.39,-73.2,546,46.35,15.68,14.96,-28.59
ETHUSDT,2022-05-12,60,2,2022-05-12 04:23:24.999000+00:00,2022-05-12 04:30:35.999000+00:00,-1,-63.15,-50.93,431,36.05,5.336,14.97,-32.73
ETHUSDT,2022-05-12,60,2,2022-05-12 07:16:46.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-60.39,-77.87,546,53.09,22.4,14.96,-23.92
ETHUSDT,2022-05-12,60,10,2022-05-12 04:23:24.999000+00:00,2022-05-12 04:30:35.999000+00:00,-1,-63.15,-36.17,431,18.48,-12.2,14.98,-47.49
ETHUSDT,2022-05-12,60,10,2022-05-12 07:16:46.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-60.39,-93.37,546,63.34,32.61,14.95,-8.424
ETHUSDT,2022-05-12,80,0.5,2022-05-12 07:17:00.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-83.23,-96.1,532,69.22,38.53,14.95,-0.1083
ETHUSDT,2022-05-12,80,2,2022-05-12 07:17:00.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-83.23,-94.41,532,69.58,38.87,14.95,-1.799
ETHUSDT,2022-05-12,80,10,2022-05-12 07:17:00.999000+00:00,2022-05-12 07:25:52.999000+00:00,-1,-83.23,-81.3,532,51.31,20.59,14.96,-14.91
ETHUSDT,2022-06-13,40,0.5,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-3.448,4,0.7218,-29.28,15,-1.36
ETHUSDT,2022-06-13,40,2,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-2.886,4,-3.848,-33.86,15,-1.922
ETHUSDT,2022-06-13,40,10,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-1.998,4,1.918,-28.05,15,-2.81
ETHUSDT,2022-06-13,60,0.5,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-3.448,4,0.7218,-29.28,15,-1.36
ETHUSDT,2022-06-13,60,2,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-2.886,4,-3.848,-33.86,15,-1.922
ETHUSDT,2022-06-13,60,10,2022-06-13 12:13:32.999000+00:00,2022-06-13 12:13:36.999000+00:00,-1,-79.05,-1.998,4,1.918,-28.05,15,-2.81
ETHUSDT,2022-06-15,40,0.5,2022-06-15 18:01:21.999000+00:00,2022-06-15 18:01:27.999000+00:00,-1,-43.07,-5.52,6,19.91,-10.32,15,-3.972
ETHUSDT,2022-06-15,40,2,2022-06-15 18:01:21.999000+00:00,2022-06-15 18:01:27.999000+00:00,-1,-43.07,-16.19,6,10.5,-19.74,14.99,6.702
ETHUSDT,2022-06-15,40,10,2022-06-15 18:01:21.999000+00:00,2022-06-15 18:01:27.999000+00:00,-1,-43.07,-1.163,6,12.26,-17.76,15,-8.33
ETHUSDT,2022-07-16,40,0.5,2022-07-16 16:14:07.999000+00:00,2022-07-16 16:14:27.999000+00:00,1,59.25,22.15,20,3.644,-26.99,15.01,-20.05
ETHUSDT,2022-07-16,40,2,2022-07-16 16:14:07.999000+00:00,2022-07-16 16:14:27.999000+00:00,1,59.25,7.797,20,-6.412,-37.02,15,-34.41
ETHUSDT,2022-07-16,40,10,2022-07-16 16:14:07.999000+00:00,2022-07-16 16:14:27.999000+00:00,1,59.25,12.1,20,4.511,-25.62,15.01,-30.11
ETHUSDT,2022-08-26,40,0.5,2022-08-26 23:12:30.999000+00:00,2022-08-26 23:12:37.999000+00:00,-1,-42.3,-12.45,7,6.682,-23.38,14.99,1.763
ETHUSDT,2022-08-26,40,2,2022-08-26 23:12:30.999000+00:00,2022-08-26 23:12:37.999000+00:00,-1,-42.3,-7.268,7,0.6547,-29.38,15,-3.416
ETHUSDT,2022-08-26,40,10,2022-08-26 23:12:30.999000+00:00,2022-08-26 23:12:37.999000+00:00,-1,-42.3,-6.203,7,-1.485e-12,-30.01,15,-4.481
ETHUSDT,2022-10-13,40,0.5,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-14.21,10,13.71,-16.32,14.99,-38.72
ETHUSDT,2022-10-13,40,0.5,2022-10-13 12:30:53.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-43.48,-21.85,11,3.951,-26.14,14.99,-64.02
ETHUSDT,2022-10-13,40,2,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-11.63,10,13.21,-16.85,14.99,-41.31
ETHUSDT,2022-10-13,40,2,2022-10-13 12:30:53.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-43.48,-29.93,11,21.19,-8.924,14.99,-55.94
ETHUSDT,2022-10-13,40,10,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-3.892,10,2.484,-27.49,15,-49.04
ETHUSDT,2022-10-13,40,10,2022-10-13 12:30:53.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-43.48,-47.62,11,40.92,10.94,14.98,-38.26
ETHUSDT,2022-10-13,60,0.5,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-14.21,10,13.71,-16.32,14.99,-38.72
ETHUSDT,2022-10-13,60,0.5,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-14.18,1,-3.692,-33.76,14.99,14.01
ETHUSDT,2022-10-13,60,2,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-11.63,10,13.21,-16.85,14.99,-41.31
ETHUSDT,2022-10-13,60,2,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-9.852,1,1.169,-28.85,15,9.685
ETHUSDT,2022-10-13,60,10,2022-10-13 12:30:10.999000+00:00,2022-10-13 12:30:20.999000+00:00,-1,-66,-3.892,10,2.484,-27.49,15,-49.04
ETHUSDT,2022-10-13,60,10,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-21.29,1,14.61,-15.35,14.99,21.13
ETHUSDT,2022-10-13,80,0.5,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-14.18,1,-3.692,-33.76,14.99,14.01
ETHUSDT,2022-10-13,80,2,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-9.852,1,1.169,-28.85,15,9.685
ETHUSDT,2022-10-13,80,10,2022-10-13 12:31:03.999000+00:00,2022-10-13 12:31:04.999000+00:00,-1,-84.86,-21.29,1,14.61,-15.35,14.99,21.13
ETHUSDT,2022-09-15,40,0.5,2022-09-15 03:03:13.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,50.88,-38.04,10987,-70.95,-100.9,14.98,-87.3
ETHUSDT,2022-09-15,40,0.5,2022-09-15 06:43:38.999000+00:00,2022-09-15 06:43:47.999000+00:00,1,43.43,69.56,9,26.19,-3.682,15.03,-6.005
ETHUSDT,2022-09-15,40,2,2022-09-15 03:03:13.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,50.88,-42.14,10987,-75.17,-105.1,14.98,-91.41
ETHUSDT,2022-09-15,40,2,2022-09-15 06:43:38.999000+00:00,2022-09-15 06:43:47.999000+00:00,1,43.43,83.62,9,42.43,12.49,15.04,8.05
ETHUSDT,2022-09-15,40,10,2022-09-15 03:03:13.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,50.88,-37.62,10987,-71.93,-101.9,14.98,-86.88
ETHUSDT,2022-09-15,40,10,2022-09-15 06:43:38.999000+00:00,2022-09-15 06:43:47.999000+00:00,1,43.43,40.55,9,-4.13,-34.19,15.02,-35.02
ETHUSDT,2022-09-15,60,0.5,2022-09-15 03:14:38.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,61.69,-11.11,10302,-44.2,-74.25,14.99,-60.38
ETHUSDT,2022-09-15,60,2,2022-09-15 03:14:38.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,61.69,-10.73,10302,-43.94,-73.98,14.99,-60
ETHUSDT,2022-09-15,60,10,2022-09-15 03:14:38.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,61.69,-11.06,10302,-45.54,-75.59,14.99,-60.32
ETHUSDT,2022-09-15,80,0.5,2022-09-15 03:17:09.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,82.98,13.25,10151,-20,-50.12,15.01,-36.02
ETHUSDT,2022-09-15,80,2,2022-09-15 03:17:09.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,82.98,12.6,10151,-20.73,-50.84,15.01,-36.66
ETHUSDT,2022-09-15,80,10,2022-09-15 03:17:09.999000+00:00,2022-09-15 06:06:20.999000+00:00,1,82.98,6.427,10151,-28.17,-58.27,15,-42.84
ETHUSDT,2022-09-21,40,0.5,2022-09-21 18:00:27.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-42.21,-44.31,17,36.02,5.952,14.98,-27.68
ETHUSDT,2022-09-21,40,0.5,2022-09-21 18:02:25.999000+00:00,2022-09-21 18:02:26.999000+00:00,-1,-56.2,-3.881,1,5.712,-24.42,15,30.63
ETHUSDT,2022-09-21,40,2,2022-09-21 18:00:27.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-42.21,-22.19,17,18.47,-11.75,14.99,-49.81
ETHUSDT,2022-09-21,40,2,2022-09-21 18:02:25.999000+00:00,2022-09-21 18:02:26.999000+00:00,-1,-56.2,-4.514,1,-3.422,-33.38,15,31.26
ETHUSDT,2022-09-21,40,10,2022-09-21 18:00:27.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-42.21,-34.53,17,26.52,-3.707,14.98,-37.47
ETHUSDT,2022-09-21,40,10,2022-09-21 18:02:25.999000+00:00,2022-09-21 18:02:26.999000+00:00,-1,-56.2,19.66,1,-4.588,-34.6,15.01,7.079
ETHUSDT,2022-09-21,60,0.5,2022-09-21 18:00:33.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-71.77,-35.77,11,27.36,-2.93,14.98,-7.807
ETHUSDT,2022-09-21,60,2,2022-09-21 18:00:33.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-71.77,-37.02,11,33.26,2.922,14.98,-6.557
ETHUSDT,2022-09-21,60,10,2022-09-21 18:00:33.999000+00:00,2022-09-21 18:00:44.999000+00:00,-1,-71.77,-6.101,11,-1.808,-31.87,15,-37.47
ETHUSDT,2022-10-25,40,0.5,2022-10-25 17:00:24.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,41.29,28.75,66,32.5,2.265,15.01,-81.52
ETHUSDT,2022-10-25,40,2,2022-10-25 17:00:24.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,41.29,13.6,66,12.65,-17.51,15.01,-96.67
ETHUSDT,2022-10-25,40,10,2022-10-25 17:00:24.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,41.29,27.63,66,26.16,-3.715,15.01,-82.64
ETHUSDT,2022-10-25,60,0.5,2022-10-25 17:00:42.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,65.14,41.39,48,44.99,15.39,15.02,-68.88
ETHUSDT,2022-10-25,60,2,2022-10-25 17:00:42.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,65.14,27.89,48,26.97,-2.554,15.01,-82.38
ETHUSDT,2022-10-25,60,10,2022-10-25 17:00:42.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,65.14,99.57,48,98.11,68.29,15.05,-10.69
ETHUSDT,2022-10-25,80,0.5,2022-10-25 17:00:48.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,92.76,94.69,42,98.31,68.58,15.05,-15.58
ETHUSDT,2022-10-25,80,2,2022-10-25 17:00:48.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,92.76,90.11,42,89.19,59.42,15.05,-20.16
ETHUSDT,2022-10-25,80,10,2022-10-25 17:00:48.999000+00:00,2022-10-25 17:01:30.999000+00:00,1,92.76,74.77,42,73.29,43.4,15.04,-35.5
ETHUSDT,2023-01-14,40,0.5,2023-01-14 00:38:47.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,40.42,26.59,2929,20.54,-9.404,15.01,-98.64
ETHUSDT,2023-01-14,40,2,2023-01-14 00:38:47.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,40.42,48.55,2929,40.27,10.35,15.02,-76.68
ETHUSDT,2023-01-14,40,10,2023-01-14 00:38:47.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,40.42,78.74,2929,71.98,42.16,15.04,-46.5
ETHUSDT,2023-01-14,60,0.5,2023-01-14 00:38:52.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,68.97,67.58,2924,61.57,31.71,15.03,-57.66
ETHUSDT,2023-01-14,60,2,2023-01-14 00:38:52.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,68.97,66.46,2924,58.21,28.34,15.03,-58.77
ETHUSDT,2023-01-14,60,10,2023-01-14 00:38:52.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,68.97,84.08,2924,77.36,47.6,15.04,-41.15
ETHUSDT,2023-01-14,80,0.5,2023-01-14 00:38:58.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,105.2,83.89,2918,77.9,48.09,15.04,-41.35
ETHUSDT,2023-01-14,80,2,2023-01-14 00:38:58.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,105.2,81.04,2918,72.83,43.04,15.04,-44.2
ETHUSDT,2023-01-14,80,10,2023-01-14 00:38:58.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,105.2,70.43,2918,63.69,33.92,15.04,-54.81
ETHUSDT,2023-01-14,120,0.5,2023-01-14 00:40:23.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,124.3,101.6,2833,95.79,66.42,15.05,-17.34
ETHUSDT,2023-01-14,120,2,2023-01-14 00:40:23.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,124.3,115,2833,107,77.56,15.06,-3.968
ETHUSDT,2023-01-14,120,10,2023-01-14 00:40:23.999000+00:00,2023-01-14 01:27:36.999000+00:00,1,124.3,77.88,2833,71.37,42.1,15.04,-41.06
ETHUSDT,2023-04-14,40,0.5,2023-04-14 00:37:07.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,47.73,48.56,101,48.05,18.43,15.02,-27.52
ETHUSDT,2023-04-14,40,2,2023-04-14 00:37:07.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,47.73,36.56,101,34.65,4.947,15.02,-39.52
ETHUSDT,2023-04-14,40,10,2023-04-14 00:37:07.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,47.73,30.24,101,27.65,-2.177,15.02,-45.85
ETHUSDT,2023-04-14,60,0.5,2023-04-14 00:37:08.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,76.48,39.11,100,38.6,8.919,15.02,-1.985
ETHUSDT,2023-04-14,60,2,2023-04-14 00:37:08.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,76.48,27.97,100,26.06,-3.642,15.01,-13.13
ETHUSDT,2023-04-14,60,10,2023-04-14 00:37:08.999000+00:00,2023-04-14 00:38:48.999000+00:00,1,76.48,26.24,100,23.65,-6.176,15.01,-14.85
ETHUSDT,2022-11-08,40,0.5,2022-11-08 04:11:40.999000+00:00,2022-11-08 04:11:45.999000+00:00,-1,-41.18,-7.734,5,13,-16.99,15,2.452
ETHUSDT,2022-11-08,40,0.5,2022-11-08 19:33:05.999000+00:00,2022-11-08 19:33:12.999000+00:00,-1,-41.21,-11.86,7,-3.294,-33.56,14.99,-10.42
ETHUSDT,2022-11-08,40,2,2022-11-08 04:11:40.999000+00:00,2022-11-08 04:11:45.999000+00:00,-1,-41.18,-7.128,5,9.185,-20.85,15,1.846
ETHUSDT,2022-11-08,40,2,2022-11-08 19:33:05.999000+00:00,2022-11-08 19:33:12.999000+00:00,-1,-41.21,-4.309,7,-33.9,-63.98,15,-17.97
ETHUSDT,2022-11-08,40,10,2022-11-08 04:11:40.999000+00:00,2022-11-08 04:11:45.999000+00:00,-1,-41.18,-4.919,5,0.8881,-29.16,15,-0.3633
ETHUSDT,2022-11-08,40,10,2022-11-08 19:33:05.999000+00:00,2022-11-08 19:33:12.999000+00:00,-1,-41.21,3.733,7,-19.88,-49.82,15,-26.01
ETHUSDT,2022-11-10,40,0.5,2022-11-10 10:10:26.999000+00:00,2022-11-10 10:11:05.999000+00:00,-1,-47.32,-46.9,39,46.15,16.21,14.98,4.283
ETHUSDT,2022-11-10,40,0.5,2022-11-10 13:30:02.999000+00:00,2022-11-10 13:30:03.999000+00:00,-1,-40.28,20.8,1,19.32,-10.74,15.01,24.11
ETHUSDT,2022-11-10,40,0.5,2022-11-10 13:30:29.999000+00:00,2022-11-10 13:30:40.999000+00:00,1,50.75,-2.864,11,-4.217,-34.25,15,-22.78
ETHUSDT,2022-11-10,40,2,2022-11-10 10:10:26.999000+00:00,2022-11-10 10:11:05.999000+00:00,-1,-47.32,-37.75,39,51.97,22.04,14.98,-4.863
ETHUSDT,2022-11-10,40,2,2022-11-10 13:30:02.999000+00:00,2022-11-10 13:30:03.999000+00:00,-1,-40.28,34.18,1,-21.48,-51.6,15.02,10.73
ETHUSDT,2022-11-10,40,2,2022-11-10 13:30:29.999000+00:00,2022-11-10 13:30:40.999000+00:00,1,50.75,5.781,11,8.473,-21.49,15,-14.14
ETHUSDT,2022-11-10,40,10,2022-11-10 10:10:26.999000+00:00,2022-11-10 10:11:05.999000+00:00,-1,-47.32,-34.67,39,30.75,0.7845,14.98,-7.951
ETHUSDT,2022-11-10,40,10,2022-11-10 13:30:02.999000+00:00,2022-11-10 13:30:03.999000+00:00,-1,-40.28,7.014,1,2.312,-27.7,15,37.9
ETHUSDT,2022-11-10,40,10,2022-11-10 13:30:29.999000+00:00,2022-11-10 13:30:40.999000+00:00,1,50.75,4.44,11,-2.616,-32.7,15,-15.48
ETHUSDT,2023-10-01,40,0.5,2023-10-01 22:17:59.999000+00:00,2023-10-01 22:18:05.999000+00:00,1,47.22,8.027,6,4.579,-25.3,15,0.2842
ETHUSDT,2023-10-01,40,2,2023-10-01 22:17:59.999000+00:00,2023-10-01 22:18:05.999000+00:00,1,47.22,7.642,6,1.472,-28.44,15,-0.1009
ETHUSDT,2023-10-01,40,10,2023-10-01 22:17:59.999000+00:00,2023-10-01 22:18:05.999000+00:00,1,47.22,4.909,6,5.708,-24.27,15,-2.834
ETHUSDT,2023-08-17,40,0.5,2023-08-17 21:44:36.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-50.8,-51.73,58,46.13,15.9,14.97,-18.06
ETHUSDT,2023-08-17,40,2,2023-08-17 21:44:36.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-50.8,-21.88,58,22.82,-7.55,14.99,-47.92
ETHUSDT,2023-08-17,40,10,2023-08-17 21:44:36.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-50.8,-36.27,58,22.64,-7.992,14.98,-33.53
ETHUSDT,2023-08-17,60,0.5,2023-08-17 21:44:56.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-68.93,-76.42,38,70.74,40.32,14.96,7.504
ETHUSDT,2023-08-17,60,2,2023-08-17 21:44:56.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-68.93,-65.48,38,66.43,35.98,14.97,-3.43
ETHUSDT,2023-08-17,60,10,2023-08-17 21:44:56.999000+00:00,2023-08-17 21:45:34.999000+00:00,-1,-68.93,-10.4,38,-3.174,-33.76,14.99,-58.52
ETHUSDT,2023-11-09,40,0.5,2023-11-09 15:01:05.999000+00:00,2023-11-09 16:12:39.999000+00:00,1,43.32,43.81,4294,43.51,13.51,15.02,-11.44
ETHUSDT,2023-11-09,40,2,2023-11-09 15:01:05.999000+00:00,2023-11-09 16:12:39.999000+00:00,1,43.32,36.62,4294,37.37,7.335,15.02,-18.63
ETHUSDT,2023-11-09,40,10,2023-11-09 15:01:05.999000+00:00,2023-11-09 16:12:39.999000+00:00,1,43.32,31.08,4294,24.33,-5.615,15.02,-24.17
ETHUSDT,2024-02-28,40,0.5,2024-02-28 17:12:47.999000+00:00,2024-02-28 17:31:12.999000+00:00,1,42.47,45.02,1105,46.14,16.72,15.02,-5.623
ETHUSDT,2024-02-28,40,2,2024-02-28 17:12:47.999000+00:00,2024-02-28 17:31:12.999000+00:00,1,42.47,43.58,1105,35.75,6.293,15.02,-7.063
ETHUSDT,2024-02-28,40,10,2024-02-28 17:12:47.999000+00:00,2024-02-28 17:31:12.999000+00:00,1,42.47,38.05,1105,31.16,1.682,15.02,-12.59
ETHUSDT,2024-03-05,40,0.5,2024-03-05 04:04:23.999000+00:00,2024-03-05 05:02:54.999000+00:00,1,41.67,36.93,3511,27.12,-2.649,15.02,-5.732
ETHUSDT,2024-03-05,40,0.5,2024-03-05 19:56:55.999000+00:00,2024-03-05 19:57:59.999000+00:00,-1,-41.25,-10.55,64,12.17,-18.38,14.99,-17.37
ETHUSDT,2024-03-05,40,2,2024-03-05 04:04:23.999000+00:00,2024-03-05 05:02:54.999000+00:00,1,41.67,27.77,3511,17.51,-12.28,15.01,-14.89
ETHUSDT,2024-03-05,40,2,2024-03-05 19:56:55.999000+00:00,2024-03-05 19:57:59.999000+00:00,-1,-41.25,-1.937,64,-2.736,-33.04,15,-25.99
ETHUSDT,2024-03-05,40,10,2024-03-05 04:04:23.999000+00:00,2024-03-05 05:02:54.999000+00:00,1,41.67,20.59,3511,10.28,-19.5,15.01,-22.07
ETHUSDT,2024-03-05,40,10,2024-03-05 19:56:55.999000+00:00,2024-03-05 19:57:59.999000+00:00,-1,-41.25,7.121,64,-13.01,-43.35,15,-35.05
ETHUSDT,2024-04-13,40,0.5,2024-04-13 20:09:15.999000+00:00,2024-04-13 20:09:34.999000+00:00,-1,-47.12,-48.83,19,41.95,11.93,14.98,10.51
ETHUSDT,2024-04-13,40,2,2024-04-13 20:09:15.999000+00:00,2024-04-13 20:09:34.999000+00:00,-1,-47.12,-19.17,19,12.52,-17.56,14.99,-19.15
ETHUSDT,2024-04-13,40,10,2024-04-13 20:09:15.999000+00:00,2024-04-13 20:09:34.999000+00:00,-1,-47.12,-26.6,19,20.8,-9.41,14.99,-11.71
ETHUSDT,2024-05-20,40,0.5,2024-05-20 20:35:13.999000+00:00,2024-05-20 20:46:20.999000+00:00,1,51.88,37.75,667,38.25,8.611,15.02,-6.767
ETHUSDT,2024-05-20,40,2,2024-05-20 20:35:13.999000+00:00,2024-05-20 20:46:20.999000+00:00,1,51.88,24,667,22.99,-6.686,15.01,-20.51
ETHUSDT,2024-05-20,40,10,2024-05-20 20:35:13.999000+00:00,2024-05-20 20:46:20.999000+00:00,1,51.88,15.6,667,13.4,-16.36,15.01,-28.91
ETHUSDT,2024-12-09,40,0.5,2024-12-09 21:05:15.999000+00:00,2024-12-09 21:05:37.999000+00:00,-1,-45.56,-46.25,22,48.06,17.8,14.98,9.539
ETHUSDT,2024-12-09,40,2,2024-12-09 21:05:15.999000+00:00,2024-12-09 21:05:37.999000+00:00,-1,-45.56,-11.31,22,11.94,-18.4,14.99,-25.4
ETHUSDT,2024-12-09,40,10,2024-12-09 21:05:15.999000+00:00,2024-12-09 21:05:37.999000+00:00,-1,-45.56,-4.038,22,3.725,-26.51,15,-32.67
ETHUSDT,2024-08-05,40,0.5,2024-08-05 01:08:29.999000+00:00,2024-08-05 01:08:42.999000+00:00,-1,-57.39,-5.609,13,3.13,-26.78,15,-49.02
ETHUSDT,2024-08-05,40,0.5,2024-08-05 01:10:41.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-59.24,1.424,16,78.16,48.72,15,-80.79
ETHUSDT,2024-08-05,40,2,2024-08-05 01:08:29.999000+00:00,2024-08-05 01:08:42.999000+00:00,-1,-57.39,-27.04,13,36.21,6.137,14.99,-27.6
ETHUSDT,2024-08-05,40,2,2024-08-05 01:10:41.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-59.24,-3.51,16,7.297,-22.37,15,-75.85
ETHUSDT,2024-08-05,40,10,2024-08-05 01:08:29.999000+00:00,2024-08-05 01:08:42.999000+00:00,-1,-57.39,-61.85,13,56.16,25.81,14.97,7.214
ETHUSDT,2024-08-05,40,10,2024-08-05 01:10:41.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-59.24,-20.37,16,37.95,7.56,14.99,-58.99
ETHUSDT,2024-08-05,60,0.5,2024-08-05 01:10:52.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-79.11,-55.86,5,138.4,108.4,14.97,12.29
ETHUSDT,2024-08-05,60,2,2024-08-05 01:10:52.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-79.11,-3.206,5,7.129,-23.06,15,-40.37
ETHUSDT,2024-08-05,60,10,2024-08-05 01:10:52.999000+00:00,2024-08-05 01:10:57.999000+00:00,-1,-79.11,26.85,5,-9.558,-39.73,15.01,-70.43
ETHUSDT,2025-02-03,40,0.5,2025-02-03 01:55:55.999000+00:00,2025-02-03 01:56:04.999000+00:00,-1,-49.28,-34.2,9,26.84,-3.043,14.98,-22.41
ETHUSDT,2025-02-03,40,0.5,2025-02-03 02:07:09.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-42.34,-28,11,17.12,-12.71,14.99,-36.72
ETHUSDT,2025-02-03,40,0.5,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-55.73,20,63.93,34.44,14.97,-41.73
ETHUSDT,2025-02-03,40,0.5,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,-54.74,2,53.45,23.48,14.97,31.67
ETHUSDT,2025-02-03,40,0.5,2025-02-03 02:07:58.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-57.72,-73.21,11,70.47,40.53,14.96,-37.35
ETHUSDT,2025-02-03,40,2,2025-02-03 01:55:55.999000+00:00,2025-02-03 01:56:04.999000+00:00,-1,-49.28,-26.54,9,30.78,0.6381,14.99,-30.06
ETHUSDT,2025-02-03,40,2,2025-02-03 02:07:09.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-42.34,-29.72,11,20.7,-9.216,14.99,-35
