coin,day,k_bp,lat,t,t_exit,side,dev_bp,b0_bp,hold_s,gross_bp,net_bp,fee_in_bp,worst_bp
ETHUSDT,2025-02-03,40,2,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-55.57,20,51.12,21.51,14.97,-41.89
ETHUSDT,2025-02-03,40,2,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,27.23,2,-48.07,-78.01,15.01,-50.29
ETHUSDT,2025-02-03,40,2,2025-02-03 02:07:58.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-57.72,-75.2,11,68.92,38.79,14.96,-35.36
ETHUSDT,2025-02-03,40,10,2025-02-03 01:55:55.999000+00:00,2025-02-03 01:56:04.999000+00:00,-1,-49.28,-4.306,9,7.577,-22.82,15,-52.3
ETHUSDT,2025-02-03,40,10,2025-02-03 02:07:09.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-42.34,-10.62,11,-50.42,-80.19,14.99,-54.1
ETHUSDT,2025-02-03,40,10,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-42.22,20,21.77,-7.874,14.98,-55.24
ETHUSDT,2025-02-03,40,10,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,-69.36,2,17.68,-12.21,14.97,46.3
ETHUSDT,2025-02-03,40,10,2025-02-03 02:07:58.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-57.72,-9.891,11,20.39,-10.07,15,-100.7
ETHUSDT,2025-02-03,60,0.5,2025-02-03 02:07:14.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-64.5,-51.08,6,40.02,9.971,14.97,-13.35
ETHUSDT,2025-02-03,60,0.5,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-55.73,20,63.93,34.44,14.97,-41.73
ETHUSDT,2025-02-03,60,0.5,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,-54.74,2,53.45,23.48,14.97,31.67
ETHUSDT,2025-02-03,60,0.5,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,-118.8,10,116.1,86.18,14.94,39.22
ETHUSDT,2025-02-03,60,2,2025-02-03 02:07:14.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-64.5,-59.4,6,50.25,20.13,14.97,-5.025
ETHUSDT,2025-02-03,60,2,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-55.57,20,51.12,21.51,14.97,-41.89
ETHUSDT,2025-02-03,60,2,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,27.23,2,-48.07,-78.01,15.01,-50.29
ETHUSDT,2025-02-03,60,2,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,-74.06,10,67.76,37.57,14.96,-5.553
ETHUSDT,2025-02-03,60,10,2025-02-03 02:07:14.999000+00:00,2025-02-03 02:07:20.999000+00:00,-1,-64.5,-13.55,6,-47.16,-76.85,14.99,-50.88
ETHUSDT,2025-02-03,60,10,2025-02-03 02:07:27.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-63.36,-42.22,20,21.77,-7.874,14.98,-55.24
ETHUSDT,2025-02-03,60,10,2025-02-03 02:07:53.999000+00:00,2025-02-03 02:07:55.999000+00:00,-1,-78.31,-69.36,2,17.68,-12.21,14.97,46.3
ETHUSDT,2025-02-03,60,10,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,0.2805,10,10.19,-20.23,15,-79.89
ETHUSDT,2025-02-03,80,0.5,2025-02-03 02:07:32.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-97.24,-64.07,15,72.39,42.69,14.97,-5.75
ETHUSDT,2025-02-03,80,0.5,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,-118.8,10,116.1,86.18,14.94,39.22
ETHUSDT,2025-02-03,80,2,2025-02-03 02:07:32.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-97.24,-69.27,15,64.75,34.91,14.97,-0.5505
ETHUSDT,2025-02-03,80,2,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,-74.06,10,67.76,37.57,14.96,-5.553
ETHUSDT,2025-02-03,80,10,2025-02-03 02:07:32.999000+00:00,2025-02-03 02:07:47.999000+00:00,-1,-97.24,-53.36,15,32.67,2.86,14.97,-16.46
ETHUSDT,2025-02-03,80,10,2025-02-03 02:07:59.999000+00:00,2025-02-03 02:08:09.999000+00:00,-1,-110.3,0.2805,10,10.19,-20.23,15,-79.89
ETHUSDT,2026-01-31,40,0.5,2026-01-31 14:26:47.999000+00:00,2026-01-31 14:26:51.999000+00:00,-1,-51.48,-45.96,4,47.35,17.26,14.98,17.25
ETHUSDT,2026-01-31,40,2,2026-01-31 14:26:47.999000+00:00,2026-01-31 14:26:51.999000+00:00,-1,-51.48,-3.604,4,6.218,-23.93,15,-25.11
ETHUSDT,2026-01-31,40,10,2026-01-31 14:26:47.999000+00:00,2026-01-31 14:26:51.999000+00:00,-1,-51.48,-8.999,4,1.022,-28.97,15,-19.72
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:16:49.999000+00:00,2025-10-10 21:16:52.999000+00:00,-1,-50.87,-46.93,3,32.5,2.62,14.98,28.07
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:17:41.999000+00:00,2025-10-10 21:17:42.999000+00:00,1,44.49,10.01,1,69.25,39.37,15.01,34.9
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:17:43.999000+00:00,2025-10-10 21:17:46.999000+00:00,-1,-52.05,-23.35,3,82.45,52.35,14.99,-32.02
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:17:58.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,57.43,37.94,3,52.54,22.47,15.02,-59.08
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-32.81,2,-25.27,-55.21,14.98,-138.5
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:19:30.999000+00:00,2025-10-10 21:19:31.999000+00:00,1,45.69,-25.67,1,-0.6119,-30.59,14.99,-4.819
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:19:41.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-43.97,-42.24,8,-2.099,-32.07,14.98,-33.54
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:20:05.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,49.67,-160.9,8,-109,-138.7,14.92,-310.8
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:20:14.999000+00:00,2025-10-10 21:20:26.999000+00:00,-1,-50.04,-50.74,12,48.49,18.56,14.97,-14.68
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,-45.81,6,38.71,8.631,14.98,-2.895
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:21:42.999000+00:00,2025-10-10 21:21:53.999000+00:00,1,55.98,7.48,11,13.06,-17.1,15,-38.54
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:22:01.999000+00:00,2025-10-10 21:22:03.999000+00:00,-1,-55.85,-26.14,2,35.31,5.212,14.99,-6.501
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:22:17.999000+00:00,2025-10-10 21:22:21.999000+00:00,-1,-51.09,-64.41,4,38.98,9.069,14.97,28.24
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:22:28.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-52.42,-33.14,22,35.06,5.096,14.98,-38.68
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,1.169,1,-10.25,-40.32,15,-3.646
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:23:17.999000+00:00,2025-10-10 21:23:28.999000+00:00,-1,-41.83,-39.17,11,26.73,-3.257,14.98,11.98
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:23:39.999000+00:00,2025-10-10 21:23:43.999000+00:00,-1,-58.42,-80.05,4,59.62,29.58,14.96,40.19
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:31:43.999000+00:00,2025-10-10 21:31:44.999000+00:00,-1,-46.34,-11.13,1,-0.5801,-30.58,14.99,7.6
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:33:26.999000+00:00,2025-10-10 21:33:28.999000+00:00,-1,-41.7,-15.62,2,2.004,-27.95,14.99,6.99
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:46:26.999000+00:00,2025-10-10 21:46:34.999000+00:00,-1,-47.42,-53.39,8,45.15,15.12,14.97,-8.496
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:46:47.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-49.14,-69.19,295,51.94,21.95,14.97,-65.27
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:51:47.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-41.33,-47,280,6.774,-23.4,14.98,-61.13
ETHUSDT,2025-10-10,40,0.5,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-76.75,88,60,30.04,14.96,2.089
ETHUSDT,2025-10-10,40,0.5,2025-10-10 22:02:05.999000+00:00,2025-10-10 22:02:24.999000+00:00,-1,-42.58,-29.81,19,21.56,-8.436,14.99,0.0936
ETHUSDT,2025-10-10,40,0.5,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-68.19,5,63.81,33.82,14.97,2.562
ETHUSDT,2025-10-10,40,0.5,2025-10-10 22:03:33.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-58.95,-39.34,48,32.2,2.261,14.98,-26.98
ETHUSDT,2025-10-10,40,2,2025-10-10 21:16:49.999000+00:00,2025-10-10 21:16:52.999000+00:00,-1,-50.87,-11.4,3,1.835,-28.12,14.99,-7.453
ETHUSDT,2025-10-10,40,2,2025-10-10 21:17:41.999000+00:00,2025-10-10 21:17:42.999000+00:00,1,44.49,-58.15,1,-1.007,-30.88,14.97,-33.26
ETHUSDT,2025-10-10,40,2,2025-10-10 21:17:43.999000+00:00,2025-10-10 21:17:46.999000+00:00,-1,-52.05,-14.47,3,56.69,26.55,14.99,-40.9
ETHUSDT,2025-10-10,40,2,2025-10-10 21:17:58.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,57.43,3.259,3,13.2,-16.69,15,-93.76
ETHUSDT,2025-10-10,40,2,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-12.28,2,-3.219,-33.25,14.99,-118
ETHUSDT,2025-10-10,40,2,2025-10-10 21:19:30.999000+00:00,2025-10-10 21:19:31.999000+00:00,1,45.69,-12.68,1,-24.57,-54.72,14.99,8.171
ETHUSDT,2025-10-10,40,2,2025-10-10 21:19:41.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-43.97,-52.16,8,54.82,24.78,14.97,-23.62
ETHUSDT,2025-10-10,40,2,2025-10-10 21:20:05.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,49.67,-189.5,8,-124.9,-154.6,14.91,-339.4
ETHUSDT,2025-10-10,40,2,2025-10-10 21:20:14.999000+00:00,2025-10-10 21:20:26.999000+00:00,-1,-50.04,-58.65,12,48.34,18.44,14.97,-6.766
ETHUSDT,2025-10-10,40,2,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,-37.43,6,18.53,-11.64,14.98,-11.27
ETHUSDT,2025-10-10,40,2,2025-10-10 21:21:42.999000+00:00,2025-10-10 21:21:53.999000+00:00,1,55.98,-2.035,11,3.039,-27.15,15,-48.06
ETHUSDT,2025-10-10,40,2,2025-10-10 21:22:01.999000+00:00,2025-10-10 21:22:03.999000+00:00,-1,-55.85,8.051,2,-33.27,-63.16,15,-40.69
ETHUSDT,2025-10-10,40,2,2025-10-10 21:22:17.999000+00:00,2025-10-10 21:22:21.999000+00:00,-1,-51.09,-31.22,4,-4.261,-34.36,14.98,-4.957
ETHUSDT,2025-10-10,40,2,2025-10-10 21:22:28.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-52.42,-13.52,22,-5.578,-35.56,14.99,-58.31
ETHUSDT,2025-10-10,40,2,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,-6.525,1,-5.331,-35.32,15,4.049
ETHUSDT,2025-10-10,40,2,2025-10-10 21:23:17.999000+00:00,2025-10-10 21:23:28.999000+00:00,-1,-41.83,-10.68,11,1.739,-28.3,14.99,-16.51
ETHUSDT,2025-10-10,40,2,2025-10-10 21:23:39.999000+00:00,2025-10-10 21:23:43.999000+00:00,-1,-58.42,-5.427,4,-13.09,-43.18,15,-34.44
ETHUSDT,2025-10-10,40,2,2025-10-10 21:31:43.999000+00:00,2025-10-10 21:31:44.999000+00:00,-1,-46.34,-5.819,1,7.198,-22.82,15,2.287
ETHUSDT,2025-10-10,40,2,2025-10-10 21:33:26.999000+00:00,2025-10-10 21:33:28.999000+00:00,-1,-41.7,-8.496,2,1.33,-28.67,15,-0.1377
ETHUSDT,2025-10-10,40,2,2025-10-10 21:46:26.999000+00:00,2025-10-10 21:46:34.999000+00:00,-1,-47.42,-80.45,8,69.14,39.14,14.96,18.56
ETHUSDT,2025-10-10,40,2,2025-10-10 21:46:47.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-49.14,-69.37,295,54.97,24.98,14.97,-65.09
ETHUSDT,2025-10-10,40,2,2025-10-10 21:51:47.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-41.33,-95.44,280,27.7,-2.39,14.95,-12.7
ETHUSDT,2025-10-10,40,2,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-62.14,88,54.46,24.49,14.97,-12.52
ETHUSDT,2025-10-10,40,2,2025-10-10 22:02:05.999000+00:00,2025-10-10 22:02:24.999000+00:00,-1,-42.58,-25.11,19,21.88,-8.125,14.99,-4.607
ETHUSDT,2025-10-10,40,2,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-32.12,5,19.75,-10.27,14.98,-33.5
ETHUSDT,2025-10-10,40,2,2025-10-10 22:03:33.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-58.95,-79.03,48,65.45,35.57,14.96,12.71
ETHUSDT,2025-10-10,40,10,2025-10-10 21:16:49.999000+00:00,2025-10-10 21:16:52.999000+00:00,-1,-50.87,-30.65,3,6.855,-23.03,14.98,11.8
ETHUSDT,2025-10-10,40,10,2025-10-10 21:17:41.999000+00:00,2025-10-10 21:17:42.999000+00:00,1,44.49,-5.276,1,0.1105,-29.94,15,19.61
ETHUSDT,2025-10-10,40,10,2025-10-10 21:17:43.999000+00:00,2025-10-10 21:17:46.999000+00:00,-1,-52.05,8.478,3,-14.65,-44.63,15,-63.85
ETHUSDT,2025-10-10,40,10,2025-10-10 21:17:58.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,57.43,-13.12,3,-0.3661,-30.22,14.99,-110.1
ETHUSDT,2025-10-10,40,10,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-3.732,2,-11.7,-41.7,15,-109.4
ETHUSDT,2025-10-10,40,10,2025-10-10 21:19:30.999000+00:00,2025-10-10 21:19:31.999000+00:00,1,45.69,-52.71,1,-7.68,-37.61,14.97,-31.86
ETHUSDT,2025-10-10,40,10,2025-10-10 21:19:41.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-43.97,-10.64,8,-70.02,-100.2,14.99,-65.14
ETHUSDT,2025-10-10,40,10,2025-10-10 21:20:05.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,49.67,-57.07,8,-25.26,-55.16,14.97,-207
ETHUSDT,2025-10-10,40,10,2025-10-10 21:20:14.999000+00:00,2025-10-10 21:20:26.999000+00:00,-1,-50.04,-22.53,12,19.89,-10.35,14.99,-42.89
ETHUSDT,2025-10-10,40,10,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,13.64,6,-15.86,-46.06,15.01,-62.35
ETHUSDT,2025-10-10,40,10,2025-10-10 21:21:42.999000+00:00,2025-10-10 21:21:53.999000+00:00,1,55.98,2.726,11,-5.341,-35.38,15,-43.3
ETHUSDT,2025-10-10,40,10,2025-10-10 21:22:01.999000+00:00,2025-10-10 21:22:03.999000+00:00,-1,-55.85,7.61,2,-24.86,-54.88,15,-40.25
ETHUSDT,2025-10-10,40,10,2025-10-10 21:22:17.999000+00:00,2025-10-10 21:22:21.999000+00:00,-1,-51.09,-46.02,4,17.4,-12.52,14.98,9.844
ETHUSDT,2025-10-10,40,10,2025-10-10 21:22:28.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-52.42,-57.55,22,47.05,16.94,14.97,-14.27
ETHUSDT,2025-10-10,40,10,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,-36.15,1,21.61,-8.336,14.98,33.67
ETHUSDT,2025-10-10,40,10,2025-10-10 21:23:17.999000+00:00,2025-10-10 21:23:28.999000+00:00,-1,-41.83,-12.91,11,-23.72,-53.59,14.99,-14.29
ETHUSDT,2025-10-10,40,10,2025-10-10 21:23:39.999000+00:00,2025-10-10 21:23:43.999000+00:00,-1,-58.42,0.4697,4,-9.919,-39.86,15,-40.34
ETHUSDT,2025-10-10,40,10,2025-10-10 21:31:43.999000+00:00,2025-10-10 21:31:44.999000+00:00,-1,-46.34,4.357,1,-20.9,-50.92,15,-7.89
ETHUSDT,2025-10-10,40,10,2025-10-10 21:33:26.999000+00:00,2025-10-10 21:33:28.999000+00:00,-1,-41.7,6.127,2,-12.31,-42.31,15,-14.76
ETHUSDT,2025-10-10,40,10,2025-10-10 21:46:26.999000+00:00,2025-10-10 21:46:34.999000+00:00,-1,-47.42,-3.007,8,-17.3,-47.33,15,-58.88
ETHUSDT,2025-10-10,40,10,2025-10-10 21:46:47.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-49.14,-76.25,295,15.09,-14.93,14.96,-58.21
ETHUSDT,2025-10-10,40,10,2025-10-10 21:51:47.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-41.33,-60.84,280,32.49,2.37,14.97,-47.29
ETHUSDT,2025-10-10,40,10,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-45.59,88,40.23,10.24,14.98,-29.07
ETHUSDT,2025-10-10,40,10,2025-10-10 22:02:05.999000+00:00,2025-10-10 22:02:24.999000+00:00,-1,-42.58,-21.65,19,-56.78,-86.71,14.99,-8.069
ETHUSDT,2025-10-10,40,10,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-7.656,5,2.923,-27.06,15,-57.97
ETHUSDT,2025-10-10,40,10,2025-10-10 22:03:33.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-58.95,-36.86,48,31.55,1.591,14.98,-29.46
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,11.47,2,26.04,-3.984,15.01,-41.66
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-32.81,2,-25.27,-55.21,14.98,-138.5
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:19:44.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-69.72,-60.35,5,15.94,-14.04,14.97,-0.2847
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:20:08.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,69.57,-137.3,5,-85.23,-115,14.93,-287.2
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,-45.81,6,38.71,8.631,14.98,-2.895
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:22:37.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-60.51,-63.18,13,65.11,35.1,14.97,-8.641
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,1.169,1,-10.25,-40.32,15,-3.646
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-74.11,294,56.87,26.89,14.96,-60.35
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:51:48.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-62.14,-94.01,279,53.78,23.62,14.95,-14.13
ETHUSDT,2025-10-10,60,0.5,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-76.75,88,60,30.04,14.96,2.089
ETHUSDT,2025-10-10,60,0.5,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-68.19,5,63.81,33.82,14.97,2.562
ETHUSDT,2025-10-10,60,0.5,2025-10-10 22:03:36.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-60.3,-60.88,45,53.74,23.8,14.97,0.6444
ETHUSDT,2025-10-10,60,2,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,-14.67,2,-4.761,-34.59,14.99,-67.8
ETHUSDT,2025-10-10,60,2,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-12.28,2,-3.219,-33.25,14.99,-118
ETHUSDT,2025-10-10,60,2,2025-10-10 21:19:44.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-69.72,-58.17,5,60.83,30.79,14.97,-2.468
ETHUSDT,2025-10-10,60,2,2025-10-10 21:20:08.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,69.57,-92.5,5,-27.29,-57.18,14.95,-242.4
ETHUSDT,2025-10-10,60,2,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,-37.43,6,18.53,-11.64,14.98,-11.27
ETHUSDT,2025-10-10,60,2,2025-10-10 21:22:37.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-60.51,-67.57,13,48.31,18.22,14.97,-4.248
ETHUSDT,2025-10-10,60,2,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,-6.525,1,-5.331,-35.32,15,4.049
ETHUSDT,2025-10-10,60,2,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-69.37,294,54.97,24.98,14.97,-65.09
ETHUSDT,2025-10-10,60,2,2025-10-10 21:51:48.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-62.14,-78,279,10.2,-19.92,14.96,-30.13
ETHUSDT,2025-10-10,60,2,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-62.14,88,54.46,24.49,14.97,-12.52
ETHUSDT,2025-10-10,60,2,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-32.12,5,19.75,-10.27,14.98,-33.5
ETHUSDT,2025-10-10,60,2,2025-10-10 22:03:36.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-60.3,-47.41,45,33.77,3.808,14.98,-12.83
ETHUSDT,2025-10-10,60,10,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,-9.788,2,2.99,-26.89,15,-62.92
ETHUSDT,2025-10-10,60,10,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-3.732,2,-11.7,-41.7,15,-109.4
ETHUSDT,2025-10-10,60,10,2025-10-10 21:19:44.999000+00:00,2025-10-10 21:19:49.999000+00:00,-1,-69.72,-3.575,5,-76.39,-106.5,15,-57.06
ETHUSDT,2025-10-10,60,10,2025-10-10 21:20:08.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,69.57,-50.03,5,-18.2,-48.11,14.97,-199.9
ETHUSDT,2025-10-10,60,10,2025-10-10 21:20:53.999000+00:00,2025-10-10 21:20:59.999000+00:00,-1,-71.52,13.64,6,-15.86,-46.06,15.01,-62.35
ETHUSDT,2025-10-10,60,10,2025-10-10 21:22:37.999000+00:00,2025-10-10 21:22:50.999000+00:00,-1,-60.51,-54.92,13,44.3,14.02,14.97,-16.9
ETHUSDT,2025-10-10,60,10,2025-10-10 21:23:03.999000+00:00,2025-10-10 21:23:04.999000+00:00,-1,-64.4,-36.15,1,21.61,-8.336,14.98,33.67
ETHUSDT,2025-10-10,60,10,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-69.67,294,8.387,-21.66,14.97,-64.79
ETHUSDT,2025-10-10,60,10,2025-10-10 21:51:48.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-62.14,-61.16,279,32.83,2.722,14.97,-46.97
ETHUSDT,2025-10-10,60,10,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-45.59,88,40.23,10.24,14.98,-29.07
ETHUSDT,2025-10-10,60,10,2025-10-10 22:02:34.999000+00:00,2025-10-10 22:02:39.999000+00:00,-1,-74.27,-7.656,5,2.923,-27.06,15,-57.97
ETHUSDT,2025-10-10,60,10,2025-10-10 22:03:36.999000+00:00,2025-10-10 22:04:21.999000+00:00,-1,-60.3,-37.21,45,31.91,1.952,14.98,-23.02
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,11.47,2,26.04,-3.984,15.01,-41.66
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-32.81,2,-25.27,-55.21,14.98,-138.5
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:20:09.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,94.63,-99.05,4,-46.82,-76.66,14.95,-249
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-74.11,294,56.87,26.89,14.96,-60.35
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:51:49.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-89.88,-68.82,278,28.54,-1.648,14.97,-39.32
ETHUSDT,2025-10-10,80,0.5,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-76.75,88,60,30.04,14.96,2.089
ETHUSDT,2025-10-10,80,2,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,-14.67,2,-4.761,-34.59,14.99,-67.8
ETHUSDT,2025-10-10,80,2,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-12.28,2,-3.219,-33.25,14.99,-118
ETHUSDT,2025-10-10,80,2,2025-10-10 21:20:09.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,94.63,-92.5,4,-27.29,-57.18,14.95,-242.4
