coin,exec,lat,t,side,dev_bp,b0_bp,hold_min,gross_bp,fees_bp,slip_bp,fund_bp,net_bp,mk_in,mk_out,pm_ret1,pm_worst1,pm_liq1,pm_rej1,pm_ret3,pm_worst3,pm_liq3,pm_rej3,pm_ret5,pm_worst5,pm_liq5,pm_rej5,pm_ret10,pm_worst10,pm_liq10,pm_rej10,pm_ret15,pm_worst15,pm_liq15,pm_rej15,pm_ret20,pm_worst20,pm_liq20,pm_rej20,mc_ret1,mc_worst1,mc_liq1,mc_rej1,mc_ret3,mc_worst3,mc_liq3,mc_rej3,mc_ret5,mc_worst5,mc_liq5,mc_rej5,mc_ret10,mc_worst10,mc_liq10,mc_rej10,mc_ret15,mc_worst15,mc_liq15,mc_rej15,mc_ret20,mc_worst20,mc_liq20,mc_rej20,sep_ret1,sep_worst1,sep_liq1,sep_rej1,sep_ret3,sep_worst3,sep_liq3,sep_rej3,sep_ret5,sep_worst5,sep_liq5,sep_rej5,sep_ret10,sep_worst10,sep_liq10,sep_rej10,sep_ret15,sep_worst15,sep_liq15,sep_rej15,sep_ret20,sep_worst20,sep_liq20,sep_rej20
ETHUSDT,taker,0,2025-02-03 02:07:00+00:00,-1,-228.6,-232.8,3,238.123,31.1801,116.232,0,90.7109,0,0,0.00904826,-0.0108951,0,0,0.0271448,-0.0326853,0,0,0.0452413,-0.0544755,0,0,0.0904826,-0.108951,0,0,0.135724,-0.163427,0,0,0.180965,-0.217902,0,0,0.00904826,-0.0108951,0,0,0.0271448,-0.0326853,0,0,0.0452413,-0.0544755,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00904826,-0.0108951,0,0,0.0271448,-0.0326853,0,0,-0.0367144,-0.0544755,1,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2025-10-10 21:16:00+00:00,-1,-105.1,-108.1,4,138.499,29.5292,124.021,0,-15.0514,0,0,-0.00152797,-0.00688249,0,0,-0.0045839,-0.0206475,0,0,-0.00763984,-0.0344124,0,0,-0.0152797,-0.0688249,0,0,-0.0229195,-0.103237,0,0,-0.0305594,-0.13765,0,0,-0.00152797,-0.00688249,0,0,-0.0045839,-0.0206475,0,0,-0.00763984,-0.0344124,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00152797,-0.00688249,0,0,-0.0045839,-0.0206475,0,0,-0.00763984,-0.0344124,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2025-10-10 21:22:00+00:00,1,119.7,114.7,10,122.454,30.3573,59.081,0,33.0156,0,0,0.00330153,-0.00588146,0,0,0.00989317,-0.0176444,0,0,0.0164848,-0.0294073,0,0,0.0329639,-0.0588146,0,0,0.049443,-0.0882219,0,0,0.0659221,-0.117629,0,0,0.00330153,-0.00588146,0,0,0.00989317,-0.0176444,0,0,0.0164848,-0.0294073,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00329869,-0.00588146,0,0,0.00989037,-0.0176444,0,0,0.0164822,-0.0294073,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2025-10-10 21:27:00+00:00,1,81.7,63.7,11,66.8841,30.4373,22.5005,0,13.9464,0,0,0.00139462,-0.00293678,0,0,0.00417245,-0.00881035,0,0,0.00695029,-0.0146839,0,0,0.0138949,-0.0293678,0,0,0.0208394,-0.0440518,0,0,0.027784,-0.0587357,0,0,0.00139462,-0.00293678,0,0,0.00417245,-0.00881035,0,0,0.00695029,-0.0146839,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00139178,-0.00293678,0,0,0.00416963,-0.00881035,0,0,0.00694757,-0.0146839,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2025-10-10 21:56:00+00:00,-1,-265.8,-269,15,269.383,29.2273,32.2083,0,207.947,0,0,0.0207719,-0.0038696,0,0,0.0623157,-0.0116088,0,0,0.10386,-0.019348,0,0,0.207719,-0.038696,0,0,0.311579,-0.058044,0,0,0.415438,-0.0773921,0,0,0.0207719,-0.0038696,0,0,0.0623157,-0.0116088,0,0,0.10386,-0.019348,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0207719,-0.0038696,0,0,0.0623157,-0.0116088,0,0,0.10386,-0.019348,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2026-08-19 15:27:00+00:00,1,186.3,186,6,191.533,29.9109,30.8165,0,130.806,0,0,0.0130806,-0.0037958,0,0,0.0392348,-0.0113874,0,0,0.0653891,-0.018979,0,0,0.130775,-0.037958,0,0,0.19616,-0.0569371,0,0,0.261546,-0.0759161,0,0,0.0130806,-0.0037958,0,0,0.0392348,-0.0113874,0,0,0.0653891,-0.018979,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0130788,-0.0037958,0,0,0.0392331,-0.0113874,0,0,0.0653875,-0.018979,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2026-08-19 15:27:00+00:00,1,103.9,103.9,6,108.633,29.8415,22.5148,0,56.2771,0,0,0.0056277,-0.00315527,0,0,0.0168763,-0.00946582,0,0,0.0281248,-0.0157764,0,0,0.0562462,-0.0315527,0,0,0.0843676,-0.0473291,0,0,0.112489,-0.0631055,0,0,0.0056277,-0.00315527,0,0,0.0168763,-0.00946582,0,0,0.0281248,-0.0157764,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.005626,-0.00315527,0,0,0.0168746,-0.00946582,0,0,0.0281232,-0.0157764,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2022-05-12 07:16:00+00:00,-1,-108.7,-112.1,7,106.112,30.4275,23.9809,0,51.7035,0,0,0.00514752,-0.00219463,0,0,0.0154426,-0.00658389,0,0,0.0257376,-0.0109732,0,0,0.0514752,-0.0219463,0,0,0.0772128,-0.0329195,0,0,0.10295,-0.0438926,0,0,0.00514752,-0.00219463,0,0,0.0154426,-0.00658389,0,0,0.0257376,-0.0109732,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00514752,-0.00219463,0,0,0.0154426,-0.00658389,0,0,0.0257376,-0.0109732,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2022-09-15 06:47:00+00:00,1,81.8,29.4,481,38.863,28.9261,19.9851,-21.9125,-31.9608,0,0,-0.0031961,-0.0031961,0,0,-0.00960886,-0.00960886,0,0,-0.0160216,-0.0160216,0,0,-0.0320535,-0.0320535,0,0,-0.0480854,-0.0480854,0,0,-0.0641173,-0.0641173,0,0,-0.0031961,-0.0031961,0,0,-0.00960886,-0.00960886,0,0,-0.0160216,-0.0160216,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00320123,-0.00320123,0,0,-0.00961396,-0.00961396,0,0,-0.0160265,-0.0160265,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2022-11-08 19:31:00+00:00,-1,-113.4,-170.2,52,156,30.6854,44.2572,0,81.0576,0,0,0.00808293,-0.0049239,0,0,0.0242488,-0.0147717,0,0,0.0404146,-0.0246195,0,0,0.0808293,-0.049239,0,0,0.121244,-0.0738585,0,0,0.161659,-0.0984779,0,0,0.00808293,-0.0049239,0,0,0.0242488,-0.0147717,0,0,0.0404146,-0.0246195,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00808293,-0.0049239,0,0,0.0242488,-0.0147717,0,0,-0.089413,-0.089413,1,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2022-11-08 19:32:00+00:00,-1,-250.8,-106.5,2,-2.81994,30.2173,88.3131,0,-121.35,0,0,-0.0121579,-0.0121579,0,0,-0.0364736,-0.0364736,0,0,-0.0607893,-0.0607893,0,0,-0.121579,-0.121579,0,0,-0.182368,-0.182368,0,0,-0.243157,-0.243157,0,0,-0.0121579,-0.0121579,0,0,-0.0364736,-0.0364736,0,0,-0.0607893,-0.0607893,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.0121579,-0.0121579,0,0,-0.0364736,-0.0364736,0,0,-0.0607893,-0.0607893,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-01-14 00:38:00+00:00,1,149.5,103.1,481,94.4851,30.0818,18.2382,4.58044,50.7455,0,0,0.00507345,-0.0030634,0,0,0.0145054,-0.00919021,0,0,0.0239374,-0.015317,0,0,0.0475174,-0.030634,0,0,0.0710974,-0.045951,0,0,0.0946774,-0.0612681,0,0,0.00507345,-0.0030634,0,0,0.0145054,-0.00919021,0,0,0.0239374,-0.015317,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00489527,-0.0030634,0,0,0.0143284,-0.00919021,0,0,0.0237673,-0.015317,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2023-01-14 00:38:00+00:00,1,238.2,110.5,481,100.668,30.1088,25.983,6.16491,50.7413,0,0,0.00507276,-0.00606133,0,0,0.0145034,-0.018184,0,0,0.023934,-0.0303066,0,0,0.0475105,-0.0606133,0,0,0.071087,-0.0909199,0,0,0.0946636,-0.121227,0,0,0.00507276,-0.00606133,0,0,0.0145034,-0.018184,0,0,0.023934,-0.0303066,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00489472,-0.00606133,0,0,0.0143267,-0.018184,0,0,0.023766,-0.0303066,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-08-17 21:42:00+00:00,-1,-116.1,-220.7,3,280.233,29.8274,58.3471,0,192.058,0,0,0.019183,-0.00613728,0,0,0.057549,-0.0184118,0,0,0.0959149,-0.0306864,0,0,0.19183,-0.0613728,0,0,0.287745,-0.0920592,0,0,0.38366,-0.122746,0,0,0.019183,-0.00613728,0,0,0.057549,-0.0184118,0,0,0.0959149,-0.0306864,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.019183,-0.00613728,0,0,0.057549,-0.0184118,0,0,0.0959149,-0.0306864,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2023-08-17 21:42:00+00:00,-1,-296.8,-319.8,21,314.871,29.9264,32.9079,0,252.037,0,0,0.0251808,-0.00430716,0,0,0.0755425,-0.0129215,0,0,0.125904,-0.0215358,0,0,0.251808,-0.0430716,0,0,0.377713,-0.0646074,0,0,0.503617,-0.0861432,0,0,0.0251808,-0.00430716,0,0,0.0755425,-0.0129215,0,0,0.125904,-0.0215358,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0251808,-0.00430716,0,0,0.0755425,-0.0129215,0,0,0.125904,-0.0215358,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-10-01 22:17:00+00:00,1,87.6,9.2,66,13.9161,30.0536,17.9673,0,-34.1049,0,0,-0.0034105,-0.0034105,0,0,-0.0102424,-0.0102424,0,0,-0.0170743,-0.0170743,0,0,-0.0341541,-0.0341541,0,0,-0.0512339,-0.0512339,0,0,-0.0683136,-0.0683136,0,0,-0.0034105,-0.0034105,0,0,-0.0102424,-0.0102424,0,0,-0.0170743,-0.0170743,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00341322,-0.00341322,0,0,-0.0102451,-0.0102451,0,0,-0.0170769,-0.0170769,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2023-10-01 22:17:00+00:00,1,106.5,1.2,175,5.36995,29.8912,20.9304,0.99911,-44.4526,0,0,-0.00444528,-0.00444528,0,0,-0.0133519,-0.0133519,0,0,-0.0222585,-0.0222585,0,0,-0.044525,-0.044525,0,0,-0.0667915,-0.0667915,0,0,-0.089058,-0.089058,0,0,-0.00444528,-0.00444528,0,0,-0.0133519,-0.0133519,0,0,-0.0222585,-0.0222585,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00444928,-0.00444928,0,0,-0.0133559,-0.0133559,0,0,-0.0222623,-0.0222623,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-10-23 22:41:00+00:00,1,133.5,167.4,136,171.244,29.8654,55.9695,0.969417,86.3783,0,0,0.00863732,-0.0066816,0,0,0.0257594,-0.0200448,0,0,0.0428815,-0.033408,0,0,0.0856868,-0.066816,0,0,0.128492,-0.100224,0,0,0.171297,-0.133632,0,0,0.00863732,-0.0066816,0,0,0.0257594,-0.0200448,0,0,0.0428815,-0.033408,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00859944,-0.0066816,0,0,0.0257221,-0.0200448,0,0,0.0428471,-0.033408,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-11-15 18:11:00+00:00,1,99.8,20.6,13,12.7257,29.9654,25.7431,0,-42.9828,0,0,-0.00429829,-0.00429829,0,0,-0.0129063,-0.0129063,0,0,-0.0215143,-0.0215143,0,0,-0.0430343,-0.0430343,0,0,-0.0645543,-0.0645543,0,0,-0.0860743,-0.0860743,0,0,-0.00429829,-0.00429829,0,0,-0.0129063,-0.0129063,0,0,-0.0215143,-0.0215143,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00430114,-0.00430114,0,0,-0.0129091,-0.0129091,0,0,-0.021517,-0.021517,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2023-12-11 02:12:00+00:00,-1,-94.2,4.5,481,-5.73083,30.3871,36.7675,-1.01817,-73.9035,0,0,-0.00759583,-0.00759583,0,0,-0.0227875,-0.0227875,0,0,-0.0379792,-0.0379792,0,0,-0.0759583,-0.0759583,0,0,-0.113937,-0.113937,0,0,-0.151917,-0.151917,0,0,-0.00759583,-0.00759583,0,0,-0.0227875,-0.0227875,0,0,-0.0379792,-0.0379792,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00759583,-0.00759583,0,0,-0.0227875,-0.0227875,0,0,-0.0379792,-0.0379792,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2023-12-11 02:12:00+00:00,-1,-189.3,-12.8,481,13.1106,30.5245,25.8647,-1.02893,-44.3075,0,0,-0.00463623,-0.00463623,0,0,-0.0139087,-0.0139087,0,0,-0.0231811,-0.0231811,0,0,-0.0463623,-0.0463623,0,0,-0.0695434,-0.0695434,0,0,-0.0927246,-0.0927246,0,0,-0.00463623,-0.00463623,0,0,-0.0139087,-0.0139087,0,0,-0.0231811,-0.0231811,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00463623,-0.00463623,0,0,-0.0139087,-0.0139087,0,0,-0.0231811,-0.0231811,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2024-01-03 12:09:00+00:00,-1,-117.6,4.1,4,14.3597,30.2253,32.811,0,-48.6766,0,0,-0.00489049,-0.00548014,0,0,-0.0146715,-0.0164404,0,0,-0.0244525,-0.0274007,0,0,-0.0489049,-0.0548014,0,0,-0.0733574,-0.0822021,0,0,-0.0978099,-0.109603,0,0,-0.00489049,-0.00548014,0,0,-0.0146715,-0.0164404,0,0,-0.0244525,-0.0274007,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00489049,-0.00548014,0,0,-0.0146715,-0.0164404,0,0,-0.0244525,-0.0274007,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2024-01-03 12:09:00+00:00,-1,-239.1,5.2,481,-3.4294,30.6264,29.4141,-1.05663,-64.5266,0,0,-0.00665814,-0.0102338,0,0,-0.0199744,-0.0307014,0,0,-0.0332907,-0.051169,0,0,-0.0665814,-0.102338,0,0,-0.0998721,-0.153507,0,0,-0.133163,-0.204676,0,0,-0.00665814,-0.0102338,0,0,-0.0199744,-0.0307014,0,0,-0.0332907,-0.051169,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00665814,-0.0102338,0,0,-0.0199744,-0.0307014,0,0,-0.0332907,-0.051169,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2024-04-13 20:09:00+00:00,-1,-95.9,-45.4,14,48.7458,30.1871,50.5797,0,-32.0211,0,0,-0.00322494,-0.00411185,0,0,-0.00967481,-0.0123356,0,0,-0.0161247,-0.0205593,0,0,-0.0322494,-0.0411185,0,0,-0.048374,-0.0616778,0,0,-0.0644987,-0.082237,0,0,-0.00322494,-0.00411185,0,0,-0.00967481,-0.0123356,0,0,-0.0161247,-0.0205593,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00322494,-0.00411185,0,0,-0.00967481,-0.0123356,0,0,-0.0161247,-0.0205593,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2024-05-01 07:08:00+00:00,-1,-133.4,-12,7,5.88822,30.0199,22.7006,0,-46.8323,0,0,-0.00470607,-0.00470607,0,0,-0.0141182,-0.0141182,0,0,-0.0235303,-0.0235303,0,0,-0.0470607,-0.0470607,0,0,-0.070591,-0.070591,0,0,-0.0941213,-0.0941213,0,0,-0.00470607,-0.00470607,0,0,-0.0141182,-0.0141182,0,0,-0.0235303,-0.0235303,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00470607,-0.00470607,0,0,-0.0141182,-0.0141182,0,0,-0.0235303,-0.0235303,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2024-08-05 01:10:00+00:00,1,86,20,6,17.814,30.6254,88.1028,0,-100.914,0,0,-0.0100915,-0.0131995,0,0,-0.0302812,-0.0395985,0,0,-0.050471,-0.0659975,0,0,-0.100945,-0.131995,0,0,-0.15142,-0.197992,0,0,-0.201894,-0.26399,0,0,-0.0100915,-0.0131995,0,0,-0.0302812,-0.0395985,0,0,-0.050471,-0.0659975,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.0100932,-0.0131995,0,0,-0.0302829,-0.0395985,0,0,-0.0504725,-0.0659975,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2025-02-03 02:07:00+00:00,-1,-228.6,-5.9,3,-7.73067,30.5979,116.337,0,-154.666,0,0,-0.0154894,-0.0179327,0,0,-0.0464682,-0.053798,0,0,-0.077447,-0.0896634,0,0,-0.154894,-0.179327,0,0,-0.232341,-0.26899,0,0,-0.309788,-0.358653,0,0,-0.0154894,-0.0179327,0,0,-0.0464682,-0.053798,0,0,-0.077447,-0.0896634,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.0154894,-0.0179327,0,0,-0.0464682,-0.053798,0,0,-0.077447,-0.0896634,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2025-10-10 21:16:00+00:00,-1,-105.1,-27.6,4,183.046,30.1753,127.357,0,25.514,0,0,0.00252857,-0.00859093,0,0,0.00758572,-0.0257728,0,0,0.0126429,-0.0429547,0,0,0.0252857,-0.0859093,0,0,0.0379286,-0.128864,0,0,0.0505715,-0.171819,0,0,0.00252857,-0.00859093,0,0,0.00758572,-0.0257728,0,0,0.0126429,-0.0429547,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00252857,-0.00859093,0,0,0.00758572,-0.0257728,0,0,0.0126429,-0.0429547,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2025-10-10 21:22:00+00:00,1,119.7,23.8,10,20.7132,30.4476,59.0707,0,-68.8051,0,0,-0.00688054,-0.0150045,0,0,-0.020653,-0.0450135,0,0,-0.0344255,-0.0750225,0,0,-0.0688568,-0.150045,0,0,-0.103288,-0.225067,0,0,-0.137719,-0.30009,0,0,-0.00688054,-0.0150045,0,0,-0.020653,-0.0450135,0,0,-0.0344255,-0.0750225,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00688338,-0.0150045,0,0,-0.0206558,-0.0450135,0,0,-0.0344281,-0.0750225,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2025-10-10 21:27:00+00:00,1,81.7,42.2,11,32.4462,30.4268,22.4901,0,-20.4707,0,0,-0.00204709,-0.00293449,0,0,-0.00615268,-0.00880348,0,0,-0.0102583,-0.0146725,0,0,-0.0205223,-0.0293449,0,0,-0.0307862,-0.0440174,0,0,-0.0410502,-0.0586899,0,0,-0.00204709,-0.00293449,0,0,-0.00615268,-0.00880348,0,0,-0.0102583,-0.0146725,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00204993,-0.00293449,0,0,-0.00615551,-0.00880348,0,0,-0.010261,-0.0146725,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2025-10-10 21:56:00+00:00,-1,-265.8,-25.2,15,25.6928,29.7708,32.6079,0,-36.6859,0,0,-0.00369142,-0.00819578,0,0,-0.0110743,-0.0245873,0,0,-0.0184571,-0.0409789,0,0,-0.0369142,-0.0819578,0,0,-0.0553713,-0.122937,0,0,-0.0738284,-0.163916,0,0,-0.00369142,-0.00819578,0,0,-0.0110743,-0.0245873,0,0,-0.0184571,-0.0409789,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00369142,-0.00819578,0,0,-0.0110743,-0.0245873,0,0,-0.0184571,-0.0409789,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,1,2026-08-19 15:27:00+00:00,1,186.3,1.2,6,4.88829,29.9513,30.6247,0,-55.6877,0,0,-0.00556878,-0.0101436,0,0,-0.0167132,-0.0304308,0,0,-0.0278576,-0.0507181,0,0,-0.0557186,-0.101436,0,0,-0.0835797,-0.152154,0,0,-0.111441,-0.202872,0,0,-0.00556878,-0.0101436,0,0,-0.0167132,-0.0304308,0,0,-0.0278576,-0.0507181,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00557049,-0.0101436,0,0,-0.0167149,-0.0304308,0,0,-0.0278592,-0.0507181,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,1,2026-08-19 15:27:00+00:00,1,103.9,-2.1,6,-0.608973,29.9085,22.461,0,-52.9785,0,0,-0.00529786,-0.00724335,0,0,-0.0159004,-0.02173,0,0,-0.026503,-0.0362167,0,0,-0.0530094,-0.0724335,0,0,-0.0795158,-0.10865,0,0,-0.106022,-0.144867,0,0,-0.00529786,-0.00724335,0,0,-0.0159004,-0.02173,0,0,-0.026503,-0.0362167,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00529956,-0.00724335,0,0,-0.0159021,-0.02173,0,0,-0.0265046,-0.0362167,0,0,0,0,0,1,0,0,0,1,0,0,0,1
