coin,exec,lat,t,side,dev_bp,b0_bp,hold_min,gross_bp,fees_bp,slip_bp,fund_bp,net_bp,mk_in,mk_out,pm_ret1,pm_worst1,pm_liq1,pm_rej1,pm_ret3,pm_worst3,pm_liq3,pm_rej3,pm_ret5,pm_worst5,pm_liq5,pm_rej5,pm_ret10,pm_worst10,pm_liq10,pm_rej10,pm_ret15,pm_worst15,pm_liq15,pm_rej15,pm_ret20,pm_worst20,pm_liq20,pm_rej20,mc_ret1,mc_worst1,mc_liq1,mc_rej1,mc_ret3,mc_worst3,mc_liq3,mc_rej3,mc_ret5,mc_worst5,mc_liq5,mc_rej5,mc_ret10,mc_worst10,mc_liq10,mc_rej10,mc_ret15,mc_worst15,mc_liq15,mc_rej15,mc_ret20,mc_worst20,mc_liq20,mc_rej20,sep_ret1,sep_worst1,sep_liq1,sep_rej1,sep_ret3,sep_worst3,sep_liq3,sep_rej3,sep_ret5,sep_worst5,sep_liq5,sep_rej5,sep_ret10,sep_worst10,sep_liq10,sep_rej10,sep_ret15,sep_worst15,sep_liq15,sep_rej15,sep_ret20,sep_worst20,sep_liq20,sep_rej20
BTCUSDT,maker_upper,0,2023-01-14 00:38:00+00:00,1,149.5,145.4,481,133.396,22.1849,1.31662,4.6299,114.525,1,0.5,0.0114521,-0.00100291,0,0,0.0336414,-0.00300872,0,0,0.0558307,-0.00501454,0,0,0.111304,-0.0100291,0,0,0.166777,-0.0150436,0,0,0.222251,-0.0200582,0,0,0.0114521,-0.00100291,0,0,0.0336414,-0.00300872,0,0,0.0558307,-0.00501454,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0112736,-0.00100291,0,0,0.0334632,-0.00300872,0,0,0.0556552,-0.00501454,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2023-01-14 00:38:00+00:00,1,238.2,236.1,481,223.064,22.2192,1.36905,6.22967,205.706,1,0.5,0.0205702,-0.00100472,0,0,0.0609958,-0.00301417,0,0,0.101421,-0.00502361,0,0,0.202485,-0.0100472,0,0,0.303549,-0.0150708,0,0,0.404613,-0.0200944,0,0,0.0205702,-0.00100472,0,0,0.0609958,-0.00301417,0,0,0.101421,-0.00502361,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0203917,-0.00100472,0,0,0.0608176,-0.00301417,0,0,0.101246,-0.00502361,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2023-08-17 21:42:00+00:00,-1,-116.1,56.4653,3,-23.333,21.7057,19.15,0,-64.1887,0.5,1,-0.0064417,-0.00873416,0,0,-0.0193251,-0.0262025,0,0,-0.0322085,-0.0436708,0,0,-0.064417,-0.0873416,0,0,-0.0966256,-0.131012,0,0,-0.128834,-0.174683,0,0,-0.0064417,-0.00873416,0,0,-0.0193251,-0.0262025,0,0,-0.0322085,-0.0436708,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.0064417,-0.00873416,0,0,-0.0193251,-0.0262025,0,0,-0.0322085,-0.0436708,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2023-08-17 21:42:00+00:00,-1,-296.8,-182.526,21,178.555,21.8895,14.05,0,142.616,0.5,1,0.0142387,-0.00260135,0,0,0.0427162,-0.00780405,0,0,0.0711937,-0.0130067,0,0,0.142387,-0.0260135,0,0,0.213581,-0.0390202,0,0,0.284775,-0.052027,0,0,0.0142387,-0.00260135,0,0,0.0427162,-0.00780405,0,0,0.0711937,-0.0130067,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0142387,-0.00260135,0,0,0.0427162,-0.00780405,0,0,0.0711937,-0.0130067,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2023-10-01 22:17:00+00:00,1,87.6,82.6,66,87.5955,20.0065,0,0,67.589,1,1,0.00675889,-0.00100165,0,0,0.0202658,-0.00300496,0,0,0.0337727,-0.00500826,0,0,0.0675399,-0.0100165,0,0,0.101307,-0.0150248,0,0,0.135074,-0.020033,0,0,0.00675889,-0.00100165,0,0,0.0202658,-0.00300496,0,0,0.0337727,-0.00500826,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00675617,-0.00100165,0,0,0.0202631,-0.00300496,0,0,0.03377,-0.00500826,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2023-10-01 22:17:00+00:00,1,106.5,101.5,175,104.403,21.8273,1.42675,0.989951,82.1393,1,0.5,0.00821392,-0.00100203,0,0,0.0246257,-0.00300609,0,0,0.0410375,-0.00501015,0,0,0.082067,-0.0100203,0,0,0.123097,-0.0150305,0,0,0.164126,-0.0200406,0,0,0.00821392,-0.00100203,0,0,0.0246257,-0.00300609,0,0,0.0410375,-0.00501015,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00820991,-0.00100203,0,0,0.0246217,-0.00300609,0,0,0.0410336,-0.00501015,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2023-10-23 22:41:00+00:00,1,133.5,22.8756,136,27.1472,21.9376,19.4,0.977299,-13.2131,0.5,1,-0.00132155,-0.00555213,0,0,-0.0041172,-0.0166564,0,0,-0.00691284,-0.0277606,0,0,-0.013902,-0.0555213,0,0,-0.0208911,-0.0832819,0,0,-0.0278802,-0.111043,0,0,-0.00132155,-0.00555213,0,0,-0.0041172,-0.0166564,0,0,-0.00691284,-0.0277606,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00135957,-0.00555213,0,0,-0.00415497,-0.0166564,0,0,-0.00694866,-0.0277606,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2023-11-15 18:11:00+00:00,1,99.8,104.4,13,101.015,19.9761,0,0,81.0394,1,1,0.00810394,-0.00100209,0,0,0.0243004,-0.00300626,0,0,0.0404968,-0.00501044,0,0,0.080988,-0.0100209,0,0,0.121479,-0.0150313,0,0,0.16197,-0.0200418,0,0,0.00810394,-0.00100209,0,0,0.0243004,-0.00300626,0,0,0.0404968,-0.00501044,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00810108,-0.00100209,0,0,0.0242975,-0.00300626,0,0,0.040494,-0.00501044,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2023-12-11 02:12:00+00:00,-1,-94.2,-87.4,481,85.3447,22.3148,1.18189,-1.02028,60.8277,1,0.5,0.00587729,-0.000998252,0,0,0.0176319,-0.00299476,0,0,0.0293865,-0.00499126,0,0,0.0587729,-0.00998252,0,0,0.0881594,-0.0149738,0,0,0.117546,-0.019965,0,0,0.00587729,-0.000998252,0,0,0.0176319,-0.00299476,0,0,0.0293865,-0.00499126,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00587729,-0.000998252,0,0,0.0176319,-0.00299476,0,0,0.0293865,-0.00499126,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2023-12-11 02:12:00+00:00,-1,-189.3,-127.569,481,127.311,24.3439,10.1854,-1.02451,91.7574,0.5,0.5,0.00897026,-0.00209745,0,0,0.0269108,-0.00629235,0,0,0.0448513,-0.0104872,0,0,0.0897026,-0.0209745,0,0,0.134554,-0.0314617,0,0,0.179405,-0.041949,0,0,0.00897026,-0.00209745,0,0,0.0269108,-0.00629235,0,0,0.0448513,-0.0104872,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00897026,-0.00209745,0,0,0.0269108,-0.00629235,0,0,0.0448513,-0.0104872,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2024-01-03 12:09:00+00:00,-1,-117.6,-110.3,4,85.8464,22.218,5.05105,0,58.5773,1,0.5,0.0058349,-0.000997794,0,0,0.0175047,-0.00299338,0,0,0.0291745,-0.00498897,0,0,0.058349,-0.00997794,0,0,0.0875235,-0.0149669,0,0,0.116698,-0.0199559,0,0,0.0058349,-0.000997794,0,0,0.0175047,-0.00299338,0,0,0.0291745,-0.00498897,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0058349,-0.000997794,0,0,0.0175047,-0.00299338,0,0,0.0291745,-0.00498897,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2024-01-03 12:09:00+00:00,-1,-239.1,-231,481,224.551,22.3454,1.91057,-1.04855,199.246,1,0.5,0.0197191,-0.00099538,0,0,0.0591574,-0.00298614,0,0,0.0985956,-0.0049769,0,0,0.197191,-0.0099538,0,0,0.295787,-0.0149307,0,0,0.394383,-0.0199076,0,0,0.0197191,-0.00099538,0,0,0.0591574,-0.00298614,0,0,0.0985956,-0.0049769,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0197191,-0.00099538,0,0,0.0591574,-0.00298614,0,0,0.0985956,-0.0049769,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2024-04-13 20:09:00+00:00,-1,-95.9,-92.4,14,97.0121,20.0088,0,0,77.0033,1,1,0.0076775,-0.000998152,0,0,0.0230325,-0.00299446,0,0,0.0383875,-0.00499076,0,0,0.076775,-0.00998152,0,0,0.115163,-0.0149723,0,0,0.15355,-0.019963,0,0,0.0076775,-0.000998152,0,0,0.0230325,-0.00299446,0,0,0.0383875,-0.00499076,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0076775,-0.000998152,0,0,0.0230325,-0.00299446,0,0,0.0383875,-0.00499076,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2024-05-01 07:08:00+00:00,-1,-133.4,-137.9,7,133.7,19.972,0,0,113.728,1,1,0.01135,-0.000997242,0,0,0.0340499,-0.00299173,0,0,0.0567498,-0.00498621,0,0,0.1135,-0.00997242,0,0,0.170249,-0.0149586,0,0,0.226999,-0.0199448,0,0,0.01135,-0.000997242,0,0,0.0340499,-0.00299173,0,0,0.0567498,-0.00498621,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.01135,-0.000997242,0,0,0.0340499,-0.00299173,0,0,0.0567498,-0.00498621,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2024-08-05 01:10:00+00:00,1,86,81.4,6,86.8569,20.715,0,0,66.1419,1,1,0.00661419,-0.0010454,0,0,0.0198357,-0.00313621,0,0,0.0330572,-0.00522701,0,0,0.0661111,-0.010454,0,0,0.0991649,-0.015681,0,0,0.132219,-0.020908,0,0,0.00661419,-0.0010454,0,0,0.0198357,-0.00313621,0,0,0.0330572,-0.00522701,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00661248,-0.0010454,0,0,0.019834,-0.00313621,0,0,0.0330556,-0.00522701,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2025-02-03 02:07:00+00:00,-1,-228.6,-232.8,3,236.494,20.8184,0,0,215.675,1,1,0.0215447,-0.000995344,0,0,0.0646341,-0.00298603,0,0,0.107724,-0.00497672,0,0,0.215447,-0.00995344,0,0,0.323171,-0.0149302,0,0,0.430894,-0.0199069,0,0,0.0215447,-0.000995344,0,0,0.0646341,-0.00298603,0,0,0.107724,-0.00497672,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0215447,-0.000995344,0,0,0.0646341,-0.00298603,0,0,-0.0403836,-0.0403836,1,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2025-10-10 21:16:00+00:00,-1,-105.1,-110.1,4,141.074,19.6939,0,0,121.38,1,1,0.0121152,-0.000997798,0,0,0.0363455,-0.00299339,0,0,0.0605759,-0.00498899,0,0,0.121152,-0.00997798,0,0,0.181728,-0.014967,0,0,0.242304,-0.019956,0,0,0.0121152,-0.000997798,0,0,0.0363455,-0.00299339,0,0,0.0605759,-0.00498899,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0121152,-0.000997798,0,0,0.0363455,-0.00299339,0,0,0.0605759,-0.00498899,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2025-10-10 21:22:00+00:00,1,119.7,114.7,10,130.308,20.221,0,0,110.087,1,1,0.0110087,-0.00131087,0,0,0.0330146,-0.00393261,0,0,0.0550205,-0.00655435,0,0,0.110035,-0.0131087,0,0,0.16505,-0.0196631,0,0,0.220065,-0.0262174,0,0,0.0110087,-0.00131087,0,0,0.0330146,-0.00393261,0,0,0.0550205,-0.00655435,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0110058,-0.00131087,0,0,0.0330118,-0.00393261,0,0,0.0550177,-0.00655435,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2025-10-10 21:27:00+00:00,1,81.7,77.1,11,82.8534,20.2883,0,0,62.5652,1,1,0.00625651,-0.00100154,0,0,0.0187581,-0.00300463,0,0,0.0312597,-0.00500771,0,0,0.0625137,-0.0100154,0,0,0.0937678,-0.0150231,0,0,0.125022,-0.0200308,0,0,0.00625651,-0.00100154,0,0,0.0187581,-0.00300463,0,0,0.0312597,-0.00500771,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00625366,-0.00100154,0,0,0.0187553,-0.00300463,0,0,0.0312569,-0.00500771,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2025-10-10 21:56:00+00:00,-1,-265.8,-270.8,15,271.374,19.5205,0,0,251.854,1,1,0.0251626,-0.000994584,0,0,0.0754877,-0.00298375,0,0,0.125813,-0.00497292,0,0,0.251626,-0.00994584,0,0,0.377439,-0.0149188,0,0,0.503251,-0.0198917,0,0,0.0251626,-0.000994584,0,0,0.0754877,-0.00298375,0,0,0.125813,-0.00497292,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0251626,-0.000994584,0,0,0.0754877,-0.00298375,0,0,0.125813,-0.00497292,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,maker_upper,0,2026-08-19 15:27:00+00:00,1,186.3,181.7,6,187.527,19.9117,0,0,167.615,1,1,0.0167615,-0.00100363,0,0,0.0502778,-0.0030109,0,0,0.083794,-0.00501817,0,0,0.167585,-0.0100363,0,0,0.251375,-0.0150545,0,0,0.335166,-0.0200727,0,0,0.0167615,-0.00100363,0,0,0.0502778,-0.0030109,0,0,0.083794,-0.00501817,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0167598,-0.00100363,0,0,0.0502761,-0.0030109,0,0,0.0837923,-0.00501817,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,maker_upper,0,2026-08-19 15:27:00+00:00,1,103.9,99.3,6,104.032,19.878,0,0,84.1544,1,1,0.00841543,-0.00100199,0,0,0.0252394,-0.00300596,0,0,0.0420635,-0.00500993,0,0,0.0841235,-0.0100199,0,0,0.126184,-0.0150298,0,0,0.168244,-0.0200397,0,0,0.00841543,-0.00100199,0,0,0.0252394,-0.00300596,0,0,0.0420635,-0.00500993,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00841372,-0.00100199,0,0,0.0252377,-0.00300596,0,0,0.0420618,-0.00500993,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2022-05-12 07:16:00+00:00,-1,-108.7,-116.4,7,107.718,30.2587,23.7956,0,53.6636,0,0,0.00534353,-0.00219423,0,0,0.0160306,-0.0065827,0,0,0.0267177,-0.0109712,0,0,0.0534353,-0.0219423,0,0,0.080153,-0.0329135,0,0,0.106871,-0.0438847,0,0,0.00534353,-0.00219423,0,0,0.0160306,-0.0065827,0,0,0.0267177,-0.0109712,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00534353,-0.00219423,0,0,0.0160306,-0.0065827,0,0,0.0267177,-0.0109712,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2022-09-15 06:47:00+00:00,1,81.8,48.4,481,56.3838,28.9455,20.004,-21.8109,-14.3766,0,0,-0.00143769,-0.00275583,0,0,-0.0043336,-0.0082675,0,0,-0.00722952,-0.0137792,0,0,-0.0144693,-0.0275583,0,0,-0.0217091,-0.0413375,0,0,-0.0289489,-0.0551166,0,0,-0.00143769,-0.00275583,0,0,-0.0043336,-0.0082675,0,0,-0.00722952,-0.0137792,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00144281,-0.00275583,0,0,-0.0043387,-0.0082675,0,0,-0.00723444,-0.0137792,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2022-11-08 19:31:00+00:00,-1,-113.4,-120.3,52,113.89,30.4458,44.1874,0,39.2564,0,0,0.00390281,-0.00493595,0,0,0.0117084,-0.0148078,0,0,0.019514,-0.0246797,0,0,0.0390281,-0.0493595,0,0,0.0585421,-0.0740392,0,0,0.0780561,-0.098719,0,0,0.00390281,-0.00493595,0,0,0.0117084,-0.0148078,0,0,0.019514,-0.0246797,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00390281,-0.00493595,0,0,0.0117084,-0.0148078,0,0,0.019514,-0.0246797,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2022-11-08 19:32:00+00:00,-1,-250.8,-256.2,2,343.078,30.7305,90.2753,0,222.072,0,0,0.0221844,-0.00497954,0,0,0.0665531,-0.0149386,0,0,0.110922,-0.0248977,0,0,0.221844,-0.0497954,0,0,0.332766,-0.0746932,0,0,0.443687,-0.0995909,0,0,0.0221844,-0.00497954,0,0,0.0665531,-0.0149386,0,0,0.110922,-0.0248977,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0221844,-0.00497954,0,0,0.0665531,-0.0149386,0,0,0.110922,-0.0248977,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-01-14 00:38:00+00:00,1,149.5,145.4,481,135.675,30.2729,18.3021,4.62988,91.7299,0,0,0.00917189,-0.0030689,0,0,0.0268008,-0.00920671,0,0,0.0444298,-0.0153445,0,0,0.0885022,-0.030689,0,0,0.132575,-0.0460335,0,0,0.176647,-0.061378,0,0,0.00917189,-0.0030689,0,0,0.0268008,-0.00920671,0,0,0.0444298,-0.0153445,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00899373,-0.0030689,0,0,0.0266238,-0.00920671,0,0,0.0442597,-0.0153445,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2023-01-14 00:38:00+00:00,1,238.2,222.4,481,212.772,30.3174,26.1351,6.22341,162.543,0,0,0.016253,-0.00384581,0,0,0.0480441,-0.0115374,0,0,0.0798352,-0.019229,0,0,0.159313,-0.0384581,0,0,0.238791,-0.0576871,0,0,0.318268,-0.0769161,0,0,0.016253,-0.00384581,0,0,0.0480441,-0.0115374,0,0,0.0798352,-0.019229,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0160749,-0.00384581,0,0,0.0478674,-0.0115374,0,0,0.0796673,-0.019229,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-08-17 21:42:00+00:00,-1,-116.1,-120,3,143.342,29.2428,58.1167,0,55.9827,0,0,0.00557544,-0.00617046,0,0,0.0167263,-0.0185114,0,0,0.0278772,-0.0308523,0,0,0.0557544,-0.0617046,0,0,0.0836315,-0.0925569,0,0,0.111509,-0.123409,0,0,0.00557544,-0.00617046,0,0,0.0167263,-0.0185114,0,0,0.0278772,-0.0308523,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00557544,-0.00617046,0,0,0.0167263,-0.0185114,0,0,0.0278772,-0.0308523,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2023-08-17 21:42:00+00:00,-1,-296.8,-300.2,21,296.277,29.5588,32.8197,0,233.899,0,0,0.023367,-0.00431101,0,0,0.0701011,-0.012933,0,0,0.116835,-0.0215551,0,0,0.23367,-0.0431101,0,0,0.350505,-0.0646652,0,0,0.46734,-0.0862202,0,0,0.023367,-0.00431101,0,0,0.0701011,-0.012933,0,0,0.116835,-0.0215551,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.023367,-0.00431101,0,0,0.0701011,-0.012933,0,0,0.116835,-0.0215551,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-10-01 22:17:00+00:00,1,87.6,81.7,66,86.6955,30.0249,18.0275,0,38.6432,0,0,0.0038643,-0.00304713,0,0,0.0115821,-0.0091414,0,0,0.0192998,-0.0152357,0,0,0.0385943,-0.0304713,0,0,0.0578887,-0.045707,0,0,0.0771831,-0.0609426,0,0,0.0038643,-0.00304713,0,0,0.0115821,-0.0091414,0,0,0.0192998,-0.0152357,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0038616,-0.00304713,0,0,0.0115794,-0.0091414,0,0,0.0192973,-0.0152357,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2023-10-01 22:17:00+00:00,1,106.5,107.7,175,112.822,29.8254,21.0329,0.990709,62.9541,0,0,0.00629538,-0.00332804,0,0,0.0188701,-0.00998412,0,0,0.0314448,-0.0166402,0,0,0.0628817,-0.0332804,0,0,0.0943185,-0.0499206,0,0,0.125755,-0.0665608,0,0,0.00629538,-0.00332804,0,0,0.0188701,-0.00998412,0,0,0.0314448,-0.0166402,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00629139,-0.00332804,0,0,0.0188661,-0.00998412,0,0,0.031441,-0.0166402,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-10-23 22:41:00+00:00,1,133.5,106.1,136,110.407,30.0737,55.843,0.98531,25.4751,0,0,0.002547,-0.00665904,0,0,0.00748913,-0.0199771,0,0,0.0124313,-0.0332952,0,0,0.0247866,-0.0665904,0,0,0.0371419,-0.0998857,0,0,0.0494972,-0.133181,0,0,0.002547,-0.00665904,0,0,0.00748913,-0.0199771,0,0,0.0124313,-0.0332952,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00250929,-0.00665904,0,0,0.00745192,-0.0199771,0,0,0.0123969,-0.0332952,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-11-15 18:11:00+00:00,1,99.8,104.4,13,101.015,29.9857,25.8143,0,45.2155,0,0,0.00452153,-0.00310097,0,0,0.0135532,-0.00930292,0,0,0.0225848,-0.0155049,0,0,0.045164,-0.0310097,0,0,0.0677431,-0.0465146,0,0,0.0903222,-0.0620195,0,0,0.00452153,-0.00310097,0,0,0.0135532,-0.00930292,0,0,0.0225848,-0.0155049,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00451869,-0.00310097,0,0,0.0135504,-0.00930292,0,0,0.0225821,-0.0155049,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2023-12-11 02:12:00+00:00,-1,-94.2,-83.3,481,82.1691,30.3788,36.6321,-1.02071,14.1374,0,0,0.00120827,-0.00491747,0,0,0.0036248,-0.0147524,0,0,0.00604133,-0.0245873,0,0,0.0120827,-0.0491747,0,0,0.018124,-0.073762,0,0,0.0241653,-0.0983493,0,0,0.00120827,-0.00491747,0,0,0.0036248,-0.0147524,0,0,0.00604133,-0.0245873,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00120827,-0.00491747,0,0,0.0036248,-0.0147524,0,0,0.00604133,-0.0245873,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2023-12-11 02:12:00+00:00,-1,-189.3,-169.3,481,170.531,30.3095,25.6172,-1.02014,113.585,0,0,0.011153,-0.00381207,0,0,0.033459,-0.0114362,0,0,0.0557649,-0.0190604,0,0,0.11153,-0.0381207,0,0,0.167295,-0.0571811,0,0,0.22306,-0.0762414,0,0,0.011153,-0.00381207,0,0,0.033459,-0.0114362,0,0,0.0557649,-0.0190604,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.011153,-0.00381207,0,0,0.033459,-0.0114362,0,0,0.0557649,-0.0190604,0,0,0,0,0,1,0,0,0,1,0,0,0,1
BTCUSDT,taker,0,2024-01-03 12:09:00+00:00,-1,-117.6,-105.4,4,116.991,30.2043,32.6788,0,54.1078,0,0,0.00538795,-0.00372492,0,0,0.0161638,-0.0111748,0,0,0.0269397,-0.0186246,0,0,0.0538795,-0.0372492,0,0,0.0808192,-0.0558738,0,0,0.107759,-0.0744984,0,0,0.00538795,-0.00372492,0,0,0.0161638,-0.0111748,0,0,0.0269397,-0.0186246,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00538795,-0.00372492,0,0,0.0161638,-0.0111748,0,0,0.0269397,-0.0186246,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2024-01-03 12:09:00+00:00,-1,-239.1,-234.5,481,236.461,30.3623,29.0065,-1.04855,176.043,0,0,0.0173988,-0.00400193,0,0,0.0521965,-0.0120058,0,0,0.0869942,-0.0200096,0,0,0.173988,-0.0400193,0,0,0.260983,-0.0600289,0,0,0.347977,-0.0800386,0,0,0.0173988,-0.00400193,0,0,0.0521965,-0.0120058,0,0,0.0869942,-0.0200096,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0173988,-0.00400193,0,0,0.0521965,-0.0120058,0,0,0.0869942,-0.0200096,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2024-04-13 20:09:00+00:00,-1,-95.9,-88.6,14,93.0115,29.9972,50.2539,0,12.7604,0,0,0.00125321,-0.0041041,0,0,0.00375962,-0.0123123,0,0,0.00626604,-0.0205205,0,0,0.0125321,-0.041041,0,0,0.0187981,-0.0615614,0,0,0.0250641,-0.0820819,0,0,0.00125321,-0.0041041,0,0,0.00375962,-0.0123123,0,0,0.00626604,-0.0205205,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00125321,-0.0041041,0,0,0.00375962,-0.0123123,0,0,0.00626604,-0.0205205,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2024-05-01 07:08:00+00:00,-1,-133.4,-147.5,7,143.298,29.9302,22.5562,0,90.8119,0,0,0.00905836,-0.0029781,0,0,0.0271751,-0.00893429,0,0,0.0452918,-0.0148905,0,0,0.0905836,-0.029781,0,0,0.135875,-0.0446714,0,0,0.181167,-0.0595619,0,0,0.00905836,-0.0029781,0,0,0.0271751,-0.00893429,0,0,0.0452918,-0.0148905,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.00905836,-0.0029781,0,0,0.0271751,-0.00893429,0,0,0.0452918,-0.0148905,0,0,0,0,0,1,0,0,0,1,0,0,0,1
ETHUSDT,taker,0,2024-08-05 01:10:00+00:00,1,86,83.6,6,86.595,31.0852,89.0678,0,-33.5579,0,0,-0.00335581,-0.00741633,0,0,-0.0100743,-0.022249,0,0,-0.0167928,-0.0370817,0,0,-0.033589,-0.0741633,0,0,-0.0503852,-0.111245,0,0,-0.0671814,-0.148327,0,0,-0.00335581,-0.00741633,0,0,-0.0100743,-0.022249,0,0,-0.0167928,-0.0370817,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-0.00335751,-0.00741633,0,0,-0.010076,-0.022249,0,0,-0.0253242,-0.0370817,1,0,0,0,0,1,0,0,0,1,0,0,0,1
