con,entry,tmin,E0,head_eq,head_bp,eq_min,per,L,asset
ETHUSDT_250926,2025-04-04 07:00:00,2025-05-12 09:35:00,1.2438901380628373,0.533332300112528,350.11108594140825,0.7525902122695018,OOS,15,ETH
ETHUSDT_251226,2025-06-27 11:00:00,2025-07-16 18:40:00,1.0496945695655977,0.43474434025771014,285.39700727111733,0.6475991663850604,OOS,15,ETH
ETHUSDT_251226,2025-08-31 17:00:00,2025-09-14 13:30:00,0.6942515099369432,0.7466709135712116,490.18972329798197,0.9060113992651659,OOS,15,ETH
ETHUSDT_260327,2026-02-02 16:00:00,2026-02-07 16:15:00,0.8012404086325134,0.7700327739234674,505.5870994753447,0.9030716111709837,OOS,15,ETH
ETHUSDT_260925,2026-03-27 16:00:00,2026-04-07 23:30:00,0.85174436305466,0.815505655578236,535.400549585769,0.9909321533042349,OOS,15,ETH
ETHUSDT_260925,2026-06-10 00:00:00,2026-06-15 15:55:00,0.9019602758780204,0.8121052564685508,533.2082927212701,0.983627258819401,OOS,15,ETH
BTCUSDT_250328,2025-01-01 01:00:00,2025-01-02 20:15:00,0.979672225745523,0.6949985859580229,340.40136566117764,0.9108614222936947,OOS,20,BTC
BTCUSDT_250926,2025-03-28 10:00:00,2025-05-26 12:20:00,1.3184967165727006,0.47794603875645997,234.0994647730761,0.7454850207546538,OOS,20,BTC
BTCUSDT_260327,2025-10-13 16:00:00,2025-10-13 20:05:00,1.1463951796744056,0.7698228409703914,377.0499117855753,0.9796780285587046,OOS,20,BTC
BTCUSDT_260327,2025-11-29 19:00:00,2025-12-03 15:05:00,1.4324403771507466,0.7753894404487379,379.83859723514325,0.9858579017769943,OOS,20,BTC
BTCUSDT_260626,2026-02-07 00:00:00,2026-02-08 13:45:00,1.4169707286317832,0.7178416147769964,351.66310697148583,0.9268337375771272,OOS,20,BTC
ETHUSDT_250328,2025-01-01 03:00:00,2025-01-04 15:20:00,0.9796918243000723,0.6902893055024886,338.1015843428473,0.9160651251547741,OOS,20,ETH
ETHUSDT_250926,2025-04-04 07:00:00,2025-05-12 09:35:00,1.3234080061751294,0.37455595127350994,183.46108427490825,0.6684129212927377,OOS,20,ETH
ETHUSDT_251226,2025-06-27 11:00:00,2025-07-16 18:40:00,1.0479267283600668,0.2424294402155969,118.74700560461727,0.5277030982549105,OOS,20,ETH
ETHUSDT_251226,2025-08-31 17:00:00,2025-09-14 13:30:00,0.5747939065414701,0.6604868535053616,323.539721631482,0.8740359189702368,OOS,20,ETH
ETHUSDT_260327,2026-02-02 16:00:00,2026-02-07 16:15:00,0.6929053884633283,0.6918090638478025,338.9370978088448,0.8701012687651533,OOS,20,ETH
ETHUSDT_260925,2026-03-27 16:00:00,2026-04-07 23:30:00,0.7511372241846711,0.7527428505581456,368.7505479192689,0.9878473785600436,OOS,20,ETH
ETHUSDT_260925,2026-06-10 00:00:00,2026-06-15 15:55:00,0.8101850746359378,0.7481921328645144,366.5582910547701,0.9780580075931826,OOS,20,ETH
BTCUSDT_220325,2022-01-15 16:00:00,2022-01-15 16:55:00,0.9899248168937722,0.8904823649385704,881.4224498139663,0.9923602669370983,FULL,10,BTC
BTCUSDT_220325,2022-01-28 04:00:00,2022-02-07 15:40:00,1.0261309326460126,0.8725548150588077,863.7075897807489,0.9910616819510184,FULL,10,BTC
BTCUSDT_220624,2022-04-24 01:00:00,2022-05-01 22:40:00,1.0337567936324836,0.8752777635453036,866.4246969936073,0.9731302081249714,FULL,10,BTC
BTCUSDT_221230,2022-11-10 08:00:00,2022-11-22 00:45:00,1.00295740154461,0.8768841715695413,868.0466075172294,0.9729644004083347,FULL,10,BTC
BTCUSDT_230630,2023-04-09 08:00:00,2023-04-14 04:05:00,0.9701856067144667,0.8656037221285766,856.8074606436314,0.9775132451418297,FULL,10,BTC
BTCUSDT_230929,2023-07-13 00:00:00,2023-07-13 15:50:00,0.9361144995753312,0.876241903832343,867.3145653628135,0.9804876395242382,FULL,10,BTC
BTCUSDT_230929,2023-08-23 00:00:00,2023-08-29 14:50:00,0.9340010615195503,0.821840948471041,813.5128343664716,0.9282887360769599,FULL,10,BTC
BTCUSDT_240329,2023-10-01 19:00:00,2023-10-27 12:25:00,0.9586385203462724,0.7545621535285463,746.850586222575,0.883072741714808,FULL,10,BTC
BTCUSDT_240628,2024-03-25 08:00:00,2024-03-30 17:30:00,0.8276267657756506,0.7317104613990969,724.1086424368523,0.8413023115429512,FULL,10,BTC
BTCUSDT_240927,2024-04-08 00:00:00,2024-04-08 12:45:00,0.6947356749041677,0.6845864369203493,677.363758939042,0.7962345923789674,FULL,10,BTC
BTCUSDT_240628,2024-04-19 08:00:00,2024-04-19 08:25:00,0.902629537745527,0.8829127826066714,873.8862115218045,0.9852283244608495,FULL,10,BTC
BTCUSDT_240927,2024-06-25 01:00:00,2024-07-01 02:35:00,0.9630121073716265,0.8509505192436174,842.2279301824285,0.9588370926760242,FULL,10,BTC
BTCUSDT_241227,2024-07-15 03:00:00,2024-07-29 00:55:00,0.9997126235818118,0.8120704616683689,803.6415609433258,0.9268406450774109,FULL,10,BTC
BTCUSDT_250328,2024-12-16 00:00:00,2024-12-16 16:20:00,1.047088478259099,0.8863417482266848,877.1905006867484,0.9918738521620205,FULL,10,BTC
BTCUSDT_250926,2025-03-28 10:00:00,2025-05-26 12:20:00,1.3295774053706366,0.7416490489773613,734.0494697725762,0.8740471448949167,FULL,10,BTC
BTCUSDT_260327,2025-10-13 16:00:00,2025-10-13 20:05:00,1.2428023128564216,0.8860930892422095,876.9999167850752,0.9899433419147889,FULL,10,BTC
BTCUSDT_260327,2025-11-29 19:00:00,2025-12-03 15:05:00,1.3978386564802,0.8888386117439638,879.7886022346431,0.993000973442819,FULL,10,BTC
BTCUSDT_260626,2026-02-07 00:00:00,2026-02-08 13:45:00,1.3902905292337326,0.8603546969476784,851.6131119709856,0.963788689529207,FULL,10,BTC
ETHUSDT_220325,2022-01-12 16:00:00,2022-01-15 20:15:00,0.9899253403889854,0.8809590235021681,871.9964615629755,0.9827403352867904,FULL,10,ETH
ETHUSDT_220325,2022-01-26 16:00:00,2022-01-26 19:10:00,1.043142520741545,0.8574455364358434,848.7513684969128,0.9635920599183317,FULL,10,ETH
ETHUSDT_220624,2022-04-17 00:00:00,2022-04-20 12:40:00,1.0747170421830972,0.8866158639177381,877.6402783039779,0.9909117116164455,FULL,10,ETH
ETHUSDT_220624,2022-05-13 02:00:00,2022-05-13 03:10:00,1.0671348777823808,0.8889043684519762,879.9056828552862,0.9940538253650967,FULL,10,ETH
ETHUSDT_220930,2022-06-20 04:00:00,2022-06-20 12:00:00,1.0635681572548772,0.884180448684804,875.2173629393403,0.9914479979423005,FULL,10,ETH
ETHUSDT_221230,2022-09-23 04:00:00,2022-09-23 04:05:00,1.1121437524775222,0.9028073276648099,893.656939970734,1.0040527558211962,FULL,10,ETH
ETHUSDT_221230,2022-11-10 06:00:00,2022-11-15 02:50:00,1.1752201931115136,0.8842032813229238,875.2824167743182,0.990668392485514,FULL,10,ETH
ETHUSDT_231229,2023-08-22 08:00:00,2023-08-29 14:50:00,1.171859469300978,0.8357354535489133,827.2300399498602,0.9409177815537695,FULL,10,ETH
ETHUSDT_240628,2024-01-11 20:00:00,2024-02-25 20:20:00,1.1826930761335557,0.8567142839387156,847.7565744635281,0.9804215574529149,FULL,10,ETH
ETHUSDT_240628,2024-03-24 16:00:00,2024-03-29 13:40:00,1.1406937107808814,0.8048072645773382,796.4247974870115,0.9139275563221727,FULL,10,ETH
