,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2025-07-30 00:00:00+00:00,-0.00353499,0.996465,0.141611,0.0403191,-0.00389653,0.269892,8.63661e-05,1.56315e-05,4.25953e-06,-1.17272e-05,-0.003416,3.625,0.0189011
2025-07-31 00:00:00+00:00,-0.00108519,0.995384,0.260761,0.0796888,0.00434332,0.0704129,2.25328e-05,4.37647e-06,2.49013e-06,1.08093e-05,-0.00105477,7.89583,0.0212329
2025-08-01 00:00:00+00:00,-0.00622068,0.989192,0.254515,0.0699945,0.00536672,0.0165412,5.29335e-06,1.83501e-06,6.08453e-07,-3.27411e-05,-0.00618858,8,0.0153476
2025-08-02 00:00:00+00:00,-0.00278975,0.986432,0.240903,0.0599749,0.00539289,0.123343,3.94698e-05,8.62902e-06,4.61779e-06,1.87091e-05,-0.00275384,8.69444,0.0118169
2025-08-03 00:00:00+00:00,0.00209382,0.988498,0.247704,0.0599995,0.00773587,0.0748846,2.39629e-05,6.63197e-06,1.90776e-06,1.47513e-05,0.00211365,10.1215,0.00791775
2025-08-04 00:00:00+00:00,0.00526173,0.993699,0.243981,0.05173,0.0097445,0.150614,4.81959e-05,1.04503e-05,3.51005e-06,7.92294e-07,0.00531337,12.2396,0.0129547
2025-08-05 00:00:00+00:00,-0.000461761,0.99324,0.296751,0.0237654,-0.00813797,0.100127,3.20413e-05,1.07984e-05,2.87148e-06,2.40806e-05,-0.000435854,13.0139,0.0155448
2025-08-06 00:00:00+00:00,0.00212438,0.99535,0.366148,0.0376676,-0.00394884,0.127466,4.07896e-05,9.46013e-06,2.75909e-06,-2.91629e-06,0.00218596,14,0.0214632
2025-08-07 00:00:00+00:00,0.00432138,0.999651,0.531599,0.0896847,0.0167059,0.66229,0.00021193,3.42465e-05,9.86051e-06,-1.64094e-05,0.00459421,14.5729,0.0263166
2025-08-08 00:00:00+00:00,0.00170946,1.00136,0.848451,0.182224,0.00896611,0.303646,9.71645e-05,2.16878e-05,7.04903e-06,6.96036e-07,0.00185483,15,0.026382
2025-08-09 00:00:00+00:00,0.00704625,1.00842,0.833856,0.177419,0.0085394,0.309028,9.88916e-05,1.85098e-05,6.02042e-06,-9.59927e-06,0.00717347,15,0.0223435
2025-08-10 00:00:00+00:00,0.000523856,1.00894,0.861696,0.203335,0.0021423,0.337141,0.000107886,1.66855e-05,6.49118e-06,-6.84829e-05,0.000742808,15,0.0228897
2025-08-11 00:00:00+00:00,0.00641872,1.01542,0.822897,0.13018,-0.00465776,0.23975,7.67215e-05,1.18771e-05,9.75219e-06,-1.20597e-05,0.00652946,15,0.0171652
2025-08-12 00:00:00+00:00,-0.00348835,1.01188,0.765013,0.117213,0.00171311,0.158095,5.0593e-05,7.53766e-06,3.26356e-06,-4.31649e-05,-0.00337236,15,0.0160254
2025-08-13 00:00:00+00:00,0.00345145,1.01537,0.639536,0.123551,0.000699776,0.137572,4.40245e-05,7.53186e-06,4.71852e-06,-3.51006e-05,0.00355036,15,0.0134825
2025-08-14 00:00:00+00:00,-0.00151859,1.01383,0.630971,0.142062,0.00552522,0.216158,6.91557e-05,9.80754e-06,6.34098e-06,-6.54563e-05,-0.00135048,15,0.0198976
2025-08-15 00:00:00+00:00,-0.00433507,1.00943,0.651724,0.139756,0.00234671,0.350914,0.000112294,1.53711e-05,9.8373e-06,-3.77519e-05,-0.00415553,15,0.0195007
2025-08-16 00:00:00+00:00,0.000937975,1.01038,0.587877,0.128119,0.010537,0.186234,5.95928e-05,7.86558e-06,4.28685e-06,-4.26358e-05,0.00105877,15,0.0156274
2025-08-17 00:00:00+00:00,0.00146108,1.01186,0.621697,0.119025,0.015072,0.299078,9.57041e-05,1.4775e-05,5.03851e-06,1.51788e-05,0.00156504,15,0.0207658
2025-08-18 00:00:00+00:00,-0.00169125,1.01015,0.673103,0.117392,-0.00883006,0.511644,0.000163714,2.55823e-05,1.94393e-05,0.000475161,-0.0019397,15,0.0229203
2025-08-19 00:00:00+00:00,0.000721214,1.01087,0.672792,0.125471,0.0125189,0.407074,0.000130264,1.82053e-05,8.60891e-06,-3.75009e-05,0.000929376,14.9861,0.0219318
2025-08-20 00:00:00+00:00,-0.00278528,1.00806,0.663789,0.146765,0.00321805,0.242275,7.75293e-05,1.04141e-05,4.82998e-06,4.33716e-05,-0.00272482,15,0.0245967
2025-08-21 00:00:00+00:00,0.000970597,1.00904,0.655079,0.148569,0.00716149,0.250092,8.00272e-05,1.33566e-05,6.53172e-06,-3.19792e-05,0.00111394,15,0.024524
2025-08-22 00:00:00+00:00,0.00622511,1.01532,0.748504,0.146085,0.0017433,1.37123,0.000438781,8.23431e-05,3.80675e-05,6.30418e-06,0.00681121,14.9757,0.0293583
2025-08-23 00:00:00+00:00,0.00193379,1.01728,0.823142,0.173438,0.00581448,0.499133,0.000159721,3.02079e-05,1.01424e-05,0.000165743,0.00198428,15,0.0317351
2025-08-24 00:00:00+00:00,-0.00334724,1.01388,0.267355,0.0286677,0.00389289,1.69234,0.000541553,9.24862e-05,1.4592e-05,0.000105931,-0.00280168,7.89583,0.03489
2025-08-25 00:00:00+00:00,-0.001284,1.01257,0.25696,0.0379614,0.00312416,0.95599,0.000305918,5.11152e-05,1.05392e-05,3.94252e-05,-0.000943207,6.10069,0.0303519
2025-08-26 00:00:00+00:00,0.00421361,1.01684,0.338492,0.0367955,0.00281483,1.07517,0.000344052,5.31316e-05,1.69231e-05,1.29699e-05,0.00462274,7.52083,0.0323653
2025-08-27 00:00:00+00:00,-0.00397493,1.0128,0.48607,0.04579,0.00483401,1.61348,0.000516303,7.29508e-05,1.86323e-05,0.000159928,-0.00352327,9.88542,0.0358871
2025-08-28 00:00:00+00:00,-0.00913887,1.00354,0.276315,0.0400854,0.00154676,0.850782,0.00027225,4.1688e-05,8.81381e-06,0.000169678,-0.00901902,6.41319,0.0319763
2025-08-29 00:00:00+00:00,0.000836897,1.00438,0.384471,0.06648,0.000368073,0.200195,6.40617e-05,9.93043e-06,4.33376e-06,7.20583e-05,0.000859516,8.26736,0.0250428
2025-08-30 00:00:00+00:00,-0.00208824,1.00229,0.493177,0.098101,0.00413803,0.0587542,1.88021e-05,2.76968e-06,2.23278e-06,0.000148022,-0.00220389,9,0.0206804
2025-08-31 00:00:00+00:00,0.00346969,1.00576,0.308721,0.0344177,0.009664,1.19356,0.000381934,6.24471e-05,1.09394e-05,0.000238005,0.00368499,7.46875,0.0287299
2025-09-01 00:00:00+00:00,0.00746445,1.01327,0.438943,0.0496182,-0.0077994,1.25524,0.000401675,6.47114e-05,1.41998e-05,0.000111786,0.00781393,8.13889,0.0381867
2025-09-02 00:00:00+00:00,-0.0115293,1.00159,0.767115,0.159067,-0.00379673,1.7763,0.000568406,9.95148e-05,2.65424e-05,7.08882e-05,-0.0109433,11.441,0.0393656
2025-09-03 00:00:00+00:00,0.00709896,1.0087,0.460987,0.099314,0.00514121,1.47397,0.000471668,7.83372e-05,1.4581e-05,0.000179782,0.00747024,8.17014,0.0367043
2025-09-04 00:00:00+00:00,0.0020713,1.01079,0.405062,0.0753491,0.00494759,1.65417,0.000529324,7.97453e-05,1.30357e-05,0.000178993,0.00252026,8.16667,0.042538
2025-09-05 00:00:00+00:00,-0.00604704,1.00468,0.329413,0.00272758,-0.00318767,1.49815,0.000479405,6.70853e-05,1.79944e-05,-3.70173e-05,-0.00545185,7.89583,0.0411226
2025-09-06 00:00:00+00:00,-0.0046308,1.00002,0.354286,0.0650909,-0.0199684,1.46551,0.000468954,6.13105e-05,9.62667e-06,0.000132652,-0.00422386,8.30208,0.0354471
2025-09-07 00:00:00+00:00,-0.0308745,0.969148,0.235288,0.0614136,-0.0377068,1.25723,0.000402286,5.45116e-05,2.05577e-05,0.000159257,-0.0310155,6.74306,0.0287187
2025-09-08 00:00:00+00:00,-0.00692947,0.962433,0.485102,0.0909155,-0.0199293,0.174522,5.58409e-05,7.77492e-06,7.07054e-06,4.46078e-06,-0.00687278,9.95833,0.0186492
2025-09-09 00:00:00+00:00,0.0013355,0.963718,0.480041,0.127699,-0.0200564,0.0549727,1.75917e-05,2.87873e-06,1.62495e-06,5.16043e-05,0.0013178,10,0.0154899
2025-09-10 00:00:00+00:00,-0.00371139,0.960141,0.449193,0.144866,0.00101803,0.104462,3.34273e-05,4.9669e-06,4.50434e-06,-1.05204e-05,-0.00365044,10.3611,0.0128354
2025-09-11 00:00:00+00:00,0.00176281,0.961834,0.439875,0.126347,0.0184622,0.14672,4.69516e-05,6.69954e-06,4.89681e-06,-9.10428e-05,0.00191956,12.2049,0.013234
2025-09-12 00:00:00+00:00,0.00296093,0.964682,0.426977,0.0837499,0.0177995,0.464245,0.000148554,2.1954e-05,9.04592e-06,-6.3679e-05,0.00320932,13,0.0162605
2025-09-13 00:00:00+00:00,-0.00666317,0.958254,0.318882,0.0121902,-0.0153722,0.243002,7.77588e-05,1.28878e-05,7.46342e-06,-3.20747e-05,-0.00654741,13,0.0139561
2025-09-14 00:00:00+00:00,-0.00118159,0.957122,0.258207,0.0312755,-0.0105625,0.0194148,6.21272e-06,1.10593e-06,8.34506e-07,-1.70419e-05,-0.00115436,13,0.00733244
2025-09-15 00:00:00+00:00,0.00128868,0.958355,0.239929,0.0217117,-0.00674106,0.0946679,3.02939e-05,4.66519e-06,2.8249e-06,1.38596e-05,0.00131423,12.3646,0.0107562
2025-09-16 00:00:00+00:00,-0.0024602,0.955997,0.252112,0.00832526,-0.0210241,0.0673135,2.154e-05,2.78119e-06,1.85139e-06,2.39926e-06,-0.0024371,13,0.0132909
2025-09-17 00:00:00+00:00,0.000331858,0.956315,0.259585,0.0188682,-0.00237049,0.173162,5.54129e-05,7.7005e-06,4.77608e-06,0.000540715,-0.000135619,13.1076,0.0152152
2025-09-18 00:00:00+00:00,-0.000674557,0.95567,0.405947,0.0323887,0.00170789,0.290325,9.29043e-05,1.27795e-05,7.91517e-06,-6.8631e-05,-0.000487382,14,0.0160516
2025-09-19 00:00:00+00:00,0.00346276,0.958979,0.438222,0.0417577,-0.00838112,0.147725,4.72722e-05,7.02675e-06,2.52458e-06,6.16745e-05,0.00345589,13.9965,0.019083
2025-09-20 00:00:00+00:00,0.00195548,0.960854,0.438973,0.0668615,-0.00991648,0.332905,0.000106531,1.5082e-05,7.82388e-06,-6.30737e-06,0.00209366,14,0.0192688
2025-09-21 00:00:00+00:00,0.00298665,0.963724,0.489824,0.0634694,0.00780202,0.357585,0.000114426,1.85789e-05,4.41918e-06,7.34716e-05,0.00305151,14,0.0211667
2025-09-22 00:00:00+00:00,-0.0022406,0.961564,0.670899,0.0331816,0.000302322,1.30975,0.000419122,5.37443e-05,3.59432e-05,8.78565e-05,-0.00179297,14.7465,0.0252269
2025-09-23 00:00:00+00:00,-0.000932741,0.960668,0.718492,0.0308137,-0.00244406,0.462365,0.000147957,2.03936e-05,1.04281e-05,3.31587e-06,-0.000739253,15,0.0223444
2025-09-24 00:00:00+00:00,-0.00405606,0.956771,0.754952,0.0493405,0.00897094,0.383557,0.000122739,1.61676e-05,7.1405e-06,5.19105e-05,-0.00396039,15,0.0225798
2025-09-25 00:00:00+00:00,-0.0100564,0.947149,0.782996,0.0489713,-0.00100034,0.228322,7.30614e-05,9.22572e-06,6.2399e-06,2.30571e-05,-0.0100177,15,0.0217014
2025-09-26 00:00:00+00:00,0.00340769,0.950377,0.712146,0.0482186,-0.00169621,0.069122,2.21201e-05,2.76501e-06,1.34734e-06,4.38923e-05,0.00339507,15,0.0181829
2025-09-27 00:00:00+00:00,0.00253821,0.952789,0.703459,0.0543488,0.0123652,0.293454,9.39058e-05,1.17382e-05,5.01754e-06,2.75964e-05,0.00262418,14.3333,0.0197404
2025-09-28 00:00:00+00:00,0.00036567,0.953138,0.821652,0.0428452,0.0038884,0.266526,8.52891e-05,1.06611e-05,5.92689e-06,5.36414e-05,0.000422722,14.8924,0.0220902
2025-09-29 00:00:00+00:00,0.0132444,0.965761,0.914581,0.0702321,-0.00121283,0.592031,0.000189452,2.36815e-05,1.10989e-05,4.92733e-05,0.01335,15,0.0256772
2025-09-30 00:00:00+00:00,-0.00484781,0.961079,1.06264,0.117802,-0.0152087,0.542044,0.000173453,2.16817e-05,1.02977e-05,7.89294e-05,-0.00470805,15,0.0307252
2025-10-01 00:00:00+00:00,-0.00104516,0.960075,1.20323,0.132007,-0.00328475,0.218947,7.00614e-05,8.75768e-06,5.46101e-06,-0.000742008,-0.000191441,15,0.0283134
2025-10-02 00:00:00+00:00,0.0184376,0.977776,0.788536,0.110612,-0.00898795,2.04976,0.000655941,8.22621e-05,3.38435e-05,-0.000542257,0.0196157,12.8993,0.0284189
2025-10-03 00:00:00+00:00,0.0125345,0.990032,0.589107,0.121576,-0.0101042,3.15249,0.00100883,0.000128624,4.94651e-05,-0.000302348,0.0139648,11.1181,0.0375988
2025-10-04 00:00:00+00:00,0.00841943,0.998368,0.795873,0.113902,-0.0168292,4.35486,0.00139357,0.000176276,7.82281e-05,-0.000195281,0.0102753,13.309,0.0472304
2025-10-05 00:00:00+00:00,0.0226266,1.02096,1.16764,0.116158,-0.0180326,3.37739,0.00108081,0.000138197,5.98653e-05,3.6875e-05,0.0236587,14.4201,0.0483691
2025-10-06 00:00:00+00:00,0.00156972,1.02256,0.947075,0.0298518,-0.00606519,7.75648,0.00248207,0.000323185,0.000190975,0.000143511,0.00447292,13.6354,0.0547515
2025-10-07 00:00:00+00:00,0.00762959,1.03036,0.934782,0.185107,0.000512157,3.34121,0.00106916,0.000143573,6.2395e-05,2.99575e-05,0.00891857,15,0.0585813
2025-10-08 00:00:00+00:00,0.007015,1.03759,0.986797,0.129439,-0.00568009,5.14783,0.00164729,0.000222385,9.28394e-05,7.87546e-05,0.00892695,13.8507,0.065787
2025-10-09 00:00:00+00:00,0.00529337,1.04308,0.859298,0.144286,0.00222826,3.14798,0.00100735,0.000140255,4.69613e-05,7.61691e-05,0.00643409,10.6319,0.0654734
2025-10-10 00:00:00+00:00,0.0296077,1.07397,1.09446,0.129863,-0.00600882,4.28585,0.00137261,0.000196858,0.000239134,0.000133076,0.0312296,13.5972,0.0659356
2025-10-11 00:00:00+00:00,0.000823432,1.07485,0.246079,0.107066,0.0045095,0.863108,0.000276191,7.50495e-05,7.01436e-05,0.000141866,0.00111454,15,0.0656986
2025-10-12 00:00:00+00:00,0.00536906,1.08062,0.573809,0.0408611,0.00209966,2.52109,0.000806782,0.000223862,7.79561e-05,-0.000277473,0.00676524,15,0.0663541
2025-10-13 00:00:00+00:00,-0.0131884,1.06637,0.780935,0.159919,-0.00712607,1.63463,0.000523079,0.000120855,4.91617e-05,1.78184e-06,-0.0125539,15,0.0638049
2025-10-14 00:00:00+00:00,-0.00172513,1.06453,0.773781,0.162945,0.0144158,1.45413,0.000465312,0.000116511,3.44834e-05,7.47515e-05,-0.00115191,15,0.060147
2025-10-15 00:00:00+00:00,0.00757758,1.0726,0.965404,0.185341,0.0204212,0.907412,0.000290375,0.000100036,1.76889e-05,-4.36045e-05,0.00803026,15,0.0605982
2025-10-16 00:00:00+00:00,0.00297918,1.07579,1.11367,0.180396,0.0188494,2.74812,0.000879399,0.000221964,7.13641e-05,-0.000137184,0.00431962,15,0.0645081
2025-10-17 00:00:00+00:00,-0.00574528,1.06961,0.759426,0.124884,0.0204557,3.36508,0.00107683,0.000319067,8.1697e-05,1.84098e-05,-0.00426359,14.7083,0.0640262
2025-10-18 00:00:00+00:00,-0.00230473,1.06715,1.10737,0.222599,0.0246271,1.90728,0.00061035,0.0001202,3.09191e-05,-2.90797e-05,-0.00148147,15,0.0621571
2025-10-19 00:00:00+00:00,0.00270726,1.07003,1.06465,0.182605,0.0124732,2.90715,0.00093027,0.000176534,4.98406e-05,7.25862e-05,0.00382338,15,0.0599823
2025-10-20 00:00:00+00:00,-0.0160693,1.05284,0.975856,0.160655,-0.0243793,3.6703,0.00117447,0.000188336,8.81228e-05,9.97386e-05,-0.0147806,15,0.0598287
2025-10-21 00:00:00+00:00,0.000796509,1.05368,1.0167,0.187133,-0.00946668,2.87348,0.000919532,0.000149473,5.25452e-05,-4.18527e-05,0.00203598,15,0.0573511
2025-10-22 00:00:00+00:00,0.00457006,1.05849,0.787513,0.154072,0.0148795,3.12102,0.000998784,0.000172061,6.33982e-05,1.42405e-05,0.00584741,15,0.0528181
2025-10-23 00:00:00+00:00,-0.002977,1.05534,0.606237,0.0685753,0.0213089,3.26464,0.00104482,0.000163616,6.19028e-05,9.38896e-05,-0.00173824,15,0.0527013
