,gain_share
trade_size,1.3651153200672346
premium_ema_day,1.2135691389326295
log_dollar_volume,1.1534371487121857
mkt_ret_10080m,1.1193131230079467
amihud_long,1.0409391009138473
funding_z,1.0222260648917871
cs_funding_sum_1440m,0.9042049791268857
gk_vol_day,0.8993456976029842
funding_last,0.8516289539228856
cs_amihud_long,0.7820658854489285
cs_range_pos_1440m,0.7745415496507817
trend_240m_1440m,0.7095802910096289
funding_sum_1440m,0.6949249346399685
volvol_long,0.6884110058314409
beta,0.688151683685182
mkt_ret_4320m,0.6849853770637301
dispersion,0.669068786165025
cs_iret_1440m,0.6355287629962639
mkt_funding,0.62671475568275
kurt_long,0.6123897641201143
cs_beta,0.5446806430890004
ivol_share,0.5346802553266273
cs_funding_sum_480m,0.5242076638251066
vol_level,0.5193655282100932
flow_persist,0.5186536724041675
iret_1440m,0.503854717497673
funding_sum_480m,0.49745227022186983
semivar_asym,0.49454929375321993
mkt_vol,0.48345292086762703
dow_sin,0.47758826199170107
skew_long,0.47747630502487676
cs_vol_level,0.47266883582908076
funding_chg_day,0.46459452127191503
dist_low_1440m,0.3347127215830475
dow_cos,0.30343450108963554
cs_ret_1440m,0.2961187752241299
cs_dvol_surprise_day,0.28472203039587624
hour_sin,0.27616401902536214
hl_spread_proxy,0.2619330187570196
ret_1440m,0.25939636627204565
clv_day,0.25580623996080676
dist_high_1440m,0.24362483660445267
cs_flow_persist,0.23595357565483907
cs_iret_240m,0.23376567844898713
dvol_surprise_day,0.22692476401747447
range_pos_1440m,0.20451979113343244
dvol_surprise_long,0.16606011975939144
mkt_ret_1440m,0.16157643551245324
btc_minus_mkt_day,0.14502534009529833
breadth_day,0.13617841365519956
mkt_vol_ratio,0.13580459265507072
cs_trend_30m_240m,0.11846780066148896
iret_240m,0.11608254572804588
park_ratio_1440m,0.11237610260869611
rv_ratio_1440m,0.10758737651975052
premium_z,0.09813456919880703
cs_ret_240m,0.09572909411090415
premium,0.09218996822810757
hour_cos,0.07723816786723214
rv_ratio_240m,0.06442666143113387
park_ratio_240m,0.06274207944422978
cs_premium,0.04751823377417094
flow_ret_div,0.03379750771321616
cs_ret_30m,0.02779124115928195
trend_30m_240m,0.021984007730410576
rv_ratio_60m,0.017769689744672173
mkt_ret_240m,0.015494200128195723
ret_240m,0.01255207259159209
park_ratio_60m,0.012056259596062395
cs_iret_60m,0.00990206385044491
mkt_premium,0.008543007370129944
cs_ret_60m,0.0065646974404537425
btc_minus_mkt_4h,0.006296657889618033
dist_high_240m,0.005481069757774854
iret_60m,0.003981162091353823
dist_low_240m,0.002588429421784194
cs_ret_15m,0.0021427125693431427
iret_30m,0.0017463754510577568
range_pos_240m,0.0014350113141082127
cs_premium_chg_8h,0.0013908116036283247
cs_ret_5m,0.0010101734890794554
to_funding,0.0009761396988623981
iret_15m,0.0009593743244617364
cs_flow_60m,0.000634816509536212
dist_low_60m,0.0003521177990456919
premium_chg_8h,0.00020750938264146298
iret_3m,0.00012667092613797442
ret_30m,0.0001220364455444385
iret_5m,0.00011281561085197851
flow_60m,0.00011050892654801776
mkt_flow_day,7.343199947211652e-05
ret_60m,5.950603996801241e-05
cs_ret_3m,3.60580900999873e-05
flow_z_long,3.529325413491483e-05
dist_high_60m,3.401918375975328e-05
cs_flow_z_long,2.9882401955616303e-05
cs_ret_1m,7.515749339431822e-06
trend_5m_30m,7.15197953837011e-06
cs_flow_5m,6.9685636455677245e-06
flow_15m,0.0
ret_1m,0.0
ret_5m,0.0
iret_1m,0.0
ret_3m,0.0
ret_15m,0.0
flow_5m,0.0
flow_1m,0.0
range_pos_60m,0.0
cs_flow_1m,0.0
cs_flow_15m,0.0
mkt_ret_1m,0.0
mkt_ret_60m,0.0
