,gain_share
cs_premium,1.2846800286791493
iret_60m,1.0128018649045902
iret_30m,0.6981200740813833
cs_ret_60m,0.5392270066490393
hour_cos,0.5139910164760518
cs_vol_level,0.5048060505360533
premium_z,0.4786155473713421
iret_120m,0.426545803974816
iret_240m,0.3998819769329141
log_dollar_volume,0.38770400210920414
trade_size,0.35345584119781515
cs_ret_240m,0.3269729267684229
amihud_long,0.29995716301878
iret_480m,0.2875952473351728
gk_vol_day,0.2718722921142703
cs_amihud_long,0.2526615890202945
ivol_share,0.2355337665448931
premium,0.21605950363666868
trend_1440m_5760m,0.21495955784657603
cs_beta,0.20860618366217248
beta,0.20567589278055426
breadth_day,0.1961599548405509
dist_high_10080m,0.19164497591976207
vol_level,0.17678615756281865
ret_4320m,0.17528041320436694
mkt_funding,0.17288797272053102
range_pos_10080m,0.17207973781076152
dvol_surprise_long,0.1622626149300821
cs_trend_240m_1440m,0.16104494218790333
cs_iret_10080m,0.16012017582209653
dispersion,0.15991744002916342
cs_funding_sum_480m,0.15964372723610343
flow_ret_div,0.15557875441537844
funding_z,0.15394155104215138
iret_10080m,0.1539144847628297
ret_1440m,0.1526095136242087
kurt_long,0.15245467304548477
cs_range_pos_10080m,0.15089721684129453
cs_funding_sum_1440m,0.15083687618417935
volvol_long,0.1480504425248162
funding_sum_4320m,0.14773381437374372
funding_sum_1440m,0.1413402831737568
dow_sin,0.14112501274346062
trend_60m_240m,0.14103947489300192
skew_long,0.13908716211112435
mkt_vol,0.13874295295494357
ret_480m,0.1386073583669685
cs_ret_10080m,0.13701117566411783
dist_low_1440m,0.13671868223670167
flow_1440m,0.13521866209553196
funding_chg_day,0.13274098674791188
cs_ret_480m,0.13109018849304724
park_ratio_1440m,0.12625486528066893
dist_low_10080m,0.12421712796167919
mkt_vol_ratio,0.1209578917098613
cs_funding_sum_4320m,0.11940037514657009
to_funding,0.11894957630685427
ret_10080m,0.11830607367625275
iret_1440m,0.1182683748621182
trend_240m_1440m,0.1180911901428856
mkt_flow_day,0.11391851108992568
ret_240m,0.11307107316245171
cs_premium_chg_8h,0.11135465618439545
range_pos_1440m,0.1086119531140993
premium_ema_day,0.10810261551960566
iret_4320m,0.10651831699982867
cs_iret_1440m,0.10570781680955518
cs_ret_30m,0.1046761633541361
clv_day,0.10388468903226089
cs_dvol_surprise_day,0.10374341311139781
funding_last,0.10211298686261001
mkt_ret_10080m,0.10202304004969912
hour_sin,0.10005024964682727
ret_30m,0.10003268304727973
premium_chg_8h,0.09634014735184075
mkt_ret_4320m,0.09581326330329974
rv_ratio_1440m,0.09489886923921569
hl_spread_proxy,0.09304812260198506
btc_minus_mkt_day,0.0925572546754145
cs_flow_1440m,0.08995783767743055
park_ratio_4320m,0.08928247944175434
flow_persist,0.08787238677960696
semivar_asym,0.08772209530995283
cs_ret_120m,0.08769961024954984
flow_z_long,0.0836742927863871
rv_ratio_4320m,0.07703615540028853
dvol_surprise_day,0.07697349931847285
cs_iret_4320m,0.07583748408441075
dist_high_1440m,0.0756809635206438
mkt_ret_240m,0.07512838020550829
cs_ret_4320m,0.07449434799504133
funding_sum_480m,0.07321532558815964
cs_ret_1440m,0.07317115083969393
park_ratio_240m,0.06946141457816828
mkt_premium,0.06892061493260726
range_pos_240m,0.0648565640544637
dist_low_240m,0.06397348566542581
cs_flow_persist,0.061658679091170496
mkt_ret_1440m,0.060278373575187935
cs_flow_z_long,0.059517629563464694
flow_30m,0.0580926984261144
cs_flow_30m,0.0567143124689973
ret_60m,0.056050499224145615
flow_240m,0.05437534752593772
dow_cos,0.05336918236282006
rv_ratio_240m,0.04972251371556055
ret_120m,0.0466860045992614
cs_flow_240m,0.04667027959308499
btc_minus_mkt_4h,0.040940964213292845
dist_high_240m,0.039661281190575146
mkt_ret_30m,0.030695118870696963
mkt_ret_60m,0.02964572434756014
flow_60m,0.02961394870881006
cs_flow_60m,0.02414733965407853
