,0
2025-01-01 00:00:00+00:00,7.609771625638473e-05
2025-01-02 00:00:00+00:00,0.00324286154287301
2025-01-03 00:00:00+00:00,0.00042956687058803844
2025-01-04 00:00:00+00:00,0.00011966743040692229
2025-01-05 00:00:00+00:00,-0.0037786825480452535
2025-01-06 00:00:00+00:00,0.0013725653245071356
2025-01-07 00:00:00+00:00,-7.387412615345035e-05
2025-01-08 00:00:00+00:00,0.017962843103823012
2025-01-09 00:00:00+00:00,0.01430527834107731
2025-01-10 00:00:00+00:00,0.01318243270975894
2025-01-11 00:00:00+00:00,0.0016835373624035643
2025-01-12 00:00:00+00:00,-0.006291522877227451
2025-01-13 00:00:00+00:00,0.0026609989821115843
2025-01-14 00:00:00+00:00,0.0014017971377560112
2025-01-15 00:00:00+00:00,0.013404404999900255
2025-01-16 00:00:00+00:00,-0.001204178312964821
2025-01-17 00:00:00+00:00,-0.001953351052331631
2025-01-18 00:00:00+00:00,0.032278455092282554
2025-01-19 00:00:00+00:00,-0.0021580464824951795
2025-01-20 00:00:00+00:00,-0.007353120016118653
2025-01-21 00:00:00+00:00,0.024808769752286963
2025-01-22 00:00:00+00:00,-0.008087326881913381
2025-01-23 00:00:00+00:00,0.003264930863839499
2025-01-24 00:00:00+00:00,0.01033994931255755
2025-01-25 00:00:00+00:00,-0.009494323032029017
2025-01-26 00:00:00+00:00,-0.0015113370292625383
2025-01-27 00:00:00+00:00,0.010438450271427646
2025-01-28 00:00:00+00:00,0.025708901263163053
2025-01-29 00:00:00+00:00,-0.006519469220100493
2025-01-30 00:00:00+00:00,0.02314513483285152
2025-01-31 00:00:00+00:00,-0.011936598852959501
2025-02-01 00:00:00+00:00,0.008177842608366737
2025-02-02 00:00:00+00:00,-0.03003343681269377
2025-02-03 00:00:00+00:00,-0.0032799522399685754
2025-02-04 00:00:00+00:00,0.007427949412280643
2025-02-05 00:00:00+00:00,0.0037265097283445403
2025-02-06 00:00:00+00:00,0.019452261748591493
2025-02-07 00:00:00+00:00,0.001420536733075295
