,0
2025-01-01 00:00:00+00:00,-0.010718257402726028
2025-01-02 00:00:00+00:00,-0.014725022451048897
2025-01-03 00:00:00+00:00,-0.004157250744399432
2025-01-04 00:00:00+00:00,0.0016146640374814503
2025-01-05 00:00:00+00:00,0.0027194419925222757
2025-01-06 00:00:00+00:00,0.004635593117468861
2025-01-07 00:00:00+00:00,-0.05200892165123605
2025-01-08 00:00:00+00:00,-0.00572620414655145
2025-01-09 00:00:00+00:00,-0.004965191471308583
2025-01-10 00:00:00+00:00,0.001983672274939119
2025-01-11 00:00:00+00:00,0.0027997484151698337
2025-01-12 00:00:00+00:00,0.003081535228255161
2025-01-13 00:00:00+00:00,0.02339493459315678
2025-01-14 00:00:00+00:00,-0.0032922061569472527
2025-01-15 00:00:00+00:00,-0.016313149382117142
2025-01-16 00:00:00+00:00,0.00030293045416507347
2025-01-17 00:00:00+00:00,-0.014508201587770775
2025-01-18 00:00:00+00:00,0.026284765890694173
2025-01-19 00:00:00+00:00,0.034329404094580074
2025-01-20 00:00:00+00:00,-0.0039342001615007005
2025-01-21 00:00:00+00:00,0.014094252173327826
2025-01-22 00:00:00+00:00,0.008408541638962763
2025-01-23 00:00:00+00:00,-0.00218264568000881
2025-01-24 00:00:00+00:00,-0.010040923564906379
2025-01-25 00:00:00+00:00,0.0010563010094259973
2025-01-26 00:00:00+00:00,-0.0008260580571988196
2025-01-27 00:00:00+00:00,-0.007555996622452099
2025-01-28 00:00:00+00:00,-0.007450298621274776
2025-01-29 00:00:00+00:00,0.010959591373496558
2025-01-30 00:00:00+00:00,0.007632640497347465
2025-01-31 00:00:00+00:00,0.003444572777410171
2025-02-01 00:00:00+00:00,0.012296450063389308
2025-02-02 00:00:00+00:00,0.05184778884357222
2025-02-03 00:00:00+00:00,0.019905918020979074
2025-02-04 00:00:00+00:00,-0.016706119722966095
2025-02-05 00:00:00+00:00,0.0019216082665476364
2025-02-06 00:00:00+00:00,-0.004213886530444411
2025-02-07 00:00:00+00:00,0.0021124259357057085
2025-02-08 00:00:00+00:00,0.018973683900650906
2025-02-09 00:00:00+00:00,-0.013182216082010756
2025-02-10 00:00:00+00:00,-0.002847758014069224
2025-02-11 00:00:00+00:00,0.01001871735778681
2025-02-12 00:00:00+00:00,-0.014469429798749212
2025-02-13 00:00:00+00:00,0.008891046574738937
2025-02-14 00:00:00+00:00,0.007922073450529199
2025-02-15 00:00:00+00:00,-0.008462969296986422
2025-02-16 00:00:00+00:00,0.009847345618933634
2025-02-17 00:00:00+00:00,0.0006591792066170665
2025-02-18 00:00:00+00:00,-0.00591757618234634
2025-02-19 00:00:00+00:00,-0.001916060929028962
2025-02-20 00:00:00+00:00,0.0015215684403191432
2025-02-21 00:00:00+00:00,0.008262391212054965
2025-02-22 00:00:00+00:00,0.007494312822881266
2025-02-23 00:00:00+00:00,0.013380767544797223
2025-02-24 00:00:00+00:00,0.025171308843991325
2025-02-25 00:00:00+00:00,-0.004080362311038588
2025-02-26 00:00:00+00:00,-0.007545422469868113
2025-02-27 00:00:00+00:00,0.015210137617921449
2025-02-28 00:00:00+00:00,-0.010251775865069757
2025-03-01 00:00:00+00:00,0.013477158422042335
2025-03-02 00:00:00+00:00,0.04653341605093475
2025-03-03 00:00:00+00:00,-0.06792227611444901
2025-03-04 00:00:00+00:00,-0.006051304192384643
2025-03-05 00:00:00+00:00,-0.004221272807387821
2025-03-06 00:00:00+00:00,-0.008947725061356993
2025-03-07 00:00:00+00:00,-0.006865940292881234
2025-03-08 00:00:00+00:00,-0.00242201636740913
2025-03-09 00:00:00+00:00,-0.009066453278454456
2025-03-10 00:00:00+00:00,-0.004060395500395719
2025-03-11 00:00:00+00:00,0.0008811590025432636
2025-03-12 00:00:00+00:00,0.016215654961938775
2025-03-13 00:00:00+00:00,-0.0069552883326648995
2025-03-14 00:00:00+00:00,-0.0021398433818651252
2025-03-15 00:00:00+00:00,-0.004710480292457797
2025-03-16 00:00:00+00:00,0.004218628632716381
2025-03-17 00:00:00+00:00,-0.030530254741234275
2025-03-18 00:00:00+00:00,0.0018739144290438325
2025-03-19 00:00:00+00:00,0.0019285160471125273
2025-03-20 00:00:00+00:00,0.005035067622128686
2025-03-21 00:00:00+00:00,-0.0004146631484661656
2025-03-22 00:00:00+00:00,-0.002031807018875176
2025-03-23 00:00:00+00:00,-0.004249807785653981
2025-03-24 00:00:00+00:00,-0.009905789147842237
2025-03-25 00:00:00+00:00,0.0047269042624527025
2025-03-26 00:00:00+00:00,0.001331539112407798
2025-03-27 00:00:00+00:00,-0.0014985725237592895
2025-03-28 00:00:00+00:00,0.0061105894689967855
2025-03-29 00:00:00+00:00,-0.0025243716637264324
2025-03-30 00:00:00+00:00,0.002977220204951836
2025-03-31 00:00:00+00:00,-0.006643748662224613
2025-04-01 00:00:00+00:00,-0.011087117137399405
2025-04-02 00:00:00+00:00,-0.03151046166713245
2025-04-03 00:00:00+00:00,-0.00929255793127226
2025-04-04 00:00:00+00:00,-0.009359454881612717
2025-04-05 00:00:00+00:00,0.0010237112106454838
2025-04-06 00:00:00+00:00,-0.009178655368446309
2025-04-07 00:00:00+00:00,0.0074146493302180705
2025-04-08 00:00:00+00:00,-0.014558153819841269
2025-04-09 00:00:00+00:00,0.017467572143724963
2025-04-10 00:00:00+00:00,-0.021611165793232634
2025-04-11 00:00:00+00:00,0.002368935061964894
2025-04-12 00:00:00+00:00,0.0014759329031224233
2025-04-13 00:00:00+00:00,0.006797043644977574
2025-04-14 00:00:00+00:00,-0.015406605808133467
2025-04-15 00:00:00+00:00,0.010552525497334209
2025-04-16 00:00:00+00:00,-0.004071974510293397
2025-04-17 00:00:00+00:00,0.008172096949434327
2025-04-18 00:00:00+00:00,0.01889905283431048
2025-04-19 00:00:00+00:00,0.006963692506800623
2025-04-20 00:00:00+00:00,-0.0014032354156134907
2025-04-21 00:00:00+00:00,0.006454138234718743
