instId,instFamily,listTime,ctVal,lotSz,minSz,tickSz,lever,last,ct_usd,min_usd,lot_usd,vol24h_usd,spr_bp,cost50_bp,cost250_bp,cost1000_bp,cost2500_bp,cost10000_bp,mmr1,tier1_max_usd,sym,adv,rank,bucket
BSB-USDT-SWAP,BSB-USDT,1775124000000,10.0,1.0,1.0,1e-05,10.0,0.11186,1.1186,1.1186,1.1186,1304833.4768,5.37181444491141,3.1284916201113067,3.932520275543583,6.896182296198261,9.936430659247542,20.86086956183397,0.02,9843.68,BSBUSDT,5717567.686426,139.0,"(100, 150]"
CAP-USDT-SWAP,CAP-USDT,1782477000000,100.0,1.0,1.0,1e-05,10.0,0.05,5.0,5.0,5.0,9260105.0,6.012025557131752,3.8036953366826776,5.025365454026098,6.321330959563332,9.103044098862089,15.527725966671955,0.02,50000.0,CAPUSDT,20539654.87815333,74.0,"(60, 100]"
CC-USDT-SWAP,CC-USDT,1761919200291,10.0,1.0,1.0,1e-05,20.0,0.1138,1.138,1.138,1.138,2469407.652,4.390587267938981,3.127635654782135,4.323022856072556,5.971243921122915,8.772701162924612,17.556222112156128,0.02,11379.999999999998,CCUSDT,5593075.2368439995,141.0,"(100, 150]"
CELO-USDT-SWAP,CELO-USDT,1632477785202,1.0,1.0,1.0,1e-05,20.0,0.09264,0.09264,0.09264,0.09264,360704.4936,16.241785822996746,8.67871043664148,10.261807981325475,13.964614057850325,17.806881438051093,33.91913009707592,0.02,11116.8,CELOUSDT,1989488.237000033,224.0,"(200, 300]"
CFX-USDT-SWAP,CFX-USDT,1615539600000,10.0,1.0,1.0,1e-05,20.0,0.05409,0.5408999999999999,0.5408999999999999,0.5408999999999999,3971602.0629,2.775978579965934,1.8463810930580136,2.368786048074778,3.84772650928511,5.348375055565513,8.63506188503338,0.02,36781.2,CFXUSDT,4034341.441812333,163.0,"(150, 200]"
CHIP-USDT-SWAP,CHIP-USDT,1776780000000,100.0,1.0,1.0,1e-05,20.0,0.04771,4.771,4.771,4.771,8139893.749000001,5.238158332174404,3.133813851458056,4.663039512535772,7.206384270362909,9.88003415343497,21.920405354959318,0.02,37213.8,CHIPUSDT,30382369.06356066,58.0,"(30, 60]"
CHZ-USDT-SWAP,CHZ-USDT,1615539600000,10.0,1.0,1.0,1e-05,50.0,0.01643,0.1643,0.1643,0.1643,2468305.188,6.110601894286339,6.082725060827521,6.082725060827521,6.082725060827521,7.290730792682831,12.199419110678344,0.01,5257.6,CHZUSDT,7179584.894392668,128.0,"(100, 150]"
COAI-USDT-SWAP,COAI-USDT,1760538601123,0.1,1.0,1.0,0.0001,10.0,0.3238,0.03238,0.03238,0.03238,508594.47328,9.283614420546712,7.691223451422591,9.9279040635164,13.227606473302789,15.90519507427224,30.42079276778964,0.05,4857.0,COAIUSDT,1792862.0917966668,235.0,"(200, 300]"
COMP-USDT-SWAP,COMP-USDT,1587463971000,0.1,1.0,1.0,0.01,20.0,24.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,5469784.800000001,8.340296623101366,4.168403501459417,5.291989356968618,7.885034213753195,10.583750430323002,19.257784416904517,0.02,16320.000000000002,COMPUSDT,4491810.829527667,156.0,"(150, 200]"
CRV-USDT-SWAP,CRV-USDT,1599214371000,1.0,1.0,1.0,0.0001,50.0,0.3466,0.3466,0.3466,0.3466,17042571.8986,2.8864193967380283,2.189972482580793,2.741825422402089,3.073939342198573,4.401253549049522,8.326213319941878,0.0065,17330.0,CRVUSDT,36802495.66291667,50.0,"(30, 60]"
