instId,instFamily,listTime,ctVal,lotSz,minSz,tickSz,lever,last,ct_usd,min_usd,lot_usd,vol24h_usd,spr_bp,cost50_bp,cost250_bp,cost1000_bp,cost2500_bp,cost10000_bp,mmr1,tier1_max_usd
ZAMA-USDT-SWAP,ZAMA-USDT,1767969000000,10.0,1.0,1.0,1e-05,20.0,0.08874,0.8874,0.8874,0.8874,17138964.9564,1.694501040587038,1.4750283304820755,2.5283522403735104,4.889377976434184,7.403321738331248,15.157226452395811,0.02,42595.2
ZBT-USDT-SWAP,ZBT-USDT,1760700600342,1.0,1.0,1.0,1e-05,10.0,0.0883,0.0883,0.0883,0.0883,748018.2624,2.268088001815165,2.7699446658246973,4.525524669573566,6.422599520774508,13.827705282056236,36.672220198660234,0.05,5474.6
ZEN-USDT-SWAP,ZEN-USDT,1762149601773,0.1,1.0,1.0,0.001,50.0,7.468,0.7468,0.7468,0.7468,3984519.2875999995,4.018754636927676,3.7976491628721742,4.492893582285218,5.561066858330577,6.918242009126829,13.22603188872451,0.01,1867.0
ZETA-USDT-SWAP,ZETA-USDT,1706757900607,10.0,1.0,1.0,1e-05,20.0,0.0506,0.506,0.506,0.506,1515451.784,7.904391306810005,5.27673178640109,7.441644717792184,9.544731866159562,11.85820579105712,20.315321369218097,0.02,17710.0
ZIL-USDT-SWAP,ZIL-USDT,1599646371000,100.0,1.0,1.0,1e-06,20.0,0.003777,0.3777,0.3777,0.3777,859963.9788,9.266439466831823,6.542402194446573,7.541739132673753,12.07254984982975,15.896565829345843,32.80360644529912,0.02,11331.0
ZK-USDT-SWAP,ZK-USDT,1718699100579,10.0,1.0,1.0,1e-06,20.0,0.012196,0.12196,0.12196,0.12196,2240544.2344,4.9505632950661775,3.8652366129260374,5.926106569671963,8.797583613938675,12.0996541416446,21.30370089427347,0.02,14635.2
ZKP-USDT-SWAP,ZKP-USDT,1767793500000,10.0,1.0,1.0,1e-05,20.0,0.05009,0.5009,0.5009,0.5009,221308.6398,4.9951068198743105,5.542281203920196,7.193570403680738,11.761659701908233,18.32404702299728,39.57713209543745,0.02,5009.0
ZORA-USDT-SWAP,ZORA-USDT,1760095801229,10.0,1.0,1.0,1e-06,10.0,0.00897,0.0897,0.0897,0.0897,1123698.7203000002,6.133695624551402,5.046575337155357,6.3766780429980185,11.197399274769925,15.599474090178255,36.434696988651424,0.05,8970.0
ZRO-USDT-SWAP,ZRO-USDT,1718886300653,1.0,1.0,1.0,0.0001,20.0,1.441,1.441,1.441,1.441,32547248.811,0.6952414814655794,2.4867037716508333,3.4311951188770173,4.866119529401414,7.038247352661453,12.208444493796433,0.02,28820.0
ZRX-USDT-SWAP,ZRX-USDT,1598004771000,10.0,1.0,1.0,1e-05,20.0,0.12252,1.2252,1.2252,1.2252,373247.3784,8.179302349664393,6.376320713695205,7.915402585794706,13.589891715444224,17.61131030191876,34.6244796326628,0.02,9189.0
