config,cost,scope,mode,L,cagr_IS,cagr_OOS,maxdd_IS,maxdd_OOS,sharpe_IS,sharpe_OOS,worstday_IS,worstday_OOS,liq_IS,liq_OOS,entries_IS,rolls_IS,entries_OOS,rolls_OOS,margin_rebalances_OOS,y2022_fullrun,y2023_fullrun,y2024_fullrun,y2025_fullrun,y2026_fullrun
two_B,base,BTC,isolated_rb,3,8.67,0.89,-34.9,-14.9,0.72,0.18,-9.0,-1.9,0,0,38,0,13,0,32,-9.6,19.6,19.1,-0.1,1.8
two_B,base,BTC,isolated_rb,5,-9.88,-7.57,-57.2,-32.1,-0.31,-0.71,-15.5,-3.7,2,0,40,0,13,0,96,-24.8,3.5,-5.4,-8.7,-3.0
two_B,base,BTC,isolated_rb,10,-81.92,-63.78,-99.6,-88.4,-2.08,-3.33,-35.1,-25.0,25,3,58,0,15,0,353,-92.1,-15.4,-91.1,-72.0,-57.5
two_B,base,BTC,isolated_rb,15,-99.02,-99.29,-100.0,-100.0,-3.04,-6.46,-50.7,-49.2,86,19,98,0,29,0,700,-100.0,-62.6,-98.8,0.0,0.0
two_B,base,BTC,isolated_rb,20,-99.1,-99.98,-100.0,-100.0,-3.13,-5.7,-80.0,-61.8,70,47,71,0,47,0,588,-100.0,0.0,0.0,0.0,0.0
two_B,base,BTC,pm_approx,1,4.71,1.23,-7.4,-2.0,1.08,0.62,-3.2,-0.6,0,0,38,0,13,0,0,-1.7,7.7,8.6,0.8,1.2
two_B,base,BTC,pm_approx,3,13.74,3.65,-20.8,-6.0,1.08,0.63,-9.0,-1.9,0,0,38,0,13,0,0,-5.1,23.0,26.6,2.0,3.7
two_B,base,BTC,pm_approx,5,22.2,6.0,-32.4,-9.8,1.08,0.64,-14.2,-3.2,0,0,38,0,13,0,0,-8.5,38.4,45.1,3.1,6.3
two_B,base,BTC,pm_approx,10,40.27,11.55,-55.5,-18.9,1.07,0.65,-25.2,-6.5,0,0,38,0,13,0,0,-16.9,75.8,91.3,4.6,12.8
two_B,base,BTC,pm_approx,15,52.89,16.6,-72.2,-27.2,1.04,0.67,-34.0,-9.7,0,0,38,0,13,0,0,-25.0,110.9,130.1,4.7,19.5
two_B,base,BTC,pm_approx,20,58.83,21.11,-83.9,-35.2,1.01,0.68,-41.2,-13.0,0,0,38,0,13,0,0,-32.9,142.3,152.0,3.6,26.4
two_B,base,BTC+ETH,cross,1,5.19,1.3,-7.2,-2.9,1.26,0.78,-3.0,-0.7,0,0,76,2,31,0,0,-1.5,6.9,10.7,0.9,1.2
two_B,base,BTC+ETH,cross,3,15.54,3.73,-20.1,-8.6,1.27,0.76,-8.5,-2.0,0,0,76,2,31,0,0,-4.7,21.1,34.2,2.5,3.6
two_B,base,BTC+ETH,cross,5,25.8,5.94,-31.2,-14.1,1.28,0.74,-13.3,-3.3,0,0,76,2,31,0,0,-7.9,35.7,60.3,3.5,6.1
two_B,base,BTC+ETH,cross,10,50.68,10.54,-53.0,-26.7,1.3,0.69,-23.1,-6.5,0,0,76,2,31,0,0,-16.0,73.9,136.8,4.1,12.3
two_B,base,BTC+ETH,cross,15,73.64,13.91,-68.4,-38.0,1.3,0.66,-30.5,-9.7,0,0,76,2,31,0,0,-24.2,114.1,227.9,1.9,18.7
two_B,base,BTC+ETH,cross,20,93.42,16.14,-79.4,-47.8,1.3,0.63,-36.2,-12.8,0,0,76,2,31,0,0,-32.5,155.7,327.8,-2.8,25.2
two_B,base,BTC+ETH,cross_stress,1,5.19,1.3,-9.8,-6.3,1.26,0.78,-3.0,-0.7,0,0,76,2,31,0,0,-1.5,6.9,10.7,0.9,1.2
two_B,base,BTC+ETH,cross_stress,3,15.54,3.73,-28.2,-18.2,1.27,0.76,-8.5,-2.0,0,0,76,2,31,0,0,-4.7,21.1,34.2,2.5,3.6
two_B,base,BTC+ETH,cross_stress,5,25.8,5.94,-45.2,-29.4,1.28,0.74,-13.3,-3.3,0,0,76,2,31,0,0,-7.9,35.7,60.3,3.5,6.1
two_B,base,BTC+ETH,cross_stress,10,-100.0,10.54,-100.0,-54.3,-1.0,0.69,-100.0,-6.5,2,0,37,1,31,0,0,-58.5,-100.0,-100.0,-100.0,-100.0
two_B,base,BTC+ETH,cross_stress,15,-100.0,-23.11,-100.0,-79.2,-1.67,-0.17,-100.0,-52.3,2,1,24,1,15,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
two_B,base,BTC+ETH,cross_stress,20,-100.0,-20.14,-100.0,-86.4,-2.26,-0.04,-100.0,-51.2,2,1,16,1,15,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
two_B,base,BTC+ETH,isolated,1,5.15,1.11,-9.8,-6.3,1.25,0.62,-3.0,-0.7,1,1,77,2,32,0,0,-1.6,6.8,10.7,0.6,1.2
two_B,base,BTC+ETH,isolated,3,6.51,-8.75,-37.0,-24.6,0.54,-1.12,-8.5,-3.8,42,23,107,0,48,0,0,-17.7,22.7,20.1,-3.4,-6.4
two_B,base,BTC+ETH,isolated,5,-28.19,-41.59,-69.4,-66.7,-1.06,-3.61,-14.9,-6.3,147,70,196,0,88,0,0,-57.4,31.2,-33.4,-40.0,-27.0
two_B,base,BTC+ETH,isolated,10,-99.01,-96.37,-100.0,-99.6,-5.31,-6.24,-36.6,-14.4,448,249,459,0,252,0,0,-99.9,-88.3,-99.4,0.0,0.0
two_B,base,BTC+ETH,isolated,15,-99.03,-99.98,-100.0,-100.0,-4.13,-7.31,-57.7,-40.2,267,268,267,0,269,0,0,-100.0,0.0,0.0,0.0,0.0
two_B,base,BTC+ETH,isolated,20,-99.03,-99.98,-100.0,-100.0,-3.08,-4.76,-74.3,-75.9,187,189,187,0,189,0,0,-100.0,0.0,0.0,0.0,0.0
two_B,base,BTC+ETH,isolated_rb,1,4.97,1.18,-10.0,-6.3,1.2,0.71,-3.0,-0.7,0,0,76,2,31,0,9,-1.7,6.7,10.5,0.9,1.1
two_B,base,BTC+ETH,isolated_rb,3,9.1,-0.23,-31.5,-20.4,0.79,-0.02,-8.5,-2.2,0,0,76,2,31,0,95,-11.0,16.5,25.7,-1.2,1.1
two_B,base,BTC+ETH,isolated_rb,5,-14.45,-13.18,-58.1,-43.2,-0.59,-1.54,-13.5,-4.0,5,1,81,1,32,0,299,-36.8,5.7,-5.7,-13.8,-5.8
two_B,base,BTC+ETH,isolated_rb,10,-85.47,-75.88,-99.8,-93.8,-2.48,-4.58,-36.5,-24.2,64,24,127,0,47,0,1126,-95.8,-15.2,-91.3,-72.9,-57.6
two_B,base,BTC+ETH,isolated_rb,15,-99.02,-99.53,-100.0,-100.0,-3.3,-7.07,-49.8,-32.6,170,77,186,0,90,0,1548,-100.0,-62.3,-97.6,0.0,0.0
two_B,base,BTC+ETH,isolated_rb,20,-99.05,-99.98,-100.0,-100.0,-3.52,-6.2,-79.5,-65.5,127,121,129,0,121,0,938,-100.0,0.0,0.0,0.0,0.0
two_B,base,BTC+ETH,pm_approx,1,5.19,1.3,-7.2,-2.9,1.26,0.78,-3.0,-0.7,0,0,76,2,31,0,0,-1.5,6.9,10.7,0.9,1.2
two_B,base,BTC+ETH,pm_approx,3,15.54,3.73,-20.1,-8.6,1.27,0.76,-8.5,-2.0,0,0,76,2,31,0,0,-4.7,21.1,34.2,2.5,3.6
two_B,base,BTC+ETH,pm_approx,5,25.8,5.94,-31.2,-14.1,1.28,0.74,-13.3,-3.3,0,0,76,2,31,0,0,-7.9,35.7,60.3,3.5,6.1
two_B,base,BTC+ETH,pm_approx,10,50.68,10.54,-53.0,-26.7,1.3,0.69,-23.1,-6.5,0,0,76,2,31,0,0,-16.0,73.9,136.8,4.1,12.3
two_B,base,BTC+ETH,pm_approx,15,73.64,13.91,-68.4,-38.0,1.3,0.66,-30.5,-9.7,0,0,76,2,31,0,0,-24.2,114.1,227.9,1.9,18.7
two_B,base,BTC+ETH,pm_approx,20,93.42,16.14,-79.4,-47.8,1.3,0.63,-36.2,-12.8,0,0,76,2,31,0,0,-32.5,155.7,327.8,-2.8,25.2
two_B,base,ETH,cross,1,5.67,1.37,-7.4,-4.6,1.24,0.7,-2.9,-0.8,0,0,38,2,18,0,0,-1.4,6.1,12.9,1.1,1.2
two_B,base,ETH,cross,3,17.28,3.81,-20.6,-13.0,1.27,0.67,-8.1,-2.3,0,0,38,2,18,0,0,-4.2,19.1,41.9,2.8,3.6
two_B,base,ETH,cross,5,29.2,5.88,-31.8,-20.5,1.3,0.64,-12.6,-3.8,0,0,38,2,18,0,0,-7.2,33.0,75.8,3.8,6.0
two_B,base,ETH,cross,10,59.81,9.53,-53.4,-36.3,1.35,0.57,-21.8,-7.5,0,0,38,2,18,0,0,-15.0,72.0,182.4,3.7,12.0
two_B,base,ETH,cross,15,90.35,11.18,-68.5,-49.5,1.38,0.51,-28.8,-11.1,0,0,38,2,18,0,0,-23.3,117.3,320.6,0.5,18.3
two_B,base,ETH,cross,20,118.72,11.03,-79.3,-60.5,1.39,0.47,-37.4,-14.6,0,0,38,2,18,0,0,-32.1,168.9,484.3,-5.3,24.6
two_B,base,ETH,cross_stress,1,5.67,1.37,-12.0,-10.7,1.24,0.7,-2.9,-0.8,0,0,38,2,18,0,0,-1.4,6.1,12.9,1.1,1.2
two_B,base,ETH,cross_stress,3,17.28,3.81,-34.3,-30.3,1.27,0.67,-8.1,-2.3,0,0,38,2,18,0,0,-4.2,19.1,41.9,2.8,3.6
two_B,base,ETH,cross_stress,5,29.2,5.88,-54.2,-47.9,1.3,0.64,-12.6,-3.8,0,0,38,2,18,0,0,-7.2,33.0,75.8,3.8,6.0
two_B,base,ETH,cross_stress,10,-100.0,9.53,-100.0,-84.7,-1.25,0.57,-100.0,-7.5,1,0,15,1,18,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
two_B,base,ETH,cross_stress,15,-100.0,-100.0,-100.0,-100.0,-1.51,-2.44,-100.0,-100.0,1,1,11,1,2,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
two_B,base,ETH,cross_stress,20,-100.0,-100.0,-100.0,-100.0,-1.82,-4.03,-100.0,-100.0,1,1,6,1,2,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
two_B,base,ETH,isolated,1,5.58,0.99,-12.1,-10.7,1.22,0.48,-2.9,-0.8,0,1,38,2,19,0,0,-1.5,6.0,12.9,0.5,1.2
two_B,base,ETH,isolated,3,8.49,-9.65,-46.4,-34.0,0.57,-0.97,-8.1,-4.7,27,15,59,0,29,0,0,-22.8,36.3,21.8,-5.2,-10.7
two_B,base,ETH,isolated,5,-39.64,-60.01,-83.1,-82.2,-1.5,-3.69,-13.3,-13.7,89,49,111,0,58,0,0,-63.6,-14.5,-28.9,-55.5,-47.2
two_B,base,ETH,isolated,10,-99.0,-99.96,-100.0,-100.0,-5.64,-7.57,-48.6,-27.1,221,177,224,0,178,0,0,-100.0,-97.9,0.0,0.0,0.0
two_B,base,ETH,isolated,15,-99.06,-99.98,-100.0,-100.0,-3.89,-5.6,-52.0,-47.0,130,131,130,0,131,0,0,-100.0,0.0,0.0,0.0,0.0
two_B,base,ETH,isolated,20,-99.02,-99.98,-100.0,-100.0,-2.63,-3.97,-76.8,-79.6,90,98,90,0,98,0,0,-100.0,0.0,0.0,0.0,0.0
two_B,base,ETH,isolated_rb,1,5.39,1.17,-12.3,-10.7,1.18,0.6,-2.9,-0.8,0,0,38,2,18,0,8,-1.7,5.9,12.6,1.0,1.0
two_B,base,ETH,isolated_rb,3,9.53,-1.36,-38.4,-30.5,0.75,-0.2,-8.1,-2.6,0,0,38,2,18,0,63,-12.4,13.3,32.8,-2.3,0.4
two_B,base,ETH,isolated_rb,5,-19.57,-19.03,-74.9,-57.6,-0.64,-1.93,-25.1,-4.7,3,1,41,1,19,0,203,-48.7,8.8,-6.2,-20.9,-10.5
two_B,base,ETH,isolated_rb,10,-93.91,-96.91,-100.0,-99.8,-2.46,-6.63,-69.4,-26.6,39,21,69,0,32,0,773,-99.5,-13.0,-94.7,-97.1,-86.3
two_B,base,ETH,isolated_rb,15,-99.02,-99.98,-100.0,-100.0,-4.98,-6.25,-44.8,-61.8,84,58,88,0,61,0,848,-100.0,0.0,0.0,0.0,0.0
two_B,base,ETH,isolated_rb,20,-99.01,-99.98,-100.0,-100.0,-3.47,-4.42,-71.7,-73.8,57,74,58,0,74,0,350,-100.0,0.0,0.0,0.0,0.0
two_B,base,ETH,pm_approx,1,5.67,1.37,-7.4,-4.6,1.24,0.7,-2.9,-0.8,0,0,38,2,18,0,0,-1.4,6.1,12.9,1.1,1.2
two_B,base,ETH,pm_approx,3,17.28,3.81,-20.6,-13.0,1.27,0.67,-8.1,-2.3,0,0,38,2,18,0,0,-4.2,19.1,41.9,2.8,3.6
two_B,base,ETH,pm_approx,5,29.2,5.88,-31.8,-20.5,1.3,0.64,-12.6,-3.8,0,0,38,2,18,0,0,-7.2,33.0,75.8,3.8,6.0
two_B,base,ETH,pm_approx,10,59.81,9.53,-53.4,-36.3,1.35,0.57,-21.8,-7.5,0,0,38,2,18,0,0,-15.0,72.0,182.4,3.7,12.0
two_B,base,ETH,pm_approx,15,90.35,11.18,-68.5,-49.5,1.38,0.51,-28.8,-11.1,0,0,38,2,18,0,0,-23.3,117.3,320.6,0.5,18.3
two_B,base,ETH,pm_approx,20,118.72,11.03,-79.3,-60.5,1.39,0.47,-37.4,-14.6,0,0,38,2,18,0,0,-32.1,168.9,484.3,-5.3,24.6
two_B,deliv_0.02,BTC,cross,1,4.71,1.25,-7.4,-2.0,1.08,0.63,-3.2,-0.6,0,0,38,0,13,0,0,-1.7,7.7,8.6,0.8,1.2
two_B,deliv_0.02,BTC,cross,3,13.74,3.7,-20.8,-6.0,1.08,0.64,-9.0,-1.9,0,0,38,0,13,0,0,-5.1,23.0,26.6,2.1,3.7
two_B,deliv_0.02,BTC,cross,5,22.2,6.08,-32.4,-9.8,1.08,0.64,-14.2,-3.2,0,0,38,0,13,0,0,-8.5,38.4,45.1,3.2,6.3
two_B,deliv_0.02,BTC,cross,10,40.27,11.7,-55.5,-18.9,1.07,0.66,-25.2,-6.5,0,0,38,0,13,0,0,-16.9,75.8,91.3,4.8,12.8
two_B,deliv_0.02,BTC,cross,15,52.89,16.83,-72.2,-27.2,1.04,0.67,-34.0,-9.7,0,0,38,0,13,0,0,-25.0,110.9,130.1,5.0,19.5
two_B,deliv_0.02,BTC,cross,20,58.83,21.41,-83.9,-35.2,1.01,0.69,-41.2,-13.0,0,0,38,0,13,0,0,-32.9,142.3,152.0,3.9,26.4
two_B,deliv_0.02,BTC+ETH,cross,1,5.2,1.32,-7.2,-2.9,1.26,0.79,-3.0,-0.7,0,0,76,2,31,0,0,-1.5,6.9,10.7,1.0,1.2
two_B,deliv_0.02,BTC+ETH,cross,3,15.58,3.78,-20.1,-8.6,1.27,0.77,-8.5,-2.0,0,0,76,2,31,0,0,-4.6,21.1,34.2,2.5,3.7
two_B,deliv_0.02,BTC+ETH,cross,5,25.87,6.02,-31.2,-14.1,1.29,0.75,-13.3,-3.3,0,0,76,2,31,0,0,-7.8,35.8,60.3,3.5,6.2
two_B,deliv_0.02,BTC+ETH,cross,10,50.86,10.7,-53.0,-26.7,1.3,0.7,-23.1,-6.5,0,0,76,2,31,0,0,-15.8,74.2,137.0,4.2,12.5
two_B,deliv_0.02,BTC+ETH,cross,15,73.98,14.15,-68.4,-37.9,1.31,0.67,-30.5,-9.7,0,0,76,2,31,0,0,-24.0,114.7,228.3,2.0,19.0
two_B,deliv_0.02,BTC+ETH,cross,20,93.93,16.45,-79.4,-47.8,1.3,0.64,-36.2,-12.8,0,0,76,2,31,0,0,-32.3,156.5,328.7,-2.7,25.6
two_B,deliv_0.02,ETH,cross,1,5.69,1.39,-7.4,-4.6,1.25,0.71,-2.9,-0.8,0,0,38,2,18,0,0,-1.4,6.2,12.9,1.1,1.2
two_B,deliv_0.02,ETH,cross,3,17.36,3.86,-20.6,-13.0,1.28,0.68,-8.1,-2.3,0,0,38,2,18,0,0,-4.1,19.2,41.9,2.8,3.6
two_B,deliv_0.02,ETH,cross,5,29.34,5.96,-31.8,-20.5,1.3,0.65,-12.6,-3.8,0,0,38,2,18,0,0,-7.1,33.2,75.8,3.8,6.1
two_B,deliv_0.02,ETH,cross,10,60.15,9.69,-53.4,-36.3,1.35,0.58,-21.8,-7.5,0,0,38,2,18,0,0,-14.8,72.5,182.4,3.7,12.3
two_B,deliv_0.02,ETH,cross,15,90.91,11.43,-68.5,-49.5,1.38,0.52,-28.8,-11.1,0,0,38,2,18,0,0,-23.0,118.3,320.6,0.5,18.7
two_B,deliv_0.02,ETH,cross,20,119.52,11.35,-79.3,-60.5,1.39,0.47,-37.4,-14.6,0,0,38,2,18,0,0,-31.7,170.4,484.3,-5.3,25.2
two_B,mmr1pct,BTC,cross,1,4.71,1.23,-7.4,-2.0,1.08,0.62,-3.2,-0.6,0,0,38,0,13,0,0,-1.7,7.7,8.6,0.8,1.2
two_B,mmr1pct,BTC,cross,3,13.74,3.65,-20.8,-6.0,1.08,0.63,-9.0,-1.9,0,0,38,0,13,0,0,-5.1,23.0,26.6,2.0,3.7
two_B,mmr1pct,BTC,cross,5,22.2,6.0,-32.4,-9.8,1.08,0.64,-14.2,-3.2,0,0,38,0,13,0,0,-8.5,38.4,45.1,3.1,6.3
two_B,mmr1pct,BTC,cross,10,40.27,11.55,-55.5,-18.9,1.07,0.65,-25.2,-6.5,0,0,38,0,13,0,0,-16.9,75.8,91.3,4.6,12.8
two_B,mmr1pct,BTC,cross,15,52.89,16.6,-72.2,-27.2,1.04,0.67,-34.0,-9.7,0,0,38,0,13,0,0,-25.0,110.9,130.1,4.7,19.5
two_B,mmr1pct,BTC,cross,20,58.83,21.11,-83.9,-35.2,1.01,0.68,-41.2,-13.0,0,0,38,0,13,0,0,-32.9,142.3,152.0,3.6,26.4
two_B,mmr1pct,BTC+ETH,cross,1,5.19,1.3,-7.2,-2.9,1.26,0.78,-3.0,-0.7,0,0,76,2,31,0,0,-1.5,6.9,10.7,0.9,1.2
two_B,mmr1pct,BTC+ETH,cross,3,15.54,3.73,-20.1,-8.6,1.27,0.76,-8.5,-2.0,0,0,76,2,31,0,0,-4.7,21.1,34.2,2.5,3.6
two_B,mmr1pct,BTC+ETH,cross,5,25.8,5.94,-31.2,-14.1,1.28,0.74,-13.3,-3.3,0,0,76,2,31,0,0,-7.9,35.7,60.3,3.5,6.1
two_B,mmr1pct,BTC+ETH,cross,10,50.68,10.54,-53.0,-26.7,1.3,0.69,-23.1,-6.5,0,0,76,2,31,0,0,-16.0,73.9,136.8,4.1,12.3
two_B,mmr1pct,BTC+ETH,cross,15,73.64,13.91,-68.4,-38.0,1.3,0.66,-30.5,-9.7,0,0,76,2,31,0,0,-24.2,114.1,227.9,1.9,18.7
two_B,mmr1pct,BTC+ETH,cross,20,93.42,16.14,-79.4,-47.8,1.3,0.63,-36.2,-12.8,0,0,76,2,31,0,0,-32.5,155.7,327.8,-2.8,25.2
two_B,mmr1pct,ETH,cross,1,5.67,1.37,-7.4,-4.6,1.24,0.7,-2.9,-0.8,0,0,38,2,18,0,0,-1.4,6.1,12.9,1.1,1.2
two_B,mmr1pct,ETH,cross,3,17.28,3.81,-20.6,-13.0,1.27,0.67,-8.1,-2.3,0,0,38,2,18,0,0,-4.2,19.1,41.9,2.8,3.6
two_B,mmr1pct,ETH,cross,5,29.2,5.88,-31.8,-20.5,1.3,0.64,-12.6,-3.8,0,0,38,2,18,0,0,-7.2,33.0,75.8,3.8,6.0
two_B,mmr1pct,ETH,cross,10,59.81,9.53,-53.4,-36.3,1.35,0.57,-21.8,-7.5,0,0,38,2,18,0,0,-15.0,72.0,182.4,3.7,12.0
two_B,mmr1pct,ETH,cross,15,90.35,11.18,-68.5,-49.5,1.38,0.51,-28.8,-11.1,0,0,38,2,18,0,0,-23.3,117.3,320.6,0.5,18.3
two_B,mmr1pct,ETH,cross,20,118.72,11.03,-79.3,-60.5,1.39,0.47,-37.4,-14.6,0,0,38,2,18,0,0,-32.1,168.9,484.3,-5.3,24.6
two_B,slip_x2,BTC,cross,1,3.63,0.61,-7.7,-2.6,0.84,0.31,-3.2,-0.6,0,0,38,0,13,0,0,-2.8,7.0,7.2,0.1,0.9
two_B,slip_x2,BTC,cross,3,10.28,1.75,-21.6,-7.5,0.83,0.31,-9.0,-1.9,0,0,38,0,13,0,0,-8.3,20.6,21.9,0.2,2.6
two_B,slip_x2,BTC,cross,5,16.08,2.78,-33.6,-12.3,0.83,0.32,-14.2,-3.2,0,0,38,0,13,0,0,-13.6,33.9,36.3,-0.1,4.4
two_B,slip_x2,BTC,cross,10,26.63,4.89,-57.2,-23.5,0.8,0.34,-25.3,-6.5,0,0,38,0,13,0,0,-26.0,64.8,69.1,-1.8,8.8
two_B,slip_x2,BTC,cross,15,31.07,6.32,-73.7,-33.6,0.77,0.35,-34.2,-9.8,0,0,38,0,13,0,0,-37.1,91.4,91.3,-4.8,13.3
two_B,slip_x2,BTC,cross,20,29.03,7.06,-85.2,-42.7,0.73,0.37,-41.4,-13.1,0,0,38,0,13,0,0,-47.0,112.8,96.0,-8.8,17.8
two_B,slip_x2,BTC+ETH,cross,1,4.1,0.56,-7.5,-3.7,1.0,0.33,-3.0,-0.7,0,0,76,2,31,0,0,-2.8,6.3,9.3,0.1,0.8
two_B,slip_x2,BTC+ETH,cross,3,12.01,1.47,-20.7,-10.7,1.01,0.31,-8.5,-2.0,0,0,76,2,31,0,0,-8.2,19.0,29.2,0.0,2.4
two_B,slip_x2,BTC+ETH,cross,5,19.49,2.11,-31.9,-17.4,1.01,0.29,-13.3,-3.3,0,0,76,2,31,0,0,-13.4,31.8,50.6,-0.6,4.1
two_B,slip_x2,BTC+ETH,cross,10,36.06,2.71,-53.6,-32.3,1.02,0.24,-23.2,-6.5,0,0,76,2,31,0,0,-25.8,64.3,109.8,-4.2,8.1
two_B,slip_x2,BTC+ETH,cross,15,49.05,2.04,-69.2,-44.9,1.01,0.21,-30.6,-9.8,0,0,76,2,31,0,0,-37.3,96.9,173.9,-10.4,12.0
two_B,slip_x2,BTC+ETH,cross,20,57.67,0.31,-80.2,-55.5,1.0,0.18,-36.3,-12.9,0,0,76,2,31,0,0,-47.7,128.7,236.6,-18.7,15.9
two_B,slip_x2,ETH,cross,1,4.57,0.51,-7.6,-5.2,1.0,0.26,-2.9,-0.8,0,0,38,2,18,0,0,-2.7,5.6,11.5,0.2,0.8
two_B,slip_x2,ETH,cross,3,13.69,1.18,-20.8,-14.6,1.03,0.22,-8.1,-2.3,0,0,38,2,18,0,0,-8.0,17.3,36.8,-0.1,2.3
two_B,slip_x2,ETH,cross,5,22.72,1.45,-32.1,-23.2,1.05,0.19,-12.7,-3.8,0,0,38,2,18,0,0,-13.2,29.7,65.4,-1.1,3.8
two_B,slip_x2,ETH,cross,10,44.33,0.51,-54.0,-41.7,1.09,0.13,-21.9,-7.5,0,0,38,2,18,0,0,-25.7,63.8,150.6,-5.9,7.6
two_B,slip_x2,ETH,cross,15,63.49,-2.35,-69.3,-56.2,1.12,0.07,-28.9,-11.1,0,0,38,2,18,0,0,-37.5,102.4,252.6,-13.3,11.3
two_B,slip_x2,ETH,cross,20,78.53,-6.76,-80.1,-67.6,1.13,0.02,-38.2,-14.7,0,0,38,2,18,0,0,-48.5,145.0,362.2,-22.4,15.0
two_B_mk,maker_fut,BTC,cross,1,5.52,1.71,-7.2,-1.8,1.26,0.88,-3.2,-0.6,0,0,38,0,13,0,0,-0.8,8.2,9.6,1.2,1.5
two_B_mk,maker_fut,BTC,cross,3,16.4,5.13,-20.1,-5.5,1.27,0.88,-8.9,-1.9,0,0,38,0,13,0,0,-2.5,24.8,30.1,3.5,4.5
two_B_mk,maker_fut,BTC,cross,5,26.97,8.53,-31.4,-9.0,1.28,0.89,-14.1,-3.2,0,0,38,0,13,0,0,-4.3,41.7,51.9,5.6,7.5
two_B_mk,maker_fut,BTC,cross,10,51.36,16.9,-54.2,-17.3,1.27,0.9,-25.1,-6.4,0,0,38,0,13,0,0,-8.9,84.1,109.4,9.8,15.4
two_B_mk,maker_fut,BTC,cross,15,71.41,25.05,-70.9,-25.0,1.26,0.92,-33.8,-9.6,0,0,38,0,13,0,0,-13.9,125.8,163.8,12.6,23.7
two_B_mk,maker_fut,BTC,cross,20,85.26,32.9,-82.7,-32.1,1.23,0.94,-40.9,-12.8,0,0,38,0,13,0,0,-19.2,165.4,203.4,14.2,32.2
two_B_mk,maker_fut,BTC+ETH,cross,1,6.03,1.88,-7.1,-2.5,1.45,1.14,-3.0,-0.7,0,0,76,2,31,0,0,-0.6,7.4,11.8,1.6,1.5
two_B_mk,maker_fut,BTC+ETH,cross,3,18.3,5.5,-19.9,-7.3,1.48,1.12,-8.5,-2.0,0,0,76,2,31,0,0,-1.8,22.7,37.9,4.4,4.5
two_B_mk,maker_fut,BTC+ETH,cross,5,30.83,8.97,-30.9,-12.1,1.49,1.1,-13.3,-3.3,0,0,76,2,31,0,0,-3.1,38.7,67.8,6.7,7.5
two_B_mk,maker_fut,BTC+ETH,cross,10,62.87,16.91,-52.5,-23.1,1.52,1.06,-23.0,-6.5,0,0,76,2,31,0,0,-7.1,81.4,159.2,10.9,15.4
two_B_mk,maker_fut,BTC+ETH,cross,15,95.08,23.85,-67.8,-33.1,1.53,1.02,-30.3,-9.6,0,0,76,2,31,0,0,-11.8,128.1,275.1,12.3,23.6
two_B_mk,maker_fut,BTC+ETH,cross,20,125.97,29.78,-78.7,-42.1,1.53,0.99,-35.9,-12.7,0,0,76,2,31,0,0,-17.2,177.9,412.0,11.1,32.1
two_B_mk,maker_fut,ETH,cross,1,6.53,2.04,-7.4,-4.1,1.43,1.06,-2.9,-0.8,0,0,38,2,18,0,0,-0.3,6.6,13.9,1.9,1.5
two_B_mk,maker_fut,ETH,cross,3,20.15,5.88,-20.4,-11.7,1.46,1.03,-8.1,-2.3,0,0,38,2,18,0,0,-1.1,20.6,45.9,5.1,4.5
two_B_mk,maker_fut,ETH,cross,5,34.47,9.41,-31.5,-18.5,1.49,1.0,-12.6,-3.8,0,0,38,2,18,0,0,-2.0,35.7,83.9,7.7,7.5
two_B_mk,maker_fut,ETH,cross,10,72.94,16.92,-52.9,-33.0,1.55,0.93,-21.7,-7.4,0,0,38,2,18,0,0,-5.2,78.9,208.4,11.6,15.4
two_B_mk,maker_fut,ETH,cross,15,114.08,22.64,-67.9,-44.5,1.58,0.88,-28.6,-11.0,0,0,38,2,18,0,0,-9.6,130.2,379.0,12.2,23.6
two_B_mk,maker_fut,ETH,cross,20,155.7,26.61,-78.6,-54.4,1.6,0.83,-36.2,-14.4,0,0,38,2,18,0,0,-15.2,189.8,594.0,9.9,32.0
