config,cost,scope,mode,L,cagr_IS,cagr_OOS,maxdd_IS,maxdd_OOS,sharpe_IS,sharpe_OOS,worstday_IS,worstday_OOS,liq_IS,liq_OOS,entries_IS,rolls_IS,entries_OOS,rolls_OOS,margin_rebalances_OOS,y2022_fullrun,y2023_fullrun,y2024_fullrun,y2025_fullrun,y2026_fullrun
long_A,base,BTC,cross,1,3.0,-0.69,-4.0,-2.7,1.37,-0.5,-0.6,-0.4,0,0,4,8,1,6,0,-0.2,4.1,5.2,-1.0,-0.1
long_A,base,BTC,cross,3,8.86,-2.1,-11.2,-7.9,1.37,-0.5,-1.9,-1.1,0,0,4,8,1,6,0,-0.5,12.3,15.5,-3.1,-0.4
long_A,base,BTC,cross,5,14.54,-3.57,-17.8,-12.8,1.37,-0.5,-3.1,-1.8,0,0,4,8,1,6,0,-1.0,20.7,25.7,-5.2,-0.7
long_A,base,BTC,cross,10,27.86,-7.45,-32.8,-24.1,1.36,-0.51,-6.1,-3.6,0,0,4,8,1,6,0,-2.4,42.3,50.6,-10.7,-1.6
long_A,base,BTC,cross,15,39.78,-11.6,-45.7,-34.2,1.33,-0.51,-8.9,-5.4,0,0,4,8,1,6,0,-4.3,64.4,73.6,-16.3,-2.7
long_A,base,BTC,cross,20,50.1,-16.03,-56.9,-43.1,1.3,-0.51,-11.5,-7.3,0,0,4,8,1,6,0,-6.7,86.7,94.1,-22.0,-4.1
long_A,base,BTC,cross_stress,1,3.0,-0.69,-12.0,-9.0,1.37,-0.5,-0.6,-0.4,0,0,4,8,1,6,0,-0.2,4.1,5.2,-1.0,-0.1
long_A,base,BTC,cross_stress,3,8.86,-2.1,-34.0,-26.7,1.37,-0.5,-1.9,-1.1,0,0,4,8,1,6,0,-0.5,12.3,15.5,-3.1,-0.4
long_A,base,BTC,cross_stress,5,14.54,-3.57,-53.9,-44.0,1.37,-0.5,-3.1,-1.8,0,0,4,8,1,6,0,-1.0,20.7,25.7,-5.2,-0.7
long_A,base,BTC,cross_stress,10,-100.0,-7.45,-100.0,-85.8,-0.64,-0.51,-100.0,-3.6,1,0,1,7,1,6,0,-2.4,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC,cross_stress,15,-100.0,-100.0,-100.0,-100.0,-2.89,-1.12,-100.0,-100.0,1,1,1,0,1,3,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC,cross_stress,20,-100.0,-100.0,-100.0,-100.0,-3.07,-1.11,-100.0,-100.0,1,1,1,0,1,3,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC,isolated,1,0.99,-1.07,-11.9,-9.1,0.5,-0.77,-1.3,-0.4,5,0,6,7,1,6,0,-1.6,1.4,3.2,-1.5,-0.3
long_A,base,BTC,isolated,3,-2.1,-16.08,-34.8,-33.2,-0.17,-2.28,-4.0,-4.1,19,9,20,5,10,3,0,-14.9,17.1,-5.8,-14.9,-12.2
long_A,base,BTC,isolated,5,-37.56,-54.11,-81.5,-77.8,-2.05,-3.37,-13.1,-12.7,57,36,57,1,37,1,0,-71.7,-1.6,-12.6,-52.4,-42.5
long_A,base,BTC,isolated,10,-98.82,-99.8,-100.0,-100.0,-5.54,-7.64,-38.0,-29.3,214,146,214,0,147,0,0,-100.0,-87.2,-87.0,-40.4,0.0
long_A,base,BTC,isolated,15,-99.03,-99.98,-100.0,-100.0,-3.73,-5.96,-74.4,-47.0,136,123,136,0,123,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC,isolated,20,-99.04,-99.98,-100.0,-100.0,-3.01,-4.27,-65.2,-62.2,106,95,106,0,95,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC,isolated_rb,1,2.44,-1.19,-12.3,-9.1,1.12,-0.85,-0.6,-0.4,0,0,4,8,1,6,4,-0.6,3.3,4.7,-1.6,-0.4
long_A,base,BTC,isolated_rb,3,0.93,-6.45,-35.9,-28.8,0.18,-1.53,-2.0,-1.3,0,0,4,8,1,6,37,-7.2,4.1,6.4,-7.7,-3.0
long_A,base,BTC,isolated_rb,5,-26.68,-22.64,-60.9,-46.5,-1.34,-2.98,-20.8,-2.6,3,1,4,8,2,5,109,-23.5,-6.2,-45.1,-26.5,-11.3
long_A,base,BTC,isolated_rb,10,-83.02,-94.65,-99.6,-99.4,-3.03,-5.86,-26.7,-31.7,25,9,25,5,10,2,581,-95.9,-42.9,-79.2,-95.6,-82.8
long_A,base,BTC,isolated_rb,15,-99.04,-99.98,-100.0,-100.0,-4.9,-8.79,-54.2,-34.1,67,38,67,0,38,0,899,-100.0,-86.0,0.0,0.0,0.0
long_A,base,BTC,isolated_rb,20,-99.01,-99.98,-100.0,-100.0,-3.67,-6.07,-71.1,-46.8,63,45,63,0,45,0,543,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC,pm_approx,1,3.0,-0.69,-4.0,-2.7,1.37,-0.5,-0.6,-0.4,0,0,4,8,1,6,0,-0.2,4.1,5.2,-1.0,-0.1
long_A,base,BTC,pm_approx,3,8.86,-2.1,-11.2,-7.9,1.37,-0.5,-1.9,-1.1,0,0,4,8,1,6,0,-0.5,12.3,15.5,-3.1,-0.4
long_A,base,BTC,pm_approx,5,14.54,-3.57,-17.8,-12.8,1.37,-0.5,-3.1,-1.8,0,0,4,8,1,6,0,-1.0,20.7,25.7,-5.2,-0.7
long_A,base,BTC,pm_approx,10,27.86,-7.45,-32.8,-24.1,1.36,-0.51,-6.1,-3.6,0,0,4,8,1,6,0,-2.4,42.3,50.6,-10.7,-1.6
long_A,base,BTC,pm_approx,15,39.78,-11.6,-45.7,-34.2,1.33,-0.51,-8.9,-5.4,0,0,4,8,1,6,0,-4.3,64.4,73.6,-16.3,-2.7
long_A,base,BTC,pm_approx,20,50.1,-16.03,-56.9,-43.1,1.3,-0.51,-11.5,-7.3,0,0,4,8,1,6,0,-6.7,86.7,94.1,-22.0,-4.1
long_A,base,BTC+ETH,cross,1,3.01,-0.5,-3.8,-3.1,1.41,-0.34,-0.5,-0.5,0,0,8,16,2,12,0,-1.3,4.4,6.1,-0.9,0.1
long_A,base,BTC+ETH,cross,3,8.85,-1.55,-10.9,-9.0,1.4,-0.34,-1.5,-1.4,0,0,8,16,2,12,0,-4.0,13.3,18.5,-2.7,0.1
long_A,base,BTC+ETH,cross,5,14.45,-2.69,-17.6,-14.5,1.39,-0.35,-2.5,-2.3,0,0,8,16,2,12,0,-6.6,22.5,31.1,-4.6,0.2
long_A,base,BTC+ETH,cross,10,27.35,-5.87,-32.5,-26.9,1.36,-0.36,-5.0,-4.6,0,0,8,16,2,12,0,-13.2,46.1,62.9,-9.6,0.0
long_A,base,BTC+ETH,cross,15,38.5,-9.52,-45.3,-37.6,1.32,-0.37,-7.4,-6.8,0,0,8,16,2,12,0,-19.7,70.4,94.1,-15.1,-0.4
long_A,base,BTC+ETH,cross,20,47.7,-13.63,-56.5,-46.9,1.27,-0.38,-9.8,-9.1,0,0,8,16,2,12,0,-26.0,95.0,123.3,-20.9,-1.2
long_A,base,BTC+ETH,cross_stress,1,3.01,-0.5,-9.4,-9.7,1.41,-0.34,-0.5,-0.5,0,0,8,16,2,12,0,-1.3,4.4,6.1,-0.9,0.1
long_A,base,BTC+ETH,cross_stress,3,8.85,-1.55,-27.0,-28.5,1.4,-0.34,-1.5,-1.4,0,0,8,16,2,12,0,-4.0,13.3,18.5,-2.7,0.1
long_A,base,BTC+ETH,cross_stress,5,14.45,-2.69,-43.3,-46.7,1.39,-0.35,-2.5,-2.3,0,0,8,16,2,12,0,-6.6,22.5,31.1,-4.6,0.2
long_A,base,BTC+ETH,cross_stress,10,-100.0,-38.97,-100.0,-93.3,-0.96,-0.85,-100.0,-51.4,2,1,2,9,2,9,0,-51.2,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC+ETH,cross_stress,15,-100.0,-100.0,-100.0,-100.0,-2.07,-1.51,-100.0,-100.0,2,2,2,2,2,3,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC+ETH,cross_stress,20,-100.0,-100.0,-100.0,-100.0,-4.07,-1.49,-100.0,-100.0,2,2,2,0,2,3,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,BTC+ETH,isolated,1,1.29,-1.53,-10.9,-9.8,0.69,-1.04,-0.6,-0.6,10,3,13,13,5,11,0,-3.1,3.5,3.6,-1.9,-0.6
long_A,base,BTC+ETH,isolated,3,-5.73,-23.83,-41.7,-45.0,-0.53,-3.3,-5.1,-3.8,59,37,60,8,39,4,0,-29.8,29.8,-8.0,-24.8,-13.7
long_A,base,BTC+ETH,isolated,5,-45.73,-65.83,-85.5,-86.4,-3.01,-4.64,-12.5,-10.8,146,121,146,2,123,1,0,-78.8,-10.8,-15.6,-59.2,-45.3
long_A,base,BTC+ETH,isolated,10,-98.91,-99.86,-100.0,-100.0,-5.88,-8.43,-38.8,-24.8,407,334,407,0,335,0,0,-100.0,-86.3,-80.7,-25.4,0.0
long_A,base,BTC+ETH,isolated,15,-99.03,-99.98,-100.0,-100.0,-3.91,-6.19,-69.1,-46.6,269,244,269,0,244,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC+ETH,isolated,20,-99.02,-99.98,-100.0,-100.0,-3.09,-4.38,-65.9,-61.8,199,188,199,0,188,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC+ETH,isolated_rb,1,2.41,-1.13,-9.9,-9.8,1.14,-0.76,-0.5,-0.6,0,0,8,16,2,12,16,-2.0,3.7,5.6,-1.6,-0.3
long_A,base,BTC+ETH,isolated_rb,3,-1.14,-9.87,-34.6,-33.5,-0.15,-2.26,-1.7,-1.7,0,0,8,16,2,12,149,-14.5,4.6,8.0,-12.8,-3.2
long_A,base,BTC+ETH,isolated_rb,5,-33.39,-31.23,-73.2,-57.8,-1.92,-4.44,-19.7,-2.8,9,4,11,16,6,9,371,-45.5,-8.0,-41.1,-34.5,-12.2
long_A,base,BTC+ETH,isolated_rb,10,-86.42,-96.47,-99.8,-99.7,-3.41,-6.81,-26.3,-31.6,73,44,73,7,46,3,1720,-97.9,-42.6,-79.1,-95.6,-82.5
long_A,base,BTC+ETH,isolated_rb,15,-99.03,-99.98,-100.0,-100.0,-4.9,-9.07,-51.8,-34.1,129,99,129,0,99,0,1467,-100.0,-74.6,0.0,0.0,0.0
long_A,base,BTC+ETH,isolated_rb,20,-99.0,-99.98,-100.0,-100.0,-3.81,-6.21,-66.2,-46.8,129,117,129,0,117,0,812,-100.0,0.0,0.0,0.0,0.0
long_A,base,BTC+ETH,pm_approx,1,3.01,-0.5,-3.8,-3.1,1.41,-0.34,-0.5,-0.5,0,0,8,16,2,12,0,-1.3,4.4,6.1,-0.9,0.1
long_A,base,BTC+ETH,pm_approx,3,8.85,-1.55,-10.9,-9.0,1.4,-0.34,-1.5,-1.4,0,0,8,16,2,12,0,-4.0,13.3,18.5,-2.7,0.1
long_A,base,BTC+ETH,pm_approx,5,14.45,-2.69,-17.6,-14.5,1.39,-0.35,-2.5,-2.3,0,0,8,16,2,12,0,-6.6,22.5,31.1,-4.6,0.2
long_A,base,BTC+ETH,pm_approx,10,27.35,-5.87,-32.5,-26.9,1.36,-0.36,-5.0,-4.6,0,0,8,16,2,12,0,-13.2,46.1,62.9,-9.6,0.0
long_A,base,BTC+ETH,pm_approx,15,38.5,-9.52,-45.3,-37.6,1.32,-0.37,-7.4,-6.8,0,0,8,16,2,12,0,-19.7,70.4,94.1,-15.1,-0.4
long_A,base,BTC+ETH,pm_approx,20,47.7,-13.63,-56.5,-46.9,1.27,-0.38,-9.8,-9.1,0,0,8,16,2,12,0,-26.0,95.0,123.3,-20.9,-1.2
long_A,base,ETH,cross,1,3.01,-0.3,-4.5,-3.6,1.17,-0.16,-0.9,-0.6,0,0,4,8,1,6,0,-2.5,4.7,7.0,-0.7,0.2
long_A,base,ETH,cross,3,8.83,-1.0,-13.1,-10.4,1.16,-0.16,-2.6,-1.8,0,0,4,8,1,6,0,-7.4,14.4,21.7,-2.3,0.6
long_A,base,ETH,cross,5,14.36,-1.81,-21.2,-16.6,1.14,-0.16,-4.2,-2.9,0,0,4,8,1,6,0,-12.2,24.4,37.0,-3.9,1.0
long_A,base,ETH,cross,10,26.83,-4.32,-39.2,-30.1,1.09,-0.16,-8.2,-5.9,0,0,4,8,1,6,0,-23.9,50.9,77.8,-8.6,1.6
long_A,base,ETH,cross,15,37.19,-7.48,-54.4,-41.4,1.04,-0.17,-13.5,-8.7,0,0,4,8,1,6,0,-35.0,79.2,121.7,-13.8,1.9
long_A,base,ETH,cross,20,45.21,-11.28,-67.0,-51.2,0.99,-0.17,-19.7,-11.9,0,0,4,8,1,6,0,-45.3,109.1,167.7,-19.7,2.0
long_A,base,ETH,cross_stress,1,3.01,-0.3,-11.8,-10.4,1.17,-0.16,-0.9,-0.6,0,0,4,8,1,6,0,-2.5,4.7,7.0,-0.7,0.2
long_A,base,ETH,cross_stress,3,8.83,-1.0,-33.5,-30.5,1.16,-0.16,-2.6,-1.8,0,0,4,8,1,6,0,-7.4,14.4,21.7,-2.3,0.6
long_A,base,ETH,cross_stress,5,14.36,-1.81,-52.8,-49.6,1.14,-0.16,-4.2,-2.9,0,0,4,8,1,6,0,-12.2,24.4,37.0,-3.9,1.0
long_A,base,ETH,cross_stress,10,-100.0,-100.0,-100.0,-100.0,-1.54,-1.11,-100.0,-100.0,1,1,1,2,1,3,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,ETH,cross_stress,15,-100.0,-100.0,-100.0,-100.0,-1.65,-2.67,-100.0,-100.0,1,1,1,2,1,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,ETH,cross_stress,20,-100.0,-100.0,-100.0,-100.0,-4.03,-2.75,-100.0,-100.0,1,1,1,0,1,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_A,base,ETH,isolated,1,1.58,-1.98,-13.7,-10.5,0.67,-1.05,-1.0,-1.0,5,3,7,6,4,5,0,-4.7,5.6,4.1,-2.4,-0.9
long_A,base,ETH,isolated,3,-9.67,-32.14,-55.5,-56.8,-0.63,-2.83,-9.2,-6.3,40,28,40,3,29,1,0,-44.7,49.3,-10.7,-37.3,-16.3
long_A,base,ETH,isolated,5,-57.61,-81.29,-94.6,-95.1,-2.99,-3.84,-17.5,-28.0,89,85,89,1,86,0,0,-85.9,-29.2,-23.8,-80.9,-67.8
long_A,base,ETH,isolated,10,-99.01,-99.98,-100.0,-100.0,-5.31,-7.08,-43.9,-43.3,193,188,193,0,188,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,ETH,isolated,15,-99.04,-99.98,-100.0,-100.0,-3.62,-4.87,-71.8,-59.4,133,121,133,0,121,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,ETH,isolated,20,-99.01,-99.98,-100.0,-100.0,-2.2,-3.64,-88.5,-69.2,93,93,93,0,93,0,0,-100.0,0.0,0.0,0.0,0.0
long_A,base,ETH,isolated_rb,1,2.37,-1.06,-12.5,-10.6,0.93,-0.57,-0.9,-0.7,0,0,4,8,1,6,12,-3.3,4.2,6.5,-1.6,-0.2
long_A,base,ETH,isolated_rb,3,-3.29,-13.39,-43.8,-38.3,-0.39,-2.44,-2.9,-2.2,0,0,4,8,1,6,112,-21.8,5.2,10.0,-18.5,-3.5
long_A,base,ETH,isolated_rb,5,-41.82,-40.61,-88.7,-72.2,-1.97,-4.85,-26.4,-4.4,6,3,7,8,4,4,262,-67.4,-12.2,-31.2,-50.6,-14.9
long_A,base,ETH,isolated_rb,10,-95.21,-99.9,-100.0,-100.0,-2.99,-8.57,-69.4,-38.6,48,35,48,2,36,1,1139,-100.0,-15.0,-72.6,-99.1,0.0
long_A,base,ETH,isolated_rb,15,-99.01,-99.98,-100.0,-100.0,-4.22,-5.69,-68.7,-54.5,62,61,62,0,61,0,568,-100.0,0.0,0.0,0.0,0.0
long_A,base,ETH,isolated_rb,20,-99.0,-99.98,-100.0,-100.0,-3.08,-4.15,-75.3,-66.7,66,72,66,0,72,0,269,-100.0,0.0,0.0,0.0,0.0
long_A,base,ETH,pm_approx,1,3.01,-0.3,-4.5,-3.6,1.17,-0.16,-0.9,-0.6,0,0,4,8,1,6,0,-2.5,4.7,7.0,-0.7,0.2
long_A,base,ETH,pm_approx,3,8.83,-1.0,-13.1,-10.4,1.16,-0.16,-2.6,-1.8,0,0,4,8,1,6,0,-7.4,14.4,21.7,-2.3,0.6
long_A,base,ETH,pm_approx,5,14.36,-1.81,-21.2,-16.6,1.14,-0.16,-4.2,-2.9,0,0,4,8,1,6,0,-12.2,24.4,37.0,-3.9,1.0
long_A,base,ETH,pm_approx,10,26.83,-4.32,-39.2,-30.1,1.09,-0.16,-8.2,-5.9,0,0,4,8,1,6,0,-23.9,50.9,77.8,-8.6,1.6
long_A,base,ETH,pm_approx,15,37.19,-7.48,-54.4,-41.4,1.04,-0.17,-13.5,-8.7,0,0,4,8,1,6,0,-35.0,79.2,121.7,-13.8,1.9
long_A,base,ETH,pm_approx,20,45.21,-11.28,-67.0,-51.2,0.99,-0.17,-19.7,-11.9,0,0,4,8,1,6,0,-45.3,109.1,167.7,-19.7,2.0
long_B,base,BTC,cross,1,4.27,0.05,-7.5,-1.4,1.08,0.07,-3.1,-0.3,0,0,23,0,6,0,0,-1.1,9.1,5.0,-0.4,0.5
long_B,base,BTC,cross,3,12.49,0.15,-20.8,-4.2,1.1,0.08,-8.8,-0.8,0,0,23,0,6,0,0,-3.2,28.1,14.8,-1.3,1.5
long_B,base,BTC,cross,5,20.26,0.25,-32.2,-6.9,1.11,0.08,-13.9,-1.3,0,0,23,0,6,0,0,-5.4,48.2,24.1,-2.1,2.6
long_B,base,BTC,cross,10,37.58,0.43,-54.5,-13.5,1.12,0.09,-24.2,-2.7,0,0,23,0,6,0,0,-11.1,102.7,44.5,-4.2,5.1
long_B,base,BTC,cross,15,51.56,0.56,-70.1,-19.7,1.12,0.11,-32.1,-4.0,0,0,23,0,6,0,0,-16.9,163.1,59.4,-6.2,7.6
long_B,base,BTC,cross,20,61.81,0.62,-81.2,-25.5,1.11,0.12,-38.4,-5.3,0,0,23,0,6,0,0,-22.9,228.7,67.2,-8.2,10.1
long_B,base,BTC,cross_stress,1,4.27,0.05,-11.6,-4.4,1.08,0.07,-3.1,-0.3,0,0,23,0,6,0,0,-1.1,9.1,5.0,-0.4,0.5
long_B,base,BTC,cross_stress,3,12.49,0.15,-32.0,-13.0,1.1,0.08,-8.8,-0.8,0,0,23,0,6,0,0,-3.2,28.1,14.8,-1.3,1.5
long_B,base,BTC,cross_stress,5,20.26,0.25,-49.1,-21.4,1.11,0.08,-13.9,-1.3,0,0,23,0,6,0,0,-5.4,48.2,24.1,-2.1,2.6
long_B,base,BTC,cross_stress,10,37.58,0.43,-80.8,-41.1,1.12,0.09,-24.2,-2.7,0,0,23,0,6,0,0,-11.1,102.7,44.5,-4.2,5.1
long_B,base,BTC,cross_stress,15,-100.0,0.56,-100.0,-59.3,-0.6,0.11,-100.0,-4.0,1,0,14,0,6,0,0,-16.9,-100.0,-100.0,-100.0,-100.0
long_B,base,BTC,cross_stress,20,-100.0,0.62,-100.0,-76.1,-1.88,0.12,-100.0,-5.3,1,0,7,0,6,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_B,base,BTC,isolated,1,4.27,0.05,-11.6,-4.4,1.09,0.07,-3.1,-0.3,1,0,24,0,6,0,0,-1.1,9.1,5.0,-0.4,0.5
long_B,base,BTC,isolated,3,5.38,-4.12,-32.0,-18.7,0.49,-1.01,-8.8,-3.6,13,4,32,0,9,0,0,-9.2,20.2,7.2,-3.0,-3.9
long_B,base,BTC,isolated,5,-10.48,-15.81,-56.1,-38.1,-0.21,-1.86,-13.9,-4.9,44,9,59,0,13,0,0,-47.7,81.8,-24.6,-10.3,-16.3
long_B,base,BTC,isolated,10,-96.52,-58.61,-100.0,-79.5,-3.76,-3.1,-34.8,-14.0,172,25,178,0,26,0,0,-99.3,-77.7,-97.3,-51.9,-52.1
long_B,base,BTC,isolated,15,-99.0,-98.32,-100.0,-99.9,-3.93,-4.44,-58.0,-56.1,138,62,138,0,63,0,0,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC,isolated,20,-99.01,-99.98,-100.0,-100.0,-3.0,-5.0,-70.9,-63.3,97,97,97,0,97,0,0,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC,isolated_rb,1,4.13,0.01,-11.6,-4.4,1.05,0.02,-3.1,-0.3,0,0,23,0,6,0,1,-1.1,9.0,4.8,-0.4,0.4
long_B,base,BTC,isolated_rb,3,8.63,-0.99,-32.1,-14.0,0.79,-0.41,-8.8,-0.8,0,0,23,0,6,0,13,-7.3,25.4,10.2,-1.6,0.0
long_B,base,BTC,isolated_rb,5,-3.74,-4.42,-45.4,-25.8,-0.08,-1.07,-14.3,-1.5,2,0,25,0,6,0,33,-20.3,32.3,-15.4,-4.6,-2.8
long_B,base,BTC,isolated_rb,10,-72.05,-42.74,-99.0,-74.4,-1.65,-2.23,-35.1,-25.0,20,2,38,0,8,0,120,-87.1,-6.7,-81.9,-40.0,-34.1
long_B,base,BTC,isolated_rb,15,-99.01,-81.83,-100.0,-95.4,-3.22,-4.55,-50.7,-22.8,81,4,90,0,9,0,257,-99.9,-68.4,-99.6,0.0,0.0
long_B,base,BTC,isolated_rb,20,-99.09,-98.5,-100.0,-99.9,-3.02,-4.59,-80.0,-52.3,72,21,72,0,22,0,355,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC,pm_approx,1,4.27,0.05,-7.5,-1.4,1.08,0.07,-3.1,-0.3,0,0,23,0,6,0,0,-1.1,9.1,5.0,-0.4,0.5
long_B,base,BTC,pm_approx,3,12.49,0.15,-20.8,-4.2,1.1,0.08,-8.8,-0.8,0,0,23,0,6,0,0,-3.2,28.1,14.8,-1.3,1.5
long_B,base,BTC,pm_approx,5,20.26,0.25,-32.2,-6.9,1.11,0.08,-13.9,-1.3,0,0,23,0,6,0,0,-5.4,48.2,24.1,-2.1,2.6
long_B,base,BTC,pm_approx,10,37.58,0.43,-54.5,-13.5,1.12,0.09,-24.2,-2.7,0,0,23,0,6,0,0,-11.1,102.7,44.5,-4.2,5.1
long_B,base,BTC,pm_approx,15,51.56,0.56,-70.1,-19.7,1.12,0.11,-32.1,-4.0,0,0,23,0,6,0,0,-16.9,163.1,59.4,-6.2,7.6
long_B,base,BTC,pm_approx,20,61.81,0.62,-81.2,-25.5,1.11,0.12,-38.4,-5.3,0,0,23,0,6,0,0,-22.9,228.7,67.2,-8.2,10.1
long_B,base,BTC+ETH,cross,1,3.85,-0.16,-6.5,-1.6,1.04,-0.2,-3.0,-0.3,0,0,45,2,14,0,0,-1.7,7.4,6.0,-0.9,0.6
long_B,base,BTC+ETH,cross,3,11.29,-0.5,-18.3,-4.7,1.06,-0.2,-8.5,-0.9,0,0,45,2,14,0,0,-5.1,23.0,18.0,-2.6,1.8
long_B,base,BTC+ETH,cross,5,18.38,-0.86,-28.5,-7.7,1.08,-0.2,-13.3,-1.5,0,0,45,2,14,0,0,-8.5,39.7,29.8,-4.2,3.0
long_B,base,BTC+ETH,cross,10,34.3,-1.82,-48.8,-15.1,1.1,-0.2,-23.1,-3.0,0,0,45,2,14,0,0,-16.9,85.5,57.1,-8.2,6.0
long_B,base,BTC+ETH,cross,15,47.23,-2.88,-63.7,-21.9,1.1,-0.19,-30.7,-4.4,0,0,45,2,14,0,0,-25.1,137.6,79.5,-12.1,8.9
long_B,base,BTC+ETH,cross,20,56.57,-4.03,-74.9,-28.4,1.08,-0.19,-36.7,-5.8,0,0,45,2,14,0,0,-33.2,195.5,94.5,-15.7,11.8
long_B,base,BTC+ETH,cross_stress,1,3.85,-0.16,-9.4,-5.1,1.04,-0.2,-3.0,-0.3,0,0,45,2,14,0,0,-1.7,7.4,6.0,-0.9,0.6
long_B,base,BTC+ETH,cross_stress,3,11.29,-0.5,-25.9,-15.0,1.06,-0.2,-8.5,-0.9,0,0,45,2,14,0,0,-5.1,23.0,18.0,-2.6,1.8
long_B,base,BTC+ETH,cross_stress,5,18.38,-0.86,-39.9,-24.5,1.08,-0.2,-13.3,-1.5,0,0,45,2,14,0,0,-8.5,39.7,29.8,-4.2,3.0
long_B,base,BTC+ETH,cross_stress,10,34.3,-1.82,-69.3,-46.5,1.1,-0.2,-23.1,-3.0,0,0,45,2,14,0,0,-16.9,85.5,57.1,-8.2,6.0
long_B,base,BTC+ETH,cross_stress,15,-100.0,-33.69,-100.0,-69.9,-0.91,-0.82,-100.0,-46.1,2,1,20,1,14,0,0,-58.5,-100.0,-100.0,-100.0,-100.0
long_B,base,BTC+ETH,cross_stress,20,-100.0,-33.65,-100.0,-87.7,-2.27,-0.82,-100.0,-44.7,2,1,10,1,14,0,0,-100.0,-100.0,-100.0,-100.0,-100.0
long_B,base,BTC+ETH,isolated,1,3.81,-0.16,-9.4,-5.1,1.04,-0.2,-3.0,-0.3,1,0,46,2,14,0,0,-1.8,7.4,6.0,-0.9,0.6
long_B,base,BTC+ETH,isolated,3,4.89,-5.07,-26.5,-18.8,0.46,-1.35,-8.5,-2.1,37,10,72,0,22,0,0,-16.3,26.9,8.6,-3.3,-5.1
long_B,base,BTC+ETH,isolated,5,-19.33,-23.0,-61.4,-47.1,-0.77,-3.13,-13.5,-3.9,111,29,136,0,38,0,0,-51.4,36.6,-21.0,-17.0,-17.5
long_B,base,BTC+ETH,isolated,10,-97.22,-72.38,-100.0,-89.7,-4.2,-4.4,-40.8,-14.0,399,93,408,0,95,0,0,-99.6,-79.2,-97.2,-50.8,-49.9
long_B,base,BTC+ETH,isolated,15,-99.01,-98.89,-100.0,-99.9,-4.15,-4.81,-58.7,-56.1,263,186,263,0,187,0,0,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC+ETH,isolated,20,-99.02,-99.98,-100.0,-100.0,-3.34,-5.08,-55.1,-63.3,188,189,188,0,189,0,0,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC+ETH,isolated_rb,1,3.65,-0.22,-9.4,-5.1,0.99,-0.28,-3.0,-0.3,0,0,45,2,14,0,4,-1.9,7.2,5.8,-0.9,0.5
long_B,base,BTC+ETH,isolated_rb,3,6.5,-2.21,-26.3,-16.9,0.65,-0.93,-8.5,-1.0,0,0,45,2,14,0,41,-10.4,18.9,13.3,-3.7,0.1
long_B,base,BTC+ETH,isolated_rb,5,-10.83,-8.4,-52.2,-32.5,-0.49,-2.09,-13.5,-1.7,4,0,49,1,14,0,109,-31.3,21.7,-15.2,-9.1,-3.2
long_B,base,BTC+ETH,isolated_rb,10,-77.27,-56.31,-99.4,-81.2,-2.0,-3.77,-36.5,-20.2,51,9,84,0,20,0,426,-93.0,-7.1,-81.8,-42.3,-35.1
long_B,base,BTC+ETH,isolated_rb,15,-99.04,-87.97,-100.0,-97.7,-3.42,-5.66,-48.9,-21.5,177,33,189,0,41,0,821,-100.0,-70.6,-99.3,0.0,0.0
long_B,base,BTC+ETH,isolated_rb,20,-99.05,-99.01,-100.0,-100.0,-3.22,-5.0,-83.7,-52.3,140,75,140,0,77,0,816,-100.0,0.0,0.0,0.0,0.0
long_B,base,BTC+ETH,pm_approx,1,3.85,-0.16,-6.5,-1.6,1.04,-0.2,-3.0,-0.3,0,0,45,2,14,0,0,-1.7,7.4,6.0,-0.9,0.6
long_B,base,BTC+ETH,pm_approx,3,11.29,-0.5,-18.3,-4.7,1.06,-0.2,-8.5,-0.9,0,0,45,2,14,0,0,-5.1,23.0,18.0,-2.6,1.8
long_B,base,BTC+ETH,pm_approx,5,18.38,-0.86,-28.5,-7.7,1.08,-0.2,-13.3,-1.5,0,0,45,2,14,0,0,-8.5,39.7,29.8,-4.2,3.0
