,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,pnl_long,pnl_short,n_positions,ic_est
2023-07-31 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-01 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00505888
2023-08-02 00:00:00+00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00699165
2023-08-03 00:00:00+00:00,-3.96806e-05,0.99996,0.00305786,-0.00305786,-0.00379816,0.0148845,4.76294e-06,5.95367e-07,6.13033e-07,-1.42914e-05,-1.94122e-05,0,-1.94122e-05,0.854167,0.00773722
2023-08-04 00:00:00+00:00,-3.09249e-05,0.999929,0.0155855,-0.0155855,-0.0186743,0.00635782,2.03453e-06,2.54316e-07,1.62619e-07,-0.000113741,8.5528e-05,0,8.5528e-05,2,0.0087921
2023-08-05 00:00:00+00:00,0.000390205,1.00032,0.0342674,-0.0205743,-0.0291589,0.019965,6.38905e-06,7.98632e-07,2.62103e-07,-5.4552e-05,0.000452935,2.35319e-06,0.000450582,2.89583,0.0132322
2023-08-06 00:00:00+00:00,0.000361331,1.00068,0.0493845,-0.00932278,-0.0256102,0.00947787,3.03173e-06,3.78966e-07,2.03535e-08,-4.64733e-05,0.000411545,1.05378e-05,0.000401007,3,0.0135579
2023-08-07 00:00:00+00:00,0.00205274,1.00274,0.111021,-0.00290461,-0.030782,0.135928,4.35022e-05,7.35359e-06,2.00602e-06,-1.71416e-05,0.002122,0.000684894,0.00143711,7.14583,0.0166891
2023-08-08 00:00:00+00:00,0.00219003,1.00493,0.264429,0.0506826,-0.03461,0.161259,5.16046e-05,9.91327e-06,3.07999e-06,-2.42358e-05,0.00227838,0.00288911,-0.000610735,9.9375,0.0236874
2023-08-09 00:00:00+00:00,-0.00292786,1.00199,0.40994,0.0565411,-0.0568803,0.110583,3.53843e-05,1.43197e-05,3.2345e-06,-2.72635e-05,-0.00284744,-0.00106882,-0.00177862,14.3542,0.0317713
2023-08-10 00:00:00+00:00,-0.00131647,1.00067,0.474586,0.0665738,-0.0588979,0.0196185,6.27648e-06,2.49006e-06,2.42756e-07,-4.12771e-05,-0.00126229,-0.00120467,-5.76219e-05,17,0.0278252
2023-08-11 00:00:00+00:00,-0.0033028,0.997365,0.475796,0.067487,-0.0638171,0.00581535,1.85979e-06,4.98817e-07,1.67354e-07,-7.54714e-05,-0.00322629,-0.000573881,-0.00265241,17,0.0172004
2023-08-12 00:00:00+00:00,-0.00366859,0.993706,0.456051,0.0903907,-0.0429351,0.0294309,9.40931e-06,2.47421e-06,1.23011e-06,-0.000103469,-0.00355347,0.000508653,-0.00406213,17,0.00795718
2023-08-13 00:00:00+00:00,-0.000547264,0.993162,0.441095,0.105244,-0.0299942,0.0136286,4.36068e-06,5.45085e-07,3.53459e-07,-4.95839e-05,-0.000489831,-0.00205889,0.00156906,17,0.00138526
2023-08-14 00:00:00+00:00,-0.000396069,0.992769,0.425521,0.10728,-0.0244456,0.0152931,4.89373e-06,1.57836e-06,5.42225e-07,-3.09861e-05,-0.000356663,0.00139047,-0.00174714,16,0
2023-08-15 00:00:00+00:00,0.00546015,0.998189,0.410123,0.119885,-0.0141779,0.0221949,7.12449e-06,8.90561e-07,1.60739e-06,-2.54645e-05,0.00549134,-0.00385416,0.0093455,16,0.00022099
2023-08-16 00:00:00+00:00,-4.01812e-05,0.998149,0.37868,0.139633,-0.0135483,0.00820617,2.626e-06,3.2825e-07,3.87999e-07,-3.79044e-05,5.04422e-06,-0.006328,0.00633304,16.6875,0.00432009
2023-08-17 00:00:00+00:00,-0.00841571,0.989749,0.358112,0.126402,-0.00603469,0.0745745,2.38004e-05,4.08236e-06,1.8407e-06,-0.000102381,-0.00830496,-0.0187362,0.0104312,17,0.00202723
2023-08-18 00:00:00+00:00,-0.0030198,0.98676,0.27154,0.0557296,0.00534864,0,0,0,0,-7.30964e-05,-0.0029494,-0.00143739,-0.00151201,17,0
2023-08-19 00:00:00+00:00,-0.00108227,0.985692,0.273407,0.0536508,0.00300176,0,0,0,0,-9.35237e-06,-0.00107224,0.00120332,-0.00227556,17,0
2023-08-20 00:00:00+00:00,0.00163711,0.987306,0.274729,0.0539512,0.0027161,0,0,0,0,-8.68925e-06,0.00164529,0.000679973,0.000965312,17,0
2023-08-21 00:00:00+00:00,0.00083843,0.988134,0.263496,0.0478217,-0.00514534,0.00716458,2.29259e-06,2.86573e-07,7.77966e-07,3.33634e-06,0.000840453,-0.0023991,0.00323955,16,0
2023-08-22 00:00:00+00:00,-0.000570379,0.98757,0.258587,0.0485908,-0.00388176,0,0,0,0,-1.29312e-05,-0.000555245,-0.00135195,0.000796706,16,0
2023-08-23 00:00:00+00:00,0.0032725,0.990802,0.260685,0.0494538,-0.00163883,0,0,0,0,-3.88856e-05,0.00330739,0.00349745,-0.000190054,16,0
2023-08-24 00:00:00+00:00,0.00269239,0.99347,0.259105,0.0520855,0.0018137,0.00352273,1.12912e-06,1.41141e-07,2.73284e-07,-0.000102366,0.00279513,-0.00182717,0.0046223,16,0
2023-08-25 00:00:00+00:00,-0.000159476,0.993311,0.247824,0.0577732,0.00299856,0,0,0,0,-0.000119597,-3.76744e-05,-0.00150591,0.00146824,16,0
2023-08-26 00:00:00+00:00,8.1263e-05,0.993392,0.248437,0.0569573,0.000682991,0,0,0,0,-6.85199e-05,0.00015068,-0.000427889,0.000578569,16,6.52763e-06
2023-08-27 00:00:00+00:00,-0.000730533,0.992666,0.249272,0.0571437,-0.000151601,0,0,0,0,-0.00017532,-0.000555058,0.00108045,-0.00163551,16,0
2023-08-28 00:00:00+00:00,-0.00164723,0.991031,0.242956,0.0630559,0.00497159,0.00718679,2.3007e-06,2.87588e-07,5.12814e-07,-0.000149202,-0.00149431,-0.000248242,-0.00124607,15,0
2023-08-29 00:00:00+00:00,0.00568712,0.996667,0.245637,0.0620713,0.0137836,0.036926,1.18347e-05,4.17794e-06,2.40077e-06,-0.000102104,0.00580063,0.00751755,-0.00171692,16.125,0.00318781
2023-08-30 00:00:00+00:00,-0.000749227,0.99592,0.275529,0.0347778,0.00287393,0.0351348,1.12429e-05,1.40536e-06,1.1883e-06,-0.000182366,-0.000551573,-0.00278927,0.0022377,18,0.011858
2023-08-31 00:00:00+00:00,-0.00212595,0.993803,0.284928,0.027182,-0.0048761,0,0,0,0,-6.24085e-05,-0.00206299,-0.00655099,0.004488,18,0.00961559
2023-09-01 00:00:00+00:00,-0.00288988,0.990931,0.27402,0.0287633,-0.000914293,0.0111936,3.5821e-06,4.47762e-07,3.06197e-07,-6.17706e-05,-0.00282627,-0.00185485,-0.00097142,18,0.00560356
2023-09-02 00:00:00+00:00,5.9139e-06,0.990937,0.262412,0.0389693,0.00547127,0.00607345,1.94316e-06,2.42895e-07,1.69392e-07,-3.97032e-05,4.9258e-05,0.000487476,-0.000438218,18,0.00150692
2023-09-03 00:00:00+00:00,0.000441163,0.991374,0.261253,0.040633,-0.000285853,0,0,0,0,-5.4263e-05,0.000496764,0.000703373,-0.000206609,18,0.00345667
2023-09-04 00:00:00+00:00,-0.000819265,0.990562,0.216492,0.042922,-0.00656485,0.0474869,1.51918e-05,1.89898e-06,3.44614e-06,-0.000205982,-0.000591319,-0.000229445,-0.000361874,15,0.000134943
2023-09-05 00:00:00+00:00,-0.00149719,0.989079,0.215442,0.0434837,-0.00799984,0,0,0,0,-0.000136192,-0.00136157,6.79624e-05,-0.00142953,15,0
2023-09-06 00:00:00+00:00,-0.0019961,0.987105,0.216881,0.0423577,-0.0103598,0,0,0,0,-3.18547e-05,-0.00196535,-0.000146669,-0.00181868,15,0
2023-09-07 00:00:00+00:00,0.0014908,0.988576,0.218469,0.0418044,-0.0089347,0,0,0,0,-2.65861e-05,0.00151711,0.00182847,-0.000311358,15,0
2023-09-08 00:00:00+00:00,-5.3077e-05,0.988524,0.218295,0.0426486,-0.00523042,0,0,0,0,-1.74285e-06,-5.0287e-05,-0.00155343,0.00150315,15,0
2023-09-09 00:00:00+00:00,0.00166798,0.990173,0.216336,0.0432493,-0.00580415,0,0,0,0,-2.39817e-05,0.00169121,-0.000150544,0.00184175,15,0
2023-09-10 00:00:00+00:00,0.00152738,0.991685,0.213039,0.0442576,-0.0240372,0.00418776,1.34007e-06,1.67509e-07,1.70834e-07,-3.95244e-05,0.00156994,-0.00104218,0.00261212,15.4375,0.00322107
2023-09-11 00:00:00+00:00,-0.0011939,0.990501,0.192764,0.0600006,-0.0043942,0.0282498,9.03799e-06,1.22803e-05,3.49022e-06,-0.000208265,-0.000959621,-0.00391,0.00295038,15.9583,0.00473039
2023-09-12 00:00:00+00:00,0.00247966,0.992957,0.195421,0.0598506,0.0151542,0.00435963,1.39555e-06,1.74444e-07,2.01935e-07,-0.000104475,0.00258518,0.00310872,-0.00052354,16.375,0.00218005
2023-09-13 00:00:00+00:00,-0.00173851,0.991231,0.207771,0.0492105,0.00566116,0.0106903,3.42072e-06,4.2759e-07,5.12678e-07,-0.000293901,-0.00144094,0.00164696,-0.0030879,17.7292,0.00704428
2023-09-14 00:00:00+00:00,0.000715593,0.99194,0.215022,0.0456137,0.00557067,0.00213116,6.81977e-07,8.52471e-08,6.10327e-08,-0.000397752,0.00111562,0.00129166,-0.00017604,18,0.00663714
2023-09-15 00:00:00+00:00,-0.00425652,0.987718,0.21871,0.0427704,-4.76353e-05,0,0,0,0,-0.000451075,-0.0038126,0.000804821,-0.00461742,18,0.00660398
2023-09-16 00:00:00+00:00,-0.00129826,0.986436,0.220128,0.0433416,-0.0117071,0.00434008,1.38808e-06,1.7351e-07,3.06989e-07,-0.000272039,-0.00102057,-0.000203186,-0.00081738,18,0.00259026
2023-09-17 00:00:00+00:00,0.0023254,0.988729,0.21701,0.0459015,-0.0169221,0.00233485,7.46903e-07,9.33629e-08,5.51542e-08,-0.000204702,0.00253197,-0.000341108,0.00287307,18,0.00218947
2023-09-18 00:00:00+00:00,-0.00092523,0.987815,0.204208,0.0613388,-0.00729768,0.0205336,6.57131e-06,1.00616e-05,4.63411e-06,-0.000261478,-0.000641671,0.00111152,-0.0017532,17,0.00739782
2023-09-19 00:00:00+00:00,-0.0027557,0.985093,0.207997,0.0595763,-0.00765704,0.00209213,6.69252e-07,8.36565e-08,9.48319e-08,-0.000341107,-0.0024161,0.00174548,-0.00416158,17,0.00630526
2023-09-20 00:00:00+00:00,-7.05976e-05,0.985023,0.205288,0.0625287,0.00478134,0.00209183,6.69345e-07,8.36681e-08,9.5157e-08,-0.000125949,5.72128e-05,-0.000879769,0.000936981,17,0.000273258
2023-09-21 00:00:00+00:00,-0.000685063,0.984348,0.201447,0.0623692,0.00606469,0,0,0,0,-5.30335e-05,-0.000631333,-0.00292907,0.00229774,17,0
2023-09-22 00:00:00+00:00,-0.0011886,0.983178,0.201058,0.0614378,0.00248297,0,0,0,0,-3.13273e-05,-0.00115725,0.000242339,-0.00139959,17,0
2023-09-23 00:00:00+00:00,5.37684e-05,0.983231,0.201178,0.061111,-0.000606609,0,0,0,0,-2.11747e-05,7.53605e-05,-5.13e-05,0.00012666,17,0
2023-09-24 00:00:00+00:00,0.000389491,0.983614,0.200196,0.0616914,-0.0016911,0,0,0,0,-2.57971e-05,0.000415794,-0.00145547,0.00187126,17,0
2023-09-25 00:00:00+00:00,-0.00078031,0.982847,0.193576,0.0660525,0.00884526,0.00576224,1.84299e-06,8.77124e-07,2.16384e-07,-2.50862e-05,-0.000751917,0.000528596,-0.00128051,16,0
2023-09-26 00:00:00+00:00,-0.001402,0.981469,0.19479,0.065868,0.0102712,0,0,0,0,-0.000116075,-0.00128656,-5.31737e-05,-0.00123338,16,0
2023-09-27 00:00:00+00:00,-0.00128224,0.98021,0.196197,0.0655684,0.0110119,0.00341643,1.09257e-06,1.36571e-07,1.85347e-07,-0.000301759,-0.000978265,0.000409792,-0.00138806,16,0
2023-09-28 00:00:00+00:00,0.00199177,0.982162,0.196511,0.0687511,0.0167095,0,0,0,0,-3.1076e-05,0.0020223,0.00339213,-0.00136982,16,0
2023-09-29 00:00:00+00:00,-0.000306234,0.981862,0.199559,0.0690759,0.0188304,0,0,0,0,-5.00858e-06,-0.000300028,5.35733e-05,-0.000353602,16,0
2023-09-30 00:00:00+00:00,-4.86002e-05,0.981814,0.200041,0.0692696,0.0179414,0,0,0,0,-2.71856e-05,-2.11305e-05,0.000432324,-0.000453454,16,0
2023-10-01 00:00:00+00:00,0.00108879,0.982883,0.203236,0.0687212,0.0146449,0,0,0,0,-2.44197e-05,0.0011152,0.00517007,-0.00405487,16,0
2023-10-02 00:00:00+00:00,0.000298238,0.983176,0.179894,0.0708912,0.0294483,0.042914,1.37323e-05,2.36269e-06,1.72303e-06,-1.69847e-05,0.000335139,-0.00278997,0.00312511,14,0
2023-10-03 00:00:00+00:00,0.00156136,0.984711,0.159713,0.0552551,0.0212743,0,0,0,0,-9.87941e-06,0.00157063,-7.99307e-05,0.00165056,14,0
2023-10-04 00:00:00+00:00,0.000858751,0.985557,0.156823,0.0568404,0.0160007,0,0,0,0,-5.0967e-06,0.000864242,0.00029809,0.000566153,14,1.13791e-05
2023-10-05 00:00:00+00:00,-0.00141607,0.984161,0.15712,0.0563095,0.015881,0,0,0,0,4.32018e-06,-0.00142039,-0.00175121,0.000330825,14,0.000368698
2023-10-06 00:00:00+00:00,0.00247409,0.986596,0.156862,0.056898,0.0203489,0,0,0,0,-1.4372e-05,0.00248644,0.0020565,0.000429946,14,0.000367931
2023-10-07 00:00:00+00:00,0.000875734,0.98746,0.156517,0.0583216,0.0223778,0,0,0,0,-8.18186e-06,0.000883791,-0.000264854,0.00114865,14,0.000212197
2023-10-08 00:00:00+00:00,-0.00043897,0.987027,0.156706,0.057267,0.0187233,0.00200454,6.41464e-07,8.01829e-08,7.53103e-08,-7.94944e-06,-0.000430058,-0.000222866,-0.000207192,14.6875,0.00433849
2023-10-09 00:00:00+00:00,-0.000363982,0.986667,0.14656,0.0643996,0.0215928,0.00837472,2.67991e-06,2.49463e-06,1.76693e-06,-1.07727e-05,-0.000345891,-0.0025349,0.00218901,13,0.00233236
2023-10-10 00:00:00+00:00,-0.000295978,0.986375,0.146292,0.0626419,0.0203676,0.00231642,7.41317e-07,9.26646e-08,1.26435e-07,-7.85578e-06,-0.000286799,-0.000440199,0.0001534,13.6875,0.00449304
2023-10-11 00:00:00+00:00,-0.000878649,0.985509,0.145166,0.0612515,0.0228178,0,0,0,0,-7.26625e-06,-0.000871345,-0.00114945,0.000278102,14,0.00445649
2023-10-12 00:00:00+00:00,-0.00110637,0.984418,0.143956,0.0606412,0.0231658,0,0,0,0,-4.39899e-06,-0.00110214,-0.0010092,-9.29462e-05,14,0.000946474
2023-10-13 00:00:00+00:00,0.000161885,0.984578,0.145112,0.0599135,0.0227047,0,0,0,0,-2.31737e-06,0.000164511,0.000649555,-0.000485045,14,0
2023-10-14 00:00:00+00:00,3.46892e-06,0.984581,0.145607,0.0601663,0.0243652,0,0,0,0,5.79684e-08,3.55304e-06,0.000125293,-0.00012174,14,0
2023-10-15 00:00:00+00:00,0.000260431,0.984838,0.146764,0.0597619,0.0162566,0,0,0,0,3.73583e-06,0.000257107,0.000847879,-0.000590772,14,0
2023-10-16 00:00:00+00:00,0.005136,0.989896,0.122947,0.0550308,0.0314107,0.0479517,1.53852e-05,5.02945e-06,2.17606e-06,-4.44222e-06,0.00515721,0.00534293,-0.000185726,13,0.000450955
2023-10-17 00:00:00+00:00,-0.000133295,0.989764,0.105636,0.0337392,0.0253395,0.00612901,1.96129e-06,2.45161e-07,2.12142e-07,-4.61221e-06,-0.00012605,-0.00110955,0.000983499,14.1458,0.00541099
2023-10-18 00:00:00+00:00,-0.000353681,0.989414,0.113344,0.0253842,0.0142303,0.00794894,2.54356e-06,2.37039e-06,6.67677e-07,-1.74895e-06,-0.000346124,-0.000341927,-4.19762e-06,15,0.00858929
2023-10-19 00:00:00+00:00,0.000927416,0.990331,0.119633,0.0184369,0.00206522,0.00381818,1.2214e-06,1.52675e-07,1.81177e-07,7.3288e-06,0.000921982,0.000627787,0.000294194,15,0.00898404
2023-10-20 00:00:00+00:00,-0.00185289,0.988496,0.125121,0.0191987,0.00022173,0.00209274,6.69524e-07,8.36905e-08,9.79681e-08,-1.50716e-05,-0.00183811,0.00156733,-0.00340544,15.5417,0.00973928
2023-10-21 00:00:00+00:00,-0.000379036,0.988122,0.128273,0.0199992,-0.000437788,0.0031175,9.97305e-07,1.24663e-07,4.25708e-07,-1.0135e-05,-0.000365966,0.00153857,-0.00190454,16,0.00820359
2023-10-22 00:00:00+00:00,0.000645673,0.98876,0.127714,0.0223021,0.00062858,0,0,0,0,-3.94123e-06,0.000649724,0.00135139,-0.000701663,16,0.00693352
2023-10-23 00:00:00+00:00,-0.00290831,0.985884,0.133218,0.0227644,0.00419653,0.00865139,2.76613e-06,3.45767e-07,5.86345e-07,-7.62635e-05,-0.00283052,0.00528018,-0.00811071,16.1042,0.00701375
2023-10-24 00:00:00+00:00,0.000707886,0.986582,0.165359,0.0313217,9.12331e-05,0.0594667,1.90287e-05,2.40691e-06,2.22235e-06,-0.000120072,0.000853164,0.000316544,0.000536619,17.3958,0.0106652
2023-10-25 00:00:00+00:00,-0.00693691,0.979738,0.194031,0.0354822,-0.00735204,0.0237648,7.60085e-06,1.74468e-06,1.83892e-06,-0.000776953,-0.0061684,0.00128605,-0.00745445,17.625,0.00889084
2023-10-26 00:00:00+00:00,-0.000895557,0.978861,0.187891,0.0430408,-0.00109641,0.00980526,3.13868e-06,7.13356e-07,9.01178e-07,-0.000323385,-0.000564702,-0.000104687,-0.000460015,18,0.00420312
2023-10-27 00:00:00+00:00,0.000453277,0.979304,0.184789,0.042307,-0.00185106,0,0,0,0,-9.35342e-05,0.000548315,-0.00166816,0.00221648,18,0.00255369
2023-10-28 00:00:00+00:00,-8.34092e-05,0.979223,0.186455,0.0418371,-0.004011,0,0,0,0,-2.37332e-05,-5.9225e-05,0.000741391,-0.000800616,18,0.00410419
2023-10-29 00:00:00+00:00,-0.000764451,0.978474,0.187093,0.0419832,-0.00410366,0,0,0,0,-3.6683e-05,-0.000727535,0.00110474,-0.00183227,18,0.00778719
2023-10-30 00:00:00+00:00,-0.00346411,0.975085,0.178388,0.0366708,-0.00600478,0.015552,4.9758e-06,2.82635e-06,1.20292e-06,-0.000148829,-0.00331116,0.000572823,-0.00388398,16,0.00521348
2023-10-31 00:00:00+00:00,-0.00169112,0.973436,0.178425,0.0366258,-0.00759306,0.00222962,7.13291e-07,8.91614e-08,2.80801e-08,-9.9515e-05,-0.00159075,-0.00026573,-0.00132502,16,7.06083e-05
2023-11-01 00:00:00+00:00,-0.000372714,0.973073,0.174072,0.0415172,-0.00298673,0.00857012,2.74086e-06,3.42608e-07,2.29217e-07,-4.19916e-05,-0.000326132,0.00220696,-0.00253309,16,0
2023-11-02 00:00:00+00:00,0.000703801,0.973758,0.171762,0.0471747,0.00482093,0,0,0,0,-3.95228e-05,0.000743836,-0.00142107,0.00216491,16,0.000209899
2023-11-03 00:00:00+00:00,-0.002745,0.971085,0.170382,0.0461542,0.00263047,0.00249459,7.98033e-07,9.97541e-08,1.32352e-07,-1.33959e-05,-0.00273288,0.000545315,-0.00327819,16,0.00332651
2023-11-04 00:00:00+00:00,-8.96655e-05,0.970998,0.172998,0.0471712,0.000759645,0,0,0,0,-1.56129e-05,-7.33735e-05,0.00169337,-0.00176674,16,0.0013064
2023-11-05 00:00:00+00:00,0.00128828,0.972248,0.174221,0.050075,0.00430824,0.00285923,9.15462e-07,1.14433e-07,1.63619e-07,-1.39431e-05,0.00130352,0.00147041,-0.000166883,16,0
2023-11-06 00:00:00+00:00,-0.00203674,0.970268,0.168723,0.051967,0.00663481,0.00673565,2.15524e-06,1.30407e-06,4.12612e-07,-6.54028e-05,-0.0019686,0.00107785,-0.00304645,13,0
2023-11-07 00:00:00+00:00,0.00034921,0.970607,0.168681,0.0514996,0.00498786,0,0,0,0,-0.000107204,0.000457095,-0.000734278,0.00119137,13,0
2023-11-08 00:00:00+00:00,-0.00489514,0.965856,0.171117,0.0514164,0.00422699,0.00492914,1.57652e-06,1.97065e-07,5.37706e-07,-0.000167685,-0.00473604,0.000874794,-0.00561083,13,0
2023-11-09 00:00:00+00:00,0.00396083,0.969681,0.17201,0.0517079,0.00498914,0.0161148,5.15875e-06,6.44844e-07,4.64183e-07,-0.000166432,0.00413006,0.00638142,-0.00225137,13,0
2023-11-10 00:00:00+00:00,-0.00362927,0.966162,0.16394,0.0489541,-0.000321132,0.00406971,1.302e-06,6.86588e-07,9.35974e-08,-3.91749e-05,-0.00359271,8.89456e-06,-0.00360161,13,0
2023-11-11 00:00:00+00:00,-0.00413572,0.962166,0.159794,0.0524771,0.00100385,0.0107146,3.42712e-06,4.2839e-07,5.1782e-07,-1.07943e-05,-0.00412694,-0.000979911,-0.00314703,13,0
2023-11-12 00:00:00+00:00,-0.00100348,0.961201,0.154115,0.0587874,0.00613667,0.00261029,8.34898e-07,1.04362e-07,1.95071e-07,-2.9805e-05,-0.000971813,0.000622739,-0.00159455,13,0
2023-11-13 00:00:00+00:00,0.000698942,0.961873,0.146112,0.0611311,0.00761624,0.0107527,3.44039e-06,5.20318e-06,1.92389e-06,-2.81076e-05,0.000738154,-0.00135798,0.00209613,11,0
2023-11-14 00:00:00+00:00,-0.00141889,0.960508,0.139368,0.0572869,0.00731837,0.00425518,1.36121e-06,1.70151e-07,1.69723e-07,-2.56284e-05,-0.0013914,-0.0017519,0.000360498,11,0
2023-11-15 00:00:00+00:00,0.000420115,0.960911,0.139938,0.0535346,0.0067834,0,0,0,0,-7.80541e-06,0.000428663,0.00493705,-0.00450839,11,0
