variant,L,band,cagr_is,sharpe_is,maxdd_is,liq_is,lookback_d,theta,K
rotate_10coins,1,0.1,0.04810682522308429,5.361338881894193,0.02248408820895509,0,3.0,0.1,4.0
rotate_10coins,1,0.05,0.03468763493622484,4.297412907225981,0.023740664273496193,0,3.0,0.2,1.0
rotate_10coins,1,0.1,0.040295033985531914,4.865860237974309,0.02275966366201876,0,3.0,0.2,1.0
rotate_10coins,1,0.05,0.04075836772679331,5.649765783952044,0.017463214269490268,0,3.0,0.2,2.0
rotate_10coins,1,0.1,0.04549827239950144,6.143902676222768,0.017100095850809294,0,3.0,0.2,2.0
rotate_10coins,1,0.05,0.03680650442653799,5.8680563388535045,0.01041804654479328,0,3.0,0.2,4.0
rotate_10coins,1,0.1,0.041750026044542254,6.438156728255988,0.010233355147110434,0,3.0,0.2,4.0
rotate_10coins,1,0.05,0.039948607533801805,2.680326397708287,0.03405284756048299,0,7.0,0.0,1.0
rotate_10coins,1,0.1,0.05588331074018171,3.7247925187197377,0.024505128268747622,0,7.0,0.0,1.0
rotate_10coins,1,0.05,0.047441801955670604,4.29636558015859,0.02983543261167554,0,7.0,0.0,2.0
rotate_10coins,1,0.1,0.06125337928176555,5.583325012521828,0.0228131435131822,0,7.0,0.0,2.0
rotate_10coins,1,0.05,0.04492633249647304,4.853002455302307,0.033276208621287995,0,7.0,0.0,4.0
rotate_10coins,1,0.1,0.058432526413187746,6.370913173745417,0.021910849800639842,0,7.0,0.0,4.0
rotate_10coins,1,0.05,0.04091573381763358,2.8644395812957635,0.0311611613453443,0,7.0,0.05,1.0
rotate_10coins,1,0.1,0.05646113464799063,3.922218756419853,0.02435164659196376,0,7.0,0.05,1.0
rotate_10coins,1,0.05,0.04934259004925079,4.742195598876528,0.02586692261190804,0,7.0,0.05,2.0
rotate_10coins,1,0.1,0.0631941973561787,6.095950926591603,0.020738752821179873,0,7.0,0.05,2.0
rotate_10coins,1,0.05,0.04716426941482221,5.396033574774461,0.029399047664472877,0,7.0,0.05,4.0
rotate_10coins,1,0.1,0.059908231900779096,6.880196906170856,0.020534808649452452,0,7.0,0.05,4.0
rotate_10coins,1,0.05,0.04630277343046707,3.7705923360530558,0.020555341415620876,0,7.0,0.1,1.0
rotate_10coins,1,0.1,0.058352072487851236,4.745980284914366,0.01645050378132651,0,7.0,0.1,1.0
rotate_10coins,1,0.05,0.04612681834965149,5.185393126874847,0.017430368347875813,0,7.0,0.1,2.0
rotate_10coins,1,0.1,0.057057428058407744,6.383844139958351,0.016209204689468404,0,7.0,0.1,2.0
rotate_10coins,1,0.05,0.04872920870887065,6.363700690579454,0.01248299350886084,0,7.0,0.1,4.0
rotate_10coins,1,0.1,0.0595654810814199,7.710101448640551,0.011532687281127774,0,7.0,0.1,4.0
rotate_10coins,1,0.05,0.041786673360478366,5.041505759089243,0.009039065194612617,0,7.0,0.2,1.0
rotate_10coins,1,0.1,0.050526521889594944,5.9882039032572845,0.007553718719293889,0,7.0,0.2,1.0
rotate_10coins,1,0.05,0.04496258666844977,6.487149305229743,0.0053558990074583646,0,7.0,0.2,2.0
rotate_10coins,1,0.1,0.05170788651762015,7.240927257956867,0.005264538866383561,0,7.0,0.2,2.0
rotate_10coins,1,0.05,0.043141116714661365,7.211816424469358,0.00347227974453157,0,7.0,0.2,4.0
rotate_10coins,1,0.1,0.04769687735975303,7.723683241042064,0.003426580620487396,0,7.0,0.2,4.0
rotate_10coins,1,0.05,0.053134344368329645,4.420112042681839,0.01899412666310285,0,14.0,0.0,1.0
rotate_10coins,1,0.1,0.06714571728746321,5.614915028343256,0.017612448665577984,0,14.0,0.0,1.0
