variant,leverage,params,cagr_is,cagr_oos,maxdd_is,maxdd_oos,maxdd_full,worst_day_is,worst_day_oos,worst_day_full,sharpe_is,sharpe_oos,liq_is,liq_oos,liq_full,liq_dates_full,trades_full,trades_oos,imr_rejects_full,okx_openable,avg_util_lev_full,funding_full,interest_full,fees_full,ret_2022,ret_2023,ret_2024,ret_2025,ret_2026
i_always_BTCETH,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""borrow"": ""okx"", ""stress"": ""mark"", ""fees"": ""taker""}",0.44816433841665226,-0.009392596088695804,0.18393051426106244,0.17932882669922423,0.18393051426106244,-0.048220578887287036,-0.028430300793949925,-0.048220578887287036,4.435710681643177,-0.16038518095225598,0,0,0,,154,52,38,False,14.91544012979174,9.773772364670585,7.115410227939539,0.5289057273089461,0.04909317980530048,0.7421827650455755,0.6620949995804246,0.08917738677253984,-0.07652563171759785
i_always_BTCETH_borrow5,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""borrow"": 0.05}",0.4598586928969861,-0.1646090935854858,0.41832126504639666,0.30735748756045767,0.41832126504639666,-0.05253394197880412,-0.02769687720885905,-0.05253394197880412,3.8839072696349026,-3.3615506089131957,0,0,0,,146,50,37,False,14.853747936900083,7.750869256768357,5.9514159918700145,0.4291837039323214,-0.3486870418845207,0.5820317872503316,2.020229890151631,0.0031617935884593606,-0.24305614863329605
i_always_BTCETH_borrow8,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""borrow"": 0.08}",-0.056415314853636156,-0.46032090214013743,0.6823523535801002,0.6472644772362612,0.7024249769924462,-0.05655176138598317,-0.028797026384511426,-0.05655176138598317,-0.519681654334257,-11.631980281334776,0,0,0,,182,56,35,False,15.212411030616492,2.6125012517268824,3.0965757719830522,0.20307387282658804,-0.5876093654231562,0.027382394189909176,0.9828254102065526,-0.34888972988824996,-0.44756682706089723
i_always_BTCETH_borrow12,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""borrow"": 0.12}",-0.47056045920720846,-0.7089642610786517,0.894738170898165,0.8723557935484157,0.9806963355018653,-0.0566845405787989,-0.030264020738689723,-0.0566845405787989,-6.037261839912777,-22.48537190982417,0,0,0,,202,78,26,False,15.474069848054185,0.8422267546209271,1.7055567618827567,0.11197395655352857,-0.7727947344310477,-0.4250621369195742,0.13558796038724275,-0.6403709570148575,-0.6367793464603619
i_always_BTCETH_rawpremiumstress,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""stress"": ""raw premium index""}",-1.0,-0.009392596088695804,1.0,0.2568870488551682,1.0,-1.0,-0.028430300793949925,-1.0,-2.405489018080462,-0.16038518095225598,6,0,6,2022-05-11 13;2022-06-15 18;2022-07-16 16;2022-09-21 18;2022-11-10 13;2023-01-14 00,66,52,20,False,3.2769968962609237,0.25118830426125816,0.08132355897607033,0.0750986955386797,-0.9993286862819826,-1.0,0.0,0.0,0.0
i_always_BTCETH_makerfees,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""maker"": true, ""fees"": ""maker""}",0.47137320701502117,0.004819169569650894,0.18138161518514362,0.1750964665849477,0.18138161518514362,-0.0481771246527356,-0.020930154399271927,-0.0481771246527356,4.7508815216187585,0.12418068112630953,0,0,0,,154,50,37,False,14.884328547251535,10.176334092280866,7.422414091955484,0.41421806281692003,0.07505811480326585,0.7542576023734451,0.689499320737742,0.10171370183669826,-0.07137901156457771
i_always_BTCETH_splitmargin,15,"{""L"": 15, ""mode"": ""always"", ""band"": 0.2, ""margin"": ""separate accounts, daily transfer""}",-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-16.468742026321504,-14.09111963671755,49,60,49,2022-01-01 17;2022-01-03 20;2022-01-05 18;2022-01-07 00;2022-01-08 15;2022-01-09 17;2022-01-10 20;2022-01-12 12;2022-01-13 15;2022-01-17 04;2022-01-18 14;2022-01-19 16;2022-01-20 21;2022-01-21 22;2022-01-23 00;2022-01-24 02;2022-01-25 07;2022-01-26 09;2022-01-27 14;2022-01-28 15,196,240,49,False,0.14644053336557683,0.013740416463136873,0.001889949727923283,0.18724998504572923,-1.0,0.0,0.0,0.0,0.0
i_always_BTCETH,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""borrow"": ""okx"", ""stress"": ""mark"", ""fees"": ""taker""}",-0.1510447559943453,-0.18676647411746683,0.7901814691092351,0.36315128781910655,0.7901814691092351,-0.6986277886822426,-0.03796833642870112,-0.6986277886822426,0.024408624427224343,-2.935045681292378,1,0,1,2023-01-14 00,2116,688,466,False,19.965802576137865,2.957342426733373,2.0593518736946286,0.8308363281370231,-0.2422115292037983,-0.4915145455173201,0.5877392557184802,-0.08067392931679096,-0.18838400057298177
i_always_BTCETH_borrow5,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""borrow"": 0.05}",-0.16458702859288965,-0.3573481021370821,0.8918175497720571,0.5466345463533023,0.8918175497720571,-0.6988178576131221,-0.036972931872323755,-0.6988178576131221,-0.007052478370960046,-6.030847331788362,1,0,1,2023-01-14 00,2186,678,483,False,19.9794593393373,2.1024204081468576,1.8531843321773922,0.6576982168732468,-0.6215407932187187,-0.5572629681558701,2.479247013006704,-0.180405608113827,-0.39001194011214235
i_always_BTCETH_borrow8,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""borrow"": 0.08}",-0.6390214552275502,-0.6425628364490844,0.9835282045471538,0.8233736173182842,0.9913687835747949,-0.676222836556089,-0.03938364725152965,-0.676222836556089,-1.4107009361190466,-14.090139915352575,2,0,2,2023-01-14 00;2023-10-23 22,2158,730,432,False,19.996879279671294,0.5428245231846859,1.0359079334680101,0.30903703604169247,-0.7790701242162497,-0.893443820258501,0.996678731309985,-0.5481212713727339,-0.5849470088952853
i_always_BTCETH_borrow12,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""borrow"": 0.12}",-0.7723006960846793,-0.8341712889726649,0.9900922405723173,0.9500047481175696,0.9993874532832615,-0.6772285560817811,-0.041404790137036684,-0.6772285560817811,-3.1821843793361784,-24.55613900028105,1,0,1,2023-01-14 00,2238,730,392,False,20.042285681711878,0.3535229594479802,1.044718055920622,0.23499163293411704,-0.8983239490646029,-0.8748445830353445,-0.0732194187306251,-0.789167458202743,-0.7524500856036278
i_always_BTCETH_rawpremiumstress,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""stress"": ""raw premium index""}",-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-6.253368407694879,-2.765392579428711,8,8,8,2022-01-07 13;2022-01-21 21;2022-01-24 13;2022-01-26 19;2022-02-24 20;2022-02-28 22;2022-03-16 02;2022-03-27 20,184,562,38,False,0.926002795543537,0.04535875109512675,0.006959207071773344,0.06941958377680389,-1.0,0.0,0.0,0.0,0.0
i_always_BTCETH_makerfees,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""maker"": true, ""fees"": ""maker""}",-0.06455755816179998,-0.12371606283589598,0.7613001884526365,0.2898857920981929,0.7613001884526365,-0.6833796066291252,-0.02796814123578173,-0.6833796066291252,0.23216743584926167,-1.9691410943833179,1,0,1,2023-01-14 00,2106,662,463,False,19.977219526742232,3.7394689143191453,2.657863559431049,0.7356158538512633,-0.1588241631756624,-0.43267659858785323,0.7151965179321165,-0.01296630062936266,-0.15916061629568068
