variant,leverage,params,cagr_is,cagr_oos,maxdd_is,maxdd_oos,maxdd_full,worst_day_is,worst_day_oos,worst_day_full,sharpe_is,sharpe_oos,liq_is,liq_oos,liq_full,liq_dates_full,trades_full,trades_oos,imr_rejects_full,okx_openable,avg_util_lev_full,funding_full,interest_full,fees_full,ret_2022,ret_2023,ret_2024,ret_2025,ret_2026
i_always_BTCETH_splitmargin,20,"{""L"": 20, ""mode"": ""always"", ""band"": 0.05, ""margin"": ""separate accounts, daily transfer""}",-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-22.201300438761734,-24.43153486349771,26,30,26,2022-01-01 05;2022-01-02 16;2022-01-03 20;2022-01-05 00;2022-01-06 03;2022-01-07 04;2022-01-08 13;2022-01-09 16;2022-01-10 17;2022-01-11 19;2022-01-12 21;2022-01-14 00;2022-01-15 12;2022-01-16 13;2022-01-17 15;2022-01-18 21;2022-01-20 07;2022-01-21 12;2022-01-22 13;2022-01-23 14,108,132,26,False,0.04879370586701528,0.0039415644640504064,0.00051511114476741,0.1616138756628321,-1.0,0.0,0.0,0.0,0.0
ii_rotate_10coins,1,"{""L"": 1, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.07039103804012337,0.03282980566834648,0.012020529346084441,0.005161083401775346,0.012020529346084441,-0.005033243643730478,-0.003881334262740066,-0.005033243643730478,6.475657802863831,4.315968731362189,0,0,0,,642,140,0,True,0.9365481387649912,0.40592660188291646,0.0041863861319645255,0.13715666336984725,0.015058034662646769,0.08926255731605304,0.10923653366221253,0.019296138405928476,0.0067407653459810035
ii_rotate_10coins_borrow5,1,"{""L"": 1, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.07046274156794041,0.03272236361977621,0.012025220230104217,0.005172158235495328,0.012025220230104217,-0.005034520496208339,-0.0038849322921782337,-0.005034520496208339,6.470780145506397,4.300870050049565,0,0,0,,642,140,0,True,0.9365498327682354,0.40585551397821074,0.004025041727552207,0.1371496325711314,0.014625001611381583,0.0892029180558247,0.10999379853861346,0.01933616405377725,0.006579068048023551
ii_rotate_10coins_borrow8,1,"{""L"": 1, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",0.06995290303655777,0.032278049965587474,0.012028806732118813,0.005197276843891596,0.012028806732118813,-0.005035478147601524,-0.003888913527650195,-0.005035478147601524,6.42599886120605,4.244137546782467,0,0,0,,642,140,0,True,0.9365570006497367,0.4054546629432969,0.006434984092636747,0.13701047812532827,0.014230664294444306,0.08862496322189073,0.10942783395465083,0.018844352766126615,0.0063672540219688045
ii_rotate_10coins_borrow12,1,"{""L"": 1, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.06927295896600927,0.031685248865466864,0.012033589085045593,0.005230796138435911,0.012033589085045593,-0.0050367550321714916,-0.003894227647445625,-0.0050367550321714916,6.36614598970477,4.168280249225075,0,0,0,,642,140,0,True,0.9365665667184578,0.4049205703439514,0.009642317851966602,0.13682510427129757,0.013704870420427007,0.08785395268584528,0.10867316291654117,0.01818861303682584,0.00608463491170963
ii_rotate_10coins_rawpremiumstress,1,"{""L"": 1, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",0.07039103804012337,0.03282980566834648,0.1673538276619454,0.03735739391338788,0.1673538276619454,-0.005033243643730478,-0.003881334262740066,-0.005033243643730478,6.475657802863831,4.315968731362189,0,0,0,,642,140,0,True,0.9365481387649912,0.40592660188291646,0.0041863861319645255,0.13715666336984725,0.015058034662646769,0.08926255731605304,0.10923653366221253,0.019296138405928476,0.0067407653459810035
ii_rotate_10coins,3,"{""L"": 3, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.09926459272967869,-0.02342612897919283,0.05993022136823711,0.07468284737263275,0.08980376718476746,-0.015153114156592373,-0.014810239103865586,-0.015153114156592373,3.2381537216099683,-0.9225216707957958,0,0,0,,492,78,0,True,2.200626284799994,1.1425738624741621,0.4351449769219,0.45264264951106603,0.004270237102963037,0.1648020825213501,0.13561761729268795,-0.06183939617174783,5.4272753467143886e-05
ii_rotate_10coins_borrow5,3,"{""L"": 3, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.08143432933098027,-0.01711025192917459,0.09863946186135497,0.04356427392100226,0.09863946186135497,-0.015366830969229195,-0.008398813051415654,-0.015366830969229195,2.375179226024003,-0.9095134426647524,0,0,0,,474,88,0,True,1.831474927718585,0.9513912979367014,0.3109841258211678,0.41611195869309525,-0.05916661723730576,0.09121805886892664,0.23196810396185996,-0.0217264485857942,-0.012020179364669148
ii_rotate_10coins_borrow8,3,"{""L"": 3, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",0.06133671060430701,-0.01151521147751533,0.0666765252606002,0.03467890015802211,0.0666765252606002,-0.01055418472901748,-0.007638213877036337,-0.01055418472901748,2.0371197176188307,-0.9641741758475227,0,0,0,,348,34,0,True,1.306677010059034,0.8130020858183122,0.34222267359704917,0.3076333605016937,-0.05515070974030711,0.07679501444395576,0.17511853717904158,-0.023993953801419443,0.0
ii_rotate_10coins_borrow12,3,"{""L"": 3, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.04238014058952322,0.0,0.05461070801787782,0.0,0.05461070801787782,-0.018759131728607215,0.0,-0.018759131728607215,1.4977496661842393,0.0,0,0,0,,150,0,0,True,0.5728187271152404,0.4980397268806727,0.22719338141366607,0.15902938143126258,0.0,0.0020229827237225884,0.1303502671367358,0.0,0.0
ii_rotate_10coins_rawpremiumstress,3,"{""L"": 3, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",0.09926459272967869,-0.02342612897919283,0.5018384299152843,0.15407939822772376,0.5018384299152843,-0.015153114156592373,-0.014810239103865586,-0.015153114156592373,3.2381537216099683,-0.9225216707957958,0,0,0,,492,78,0,True,2.200626284799994,1.1425738624741621,0.4351449769219,0.45264264951106603,0.004270237102963037,0.1648020825213501,0.13561761729268795,-0.06183939617174783,5.4272753467143886e-05
ii_rotate_10coins,5,"{""L"": 5, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.134727486285102,-0.021935219194784805,0.10523170274711169,0.08488494976420147,0.12144361970048423,-0.025274632256210183,-0.0230083561286204,-0.025274632256210183,2.6233194192838236,-0.6323809838067573,0,0,0,,470,48,0,True,3.38735983767677,1.91078316136869,0.8391031223637474,0.7319613192651236,-0.011714993460011591,0.24408151105132547,0.18845092552601805,-0.0906779480906148,0.004687138728503459
ii_rotate_10coins_borrow5,5,"{""L"": 5, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.11910127205373366,0.0007670171502109913,0.12703102637336605,0.05025479845826897,0.12703102637336605,-0.02656596274563039,-0.012383596449358825,-0.02656596274563039,2.164996874196691,0.04863716329961304,0,0,0,,404,36,0,True,2.6746372679082215,1.5729895255172484,0.5701914145230682,0.6285329138464052,-0.05510067085799708,0.09372947804745646,0.3562700124704501,-0.0076848293062554696,0.0
ii_rotate_10coins_borrow8,5,"{""L"": 5, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",0.10858989673458597,-0.012018578572170924,0.08128552139725698,0.019926275516809366,0.08128552139725698,-0.014304801037510195,-0.013332634123241482,-0.014304801037510195,2.636921848513425,-0.818569993183168,0,0,0,,154,6,0,True,1.2064641541822223,1.0412655606487797,0.4318220541966926,0.30379460562999927,0.0,0.08405655402503953,0.25687316362782675,-0.02470112838384675,0.0
ii_rotate_10coins_borrow12,5,"{""L"": 5, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.045752568291450135,0.0,0.08332287337284028,0.0,0.08332287337284028,-0.01680679151182518,0.0,-0.01680679151182518,1.1998509731348346,0.0,0,0,0,,168,0,0,True,0.7408952697239684,0.7604358642194018,0.3616673061989031,0.26287200149547196,0.0,0.04218698304818336,0.09737351269667838,0.0,0.0
ii_rotate_10coins_rawpremiumstress,5,"{""L"": 5, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.05, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",-1.0,-0.021935219194784805,1.0,0.21288463453549156,1.0,-1.0,-0.0230083561286204,-1.0,-0.7275862243495878,-0.6323809838067573,1,0,1,2023-06-10 04,222,48,0,True,1.4159522448975435,0.5141145170123855,0.10770906629635886,0.2608290273087482,-0.011714993460011591,-1.0,0.0,0.0,0.0
ii_rotate_10coins,8,"{""L"": 8, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.19990867489746011,0.0,0.09949586300751101,0.0,0.09949586300751101,-0.025754757362307146,0.0,-0.025754757362307146,3.011724362653191,0.0,0,0,0,,170,0,48,False,2.8064539392743906,2.1719306013156108,1.0369308010745177,0.5129354723510459,-0.07057428044055447,0.3463328516489006,0.3808026885365827,-0.032604952961329925,0.0
ii_rotate_10coins_borrow5,8,"{""L"": 8, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.2065322032722201,0.0,0.11717794699300532,0.0,0.11717794699300532,-0.022272297685277387,0.0,-0.024984863039170913,2.94101573427856,0.0,0,0,0,,236,0,55,False,2.0996646581425313,1.9876826756519128,0.5924989476286692,0.7205503646051721,0.0,0.24591854661257972,0.4098824799602183,-0.025198604456272533,0.0
ii_rotate_10coins_borrow8,8,"{""L"": 8, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",0.15033756917218177,0.0,0.06135666583942845,0.0,0.06135666583942845,-0.023710189889338484,0.0,-0.023710189889338484,2.5721497709312113,0.0,0,0,0,,124,0,28,False,1.3443184901469936,1.3526314718529837,0.5498651029171835,0.3616079808866072,0.0,0.09839442394588094,0.38598721581066653,-0.026431653111854247,0.0
ii_rotate_10coins_borrow12,8,"{""L"": 8, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.06566102307706045,0.0,0.10177743804640382,0.0,0.10177743804640382,-0.04854001814150233,0.0,-0.04854001814150233,1.023551764853167,0.0,0,0,0,,74,0,19,False,0.682378622018322,0.788124303180879,0.36768096657131405,0.25308730436805876,0.0,-0.02948559350978819,0.24702213529744022,0.0,0.0
ii_rotate_10coins_rawpremiumstress,8,"{""L"": 8, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",-1.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-0.7441332779127233,0.0,1,0,1,2023-06-10 04,42,0,14,False,0.7276801507018446,0.30181042295344734,0.08421716889255025,0.11408064638699052,-0.07057428044055447,-1.0,0.0,0.0,0.0
ii_rotate_10coins,10,"{""L"": 10, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.22928224214988924,0.0,0.12447136381631196,0.0,0.12447136381631196,-0.03234886661675451,0.0,-0.03234886661675451,2.7583007209320782,0.0,0,0,0,,184,0,52,False,3.4823214268131184,2.796962670161652,1.3853018815303195,0.6869390773190803,-0.08902862695901637,0.40642145999838863,0.4500933902793378,-0.0415427626608732,0.0
ii_rotate_10coins_borrow5,10,"{""L"": 10, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.23749960870370312,0.0,0.1468541380190963,0.0,0.1468541380190963,-0.03017060618427192,0.0,-0.03118124184957094,2.658856614637415,0.0,0,0,0,,256,0,60,False,2.598641409675334,2.601345759702873,0.7938774864320642,1.0159806596715182,0.0,0.2828824704094721,0.47744622807888093,-0.032028537813208025,0.0
ii_rotate_10coins_borrow8,10,"{""L"": 10, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",0.17086408410003284,0.0,0.07482021409452944,0.0,0.07482021409452944,-0.029637737361673855,0.0,-0.029637737361673855,2.3306687982809526,0.0,0,0,0,,112,0,27,False,1.4749642752256609,1.6335723299976201,0.6307185682513816,0.445688696524087,0.0,0.12122329892113015,0.43177320131599317,0.0,0.0
ii_rotate_10coins_borrow12,10,"{""L"": 10, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.07588908654698168,0.0,0.1288033672373683,0.0,0.1288033672373683,-0.05772433223230933,0.0,-0.05772433223230933,0.9649911184308555,0.0,0,0,0,,78,0,20,False,0.8225266539028925,0.9732327550006318,0.4631188465464026,0.32607417016938134,0.0,-0.041502536121729605,0.29937133638640434,0.0,0.0
ii_rotate_10coins_rawpremiumstress,10,"{""L"": 10, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",-1.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-0.7377095017860322,0.0,1,0,1,2023-06-10 04,54,0,17,False,0.8952721623575555,0.3650594451638617,0.1049328526857527,0.1492047466752109,-0.08902862695901637,-1.0,0.0,0.0,0.0
ii_rotate_10coins,15,"{""L"": 15, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 2, ""band"": 0.1, ""borrow"": ""okx""}",0.2928829688681045,0.0,0.09657662538813883,0.0,0.09657662538813883,-0.02411559298177679,0.0,-0.02411559298177679,3.2200409411181674,0.0,0,0,0,,292,0,67,False,4.514257318194054,4.130789033078374,2.166441758014557,0.8517407633876172,-0.06742083556504319,0.4803729289725567,0.5656589275739057,0.0,0.0
ii_rotate_10coins_borrow5,15,"{""L"": 15, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 2, ""band"": 0.1, ""borrow"": 0.05}",0.46075969618832113,0.0,0.15729671895531316,0.0,0.15729671895531316,-0.02983209560507294,0.0,-0.02983209560507294,3.916823137733013,0.0,0,0,0,,336,0,75,False,3.350294669203264,5.01417739374503,1.521299683165153,1.5458156973498096,0.0,0.4211397381051647,1.1938766094494064,-0.020541788713317466,0.0
ii_rotate_10coins_borrow8,15,"{""L"": 15, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 2, ""band"": 0.1, ""borrow"": 0.08}",0.31711513421409654,0.0,0.10924166725741791,0.0,0.10924166725741791,-0.03853015292673789,0.0,-0.03853015292673789,3.1468194511278904,0.0,0,0,0,,200,0,46,False,1.9405975282041565,3.0626831681699684,1.0675958567129031,0.7639620965569213,0.0,0.21699644529731899,0.8778624953666714,0.0,0.0
ii_rotate_10coins_borrow12,15,"{""L"": 15, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 2, ""band"": 0.1, ""borrow"": 0.12}",0.14626334014606268,0.0,0.12200702621708426,0.0,0.12200702621708426,-0.03817364865502881,0.0,-0.03817364865502881,1.739547385332443,0.0,0,0,0,,194,0,39,False,1.0486092869728747,1.7740897048189719,0.7366422988944695,0.5816898127193565,0.0,0.08245922683873808,0.3914968908002536,0.0,0.0
ii_rotate_10coins_rawpremiumstress,15,"{""L"": 15, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 2, ""band"": 0.1, ""stress"": ""raw premium index""}",-0.5050342188848642,0.0,0.8891031925975196,0.0,0.8891031925975196,-0.7658157641362439,0.0,-0.7658157641362439,-0.5277764184569899,0.0,2,0,2,2023-03-03 01;2024-04-12 18,202,0,33,False,2.354459933373359,0.6654554472531125,0.34020116020690555,0.15764403342895564,-0.06742083556504319,-0.7165057811844253,-0.5415557188767317,0.0,0.0
ii_rotate_10coins,20,"{""L"": 20, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": ""okx""}",0.2291818713528868,0.0,0.1506224562506726,0.0,0.1506224562506726,-0.05461157729685773,0.0,-0.05461157729685773,2.3681689637582135,0.0,0,0,0,,84,0,24,False,4.8973334388131535,3.3777704869345064,1.9627275958294157,0.5784223075530276,0.0,0.34987059228645734,0.37599749122872317,0.0,0.0
ii_rotate_10coins_borrow5,20,"{""L"": 20, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.05}",0.22682960300099797,0.0,0.6200720540585049,0.0,0.6200720540585049,-0.6000411886873898,0.0,-0.6000411886873898,0.8733502813355123,0.0,1,0,1,2024-05-20 19,70,0,23,False,3.19124114354753,4.718827326547179,1.4058101682269097,0.4755600109065613,0.0,0.3711646328735405,0.34686450333466756,-0.00988732453900354,0.0
ii_rotate_10coins_borrow8,20,"{""L"": 20, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.08}",-0.008209191457111742,0.0,0.6200840263604506,0.0,0.6200840263604506,-0.5956175675333988,0.0,-0.5956175675333988,0.2783722071666267,0.0,1,0,1,2024-02-28 17,62,0,19,False,2.3283501123393386,1.741131670193967,0.801135774892887,0.2713442723892681,0.0,0.09554987165097373,-0.10951699609941667,-0.042264469196026,0.0
ii_rotate_10coins_borrow12,20,"{""L"": 20, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""borrow"": 0.12}",0.15124535295835906,0.0,0.0986363462234584,0.0,0.0986363462234584,-0.03934059102637111,0.0,-0.03934059102637111,1.7008939259130567,0.0,0,0,0,,42,0,12,False,1.1381499542966595,1.6439949903181876,0.8282562692630091,0.37733048963152294,0.0,0.025120050685533357,0.48857530364232016,0.0,0.0
ii_rotate_10coins_rawpremiumstress,20,"{""L"": 20, ""mode"": ""rotate"", ""lookback_d"": 14, ""theta"": 0.1, ""K"": 1, ""band"": 0.1, ""stress"": ""raw premium index""}",-0.9274289236190256,0.0,0.99961848560502,0.0,0.99961848560502,-0.6525696587358649,0.0,-0.6525696587358649,-1.616421219176726,0.0,8,0,8,2023-01-29 11;2024-01-10 15;2024-02-09 12;2024-03-05 19;2024-03-08 15;2024-03-10 04;2024-03-11 07;2024-04-08 08,24,0,11,False,0.8849945085565827,0.09321450874245663,0.04478445159322152,0.06340569849738867,0.0,-0.6595138791452042,-0.9988795008911898,0.0,0.0
