rule,family,L,period,cfg_id,cfg,cagr,maxdd,worst_day,worst_intraday,sharpe,liq,trades,per_year,coin_cagr
S2_bestIS_Sharpe_L1,orb,5,IS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.0014367485351642,0.8114137104245149,-0.0958315853906021,-0.1060880580954787,0.3685235943974095,0,2664,"{""2022"": 0.7013, ""2023"": 0.3324, ""2024"": -0.5608}","{""BTC"": -0.0461, ""ETH"": 0.0952, ""SOL"": -0.0469, ""XRP"": 0.0863, ""DOGE"": -0.5571, ""AVAX"": 0.0588, ""LINK"": -0.8543}"
S2_bestIS_Sharpe_L1,orb,5,OOS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.6309324211218874,0.8739357666001666,-0.0959786229177259,-0.0959786229177259,-0.6189870682532597,0,1492,"{""2025"": -0.3633, ""2026"": -0.7012}","{""BTC"": -0.7654, ""ETH"": -0.2329, ""SOL"": -0.6968, ""XRP"": -0.5535, ""DOGE"": -0.678, ""AVAX"": -0.8514, ""LINK"": -0.8298}"
S2_bestIS_Sharpe_L1,orb,10,IS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.392762995403552,0.9881606944798932,-0.1921640232781105,-0.2125452782737034,0.3905561139682105,1,2663,"{""2022"": 0.6278, ""2023"": 0.0947, ""2024"": -0.8744}","{""BTC"": -0.4439, ""ETH"": -0.4494, ""SOL"": -0.7841, ""XRP"": -0.5899, ""DOGE"": -1.0, ""AVAX"": -0.743, ""LINK"": -0.9928}"
S2_bestIS_Sharpe_L1,orb,10,OOS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.9298133481898656,0.9943301542706088,-0.1889630034777717,-0.1889630034777717,-0.6594894821754277,0,1492,"{""2025"": -0.8194, ""2026"": -0.9335}","{""BTC"": -0.9588, ""ETH"": -0.7581, ""SOL"": -0.9678, ""XRP"": -0.9226, ""DOGE"": -0.9634, ""AVAX"": -0.9941, ""LINK"": -0.9913}"
S2_bestIS_Sharpe_L1,orb,15,IS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.7581635762179014,0.9997339966465588,-0.3172953308482437,-0.3177684504611849,0.4281133362690079,2,2657,"{""2022"": 0.0742, ""2023"": -0.3586, ""2024"": -0.9795}","{""BTC"": -0.7918, ""ETH"": -0.8598, ""SOL"": -0.9868, ""XRP"": -0.9262, ""DOGE"": -1.0, ""AVAX"": -1.0, ""LINK"": -1.0}"
S2_bestIS_Sharpe_L1,orb,15,OOS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.9920671172908122,0.99988690590575,-0.2806309777671196,-0.280784038344458,-0.6854704259132188,0,1492,"{""2025"": -0.9718, ""2026"": -0.9887}","{""BTC"": -0.9946, ""ETH"": -0.9639, ""SOL"": -0.9987, ""XRP"": -0.9937, ""DOGE"": -0.9985, ""AVAX"": -0.9999, ""LINK"": -0.9998}"
S2_bestIS_Sharpe_L1,orb,20,IS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.9447429623490274,0.9999984387072632,-0.5114003395447142,-0.5114003395447142,0.4496111243770969,4,2649,"{""2022"": -0.5586, ""2023"": -0.7585, ""2024"": -0.9984}","{""BTC"": -0.9491, ""ETH"": -0.9817, ""SOL"": -1.0, ""XRP"": -0.9934, ""DOGE"": -1.0, ""AVAX"": -1.0, ""LINK"": -1.0}"
S2_bestIS_Sharpe_L1,orb,20,OOS,97,"{""session"": ""us"", ""M"": 60, ""stop"": ""opp"", ""tp"": 0, ""filt"": ""narrow""}",-0.999434039510172,0.999998906760289,-0.3762022909005771,-0.3764236709228084,-0.6939374089851859,0,1492,"{""2025"": -0.9973, ""2026"": -0.9985}","{""BTC"": -0.9995, ""ETH"": -0.9974, ""SOL"": -1.0, ""XRP"": -0.9998, ""DOGE"": -1.0, ""AVAX"": -1.0, ""LINK"": -1.0}"
S2_bestIS_Sharpe_L1_chosenL,wick,1,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.0178532027786872,0.1977302924753348,-0.0395164045869317,-0.0495174627900154,-0.2466752420799936,0,539,"{""2022"": 0.0238, ""2023"": -0.1293, ""2024"": 0.0628}","{""BTC"": -0.0757, ""ETH"": -0.0099, ""SOL"": -0.0523, ""XRP"": 0.1296, ""DOGE"": -0.0076, ""AVAX"": -0.0308, ""LINK"": -0.0931}"
S2_bestIS_Sharpe_L1_chosenL,wick,1,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.0027129194606192,0.1274480354619351,-0.0270153897278734,-0.0375189961713007,-0.0294296850910609,0,193,"{""2025"": -0.0378, ""2026"": 0.0346}","{""BTC"": 0.034, ""ETH"": -0.0101, ""SOL"": -0.0166, ""XRP"": 0.041, ""DOGE"": 0.0313, ""AVAX"": -0.0844, ""LINK"": -0.0312}"
S2_bestIS_Sharpe_L1,wick,3,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.0657093331923521,0.5011369408906764,-0.1189422247271181,-0.147689013999531,-0.2493477914486531,0,539,"{""2022"": 0.0618, ""2023"": -0.3577, ""2024"": 0.1957}","{""BTC"": -0.2221, ""ETH"": -0.0498, ""SOL"": -0.1939, ""XRP"": 0.3751, ""DOGE"": -0.0848, ""AVAX"": -0.1319, ""LINK"": -0.2815}"
S2_bestIS_Sharpe_L1,wick,3,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.0124657266184208,0.3422783777748842,-0.0806273112956431,-0.1159208806187052,-0.0064787876840017,0,193,"{""2025"": -0.1106, ""2026"": 0.1011}","{""BTC"": 0.1003, ""ETH"": -0.0463, ""SOL"": -0.0752, ""XRP"": 0.093, ""DOGE"": 0.0626, ""AVAX"": -0.2504, ""LINK"": -0.1204}"
S2_bestIS_Sharpe_L1,wick,5,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.1295402818100215,0.7055704127022556,-0.1986538434913313,-0.2445677331535637,-0.2537881882502529,0,539,"{""2022"": 0.0853, ""2023"": -0.5452, ""2024"": 0.336}","{""BTC"": -0.359, ""ETH"": -0.115, ""SOL"": -0.3727, ""XRP"": 0.5672, ""DOGE"": -0.2309, ""AVAX"": -0.2727, ""LINK"": -0.4619}"
S2_bestIS_Sharpe_L1,wick,5,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.0283907320572985,0.5113362130246786,-0.1336807556794423,-0.1986682536667212,0.017162475326664,0,193,"{""2025"": -0.1801, ""2026"": 0.1626}","{""BTC"": 0.1633, ""ETH"": -0.1026, ""SOL"": -0.1626, ""XRP"": 0.0986, ""DOGE"": 0.048, ""AVAX"": -0.4076, ""LINK"": -0.2368}"
S2_bestIS_Sharpe_L1,wick,10,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.4165502905669913,0.952132271026713,-0.481002661258836,-0.481002661258836,-0.4240510203293595,0,539,"{""2022"": 0.0705, ""2023"": -0.8725, ""2024"": 0.4551}","{""BTC"": -0.6439, ""ETH"": -0.3635, ""SOL"": -0.7731, ""XRP"": 0.0582, ""DOGE"": -0.807, ""AVAX"": -0.8103, ""LINK"": -0.8135}"
S2_bestIS_Sharpe_L1,wick,10,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.2949580580267897,0.7842552218318989,-0.2638710289590706,-0.4065111151333318,-0.4313175111100092,0,193,"{""2025"": -0.5134, ""2026"": 0.1487}","{""BTC"": 0.3003, ""ETH"": -0.3126, ""SOL"": -0.4564, ""XRP"": -0.7406, ""DOGE"": -0.6604, ""AVAX"": -0.7314, ""LINK"": -0.5745}"
S2_bestIS_Sharpe_L1,wick,15,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.720552749444175,0.9975473937848632,-0.6131750368944209,-0.6834288686503753,-0.6309644712679283,8,526,"{""2022"": -0.2565, ""2023"": -0.9757, ""2024"": 0.2059}","{""BTC"": -0.8345, ""ETH"": -1.0, ""SOL"": -0.9313, ""XRP"": -1.0, ""DOGE"": -0.9809, ""AVAX"": -1.0, ""LINK"": -0.9751}"
S2_bestIS_Sharpe_L1,wick,15,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.7098008695470741,0.9170350550497282,-0.4003493196690419,-0.5057314735855185,-1.0893715324262456,1,193,"{""2025"": -0.828, ""2026"": -0.2584}","{""BTC"": 0.3948, ""ETH"": -0.5685, ""SOL"": -0.9162, ""XRP"": -1.0, ""DOGE"": -0.9359, ""AVAX"": -0.8931, ""LINK"": -0.9596}"
S2_bestIS_Sharpe_L1,wick,20,IS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.8779741232136422,0.999720310227005,-0.7737007815505453,-0.7737007815505453,-0.6556393275978017,12,528,"{""2022"": -0.5512, ""2023"": -0.9913, ""2024"": -0.533}","{""BTC"": -0.9397, ""ETH"": -0.85, ""SOL"": -1.0, ""XRP"": -1.0, ""DOGE"": -1.0, ""AVAX"": -1.0, ""LINK"": -1.0}"
S2_bestIS_Sharpe_L1,wick,20,OOS,253,"{""w"": 5, ""z"": 10, ""V"": 10, ""entry"": ""lim"", ""tp"": 0.6, ""stop"": 1.0, ""hold"": 30, ""side"": ""long""}",-0.9110096527136088,0.9876897275821755,-0.6328572792554704,-0.6595969750079098,-1.314667268399344,12,181,"{""2025"": -0.9686, ""2026"": -0.4315}","{""BTC"": 0.4318, ""ETH"": -0.7963, ""SOL"": -1.0, ""XRP"": -1.0, ""DOGE"": -1.0, ""AVAX"": -1.0, ""LINK"": -1.0}"
