side,h0,h1,per,n,mean,median,t,hit,mae_p90,mae_max,port_sharpe
1,2,72,OOS,99,-0.0755221351833724,-0.14349190553987823,-2.660090634337727,0.3434343434343434,0.4466464469209622,0.6297495314363606,-1.9925725175340616
1,4,12,IS,47,-0.006334564727518295,-0.019021857923497303,-0.39387168882771795,0.3617021276595745,0.19303051411845776,0.29684567415390206,-0.22174591440350327
1,4,12,OOS,99,0.009133954305615683,-0.0266382428940568,0.30718890767429663,0.3838383838383838,0.24382288600448712,0.5379613356766256,0.2341999379813677
1,4,24,IS,47,0.03110804649984667,-0.006507631708518085,0.8228946149138793,0.46808510638297873,0.240543933926533,0.3592056668886602,0.4708118943375943
1,4,24,OOS,99,0.00031246425912911376,-0.0395640214985774,0.013601493971725992,0.3838383838383838,0.30053931640630227,0.5379613356766256,0.009529225598860032
1,4,48,IS,47,0.12399891571238984,0.0010728627613328994,1.481739061800678,0.5106382978723404,0.27746269505541804,0.36713688926560517,0.8428263876998227
1,4,48,OOS,99,-0.05265503761793075,-0.07345331325301208,-2.1892391164705067,0.35353535353535354,0.39437985390127134,0.5573164289487585,-1.6494770118727595
1,4,72,IS,47,0.10260001994776352,-0.03892795742939003,1.373765944085176,0.44680851063829785,0.3072819375184671,0.4177064220183486,0.7765647624444403
1,4,72,OOS,99,-0.07454600644155521,-0.13341457355782504,-2.5739967094757725,0.3434343434343434,0.4047906065152809,0.6173622116569819,-1.95080991833771
1,6,12,IS,47,-0.019961709856658547,-0.026739332816136493,-1.4888378371622604,0.2978723404255319,0.19177068466473707,0.2691000629326621,-0.8498876676314577
1,6,12,OOS,99,0.013293210864027342,-0.011821417581290402,0.6529528154657487,0.43434343434343436,0.1882500214340084,0.5340304856433888,0.49691637388095106
1,6,24,IS,47,0.015343944558528583,-0.010711721817162064,0.46456668366759,0.44680851063829785,0.21937799917498207,0.412453501536471,0.2701559000603462
1,6,24,OOS,99,0.010545193092200077,-0.03374295473953881,0.5043606813697296,0.40404040404040403,0.2593548423600238,0.5340304856433888,0.35331356542383713
1,6,48,IS,47,0.11372023656261505,-0.015978142076502718,1.288788923769389,0.46808510638297873,0.25315517262941434,0.412453501536471,0.7390408513060798
1,6,48,OOS,99,-0.04075789222882003,-0.060549688519727196,-1.7169377854044772,0.36363636363636365,0.3648222280045103,0.5487928163653663,-1.2993391465794872
1,6,72,IS,47,0.09141367822850135,-0.01915664925143778,1.1902986711062975,0.46808510638297873,0.3124194391659569,0.4743249958588702,0.6793100650524687
1,6,72,OOS,99,-0.06367068727049723,-0.12612227993822822,-2.2559228693538547,0.32323232323232326,0.4149634036402742,0.5837164750957855,-1.7225310965467668
1,12,24,IS,47,0.029676557640440474,-0.0017266553480476095,1.1559645615274188,0.48936170212765956,0.17230948359774187,0.30772162512386614,0.6808230404519631
1,12,24,OOS,99,0.002665547482696791,-0.018538847117794407,0.15284808646225587,0.40404040404040403,0.22656497991193217,0.6902062048576026,0.12108366435691806
1,12,48,IS,47,0.13534864353167378,0.0028418527018568866,1.4976731347219452,0.5106382978723404,0.24694822015529522,0.3190055982541038,0.8558842140462033
1,12,48,OOS,99,-0.04253668905972189,-0.06495025063841853,-1.8902197411870307,0.35353535353535354,0.3387937770868337,0.7911380562104712,-1.3978551714919225
1,12,72,IS,47,0.11584945989585861,-0.005749999999999919,1.4266920202278184,0.48936170212765956,0.2650384713020935,0.39776069835847805,0.8208753948490469
1,12,72,OOS,99,-0.06725571116834746,-0.10203672486453941,-2.6460619753650607,0.29292929292929293,0.37367503477922065,0.8241832266756484,-2.038340888957598
1,24,48,IS,47,0.07899468125280391,-0.020903160179031596,1.3171883768144037,0.3829787234042553,0.16512629254223937,0.24026647115335986,0.7555199283868284
1,24,48,OOS,99,-0.05005842124373772,-0.044491944383138415,-3.2900090748664943,0.30303030303030304,0.2537440661783764,0.5018743305962157,-2.456450591721501
1,24,72,IS,47,0.06463908455574478,-0.033050083472454195,1.123653631942017,0.44680851063829785,0.2329689798013472,0.30310639880952384,0.6452144376379672
1,24,72,OOS,99,-0.07254674536215236,-0.08061385503527907,-3.6216873497475266,0.30303030303030304,0.3490455101243439,0.5806854694751875,-2.708603873972099
