,0
2025-10-07,1.3583889189540512
2025-10-08,1.3691725371370713
2025-10-09,1.37558141147651
2025-10-10,1.37558141147651
2025-10-11,1.37558141147651
2025-10-12,1.37558141147651
2025-10-13,1.3812738724940579
2025-10-14,1.3875810226575642
2025-10-15,1.4601345402228267
2025-10-16,1.484518256196319
2025-10-17,1.5106130700411549
2025-10-18,1.5095823987193602
2025-10-19,1.5095823987193602
2025-10-20,1.5128472309560348
2025-10-21,1.5261339917033423
2025-10-22,1.544363644735115
2025-10-23,1.5324430467224646
2025-10-24,1.5302331184974234
2025-10-25,1.4913167482737528
2025-10-26,1.4584420273242233
2025-10-27,1.4765295390410824
2025-10-28,1.519719835591623
2025-10-29,1.5290493011340962
2025-10-30,1.5449961278442637
2025-10-31,1.5449961278442637
2025-11-01,1.5289562790136115
2025-11-02,1.479105072958975
2025-11-03,1.6240238213553622
2025-11-04,1.5974375548142186
2025-11-05,1.6030738454700244
2025-11-06,1.5790679473602738
2025-11-07,1.592364160775919
2025-11-08,1.5835952080735127
2025-11-09,1.5913314564145369
2025-11-10,1.6104595681540164
2025-11-11,1.623978046963647
2025-11-12,1.6266147701561973
2025-11-13,1.6266147701561973
2025-11-14,1.6320455986036937
2025-11-15,1.6789379398650743
2025-11-16,1.6655903571200212
2025-11-17,1.668044459493714
2025-11-18,1.683495325146995
2025-11-19,1.6930604899520383
2025-11-20,1.6164798325907221
2025-11-21,1.575749985577633
2025-11-22,1.575749985577633
2025-11-23,1.575749985577633
2025-11-24,1.575749985577633
2025-11-25,1.575749985577633
2025-11-26,1.575749985577633
2025-11-27,1.575749985577633
2025-11-28,1.575749985577633
2025-11-29,1.575749985577633
2025-11-30,1.575749985577633
2025-12-01,1.575749985577633
2025-12-02,1.575749985577633
2025-12-03,1.575749985577633
2025-12-04,1.575749985577633
2025-12-05,1.5681473604194698
2025-12-06,1.557986139866554
2025-12-07,1.5957187031319544
2025-12-08,1.6033815960509952
2025-12-09,1.608251103959723
2025-12-10,1.608251103959723
2025-12-11,1.608251103959723
2025-12-12,1.608251103959723
2025-12-13,1.6234626440613553
2025-12-14,1.526614785596235
2025-12-15,1.4786647695448107
2025-12-16,1.4889368522406676
2025-12-17,1.4797869292158965
2025-12-18,1.464894832045839
2025-12-19,1.4673157198694091
2025-12-20,1.4818955994864618
2025-12-21,1.4557732962318142
