per,sym,dt,d,net_1m,net_1s,net_2s,net_5s,net_10s,net_30s,net_60s
IS,AVAXUSDT,2023-08-17 21:44:00+00:00,1,978.322283169799,925.5657716084177,925.5657716084177,948.2120296675868,925.5657716084177,791.6273523838491,993.7867421480296
IS,MASKUSDT,2024-02-28 17:32:00+00:00,1,328.07810325960395,978.7276122253884,959.3794722742119,959.3794722742119,942.8494128876417,640.5668516449468,356.96023228006675
IS,API3USDT,2022-05-11 13:18:00+00:00,1,-472.807823338074,-665.5678788126838,-675.7954168469191,-675.7954168469191,-631.3141333291214,-710.6924575833449,-483.6588514343918
IS,FILUSDT,2022-11-08 19:33:00+00:00,1,328.389939280219,574.5269895230194,556.5018588424515,520.6345495085214,657.7142756098582,556.5018588424515,352.29032481956483
IS,IDUSDT,2024-03-05 19:58:00+00:00,1,860.965168014496,1116.939853037766,1106.3528545079837,1078.9206043925858,1083.1321448343133,882.4866395169483,878.4258736858108
IS,ORDIUSDT,2024-12-09 21:05:00+00:00,1,287.685622067201,1105.2917450922662,1083.0904920839946,1215.15847733462,1168.561966313829,898.5598988917321,349.353928204238
IS,SOLUSDT,2022-11-09 21:29:00+00:00,1,2220.428957841582,2269.376696218114,2281.929323329238,2294.5079393163624,2357.793691967519,2357.793691967519,2219.424472282093
IS,BNBUSDT,2023-08-17 21:43:00+00:00,1,320.87570199394696,-22.62929088932196,-14.72340050385522,-3.074345399165278,15.152454756202314,165.31946918821006,339.97195900037383
IS,COMPUSDT,2022-11-08 19:34:00+00:00,1,-44.598647765619,339.13554342662735,325.17957365081776,322.3928864673841,300.1532669475825,130.9829545992568,-22.332787171488555
IS,API3USDT,2022-05-11 13:03:00+00:00,1,-134.216348376573,-1.3766036420487282,3.4604022729284267,33.189113277967685,-47.69556728666802,-147.28571237247525,-166.61516338779825
IS,CELOUSDT,2023-06-30 13:48:00+00:00,1,9.637528110834,252.4454461048761,262.49270460547007,302.87893700823713,305.41360668603323,101.62055502659999,17.063489323849417
IS,AXSUSDT,2024-04-12 18:35:00+00:00,1,733.555283192075,-229.30812787004353,-218.27091244075538,-107.77098348863846,42.63206547015196,509.7499127788099,793.4626572881157
IS,AEVOUSDT,2024-04-12 18:36:00+00:00,1,-72.2,758.1259199287817,737.3166737810113,695.9381343558438,587.134703696556,129.8079051756487,-21.982410203545726
IS,BLURUSDT,2024-02-28 17:32:00+00:00,1,713.579586706262,897.9376818993628,1002.7387631049926,917.435874726317,771.2891017041395,1111.2561771249523,752.3078461407044
IS,BNBUSDT,2024-04-13 19:57:00+00:00,1,-248.234576020955,-154.2370955267316,-117.30762003263972,-106.17479501767967,-236.32953693625967,-254.3870788654914,-239.94638680243563
IS,AUCTIONUSDT,2024-06-07 18:05:00+00:00,1,798.72087772364,745.2212219407617,783.6022724172764,764.9420660137939,804.6012292034676,767.7652270107615,799.4858680307403
IS,1000BONKUSDT,2024-06-07 18:05:00+00:00,1,820.628442320024,1006.7476978225304,1106.1298886081856,1325.641221132508,1007.1854677438214,528.1187184617193,884.2403258858195
IS,NEARUSDT,2022-05-11 12:43:00+00:00,1,1289.914643497267,1599.3945536886538,1602.9362869744039,1485.451964806577,1504.5771716493975,1407.8691685720516,1324.571648885287
IS,FRONTUSDT,2024-04-13 20:09:00+00:00,1,-3.64832915832,802.4056548115469,883.9365032426664,1065.8084864685316,1045.0929548514368,1180.1800319241588,38.5286635653829
IS,TRBUSDT,2023-11-09 16:30:00+00:00,1,19.757093103565,123.16639909690626,124.56722247438832,138.94798553828974,114.94436254787139,80.3657966601163,43.43645356264922
IS,YFIUSDT,2022-11-09 21:39:00+00:00,1,-195.08681023313798,-190.6313847666517,-178.27997125874444,-204.70940782960506,-269.299562780778,-174.7452969258055,-192.3933440385915
IS,AXSUSDT,2022-05-12 15:08:00+00:00,1,-79.62581364322,-4.536912782009981,-2.6899410318254233,25.096814164208816,26.490209230775587,16.744574161133265,-56.43322741594238
IS,TIAUSDT,2024-01-03 12:09:00+00:00,1,2407.1134954155677,1219.2207258608714,1247.0748573072392,1296.6949782796748,1459.3504422254214,1466.0432704716168,2456.559242389204
IS,ORDIUSDT,2024-01-03 12:09:00+00:00,1,1557.585309359811,1488.5349252520587,1515.188379033101,1483.2912964831203,1282.7996847520028,989.7767103606549,1596.631639964321
IS,NOTUSDT,2024-06-07 18:05:00+00:00,1,768.8596077246091,601.2756453250577,674.4765106705283,990.4405387665713,840.7419400342651,274.9283278092305,817.117222127893
IS,APEUSDT,2024-02-28 17:32:00+00:00,1,223.731971608494,910.7252471851613,937.2569033335798,930.6119294527725,602.0783266296726,472.45602996345843,251.60439658730718
IS,TIAUSDT,2024-04-13 20:32:00+00:00,1,231.272556129064,299.9138311135714,333.9928031995561,276.0663070923016,283.58520571195993,262.3100815764685,239.87889659905463
IS,GALAUSDT,2022-05-11 12:52:00+00:00,1,-704.587950859141,-390.57402827164395,-408.02959516650566,-522.2914278861244,-599.0028495617581,-660.9904888463478,-677.4832155507025
