coin,t,te,tx,d,typ,prio,gross,perp_leg,hedge_leg,cost,fund,net,rank,pe,px,he,hx,ei,cost_e,nlegs,acc,dt,year
84,28494476,28494477,28494507,1,1,0.02478664368391037,0.08472879801311795,0.08472879801311795,0.0,0.010075,-0.0,0.07465379801311794,37,3.1043600000000002,3.18569,3.1059300000000003,3.1865200000000002,10217544,0.00863,1,True,2024-03-05 19:57:00+00:00,2024
116,28494476,28494477,28494717,1,0,0.022202765569090843,0.16300828810655132,0.16300828810655132,0.0,0.006670000000000001,-0.0,0.15633828810655132,49,2.4889,2.6399100000000004,2.49445,2.6405500000000006,13925764,0.0054150000000000005,1,True,2024-03-05 19:57:00+00:00,2024
54,28494476,28494477,28494521,1,1,0.020209213718771935,0.03175372498476503,0.03175372498476503,0.0,0.008230000000000001,-0.0,0.02352372498476503,34,-0.54025,-0.50899,-0.5359700000000001,-0.507,6031534,0.006595,1,True,2024-03-05 19:57:00+00:00,2024
274,28494476,28494477,28494480,1,1,0.01737634465098381,0.039115634544585554,0.039115634544585554,0.0,0.007635000000000001,-0.0,0.03148063454458555,35,0.5833900000000001,0.6217600000000001,0.58718,0.6211700000000001,27338620,0.0055450000000000004,1,True,2024-03-05 19:57:00+00:00,2024
117,28494477,28494478,28494667,1,1,0.01000200491398573,0.09011151680144969,0.09011151680144969,0.0,0.004015,-0.0,0.08609651680144968,32,-0.6215700000000001,-0.53529,-0.6145200000000001,-0.53546,13989358,0.002845,1,True,2024-03-05 19:58:00+00:00,2024
14,28549048,28549049,28549061,1,1,0.018056783825159073,0.01132363240936951,0.01132363240936951,0.0,0.007175,-0.0,0.004148632409369511,41,0.6642300000000001,0.67549,0.6688500000000001,0.67549,2146622,0.0058200000000000005,1,True,2024-04-12 17:29:00+00:00,2024
96,28549112,28549113,28549116,1,1,0.0174504853785038,-0.07231217661072198,-0.07231217661072198,0.0,0.014364999999999998,-0.0,-0.08667717661072198,39,-0.10814000000000001,-0.1832,-0.10591000000000002,-0.18188000000000001,11763013,0.006285,1,True,2024-04-12 18:33:00+00:00,2024
39,28549114,28549115,28549146,1,1,0.011705204844474792,0.08189052831920751,0.08189052831920751,0.0,0.008535000000000001,-0.0,0.07335552831920751,59,1.9797600000000002,2.0584700000000002,1.9897900000000002,2.05898,4871600,0.007090000000000001,1,True,2024-04-12 18:35:00+00:00,2024
224,28549115,28549116,28549137,1,1,0.04293690621852875,0.05703730547758701,0.05703730547758701,0.0,0.009655,-0.0,0.04738230547758701,48,0.3244,0.37987000000000004,0.33038,0.38035,22286737,0.007665000000000001,1,True,2024-04-12 18:36:00+00:00,2024
14,28549115,28549116,28549130,1,1,0.022216083481907845,0.0,0.0,0.0,0.00722,-0.0,-0.00722,41,0.51522,0.51522,0.51761,0.5182,2146689,0.005520000000000001,1,True,2024-04-12 18:36:00+00:00,2024
116,28549115,28549116,28549142,1,1,0.016468439251184464,0.019732155331096957,0.019732155331096957,0.0,0.00673,-0.0,0.013002155331096957,46,2.53139,2.55093,2.53599,2.5521800000000003,13932237,0.005275,1,True,2024-04-12 18:36:00+00:00,2024
2,28549115,28549116,28549119,1,1,0.014287739992141724,0.014950659518134124,0.014950659518134124,0.0,0.011535,-0.0,0.003415659518134124,11,-8.83802,-8.82318,-8.837060000000001,-8.822230000000001,394878,0.00895,1,True,2024-04-12 18:36:00+00:00,2024
55,28550636,28550637,28550709,1,1,0.020156439393758774,-0.021818457602095553,-0.021818457602095553,0.0,0.0030050000000000003,-0.0,-0.024823457602095554,8,6.29286,6.2708,6.30791,6.27231,6123799,0.0019950000000000002,1,True,2024-04-13 19:57:00+00:00,2024
39,28550636,28550637,28550877,1,0,0.017797790467739105,0.04520182422644403,0.04520182422644403,0.0,0.00343,-0.0,0.04177182422644403,59,1.9025600000000003,1.9467700000000001,1.9148700000000003,1.95019,4871892,0.0021550000000000002,1,True,2024-04-13 19:57:00+00:00,2024
34,28550648,28550649,28550651,1,1,0.02345971204340458,0.03662474728201981,0.03662474728201981,0.0,0.005595,-0.0,0.03102974728201981,43,1.97907,2.0150400000000004,1.9818300000000002,2.0197000000000003,3994400,0.00337,1,True,2024-04-13 20:09:00+00:00,2024
75,28550648,28550649,28550703,1,1,0.013647302985191345,0.038180851189103304,0.038180851189103304,0.0,0.004435000000000001,-0.0,0.0337458511891033,27,1.7557900000000002,1.79326,1.7800300000000002,1.7945900000000001,9137308,0.00286,1,True,2024-04-13 20:09:00+00:00,2024
96,28550648,28550649,28550651,1,1,0.01357599813491106,0.010050167084167949,0.010050167084167949,0.0,0.010415,-0.0,-0.0003648329158320515,39,-0.43618,-0.42618000000000006,-0.42924,-0.42633000000000004,11764213,0.00812,1,True,2024-04-13 20:09:00+00:00,2024
232,28550671,28550672,28550695,1,1,0.02135668322443962,0.027347255612906407,0.027347255612906407,0.0,0.004220000000000001,-0.0,0.023127255612906406,35,2.11191,2.13889,2.1244199999999998,2.13995,23370694,0.001835,1,True,2024-04-13 20:32:00+00:00,2024
36,28629724,28629725,28629823,1,1,0.029405122622847557,0.08354708777236408,0.08354708777236408,0.0,0.003675,-0.0,0.07987208777236408,59,2.94607,3.02631,2.95507,3.02689,4070866,0.00237,1,True,2024-06-07 18:05:00+00:00,2024
88,28629724,28629725,28629726,1,1,0.014280566945672035,0.04333258642801052,0.04333258642801052,0.0,0.00976,-0.0,0.033572586428010524,19,1.3633300000000002,1.40575,1.35918,1.40511,10655203,0.006775,1,True,2024-06-07 18:05:00+00:00,2024
232,28629724,28629725,28629726,1,1,0.014154982753098011,0.028817413100509448,0.028817413100509448,0.0,0.008615000000000001,-0.0,0.020202413100509447,42,2.2186600000000003,2.2470700000000003,2.2180100000000005,2.2487600000000003,23384187,0.0058200000000000005,1,True,2024-06-07 18:05:00+00:00,2024
1,28629724,28629725,28629764,1,1,0.013900822959840298,0.08817284423200245,0.08817284423200245,0.0,0.006110000000000001,-0.0,0.08206284423200244,13,-10.5762,-10.491700000000002,-10.57647,-10.490840000000002,111051,0.005105,1,True,2024-06-07 18:05:00+00:00,2024
167,28629724,28629725,28629732,1,1,0.0129609489813447,0.08443596077246096,0.08443596077246096,0.0,0.00755,-0.0,0.07688596077246096,6,-4.04664,-3.96558,-4.03696,-3.96468,18130997,0.005625,1,True,2024-06-07 18:05:00+00:00,2024
182,28644583,28644584,28644587,1,1,0.012337921187281609,0.027891893974797854,0.027891893974797854,0.0,0.0035450000000000004,-0.0,0.024346893974797855,9,-2.5306200000000003,-2.5031100000000004,-2.5303700000000005,-2.50274,19415420,0.00222,1,True,2024-06-18 01:44:00+00:00,2024
73,28896304,28896305,28896307,1,1,0.025893377140164375,0.03840927610218414,0.03840927610218414,0.0,0.00491,-0.0,0.033499276102184145,3,-0.98038,-0.94269,-0.98014,-0.94282,8851480,0.003135,1,True,2024-12-09 21:05:00+00:00,2024
162,28896304,28896305,28896307,1,1,0.012797911651432514,0.03762038486898689,0.03762038486898689,0.0,0.007790000000000001,-0.0,0.029830384868986887,9,-6.399570000000001,-6.362640000000001,-6.395650000000001,-6.36096,17866150,0.004965000000000001,1,True,2024-12-09 21:05:00+00:00,2024
182,28896304,28896305,28896306,1,1,0.012486216612160206,0.04956941593321096,0.04956941593321096,0.0,0.009205000000000001,-0.0,0.040364415933210954,47,-2.9174800000000003,-2.8691000000000004,-2.9243500000000004,-2.8713900000000003,19456986,0.005090000000000001,1,True,2024-12-09 21:05:00+00:00,2024
232,28896304,28896305,28896306,1,1,0.01185128279030323,0.046687065088287794,0.046687065088287794,0.0,0.0076050000000000015,-0.0,0.03908206508828779,20,1.77682,1.8224500000000001,1.77326,1.8227700000000002,23458763,0.004405,1,True,2024-12-09 21:05:00+00:00,2024
177,28896304,28896305,28896306,1,1,0.010080198757350445,0.038118562206720163,0.038118562206720163,0.0,0.00935,-0.0,0.028768562206720163,25,3.53948,3.57689,3.53296,3.57636,18930605,0.00606,1,True,2024-12-09 21:05:00+00:00,2024
55,28975807,28975808,28975821,1,1,0.015299385413527489,0.04932804272652902,0.04932804272652902,0.0,0.004375,-0.0,0.044953042726529016,13,6.251900000000001,6.300050000000001,6.2609200000000005,6.3006,6156285,0.00298,1,True,2025-02-03 02:08:00+00:00,2025
89,28975807,28975808,28975813,1,1,0.011149847880005836,0.06823739948657592,0.06823739948657592,0.0,0.006635000000000001,-0.0,0.06160239948657592,2,7.730410000000001,7.79642,7.730470000000001,7.796600000000001,10965999,0.0049900000000000005,1,True,2025-02-03 02:08:00+00:00,2025
9,28976572,28976573,28976579,1,1,0.01033853180706501,0.011070833102496902,0.011070833102496902,0.0,0.002895,-0.0,0.008175833102496902,21,5.51097,5.52198,5.525860000000001,5.52238,1656269,0.001375,1,True,2025-02-03 14:53:00+00:00,2025
171,29335518,29335519,29335522,1,1,0.049081359058618546,-0.03879733255112483,-0.03879733255112483,0.0,0.018765,-0.0,-0.057562332551124834,36,-1.26976,-1.30933,-1.25773,-1.31118,18389691,0.01395,1,True,2025-10-10 21:19:00+00:00,2025
166,29335518,29335519,29335525,1,1,0.049074120819568634,0.05617089016592125,0.05617089016592125,0.0,0.020285,-0.0,0.03588589016592125,33,1.6886200000000002,1.74327,1.7645600000000004,1.7397600000000002,18111196,0.016595000000000002,1,True,2025-10-10 21:19:00+00:00,2025
123,29335518,29335519,29335545,1,1,0.024013064801692963,3.4943902140486243,3.4943902140486243,0.0,0.0382,-0.0,3.4561902140486245,24,0.06579,1.5686200000000001,0.20049,1.56987,14548049,0.033135000000000005,1,True,2025-10-10 21:19:00+00:00,2025
92,29335518,29335519,29335521,1,1,0.020731927827000618,-0.22614441075272185,-0.22614441075272185,0.0,0.019315000000000002,-0.0,-0.24545941075272185,35,-0.26788,-0.52425,-0.26527,-0.52594,11613010,0.01173,1,True,2025-10-10 21:19:00+00:00,2025
