,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2023-09-15 00:00:00+00:00,-0.00264939,0.990921,0.112334,0.0250384,-0.000714659,0,0,0,0,-0.000380956,-0.00227107,13,0.00450734
2023-09-16 00:00:00+00:00,0.000327838,0.991246,0.110522,0.0273975,-0.00195416,0.00414693,1.32677e-06,1.65847e-07,2.36961e-07,-0.000145518,0.000475878,13,0.000292626
2023-09-17 00:00:00+00:00,0.00111682,0.992353,0.108662,0.0288626,-0.00291161,0,0,0,0,-0.000154152,0.00127084,13,0.000339403
2023-09-18 00:00:00+00:00,-0.000486898,0.99187,0.110187,0.0288207,-0.00641906,0.00212175,6.78928e-07,8.4866e-08,1.30276e-07,-0.000194689,-0.000290866,13,0.00415289
2023-09-19 00:00:00+00:00,-0.00210994,0.989777,0.113695,0.0264375,-0.00797981,0.00204908,6.55761e-07,8.19701e-08,9.42354e-08,-0.000258897,-0.0018517,13,0.00341284
2023-09-20 00:00:00+00:00,-0.000399202,0.989382,0.11307,0.0274773,-0.00185539,0,0,0,0,-9.88529e-05,-0.00030003,13,6.95029e-06
2023-09-21 00:00:00+00:00,0.000228439,0.989608,0.111169,0.0274934,-0.00142478,0,0,0,0,-3.70088e-05,0.000265768,13,0
2023-09-22 00:00:00+00:00,-0.000611749,0.989003,0.110626,0.0272305,-0.00320599,0,0,0,0,-2.25024e-05,-0.000589148,13,0
2023-09-23 00:00:00+00:00,-3.64143e-05,0.988967,0.110714,0.0270025,-0.00554898,0,0,0,0,-1.82547e-05,-1.79267e-05,13,0
2023-09-24 00:00:00+00:00,8.10863e-05,0.989047,0.110392,0.0271439,-0.00668584,0,0,0,0,-2.46683e-05,0.000105931,13,0
2023-09-25 00:00:00+00:00,-0.000644546,0.98841,0.106186,0.029762,-0.000957199,0.00346743,1.10947e-06,5.08322e-07,1.12567e-07,-2.10041e-05,-0.000621813,12,0
2023-09-26 00:00:00+00:00,-0.00119464,0.987229,0.106951,0.0293192,-0.000129177,0,0,0,0,-8.01529e-05,-0.00111493,12,0
2023-09-27 00:00:00+00:00,-0.000601413,0.986635,0.107987,0.0288817,-0.00128914,0.00201758,6.45478e-07,8.06848e-08,1.01669e-07,-0.000200267,-0.000399763,12,0
2023-09-28 00:00:00+00:00,0.00188922,0.988499,0.107288,0.0313735,0.00280627,0,0,0,0,-2.02422e-05,0.00190818,12,0
2023-09-29 00:00:00+00:00,-4.66487e-05,0.988453,0.10818,0.0319259,0.00621558,0,0,0,0,-4.15712e-06,-4.20002e-05,12,0
2023-09-30 00:00:00+00:00,-0.000513215,0.987946,0.108279,0.0319531,0.00653372,0,0,0,0,-1.99858e-05,-0.000493239,12,0
2023-10-01 00:00:00+00:00,0.00154664,0.989474,0.110205,0.0314322,0.00391023,0,0,0,0,-1.45227e-06,0.00154783,12,0
2023-10-02 00:00:00+00:00,2.43857e-05,0.989498,0.107642,0.0347091,0.0147277,0.00418889,1.34059e-06,4.08159e-07,3.0759e-07,-5.04696e-06,3.23276e-05,10,0
2023-10-03 00:00:00+00:00,0.000775681,0.990265,0.105214,0.0342648,0.0150824,0,0,0,0,-7.84662e-06,0.000783463,10,0
2023-10-04 00:00:00+00:00,0.00163228,0.991882,0.104599,0.0346859,0.00885561,0.00414725,1.32719e-06,1.65899e-07,2.858e-07,1.66053e-06,0.00163142,10.4896,0.00394697
2023-10-05 00:00:00+00:00,-0.00113603,0.990755,0.116202,0.0235022,-0.00929043,0.0125727,4.02352e-06,5.02941e-07,8.11419e-07,1.2375e-05,-0.00114254,11.8438,0.011193
2023-10-06 00:00:00+00:00,0.000930945,0.991677,0.120826,0.0192352,-0.0136112,0,0,0,0,8.71676e-06,0.000922494,12,0.0099979
2023-10-07 00:00:00+00:00,0.00136948,0.993035,0.121349,0.0195888,-0.0121863,0.00625102,2.00029e-06,2.50036e-07,2.74967e-07,7.31466e-06,0.00136435,12,0.0103822
2023-10-08 00:00:00+00:00,-0.000576287,0.992463,0.133453,0.0142228,-0.0237035,0.0112154,3.58917e-06,4.48646e-07,2.01553e-07,5.60252e-06,-0.000576959,12,0.0139321
2023-10-09 00:00:00+00:00,0.00122431,0.993678,0.127905,0.0252745,-0.0174392,0.00852405,2.72831e-06,3.41038e-07,2.16517e-06,-1.28242e-05,0.00124315,10,0.0103986
2023-10-10 00:00:00+00:00,0.00115592,0.994827,0.129885,0.0230024,-0.0193412,0.0208424,6.66957e-06,8.33696e-07,9.59468e-07,-2.66939e-05,0.00119091,11,0.012212
2023-10-11 00:00:00+00:00,-0.00208087,0.992757,0.130927,0.0262367,-0.0113274,0,0,0,0,7.54177e-07,-0.00208311,11,0.0147218
2023-10-12 00:00:00+00:00,-0.00107954,0.991685,0.13105,0.0247468,-0.0121856,0,0,0,0,-3.87692e-06,-0.00107538,11,0.00901319
2023-10-13 00:00:00+00:00,0.000333392,0.992016,0.128587,0.0274926,-0.00790484,0.00411718,1.31741e-06,1.64676e-07,1.12223e-07,2.80639e-06,0.000332556,11,0.00308589
2023-10-14 00:00:00+00:00,-0.000290689,0.991727,0.127676,0.0286962,-0.00519304,0,0,0,0,6.50836e-06,-0.000296971,11,0.00409145
2023-10-15 00:00:00+00:00,0.00059407,0.992316,0.127189,0.0295364,-0.0092444,0.00202039,6.46502e-07,8.08127e-08,4.96013e-08,3.70422e-06,0.000591546,11,0.000855598
2023-10-16 00:00:00+00:00,0.00391952,0.996206,0.108631,0.0231642,0.00957739,0.0520099,1.66749e-05,3.8695e-06,2.0296e-06,6.6346e-06,0.00393538,10.2292,0.00227361
2023-10-17 00:00:00+00:00,0.00156833,0.997768,0.103996,-0.00771214,-0.00654512,0.0139774,4.47373e-06,7.562e-07,6.58305e-07,8.99368e-06,0.00156491,11,0.00826542
2023-10-18 00:00:00+00:00,-0.000292912,0.997476,0.10489,-0.00574216,-0.0105003,0.00867864,2.77712e-06,3.47139e-07,3.00553e-07,4.17545e-06,-0.000292597,11.6146,0.00971534
2023-10-19 00:00:00+00:00,6.02903e-06,0.997482,0.105616,-0.00269379,-0.0130009,0.00723742,2.31553e-06,2.89441e-07,2.40454e-07,2.12655e-05,-1.12835e-05,12,0.0074992
2023-10-20 00:00:00+00:00,-0.00160119,0.995885,0.108616,-0.00214432,-0.0147164,0.00408962,1.30859e-06,1.10657e-06,1.52841e-07,-5.15955e-05,-0.00154691,12,0.00668287
2023-10-21 00:00:00+00:00,0.000352743,0.996236,0.10572,0.00217872,-0.0116526,0.00206564,6.60979e-07,8.72534e-07,8.10198e-08,-3.29525e-05,0.000387994,12,0.0057194
2023-10-22 00:00:00+00:00,2.83108e-05,0.996264,0.103741,0.00516199,-0.00826757,0.00218964,7.00725e-07,3.41538e-07,7.38608e-08,-6.06167e-07,3.0378e-05,12,0.0050337
2023-10-23 00:00:00+00:00,-0.000440413,0.995825,0.104166,0.007656,-0.00560587,0.0202335,6.47402e-06,1.13501e-06,7.99525e-07,-7.62829e-05,-0.000351802,12.5417,0.00529878
2023-10-24 00:00:00+00:00,0.00235563,0.998171,0.140074,0.0143611,-0.00803451,0.0637239,2.03913e-05,9.52641e-06,2.9349e-06,0.000117338,0.00227111,14.1771,0.0101096
2023-10-25 00:00:00+00:00,-0.000401247,0.997771,0.181853,0.0290851,-0.00735477,0.00442588,1.41614e-06,3.76944e-07,9.3235e-08,0.000750453,-0.00114533,15,0.0118162
2023-10-26 00:00:00+00:00,0.000323589,0.998094,0.18488,0.029386,-0.00949905,0.0024462,7.82385e-07,9.77981e-08,2.00882e-07,0.000561003,-0.000233106,15,0.00919748
2023-10-27 00:00:00+00:00,0.00151792,0.999609,0.181451,0.0312879,-0.00807793,0.00417936,1.33699e-06,1.67124e-07,1.73872e-07,0.000138857,0.00138222,15.5729,0.00958076
2023-10-28 00:00:00+00:00,-0.000600077,0.999009,0.186287,0.0318964,-0.00942064,0.00844533,2.70188e-06,3.37735e-07,2.53331e-07,2.88443e-05,-0.000624763,17.6458,0.0105133
2023-10-29 00:00:00+00:00,-0.00198461,0.997026,0.188639,0.0331812,-0.0100304,0.00261594,8.37244e-07,1.04655e-07,1.05665e-07,3.48626e-05,-0.0020192,18,0.0117636
2023-10-30 00:00:00+00:00,0.00199865,0.999019,0.184899,0.0359293,-0.00862312,0.0280776,8.9827e-06,7.78677e-06,2.43423e-06,0.000117898,0.00189917,17.9688,0.00721999
2023-10-31 00:00:00+00:00,0.00228273,1.0013,0.184168,0.0369497,-0.00798198,0,0,0,0,9.44515e-05,0.00218688,18,0.0052214
2023-11-01 00:00:00+00:00,-0.000342492,1.00096,0.182149,0.0389802,-0.0065008,0,0,0,0,1.94569e-05,-0.000360791,18,0.00748309
2023-11-02 00:00:00+00:00,0.0010429,1.002,0.185003,0.0382473,-0.005509,0.0127454,4.07863e-06,2.0604e-06,4.43723e-07,2.3162e-05,0.00102676,18.3229,0.0111635
2023-11-03 00:00:00+00:00,0.000134773,1.00214,0.242785,0.0503278,-0.00695745,0.0784265,2.50956e-05,7.04869e-06,2.27457e-06,4.822e-06,0.000166074,20,0.0162079
2023-11-04 00:00:00+00:00,-0.000672662,1.00146,0.269571,0.0511705,-0.0130362,0.00201392,6.44649e-07,8.05811e-08,5.75384e-08,7.50265e-06,-0.000677322,20,0.0149174
2023-11-05 00:00:00+00:00,-0.00160108,0.999858,0.276203,0.0501524,-0.0150251,0.0106088,3.39475e-06,4.24344e-07,3.70976e-07,5.7547e-06,-0.00160172,20.2812,0.0137446
2023-11-06 00:00:00+00:00,0.00141375,1.00127,0.278651,0.0572573,-0.0111558,0.0657001,2.10241e-05,5.05917e-06,5.08818e-06,-3.15642e-05,0.0014794,21,0.0155491
2023-11-07 00:00:00+00:00,0.00107314,1.00235,0.317358,0.072396,-0.00682296,0.0575307,1.84116e-05,4.03191e-06,8.6293e-07,0.000224601,0.000874797,21,0.017608
2023-11-08 00:00:00+00:00,-0.00478769,0.997547,0.358359,0.0782449,-0.00597273,0.0174629,5.58757e-06,6.98447e-07,9.65587e-07,0.000710558,-0.00549942,21,0.0178766
2023-11-09 00:00:00+00:00,-0.00126731,0.996283,0.386654,0.0758129,-0.00959368,0.0323541,1.03526e-05,1.29407e-06,1.26612e-06,0.000745307,-0.0019671,21.5312,0.0159949
2023-11-10 00:00:00+00:00,-0.00910885,0.987208,0.382159,0.0727069,-0.00279044,0.0541244,1.73156e-05,2.16445e-06,2.66451e-06,0.000136528,-0.00925313,23,0.0146414
2023-11-11 00:00:00+00:00,-0.00122846,0.985995,0.370366,0.0786811,-0.00337955,0.0195128,6.24208e-06,7.8026e-07,8.70805e-07,6.78671e-05,-0.00127903,23.1042,0.0130044
2023-11-12 00:00:00+00:00,-0.0042511,0.981803,0.363117,0.0797121,-0.00572056,0.0237702,7.60212e-06,7.01427e-06,2.91755e-06,3.90705e-05,-0.00427261,24,0.0125938
2023-11-13 00:00:00+00:00,0.00670816,0.98839,0.327762,0.0883141,-0.00132492,0.102494,3.28005e-05,1.59134e-05,1.75722e-05,-2.03003e-05,0.0067776,22,0.0111943
2023-11-14 00:00:00+00:00,-0.00608064,0.98238,0.331001,0.0870994,-0.00439664,0.0574655,1.83898e-05,2.29873e-06,2.63972e-06,-1.54306e-05,-0.00605386,22.5833,0.0147829
2023-11-15 00:00:00+00:00,0.00144302,0.983797,0.351182,0.0829031,-0.00356796,0.00470014,1.5032e-06,1.87901e-07,1.22306e-07,2.22287e-05,0.00142703,23,0.0104866
2023-11-16 00:00:00+00:00,-0.00173031,0.982095,0.355301,0.0863711,0.00173245,0.00420983,1.34679e-06,1.68349e-07,1.23598e-07,-2.5858e-06,-0.00172179,23,0.00994902
2023-11-17 00:00:00+00:00,-0.000266383,0.981833,0.349057,0.0802438,0.000981854,0.00625256,2.00071e-06,2.50089e-07,1.71008e-07,-1.45614e-05,-0.000244451,23.6979,0.0100197
2023-11-18 00:00:00+00:00,-0.00236624,0.97951,0.344905,0.0804903,0.000657149,0.00418378,1.33825e-06,1.67282e-07,1.0337e-07,-1.61926e-05,-0.00234896,24,0.010036
2023-11-19 00:00:00+00:00,-0.00052357,0.978997,0.345709,0.0831205,-0.00109386,0.00206528,6.60898e-07,8.26123e-08,4.79767e-08,-7.25044e-06,-0.000513278,24,0.00901153
2023-11-20 00:00:00+00:00,0.00408104,0.982992,0.318186,0.0793577,-0.000859205,0.0623477,1.99506e-05,3.96038e-06,4.54962e-06,-1.31552e-05,0.0041188,23.5833,0.00831328
2023-11-21 00:00:00+00:00,-0.00217774,0.980852,0.369817,0.0848921,-0.00868905,0.123122,3.93971e-05,6.02876e-06,2.72692e-06,-1.83799e-05,-0.00210235,25,0.0150991
2023-11-22 00:00:00+00:00,0.000404285,0.981248,0.420943,0.104748,-0.0092772,0.0070492,2.25478e-06,2.81848e-07,1.90387e-07,-1.32125e-05,0.000427285,25,0.0136537
2023-11-23 00:00:00+00:00,0.00285413,0.984049,0.427206,0.107323,-0.00523048,0.00633243,2.02633e-06,2.53292e-07,2.52625e-07,-2.4917e-05,0.00288175,25,0.0132391
2023-11-24 00:00:00+00:00,-0.00131588,0.982754,0.440417,0.104192,-0.0101979,0.0169383,5.41959e-06,6.77449e-07,4.63656e-07,-3.04235e-05,-0.00127136,25.7083,0.016811
2023-11-25 00:00:00+00:00,-0.00183756,0.980948,0.443731,0.107935,-0.00770581,0.0195886,6.26847e-06,1.04158e-06,1.03168e-06,-4.22542e-05,-0.00178599,26,0.015917
2023-11-26 00:00:00+00:00,-0.00111962,0.97985,0.442889,0.12026,0.00388651,0.0115489,3.69497e-06,4.61871e-07,6.44881e-07,0.000223195,-0.00133531,26,0.0125487
2023-11-27 00:00:00+00:00,0.00161766,0.981435,0.431335,0.0987562,-0.0133561,0.0477334,1.52759e-05,4.86456e-06,2.88301e-06,1.00198e-05,0.00163281,24.7292,0.0131272
2023-11-28 00:00:00+00:00,0.00109432,0.982509,0.436022,0.0980004,-0.0141208,0.0387137,1.23906e-05,2.45098e-06,1.15404e-06,-2.31823e-05,0.00113689,25,0.0152193
2023-11-29 00:00:00+00:00,0.00176503,0.984243,0.453636,0.0979148,-0.0159281,0.0180967,5.79131e-06,7.69701e-07,4.7475e-07,-2.70762e-05,0.00180149,25,0.0165685
2023-11-30 00:00:00+00:00,0.000544909,0.984779,0.454823,0.0974769,-0.0163234,0.00737491,2.36071e-06,2.95089e-07,2.14112e-07,-1.79815e-05,0.000568777,25,0.0168923
2023-12-01 00:00:00+00:00,0.00451654,0.989227,0.484364,0.102612,-0.0178853,0.0718368,2.29889e-05,2.87362e-06,9.07904e-07,-2.48322e-05,0.00456236,25,0.0188472
2023-12-02 00:00:00+00:00,-0.00369205,0.985575,0.56615,0.125996,-0.0218991,0.0407821,1.30527e-05,1.66987e-06,4.86792e-07,-1.76623e-06,-0.00366285,25,0.0228683
2023-12-03 00:00:00+00:00,0.00618248,0.991668,0.576778,0.132373,-0.0233252,0.0113092,3.61694e-06,4.52117e-07,2.91465e-07,5.05175e-06,0.00617849,25,0.0217014
2023-12-04 00:00:00+00:00,0.00751772,0.999123,0.659885,0.176039,-0.0256453,0.25315,8.10868e-05,1.11471e-05,1.21542e-05,3.81896e-05,0.00762013,25.3333,0.0280387
2023-12-05 00:00:00+00:00,0.00687013,1.00599,0.776335,0.237553,-0.0149171,0.161727,5.17427e-05,8.74381e-06,6.74178e-06,2.28273e-05,0.00695565,27.4167,0.030774
2023-12-06 00:00:00+00:00,0.00930124,1.01534,0.86839,0.233278,-0.00996305,0.329973,0.000105606,2.948e-05,1.11882e-05,-1.96112e-05,0.0094932,28.5938,0.0324415
2023-12-07 00:00:00+00:00,0.00233283,1.01771,0.951906,0.210439,-0.00393761,0.357434,0.000114378,2.00045e-05,1.40046e-05,-4.09739e-05,0.00255763,29.2604,0.0353994
2023-12-08 00:00:00+00:00,-0.00528118,1.01234,1.1154,0.219028,-0.00470881,0.227379,7.27529e-05,1.51587e-05,8.5707e-06,3.79228e-05,-0.00520027,30,0.0349668
2023-12-09 00:00:00+00:00,0.00100988,1.01336,1.1556,0.225943,0.000676252,0.131491,4.2079e-05,1.84765e-05,5.06226e-06,-7.85452e-05,0.00119722,30,0.0331486
2023-12-10 00:00:00+00:00,-0.00964203,1.00359,1.15218,0.232305,-0.00258803,0.190998,6.11027e-05,1.19865e-05,7.11816e-06,-0.000184662,-0.00939487,30,0.0334928
2023-12-11 00:00:00+00:00,-0.0214072,0.982106,1.0843,0.225194,-0.00165512,0.405122,0.000129662,5.2919e-05,3.55519e-05,-3.33495e-05,-0.0213199,29,0.030543
2023-12-12 00:00:00+00:00,-0.0119592,0.97036,0.989817,0.197212,-0.00124614,0.151076,4.83237e-05,2.48954e-05,7.79462e-06,7.47566e-05,-0.0119678,29,0.0256813
2023-12-13 00:00:00+00:00,0.00648256,0.976651,0.910841,0.190388,-0.000966791,0.0813833,2.60394e-05,1.74547e-05,3.65061e-06,2.95023e-06,0.00653859,28.9375,0.0220204
2023-12-14 00:00:00+00:00,0.00360888,0.980176,0.935021,0.1988,0.00306226,0.0676933,2.16642e-05,1.09239e-05,1.71765e-06,5.79683e-05,0.00359962,29,0.0244112
2023-12-15 00:00:00+00:00,0.000229301,0.9804,0.959062,0.212005,0.00375877,0.02324,7.43535e-06,3.20766e-06,5.25137e-07,0.000124594,0.000133699,29,0.0259755
2023-12-16 00:00:00+00:00,-0.00838003,0.972184,0.905971,0.213765,9.15819e-05,0.116437,3.72546e-05,1.5706e-05,4.89112e-06,6.13336e-05,-0.00840331,29,0.0237126
2023-12-17 00:00:00+00:00,0.00178891,0.973924,0.873199,0.216856,-0.000869226,0.0466394,1.4925e-05,6.104e-06,1.64466e-06,-9.27794e-06,0.00183864,29.7396,0.0204287
2023-12-18 00:00:00+00:00,0.000611244,0.974519,0.81235,0.195421,-0.00342404,0.135866,4.34692e-05,7.39929e-06,6.39976e-06,-3.18576e-05,0.000712377,29.9792,0.0211196
2023-12-19 00:00:00+00:00,-0.000801487,0.973738,0.847521,0.194488,-0.00224477,0.0243994,7.80326e-06,1.12847e-06,9.61037e-07,7.03265e-05,-0.000842178,30,0.0219995
2023-12-20 00:00:00+00:00,-0.00735782,0.966573,0.857442,0.195978,-0.00425936,0.0310278,9.91799e-06,1.23975e-06,2.67845e-06,2.10923e-05,-0.00735187,30,0.0188367
2023-12-21 00:00:00+00:00,-0.014133,0.952913,0.861684,0.202387,0.000499015,0.0443028,1.41707e-05,1.78021e-06,6.97096e-07,-4.93982e-05,-0.014134,30,0.0159093
2023-12-22 00:00:00+00:00,0.00311661,0.955883,0.784679,0.185424,-0.00356892,0.126736,4.05804e-05,8.07837e-06,3.64385e-06,1.28697e-06,0.00318749,30,0.0135214
2023-12-23 00:00:00+00:00,-0.0101446,0.946185,0.743627,0.182014,-0.00314695,0.0175883,5.62467e-06,2.59555e-06,7.22973e-07,0.000104976,-0.0102784,30,0.0139381
2023-12-24 00:00:00+00:00,-0.00266209,0.943667,0.728555,0.19126,-0.00339513,0.0468752,1.49943e-05,6.10104e-06,1.85553e-06,6.27507e-06,-0.00262602,30,0.00922003
2023-12-25 00:00:00+00:00,-0.000623028,0.943079,0.676102,0.185096,-0.00295966,0.048471,1.55039e-05,4.52877e-06,4.0641e-06,-7.84391e-05,-0.00050817,28,0.00687675
2023-12-26 00:00:00+00:00,0.00744632,0.950101,0.629898,0.166779,-0.00861632,0.105435,3.37519e-05,1.16816e-05,4.20626e-06,-0.000135549,0.00762259,28,0.00590117
2023-12-27 00:00:00+00:00,0.0126346,0.962105,0.514753,0.158441,-0.00738173,0.102528,3.28171e-05,8.83093e-06,5.31001e-06,4.7373e-05,0.0125688,28.4479,0.00830669
2023-12-28 00:00:00+00:00,0.00140844,0.96346,0.512948,0.161911,-0.000650169,0.0789329,2.52605e-05,9.17762e-06,3.10302e-06,0.000108854,0.00134951,29,0.0141816
