,gain_share
amihud_long,1.4425958493692705
cs_vol_level,1.3283693516996509
log_dollar_volume,0.9600660257545813
trade_size,0.7312976174832839
volvol_long,0.6557808555704161
beta,0.6254018516560365
cs_amihud_long,0.5817410032864825
kurt_long,0.566804399376569
ivol_share,0.5297304942471586
cs_beta,0.5074476606600746
mkt_funding,0.49199857828861127
skew_long,0.4505705196711409
mkt_vol,0.4436458984470703
dow_cos,0.40034233415544546
cs_funding_sum_4320m,0.3884866680333813
cs_funding_sum_1440m,0.37501747850873346
funding_sum_4320m,0.36892446866363904
vol_level,0.36102927103690435
dvol_surprise_long,0.35243883563916106
mkt_ret_10080m,0.31047824892992565
semivar_asym,0.2964357289916418
cs_funding_sum_480m,0.2874561575211698
gk_vol_day,0.28711173824840047
trend_1440m_5760m,0.2698917214635477
dispersion,0.2654603910740265
ret_10080m,0.24769863237961046
premium_ema_day,0.24115729173369868
dist_high_10080m,0.23915278649349606
range_pos_10080m,0.23819273001366992
funding_z,0.23229557348148291
funding_sum_1440m,0.22136869844671273
cs_range_pos_10080m,0.21387994377858008
dist_low_10080m,0.20286680322592235
cs_ret_10080m,0.19389808673111944
iret_10080m,0.1893578030363452
clv_day,0.1873862603416732
flow_ret_div,0.179694181374217
cs_iret_10080m,0.17089037949421204
cs_premium,0.1591645055802082
dow_sin,0.15885243859822396
ret_1440m,0.1582830678605522
funding_last,0.12772260903716184
flow_1440m,0.1275693778644094
cs_trend_240m_1440m,0.11094717261614605
hl_spread_proxy,0.10940016603544728
iret_4320m,0.10420545975453535
ret_4320m,0.09904794063025142
mkt_ret_4320m,0.09891110852073236
iret_1440m,0.09857626507580956
park_ratio_4320m,0.09792954692079636
cs_ret_4320m,0.09259216326116307
funding_sum_480m,0.08479723894831608
cs_iret_4320m,0.0715631246223799
cs_flow_1440m,0.06998249329947133
cs_ret_1440m,0.06530243389092837
btc_minus_mkt_day,0.060487175299824524
mkt_flow_day,0.06046157809388203
breadth_day,0.05631085501205375
iret_480m,0.05533673429554612
park_ratio_1440m,0.05422757170174433
flow_persist,0.04875509536399004
mkt_premium,0.04759159495259639
rv_ratio_4320m,0.04575798462386818
mkt_vol_ratio,0.04545411422094221
cs_ret_480m,0.044792988928269384
cs_iret_1440m,0.04238916146284244
rv_ratio_1440m,0.04161232432676765
dist_low_1440m,0.03686350593324396
cs_dvol_surprise_day,0.036508955434269366
flow_z_long,0.03432710531361216
cs_flow_persist,0.03334745824285812
trend_240m_1440m,0.03326240162972152
dist_high_1440m,0.0307327316837657
iret_60m,0.029701218771782573
iret_240m,0.029443027327987217
mkt_ret_1440m,0.02913538036786478
cs_ret_240m,0.02762893720886304
iret_120m,0.026799582919247247
funding_chg_day,0.026616510650464553
premium,0.02654037627724307
cs_flow_z_long,0.02248798506887652
range_pos_1440m,0.018716372563331987
premium_z,0.0178084626541251
dvol_surprise_day,0.0164098123436905
ret_480m,0.012943618311511529
iret_30m,0.007629519343816667
cs_ret_120m,0.006501756086925799
cs_ret_30m,0.004813352904019014
park_ratio_240m,0.00436679294349209
hour_cos,0.0030818936856553836
cs_ret_60m,0.0027098430141419237
rv_ratio_240m,0.0021078905230998935
mkt_ret_240m,0.0012693249516501964
ret_240m,0.0009749002528901629
flow_240m,0.0007642277937441353
trend_60m_240m,0.0005841830407638303
hour_sin,0.00021346258131709321
cs_flow_240m,0.0001732409213063033
dist_high_240m,0.00015669171440280843
iret_15m,0.00015309207693167386
premium_chg_8h,0.00015221501040783394
to_funding,0.0001393758979140999
btc_minus_mkt_4h,0.00012116181435206487
ret_120m,9.435457340371803e-05
dist_low_240m,7.577950958945654e-05
ret_30m,7.384723317110531e-05
cs_flow_60m,4.905898857137438e-05
cs_premium_chg_8h,4.513960515222459e-05
ret_60m,3.075874494054631e-05
flow_15m,2.115503964670657e-05
ret_15m,1.9251907572917338e-05
cs_ret_15m,1.7678032739639358e-05
range_pos_240m,0.0
flow_60m,0.0
cs_flow_15m,0.0
mkt_ret_15m,0.0
mkt_ret_60m,0.0
