name,N,lbs,kind,hl,band,sharpe_is,sharpe_oos,cagr_is,cagr_oos,vol_is,vol_oos,maxdd_close_is,maxdd_close_oos,gross_is,turnover_is,cost_is,fund_is,cost_oos,fund_oos,sharpe_is_precost,sharpe_oos_precost,sum_2022,sum_2023,sum_2024,sum_2025,sum_2026
N30_short_sign_hl20_b0.0,30,short,sign,20,0.0,0.06194910888663546,0.2594523129515662,-0.008669126022378904,0.03201408567962938,0.20791400676713312,0.19218590700239008,0.2816323066564448,0.15851071258367644,0.46374431548176404,91.16596539258907,0.09179389309903907,-0.012665641773430212,0.0936326774896061,-0.010250226430714188,0.5033945212230928,0.7454576696401591,0.006831206462456644,0.10785270944856878,-0.0760083656673978,0.05961882046310554,0.023440772626720542
N20_all_sign_hl60_b0.5,20,all,sign,60,0.5,0.05905700419447421,0.7772249096775404,-0.00803945823419927,0.13663482939827976,0.19945578132670944,0.18717368921908387,0.3054662250669915,0.1249853730434417,0.44468296989638206,58.30079166576725,0.050491779255408174,-0.015376382357000784,0.04874438534658573,-0.004695820698636701,0.31230278935223627,1.0363019206248498,0.010922391465444142,0.10426530388392106,-0.07981764065838368,0.11154736950949513,0.13077986514246986
N20_long_sign_hl20_b0.5,20,long,sign,20,0.5,0.033706392292491914,1.033311559408643,-0.011734443174376996,0.19665670926931345,0.1912606395861141,0.1913691338308855,0.31868642450243867,0.14643714913390982,0.4545300159782379,43.35072620119118,0.037808049317737805,-0.01525337206699351,0.03294350669303449,-0.002763821318002453,0.23138557040429733,1.2041288149343368,0.05834888866384811,0.01592570714852469,-0.05491681515974072,0.10997316970070603,0.2194194723970911
N20_long_sign_hl60_b0.5,20,long,sign,60,0.5,0.032147104969049704,0.811850757440187,-0.012571479973012334,0.147261953965369,0.19470532954257333,0.19179726579738174,0.32048572842555234,0.1672501688874931,0.45850518837643073,43.13582560849382,0.03753432947569064,-0.015192898930255232,0.032157704139968615,-0.0019188210349772162,0.22492130414875292,0.9785131212126178,0.03432688848100451,0.046285973572147886,-0.0618180755247825,0.0679334511955415,0.1914422730555194
N20_short_sign_hl60_b0.5,20,short,sign,60,0.5,0.011998343400047982,0.7235365900533599,-0.017935526198732177,0.12610818650422373,0.20263491004586326,0.1885105913301497,0.29652313105342043,0.13852146274441768,0.45385141345048297,73.54626050110863,0.06353395240937837,-0.013869012100954274,0.062365401704461434,-0.005001969094864979,0.3254891551171639,1.0534576081623355,-0.006537116735388119,0.06069961228350517,-0.04686198479145233,0.09951792133125571,0.12768136838790883
N20_short_sign_hl20_b0.5,20,short,sign,20,0.5,-0.0053731523312153945,0.7673054557669767,-0.021509644051823984,0.13536329363139732,0.20319087355482043,0.18837508287358387,0.31554558834586777,0.14035955095223007,0.4582305675663554,74.94309585193191,0.06485194088421596,-0.014364957814432353,0.0626394583887796,-0.006016531496626655,0.3137563358142071,1.0987425981020433,-0.03146114589895621,0.051890918093594175,-0.023708089908203472,0.1340662592058366,0.1067037877043827
N20_long_sign_hl60_b0.0,20,long,sign,60,0.0,-0.0068154640824793925,0.890457332629638,-0.02097219442902365,0.1673253411440514,0.19933721721758718,0.19502598852753023,0.33543928557257197,0.1650499426628933,0.47125701905712375,58.33655487347963,0.051001761398395996,-0.015483918298256544,0.04514045897013712,0.010961239949638412,0.2490259968359526,1.1207581328004865,0.0193156285529736,0.01312910539682399,-0.03652418300759404,0.1010883496262237,0.1881902572091496
N20_long_sign_hl20_b0.0,20,long,sign,20,0.0,-0.01989626211932581,0.9895937511751635,-0.02346309456476703,0.19011774588893005,0.19905855948478335,0.1950052293799446,0.3390524489912422,0.15898418147943894,0.4729849479685322,58.68613419282951,0.051369326249051925,-0.015235798326184699,0.04622805639659781,0.007963834631926025,0.2381344725094855,1.2251649087398586,0.03228149810973577,0.0025587751165711543,-0.04673268779934443,0.12107737457075576,0.200372985747191
N40_short_sign_hl60_b0.0,40,short,sign,60,0.0,-0.04498607594900291,0.0016013487225900406,-0.02995757093827489,-0.017229336370296888,0.20574290845157273,0.18841641133161316,0.29955070704263953,0.176176673120233,0.46817828453130556,91.79235998591567,0.09905193774583647,-0.011866797940643211,0.09851959487292823,-0.011220672092001038,0.4367309942746222,0.523604884084131,0.019205241243888258,0.05910986051058672,-0.10610715778654628,0.024113128587316877,-0.023610536831707725
N40_short_sign_hl20_b0.0,40,short,sign,20,0.0,-0.11170265514824607,0.015667269225908376,-0.04339806260964851,-0.014838416878703686,0.20641789892347048,0.18981174306027992,0.3300184324698431,0.1644886959741102,0.46839987615137685,92.56771489472112,0.0999313148427739,-0.013152528739545822,0.09905294695430399,-0.011525919851443295,0.37262025826083034,0.53651525734202,0.0010018308882559304,0.030465426108351047,-0.10070271017014631,0.046197232647630565,-0.041243562341042254
N20_short_sign_hl60_b0.0,20,short,sign,60,0.0,-0.13638431871207282,0.6272418638364833,-0.04784146469004669,0.10677147319646618,0.20505580034164927,0.19045164823708538,0.34206209951804434,0.13219002080957287,0.4638694018019965,90.88959560485944,0.07889411327588607,-0.013713797967015214,0.07760543334132561,-0.0005314492485891684,0.24832926869278035,1.0338024093403655,-0.05263059004349501,0.04183609931370738,-0.0731813164148697,0.07465619412884077,0.124333455353525
N20_short_sign_hl20_b0.0,20,short,sign,20,0.0,-0.1854012788568133,0.6424994247901485,-0.05766969571953928,0.11058194093021001,0.20583912145317249,0.1916100512626142,0.3503939161606552,0.1340938552224199,0.4688049301376096,92.41648678391574,0.08033921270750133,-0.012985176406893496,0.07792672792480108,-0.0018551184061702693,0.20487914400258575,1.048246226675873,-0.055143132158411406,0.01337301034059818,-0.07282294296677441,0.09817161342176695,0.10689820415057892
