tsmom,scheme,sharpe_cis,sharpe_oos,y2025,y2026,tsmom_sharpe_oos
N30_long_z_hl20_b0.0,equal_capital_3,1.8635744357100859,1.4882991877542007,0.1966718841520998,0.0072162096781573926,0.5565305196008515
N30_long_z_hl20_b0.5,inv_vol_3,9.681055280031515,4.699320809875521,0.07460601026302616,0.00847806815171559,0.6055266588990693
N30_long_z_hl20_b0.5,inv_vol_book_tsmom,1.4161687095676139,1.6962405063168149,0.3564738313516209,-0.026490808160211654,0.6055266588990693
N30_long_z_hl20_b0.5,equal_capital_3,1.8396307017288702,1.5679795932675609,0.20474691297486625,0.0022576579539628217,0.6055266588990693
N30_long_z_hl60_b0.0,inv_vol_3,9.766603086817568,4.4949904197810735,0.07188717522209065,0.008997843201387523,0.37152507410529767
N30_long_z_hl60_b0.0,inv_vol_book_tsmom,1.5827649738708736,1.5324945623922424,0.3236875118697784,-0.02169887037276763,0.37152507410529767
N30_long_z_hl60_b0.0,equal_capital_3,2.0403433910409965,1.3253812149165443,0.17302749099318615,0.008207707695406574,0.37152507410529767
N30_long_z_hl60_b0.5,inv_vol_3,9.882639761074683,4.5766536759864085,0.07250564370927748,0.008262395762393515,0.37287972260554375
N30_long_z_hl60_b0.5,inv_vol_book_tsmom,1.6850586535195988,1.5558490695139988,0.33058429382793353,-0.02877661425780753,0.37287972260554375
N30_long_z_hl60_b0.5,equal_capital_3,2.1751247263782996,1.3654250769703238,0.18050034796132763,0.0004099337310197182,0.37287972260554375
N40_all_sign_hl20_b0.0,inv_vol_3,9.409090341362855,4.308180172909325,0.072163804142652,0.006590342760677714,0.15967852499946855
N40_all_sign_hl20_b0.0,inv_vol_book_tsmom,1.3114068692015457,1.3897849651395302,0.3268637552032474,-0.045776402330000354,0.15967852499946855
N40_all_sign_hl20_b0.0,equal_capital_3,1.6928987283502706,1.136886002617327,0.17608957027697714,-0.016830253448428367,0.15967852499946855
N40_all_sign_hl20_b0.5,inv_vol_3,9.545881501230191,4.323181032696655,0.07231330312959239,0.0061425060150710475,0.1353622772662475
N40_all_sign_hl20_b0.5,inv_vol_book_tsmom,1.490180424897425,1.386033775256853,0.3274530311359962,-0.049841843844177336,0.1353622772662475
N40_all_sign_hl20_b0.5,equal_capital_3,1.9288973615020946,1.1402546087300132,0.17815151387393402,-0.021304072665995988,0.1353622772662475
N40_all_sign_hl60_b0.0,inv_vol_3,9.391809650553803,4.299081751368352,0.07138385605242203,0.006788069662218232,0.10963276590921425
N40_all_sign_hl60_b0.0,inv_vol_book_tsmom,1.3015277401259064,1.3626795600115185,0.3166289628442276,-0.04375870144949112,0.10963276590921425
N40_all_sign_hl60_b0.0,equal_capital_3,1.683181164351498,1.1031246981593452,0.16724561411265282,-0.014794641263680908,0.10963276590921425
N40_all_sign_hl60_b0.5,inv_vol_3,9.502791874806665,4.374212950786257,0.071910576141621,0.006927838240823325,0.17580263482926528
N40_all_sign_hl60_b0.5,inv_vol_book_tsmom,1.4223282641557888,1.4156141241669147,0.32304994922247543,-0.04219157128692719,0.17580263482926528
N40_all_sign_hl60_b0.5,equal_capital_3,1.8404927633110666,1.176737807910274,0.17344304165402114,-0.013285365312229125,0.17580263482926528
N40_all_z_hl20_b0.0,inv_vol_3,9.364786466852228,4.447466947048789,0.07324534525247461,0.008823573528043749,0.46419193222076705
N40_all_z_hl20_b0.0,inv_vol_book_tsmom,1.2293593305220611,1.567129395743128,0.34111685012044113,-0.023550246702868538,0.46419193222076705
N40_all_z_hl20_b0.0,equal_capital_3,1.5902633710818959,1.372771844547708,0.18854213936818365,0.00633912615734511,0.46419193222076705
N40_all_z_hl20_b0.5,inv_vol_3,9.425639939431,4.533155698312353,0.07296582056521217,0.008884140887215564,0.47257782225852596
N40_all_z_hl20_b0.5,inv_vol_book_tsmom,1.2507463736954911,1.5918597601778086,0.33607605598080226,-0.022619740137078792,0.47257782225852596
N40_all_z_hl20_b0.5,equal_capital_3,1.626726279744475,1.4224318405977,0.18572666385662684,0.006658269815086548,0.47257782225852596
N40_all_z_hl60_b0.0,inv_vol_3,9.394116506794937,4.471139338580092,0.07188678809509841,0.009824651307515753,0.44591040008134614
N40_all_z_hl60_b0.0,inv_vol_book_tsmom,1.2837420132354533,1.5586119160935206,0.3229302197918622,-0.013307563627355301,0.44591040008134614
N40_all_z_hl60_b0.0,equal_capital_3,1.6647981310035833,1.3691032906765415,0.17301887072473,0.016685857249977953,0.44591040008134614
N40_all_z_hl60_b0.5,inv_vol_3,9.429682121903754,4.536696482630865,0.07190295326872742,0.009480109445754836,0.4315823329714
N40_all_z_hl60_b0.5,inv_vol_book_tsmom,1.3116911100488124,1.569612142776072,0.3237559964035899,-0.0167023937945745,0.4315823329714
N40_all_z_hl60_b0.5,equal_capital_3,1.6971628194060004,1.3842437510340062,0.1732894441889985,0.013336470440829196,0.4315823329714
N40_short_sign_hl20_b0.0,inv_vol_3,9.158200036066088,4.385163010855734,0.07260614130179022,0.004764040978829653,0.015667269225904373
N40_short_sign_hl20_b0.0,inv_vol_book_tsmom,1.0449441967032176,1.3526372248626566,0.33657500910925964,-0.06432135125979022,0.015667269225904373
N40_short_sign_hl20_b0.0,equal_capital_3,1.330043931864055,1.0508700747565534,0.18106073575800385,-0.03587792622995667,0.015667269225904373
N40_short_sign_hl20_b0.5,inv_vol_3,9.343347356668163,4.516752810130021,0.07457526882834609,0.004591258824577782,0.19126861601530773
