mod,L,start,strategy,k_dl,risk_mode,H,th_in,th_out,K,universe,balance,R,delta,cagr,maxdd,worst_day,sharpe,liq,cuts,entries,funding,costs,y2025,y2026,period
exAPE,10.0,2025-01-01,,12.0,,720,0.05,0.0125,6,all,True,4,0.5,0.0727759088183848,-0.05466861395097056,-0.012152369014948539,1.4535849449008933,0,0,12,0.17906900709400267,0.044999557448557825,0.0026485939435350048,0.12108091640749064,OOS
exDYDX,10.0,2025-01-01,,12.0,,720,0.05,0.0125,6,all,True,4,0.5,0.041729840716072664,-0.050559349191618974,-0.023715727270386955,0.8281594242577778,0,2,8,0.15702405866299768,0.07445730451439539,0.0026485939435350048,0.06759525673713007,OOS
exORDI,10.0,2025-01-01,,12.0,,720,0.05,0.0125,6,all,True,4,0.5,0.026649241541843116,-0.12324331974404323,-0.038300642890048864,0.45980249828464237,0,3,12,0.16756185578126206,0.1235110136439107,0.0026485939435350048,0.04199255397457624,OOS
exWLD,10.0,2025-01-01,,12.0,,720,0.05,0.0125,6,all,True,4,0.5,0.02460702651110691,-0.09566287355335001,-0.038300642890048864,0.4274391891023331,0,3,12,0.16436442330502224,0.12316448443233946,0.0026485939435350048,0.038544531170159546,OOS
exBTC,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exETH,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exSOL,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exXRP,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exDOGE,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exADA,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exLINK,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exAVAX,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.03621789277349552,-0.17761469686932752,-0.03837157062459384,0.4827515397196007,0,7,10,0.23844374763004403,0.1747618850925774,0.0,0.061011487585334034,OOS
exLTC,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exDOT,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exBCH,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exTRX,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exATOM,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exETC,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exFIL,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exNEAR,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exUNI,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exAAVE,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exCRV,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.062471555512970456,-0.1446844400793138,-0.021306319111589533,0.8549331288664738,0,7,10,0.2377493304838597,0.11665385941603515,0.003972890915302951,0.10175787338334952,OOS
exSAND,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exAXS,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,-0.023561527928242954,-0.13777062440213594,-0.024972127714875003,-0.6614837015932394,0,7,8,0.025957738390720082,0.07992442075534106,0.003972890915302951,-0.04271611768913486,OOS
exGALA,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exXLM,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exAPT,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,-0.03891849380123258,-0.1740413408627417,-0.03773195481249003,-0.7351915711872818,0,8,13,0.09063124421476285,0.16368446417247645,-0.011333303905028735,-0.053212473628639345,OOS
exARB,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exOP,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exSUI,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exINJ,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.029074997577035022,-0.1691658351619293,-0.03585991645698838,0.3919410254142038,0,8,12,0.24374459766447035,0.19291945994077037,0.003972890915302951,0.04471420695894368,OOS
exSHIB,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exPEPE,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exWIF,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exLDO,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exTIA,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exBNB,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exAPE,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.05886828475275774,-0.14791261685248636,-0.021713509243836082,0.7910165066199435,0,4,12,0.2540559502323334,0.1301883394122583,0.003972890915302951,0.09554504700109234,OOS
exDYDX,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.05880895132245678,-0.07636934565316544,-0.024722771908341823,0.8093596495450074,0,9,8,0.23837284831848557,0.11812285459061424,0.003972890915302951,0.09544286061396523,OOS
exORDI,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.038699070335000973,-0.17760644752331645,-0.038371429472727425,0.5114029601043086,0,7,12,0.2533016856131282,0.18349775620473954,0.003972890915302951,0.06102852577493745,OOS
exWLD,15.0,2025-01-01,,2.0,,720,0.05,0.0125,6,all,True,4,0.5,0.034415952764570656,-0.13126219601949174,-0.038371429472727425,0.46007891514536403,0,7,12,0.2484232098672215,0.18501569478390026,0.003972890915302951,0.05375550379951233,OOS
