thr_in,thr_out_f,K,hedge,side,universe,L,cagr_is,maxdd_is,worst_day_is,sharpe_is,final_is,trades_is,liq_is,funding_is,costs_is,years_is,cagr_oos,maxdd_oos,worst_day_oos,sharpe_oos,final_oos,trades_oos,liq_oos,funding_oos,costs_oos,years_oos,variant
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.956803090070767,0.0,155,130,0.1216699690325054,0.12940911711122474,"{""2022"": -0.9985927439873781, ""2023"": -0.557230781862083, ""2024"": -1.0}",-0.9999845134330791,-0.999999990328895,-0.7485095064145133,-1.547435656277382,9.719665617114588e-09,326,277,0.06683872882924809,0.0991982479841199,"{""2025"": -0.9999996320948755, ""2026"": -0.9735810539975299}",excl_top5_is
2.0,0.0,10,btc,both,all,1,0.7607296957924039,-0.548327023022094,-0.2603524020003155,1.3468026593119984,5.467026732197932,1261,7,10.180572100784119,2.5185090472197444,"{""2022"": 2.129657012155283, ""2023"": 0.12147942399903244, ""2024"": 0.5576258389984299}",0.6479785524831183,-0.5273102844659804,-0.3590788924075692,0.9464919844597202,2.2981998725256885,1070,13,10.04144150318524,0.930598193081996,"{""2025"": 0.9326268543940195, ""2026"": 0.189158614504656}",mark_liq
2.0,0.0,10,btc,both,all,3,0.1948219080685616,-0.8939237912002622,-0.44304301285877923,0.7711843968924236,1.7065590530186614,1224,57,25.462682916621674,5.936257854579661,"{""2022"": 2.025182397192569, ""2023"": 0.13311787593122637, ""2024"": -0.5021544089374161}",0.10964370369136445,-0.9501890302374301,-0.6483479691868073,1.044173481513636,1.1892267200147972,1123,113,42.43027369054117,4.281606607791127,"{""2025"": 4.761821987615379, ""2026"": -0.7936023149325067}",mark_liq
2.0,0.0,10,btc,both,all,5,-0.6191754791871449,-0.9918614254987647,-0.6313848930196799,0.39160448047503876,0.05508406904397575,1033,139,12.29323100752489,3.3822533377655737,"{""2022"": -0.009404277918790394, ""2023"": 0.0020769634464481435, ""2024"": -0.9445082415069466}",-0.9857218942689266,-0.9999589845526855,-0.7641614786566553,-0.12138946306827735,0.0008435993214246445,1026,226,17.754481467066952,2.451473154256584,"{""2025"": -0.5468617288954991, ""2026"": -0.9981383180913667}",mark_liq
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7259134764796791,0.0,85,52,0.16522957359637605,0.10721006080786798,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-0.9999962031091415,-0.9999999990653181,-0.9813915402739775,-1.2120599359220943,9.346818651700243e-10,728,336,0.6928366862032918,0.2314538681198975,"{""2025"": -0.9999999990653181, ""2026"": 0.0}",mark_liq
2.0,0.0,10,btc,both,all,15,-0.9981491410609552,-0.9999999944994231,-0.9767365856823631,-1.2427334804421233,6.2320842228931205e-09,343,255,0.040254699324204404,0.0714193477767064,"{""2022"": -0.9999997186740797, ""2023"": -0.9778474581549967, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.5868544107668832,0.0,63,49,0.07043284923204023,0.07142754290346111,"{""2025"": -1.0, ""2026"": 0.0}",mark_liq
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.8797466965037639,0.0,155,128,0.21475391550708428,0.17212884079942392,"{""2022"": -0.9976422284981344, ""2023"": -0.5572307818620825, ""2024"": -1.0}",-0.9999850340899366,-0.9999999923811702,-0.7485095064145133,-1.5275123559631996,9.181455145766576e-09,339,287,0.1685055482607246,0.1629225533968366,"{""2025"": -0.9999977154718156, ""2026"": -0.9959810278514395}",mark_liq
2.0,0.0,10,btc,both,all,1,1.1606526776398072,-0.368332406899633,-0.13326127680728428,1.8081946524646149,10.108147058525672,1209,5,12.210372075789063,3.1266177083001736,"{""2022"": 2.4808640997170652, ""2023"": 0.5233857273096838, ""2024"": 0.9062269332770316}",0.39473093639900037,-0.6056775951252233,-0.3613439726418285,0.7969146702107947,1.740545718814954,1112,12,10.71284839319317,1.0215142487034012,"{""2025"": 1.0379868621279909, ""2026"": -0.14594850871730425}",close_only_liq
2.0,0.0,10,btc,both,all,3,1.445550319393095,-0.6717694146404709,-0.35174354944107367,1.3270739794449196,14.662021608845343,964,37,49.04292292717824,10.32537479784275,"{""2022"": 3.9654699559005655, ""2023"": 2.198331980266679, ""2024"": -0.07676989828157343}",0.21116960326862722,-0.9290426658306099,-0.6827466663767529,1.1182668413496089,1.3759382749300235,1255,97,66.1190528407121,6.0162771478166235,"{""2025"": 7.182721283133816, ""2026"": -0.8318483268193307}",close_only_liq
2.0,0.0,10,btc,both,all,5,0.4656034750777547,-0.9503952026944427,-0.6139879715544652,1.1116354894033968,3.151405567365375,1086,111,95.35217330205376,23.68439286954162,"{""2022"": 5.793451734080655, ""2023"": 0.6930871003283063, ""2024"": -0.7260101321470238}",-0.8819035623863118,-0.9988292355993613,-0.4998280557540259,0.5575242652564025,0.02848231385956878,973,193,23.424926011069346,2.745810254521122,"{""2025"": 0.5401492368571421, ""2026"": -0.9815067831233742}",close_only_liq
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,0.949000015764328,0.0,616,222,50.100062732870114,16.735353927462455,"{""2022"": 3.7386264571446537, ""2023"": -0.9242934865135097, ""2024"": -1.0}",-0.7428585734868618,-0.9953648874446646,-0.7351588569941083,1.528554369521723,0.10410990985270338,811,343,29.882624837930457,3.6571022019654476,"{""2025"": 0.17962171489677714, ""2026"": -0.9117429693452078}",close_only_liq
2.0,0.0,10,btc,both,all,15,-1.0,-1.0,-1.0,0.28566142738940764,0.0,612,362,0.7175178978599344,0.40459605622622663,"{""2022"": -0.9992224385071969, ""2023"": -0.927012438222931, ""2024"": -1.0}",-1.0,-1.0,-1.0,0.007714205617230293,0.0,268,160,1.3844593949416677,0.4164324708796753,"{""2025"": -1.0, ""2026"": 0.0}",close_only_liq
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,0.4305085354257076,0.0,110,67,3.311658656727076,2.1606866492175003,"{""2022"": 0.8357283666029565, ""2023"": 0.5181570040072598, ""2024"": -1.0}",-0.8783666213042143,-0.9976004815835667,-0.4341681959074136,0.7005053940833456,0.029917377350407164,279,201,6.552861159489491,3.432282323636222,"{""2025"": -0.7666380075067869, ""2026"": -0.8717984148542213}",close_only_liq
