,book,nl,book_gross
2025-02-13,0.00270384,-1.9637935147920335e-05,0.866514
2025-02-14,-0.00613277,0.0012239021258497,0.94432
2025-02-15,0.0082699,0.0071096204091385,0.877643
2025-02-16,0.00283462,-0.0071314242726879,0.853901
2025-02-17,-0.00897405,-0.0124827800429914,1.00013
2025-02-18,-0.00513733,0.0017486285824206,1.01013
2025-02-19,-0.000789647,-0.0453972478020141,0.983674
2025-02-20,-0.0119994,0.0,1.00561
2025-02-21,-0.00273036,0.0,0.863507
2025-02-22,-0.00532234,0.0,0.695263
2025-02-23,0.00416284,-0.0045966199997519,0.601387
2025-02-24,-0.00453026,-0.0138666978576332,0.505062
2025-02-25,0.00025825,-0.003729902066142,0.437145
2025-02-26,-0.00831669,-0.0286253339248017,0.412787
2025-02-27,0.00398107,0.0,0.404095
2025-02-28,0.00143749,0.0,0.350701
2025-03-01,0.000504432,0.0,0.338915
2025-03-02,-0.00885262,0.0,0.327415
2025-03-03,-0.00122504,0.0,0.142355
2025-03-04,0.00016277,0.0,0.104303
2025-03-05,-0.00356809,0.0,0.115596
2025-03-06,-0.00271281,0.0,0.0724407
2025-03-07,0.000183533,0.0,0.03323
2025-03-08,0.000179034,0.0,0.0370583
2025-03-09,0.000295997,0.0,0.0496081
2025-03-10,0.000672687,0.0,0.0726012
2025-03-11,-0.000710419,0.0,0.11746
2025-03-12,6.39765e-05,0.0,0.127415
2025-03-13,7.82284e-05,0.0,0.104752
2025-03-14,-0.000770584,0.0,0.086709
2025-03-15,-0.00035342,0.0,0.0637364
2025-03-16,0.000117804,0.0,0.0444929
2025-03-17,-0.000492457,0.0,0.0648052
2025-03-18,0.00260861,0.0,0.0774454
2025-03-19,0.000295513,0.0,0.0994809
2025-03-20,0.002767,0.0,0.105177
2025-03-21,0.00388257,0.0,0.133799
2025-03-22,-0.00260911,0.0,0.121392
2025-03-23,-0.00157208,0.0,0.056226
2025-03-24,0.000627248,0.0328036039995374,0.0208065
2025-03-25,-6.76346e-06,0.0356898416119868,0.0286896
2025-03-26,-0.000147918,-0.0146602642901125,0.0267806
2025-03-27,-0.000157268,0.0365715374608175,0.0319301
2025-03-28,-0.000152902,0.0045918889664231,0.0389517
2025-03-29,-0.000123703,0.0304758120438246,0.0242972
2025-03-30,0.000276159,-0.0002073186440257,0.0187581
2025-03-31,0.000180537,-0.0003772595290685,0.0496207
2025-04-01,0.00304819,0.048745185410312,0.115149
2025-04-02,0.00241004,0.0069528956845932,0.188721
2025-04-03,0.000583599,0.0046830039693068,0.300677
2025-04-04,0.000190606,0.0084310688962321,0.391124
2025-04-05,-0.00053576,-0.0428501866197008,0.409149
2025-04-06,0.00464429,-0.0271898840262402,0.39296
2025-04-07,0.00834041,-0.0001340470808088,0.456453
2025-04-08,0.00752901,-0.0051110307778349,0.526563
2025-04-09,0.00638557,-0.0022161412453859,0.643402
2025-04-10,-0.00416009,0.0,0.669582
2025-04-11,0.000345142,0.0,0.703736
2025-04-12,0.00111044,0.0,0.651817
2025-04-13,0.00943028,0.0,0.591598
2025-04-14,0.00569549,0.0162835377464722,0.681313
2025-04-15,0.0084052,0.0083881950170152,0.795162
2025-04-16,-0.0017454,0.0011480112566104,0.511406
2025-04-17,-0.000316139,0.0078476584327786,0.401113
2025-04-18,-0.00462423,0.0013181017173509,0.478269
2025-04-19,0.0026,-0.0386581811797418,0.571418
2025-04-20,0.0021706,-0.0064054897930359,0.642565
2025-04-21,0.000212931,0.0,0.666464
2025-04-22,0.00143764,0.0,0.661392
2025-04-23,-0.00939313,0.0,0.612169
2025-04-24,0.00299991,0.0,0.491077
2025-04-25,-0.00114987,0.0,0.478381
2025-04-26,0.00369539,0.0,0.429584
2025-04-27,-0.001015,0.0,0.431428
2025-04-28,0.00116798,-0.0561823202212758,0.435456
2025-04-29,-0.00441612,0.0,0.472658
2025-04-30,-0.00283534,0.0,0.455553
2025-05-01,-0.00122629,0.0036582858408351,0.408765
2025-05-02,0.000357175,0.0021905504042369,0.393181
2025-05-03,-0.00402461,-0.0081721454003454,0.363214
2025-05-04,0.000893434,0.0055946649450893,0.372195
2025-05-05,-0.00208109,0.00335520071372,0.373395
2025-05-06,-0.00163516,0.0,0.385238
2025-05-07,-0.00492643,0.0,0.362308
2025-05-08,0.00292995,0.0,0.365205
2025-05-09,0.00302487,0.0,0.311713
2025-05-10,-0.00459647,0.0,0.252172
2025-05-11,0.00155284,0.0,0.238059
2025-05-12,0.00328468,0.0,0.229567
2025-05-13,0.00253118,0.0,0.217662
2025-05-14,-5.89337e-05,0.0,0.242803
2025-05-15,-0.00127201,0.0,0.274972
2025-05-16,0.00113839,0.0,0.310446
2025-05-17,-0.000120285,0.0,0.313411
2025-05-18,0.00575863,0.0,0.325027
2025-05-19,0.00216769,0.0,0.41997
2025-05-20,-0.0073515,0.0,0.529265
2025-05-21,-0.00204837,0.0,0.437352
2025-05-22,-0.00272741,0.0,0.347472
2025-05-23,-0.00421928,0.0,0.294052
2025-05-24,0.00168012,0.0,0.25353
2025-05-25,0.00188061,0.0,0.272222
2025-05-26,0.00231125,-0.0039784489826937,0.339789
2025-05-27,0.00100094,0.004197627786608,0.384488
2025-05-28,0.00726067,0.0002927850960354,0.425617
2025-05-29,0.00228752,-0.0115887324684672,0.522646
2025-05-30,-0.000134205,0.0514440988483277,0.593102
2025-05-31,0.00103955,0.0143306616609899,0.727052
2025-06-01,-0.00026485,-0.0152106512309057,0.765823
2025-06-02,0.00892559,-0.0863167737267586,0.860528
2025-06-03,-1.99203e-05,0.0345953383676018,0.876219
2025-06-04,0.00784132,0.0332889405104741,0.955593
2025-06-05,0.00499027,0.0035461446728437,1.00294
2025-06-06,-0.00498132,8.959748048753546e-05,0.837855
2025-06-07,0.0110182,0.0,0.926062
2025-06-08,0.00099711,0.0,1.00729
2025-06-09,0.00350849,0.0,1.18475
2025-06-10,-0.00195312,0.0,1.18077
2025-06-11,-0.00287409,0.0,1.14093
2025-06-12,-0.00136835,0.0,1.08812
2025-06-13,0.00270842,-0.0177869807252566,1.13522
2025-06-14,0.000292678,0.0127313599895468,1.28271
2025-06-15,-0.0040411,0.0064833723725921,1.42842
2025-06-16,0.00898827,-0.0035870991085141,1.42381
2025-06-17,0.0027966,0.0031917056170678,1.39335
2025-06-18,0.00351857,0.0,1.50721
2025-06-19,-0.00579623,0.0,1.45905
2025-06-20,0.00817859,0.0013927406020755,1.43042
2025-06-21,-0.00431444,-0.0152201256556916,1.5092
2025-06-22,0.00505041,0.0102932860327598,1.38643
2025-06-23,0.00363171,-0.0295147949546799,1.47079
2025-06-24,0.00392934,0.0244256475236024,1.45613
2025-06-25,0.0107703,0.0,1.30505
2025-06-26,0.00999334,0.0,1.2957
2025-06-27,-0.0125703,0.0,0.858906
2025-06-28,0.00429907,-0.0017458870073097,0.789824
2025-06-29,-0.00213766,-0.0050312890988697,0.988401
2025-06-30,0.00443772,0.0341042348616844,0.887132
2025-07-01,-0.000407358,-0.0070757721685017,0.988486
2025-07-02,0.000247925,0.0164965836906596,1.05825
2025-07-03,0.00203095,0.0029711633195266,1.49575
2025-07-04,0.00543004,0.0,1.28656
2025-07-05,0.00472953,0.0,1.55178
2025-07-06,-0.00132628,0.0,1.60811
2025-07-07,-0.00445663,0.0,1.51086
2025-07-08,0.00115435,0.0,1.54833
2025-07-09,0.00345748,0.0,1.67262
2025-07-10,0.0146387,0.0,1.54278
2025-07-11,-0.011518,0.0,1.20048
2025-07-12,0.0104318,0.0,1.23667
2025-07-13,-0.00345356,0.0,1.24102
2025-07-14,0.0061068,0.0,1.26697
2025-07-15,0.0020732,0.0,0.68489
2025-07-16,-0.0166553,0.0,0.667409
2025-07-17,0.00805087,0.0,0.725423
2025-07-18,0.00730197,0.0,0.86306
2025-07-19,-0.000914492,0.0,0.905433
2025-07-20,0.00271887,0.0,0.801618
2025-07-21,-0.0151535,0.0,0.732083
2025-07-22,0.00791041,0.0,0.874207
2025-07-23,-0.000647101,0.0,1.06363
2025-07-24,0.00938633,0.0,1.21653
2025-07-25,-0.00133254,0.0,1.08007
2025-07-26,0.00212085,0.0,0.944751
2025-07-27,0.00438395,0.0,0.933533
2025-07-28,0.0257914,0.0,0.953171
2025-07-29,0.00701044,0.0,1.02046
2025-07-30,0.01254,0.0,0.97497
2025-07-31,0.0102276,0.0,1.01385
2025-08-01,-0.00425326,0.0157169637161977,0.975307
2025-08-02,-0.00630589,0.0093004345062102,1.17864
2025-08-03,0.0120546,0.0008789869268084,1.31078
2025-08-04,-0.00694701,-0.0060289377253218,1.39362
2025-08-05,-0.00295107,0.0112939879607192,0.963574
2025-08-06,0.0176236,0.0,0.702513
2025-08-07,-0.00451064,0.0,1.12924
2025-08-08,-0.00944049,0.0,1.32139
2025-08-09,-0.0187032,0.0,1.41323
2025-08-10,0.011171,0.0,1.23397
2025-08-11,0.0239261,0.0,1.29986
2025-08-12,-0.00841484,0.0,1.36621
2025-08-13,0.000182869,0.0,1.27991
2025-08-14,0.00857957,0.0,1.42432
2025-08-15,-0.0106241,0.0,1.56081
2025-08-16,0.00666566,0.0,1.60193
2025-08-17,0.00693793,0.0,1.84139
2025-08-18,-0.00170816,0.012438739742703,1.02046
2025-08-19,-0.000858579,-0.001690817191588,0.763049
2025-08-20,0.00574706,0.0002975751329215,0.619183
2025-08-21,0.00553034,0.0276456848377091,0.847404
2025-08-22,0.00279993,-0.0031064453734408,0.679954
2025-08-23,0.00598858,0.0,0.879323
2025-08-24,0.00797426,0.0,0.612278
2025-08-25,-0.0142785,0.0,0.771261
2025-08-26,-0.00339732,-0.0072180953720458,1.08461
2025-08-27,0.00428333,0.0025932728335185,1.23543
2025-08-28,-0.00811428,-0.0118491963107608,1.26663
2025-08-29,0.00230958,0.0042171798501695,0.939373
2025-08-30,0.000239892,-0.003330131430543,0.961873
2025-08-31,0.00265531,0.0,0.831719
2025-09-01,-0.0099085,0.0,1.11992
2025-09-02,-0.00581728,0.0,1.60378
2025-09-03,0.00528847,0.0,1.62687
2025-09-04,-0.00597799,-0.0084727260916638,1.09591
2025-09-05,0.00140625,-0.0063779967966193,0.799796
2025-09-06,0.00352936,-0.0194738756103194,0.792745
2025-09-07,0.00193617,-4.8664415777222025e-05,0.783679
2025-09-08,-0.0234948,0.0231705500134664,1.3882
2025-09-09,0.00291682,0.0,1.43662
2025-09-10,0.000274186,0.0,1.58186
2025-09-11,0.0226888,0.0,1.60445
2025-09-12,0.00503519,0.0,1.26054
2025-09-13,-0.00882741,0.0,1.18043
2025-09-14,0.000441967,0.0,1.01131
2025-09-15,0.0125694,0.0,0.888375
2025-09-16,0.00974958,0.0,0.99482
2025-09-17,0.00730988,0.0,1.26747
2025-09-18,0.00404707,0.0,1.1255
2025-09-19,0.00737102,0.0,1.24531
2025-09-20,0.000935398,0.0,1.00215
2025-09-21,0.00464439,-0.0004485770082202,1.08328
2025-09-22,0.0126912,0.01647799659624,1.16511
2025-09-23,0.0115346,-0.1067919086157128,1.0424
2025-09-24,-0.009614,0.0748399347245987,1.37915
2025-09-25,-0.00995153,0.0157707411344019,1.36875
2025-09-26,-0.00890867,0.0,1.42019
2025-09-27,0.00140606,0.0,1.42032
2025-09-28,0.00764664,0.0,1.87533
2025-09-29,0.0158357,0.0,2.10625
2025-09-30,-0.00680834,0.0,1.93864
2025-10-01,-0.00592566,0.0,1.8891
2025-10-02,0.00335795,0.004927488978319,1.71643
2025-10-03,0.0312178,-0.0075921244386734,1.51069
2025-10-04,-0.00337491,-0.0180014654570103,1.53925
2025-10-05,0.00309756,0.0069322927266399,1.47102
2025-10-06,0.0187669,0.0153355825723258,1.65957
2025-10-07,0.029599,0.0131795373490208,1.36969
2025-10-08,0.0012159,0.008035949947359,1.37181
2025-10-09,0.0138928,0.0046723160550339,1.17221
2025-10-10,0.00321729,0.0,1.32187
2025-10-11,0.00967029,0.0,0.749838
2025-10-12,0.0102862,0.0,0.813806
2025-10-13,-0.00237925,0.0040334481596302,1.06878
2025-10-14,0.00110383,0.0043240235220411,1.12847
2025-10-15,0.00868985,0.0529171185649628,1.26078
2025-10-16,0.00891122,0.0173399516485732,1.65945
2025-10-17,-0.0105513,0.0181071081824399,1.49531
2025-10-18,-0.0133417,-0.0008571193621833,1.3917
2025-10-19,0.0038732,0.0,1.49962
2025-10-20,-0.00269823,0.0020191704909924,1.74
2025-10-21,-0.00291357,0.0093674471893117,1.8356
2025-10-22,0.00620533,0.0127705906594732,1.82477
2025-10-23,0.000223034,-0.0080128366872929,1.76774
2025-10-24,-6.62724e-05,-0.0007228654662868,1.92581
2025-10-25,0.00398512,-0.0254316611980551,2.0083
2025-10-26,-0.0234762,-0.0220004184609834,1.81224
2025-10-27,0.0244415,0.0123037061398827,0.848855
2025-10-28,-0.0112223,0.0295315375331939,0.704864
2025-10-29,0.00548974,0.006087783057294,0.708843
2025-10-30,0.0114918,0.0103889716169054,0.960791
2025-10-31,-0.00171165,0.0,1.0854
2025-11-01,-0.013549,-0.0102576796451238,1.21109
2025-11-02,0.0155982,-0.0458980218193681,1.2027
2025-11-03,-0.00372343,0.0650719585839818,1.11774
2025-11-04,0.0145083,-0.0292458283588049,1.0785
2025-11-05,-0.0112775,0.0007953194149978,1.06017
2025-11-06,-0.00898551,-0.0158261894655289,0.895189
2025-11-07,-0.00521846,0.009058663620524,0.986531
2025-11-08,-0.000156633,-0.0055995274977357,1.13987
2025-11-09,0.0126021,0.0047991489227017,1.1425
2025-11-10,-0.00210453,0.0117430083815806,0.836545
2025-11-11,0.0122379,0.0083613980947201,0.965545
2025-11-12,0.00622727,0.0014617440802457,1.14833
2025-11-13,0.0111114,0.0,1.32946
2025-11-14,-0.000862628,0.0035914391087894,1.01585
2025-11-15,-0.0042789,0.0288925216184363,0.927884
2025-11-16,-0.00261153,-0.0079612685454156,1.15126
2025-11-17,0.000771421,0.0017972329068574,1.07239
2025-11-18,-0.00347315,0.0085445189342818,1.01209
2025-11-19,0.00961447,0.0060364348688657,1.22884
2025-11-20,0.00102701,-0.0458088424544391,1.27844
2025-11-21,0.013004,-0.0249611267088457,1.20852
2025-11-22,0.0010001,0.0,1.25004
2025-11-23,-0.00866531,0.0,1.427
2025-11-24,-0.0138942,0.0,1.10566
2025-11-25,-0.00641262,0.0,1.02908
2025-11-26,0.00679989,0.0,1.17213
2025-11-27,-0.00922643,0.0,1.34325
2025-11-28,0.003428,0.0,1.43469
2025-11-29,0.00213272,0.0,1.15726
2025-11-30,-0.00155828,0.0,1.08112
2025-12-01,-0.000477736,0.0,1.34278
2025-12-02,0.001338,0.0,1.26074
2025-12-03,0.0176131,0.0,1.14087
2025-12-04,0.00195964,0.0,1.1254
2025-12-05,-0.00149823,-0.0045495478661391,1.12956
2025-12-06,0.010128,-0.0064798437067766,1.15791
2025-12-07,0.00670561,0.0243896159905641,0.985489
2025-12-08,-0.0130917,0.0048170665955031,0.713626
2025-12-09,0.00588166,0.0030510154199387,0.941116
2025-12-10,0.00675469,0.0,0.982314
2025-12-11,0.00278882,0.0,1.072
2025-12-12,0.00303839,0.0,1.31393
2025-12-13,-0.000353017,0.0088827133912789,0.940687
2025-12-14,0.00213095,-0.0578399345926072,0.676058
2025-12-15,0.0118107,-0.0327865380101272,1.28472
2025-12-16,0.00602691,0.0068932150158467,1.39342
2025-12-17,0.0135596,-0.0061350641796373,1.40961
2025-12-18,-0.00671815,-0.0101597664036977,1.32518
2025-12-19,-0.00393301,0.0016254874209982,1.11057
2025-12-20,0.00114352,0.0100613260911215,1.26066
2025-12-21,-0.00549772,-0.0177965107701513,1.1503
2025-12-22,0.00748402,0.0,0.610372
2025-12-23,0.00419771,0.0,0.566471
2025-12-24,0.00111779,0.0,1.05464
2025-12-25,0.00509992,0.0,1.2047
2025-12-26,-0.00952848,0.0,1.04226
2025-12-27,-0.00405197,0.0,0.705005
2025-12-28,0.0057421,0.0,0.737817
2025-12-29,0.00569892,0.0,0.872369
2025-12-30,0.00509226,0.0,0.974492
2025-12-31,-0.0288626,0.0,0.951677
2026-01-01,-0.00307005,0.0,0.724603
2026-01-02,-0.0205621,0.0118542751968928,0.933262
2026-01-03,0.0043954,-0.0247822906175254,0.935253
2026-01-04,-0.0126381,0.0154181261481052,0.872616
2026-01-05,0.00391852,-0.0030730084569526,0.889603
2026-01-06,-0.00836409,-0.0074757132571751,0.814459
2026-01-07,0.00187205,0.0,0.721356
2026-01-08,-0.00709373,0.0,0.624722
2026-01-09,-0.0023061,0.0,0.562418
2026-01-10,0.00155491,0.0,0.506047
2026-01-11,-0.00242259,0.0,0.490848
2026-01-12,0.00226347,-0.0008587013876862,0.531665
2026-01-13,0.00144393,0.0387711411678388,0.56229
2026-01-14,-0.00838068,0.022113559783417,0.510591
2026-01-15,0.0025507,0.0229162022518127,0.41191
2026-01-16,0.000500891,0.0315838108199886,0.300873
2026-01-17,-0.00250533,0.0064140642083745,0.292388
2026-01-18,-1.09628e-05,0.0,0.286277
2026-01-19,0.00370006,0.0,0.285637
2026-01-20,0.00309181,0.0,0.289439
2026-01-21,-0.00130635,0.0,0.323996
2026-01-22,0.000777299,0.0,0.321842
2026-01-23,-0.00204464,0.0,0.314799
2026-01-24,0.00429123,0.0107360486519487,0.304805
2026-01-25,0.00250498,0.0026395539782251,0.316683
2026-01-26,0.00510656,-0.0298558006984811,0.426428
2026-01-27,-0.00297905,0.0520505706521168,0.385291
2026-01-28,-0.00213724,0.0134876536212762,0.334473
2026-01-29,-0.000667469,-0.0047699133503613,0.31544
2026-01-30,0.00339138,0.010601625330429,0.337964
2026-01-31,-0.00281275,0.0,0.37763
2026-02-01,-0.00239643,0.0,0.473675
2026-02-02,0.00355765,0.0,0.450106
2026-02-03,0.00300772,0.0,0.45356
2026-02-04,-0.0021495,0.0,0.484846
2026-02-05,0.00954723,0.0,0.43258
2026-02-06,-0.00490998,0.0,0.421116
2026-02-07,0.00232286,0.0,0.403868
2026-02-08,-0.00371993,0.0,0.423917
2026-02-09,-0.00176387,-0.0018147888669826,0.406231
2026-02-10,-0.00408737,0.0245868704615481,0.39124
2026-02-11,-0.00382493,-0.0155893328212172,0.377161
2026-02-12,0.0003372,-0.0078983208749504,0.416043
2026-02-13,0.000279226,-0.0103273462579778,0.423584
2026-02-14,-0.00473634,0.0120518519283177,0.432106
2026-02-15,0.00307279,0.0195323673721414,0.470778
2026-02-16,0.00104536,-0.02539533866654,0.488086
2026-02-17,-0.00427182,0.0155561420929248,0.506431
2026-02-18,-0.0105077,0.0043644428004956,0.536266
2026-02-19,0.0012933,0.0,0.479005
2026-02-20,-0.0035192,0.0,0.446683
2026-02-21,0.00226746,0.0,0.401124
2026-02-22,-0.00332944,0.0,0.392625
2026-02-23,-0.00595967,0.0,0.374858
2026-02-24,0.00137858,-0.0110934093640572,0.34752
2026-02-25,0.000216081,-0.0027878547795292,0.318178
2026-02-26,-0.00395153,0.0081083315331034,0.27024
2026-02-27,0.00169441,0.0146561078472824,0.243307
2026-02-28,-0.00268425,-0.0025715724745027,0.212651
2026-03-01,-0.000985736,0.0,0.20967
2026-03-02,0.000172666,-0.0616574680238343,0.180625
2026-03-03,3.36719e-05,0.0,0.176318
2026-03-04,6.7459e-05,0.0,0.152426
2026-03-05,0.0012029,0.0036244270172851,0.143451
2026-03-06,0.000390753,0.0143986204677653,0.135097
2026-03-07,0.000609214,0.0037469636055402,0.154211
2026-03-08,0.000183157,-0.0049995033891069,0.163432
2026-03-09,-0.0012059,0.0002474952651925,0.179357
2026-03-10,-0.000425054,0.0,0.200402
2026-03-11,0.000962092,0.0,0.20017
2026-03-12,-0.000490625,0.0,0.203379
2026-03-13,-0.00219712,0.0,0.189616
2026-03-14,0.000322362,0.0,0.181141
2026-03-15,-0.000559783,0.0,0.186027
2026-03-16,-0.00287487,0.0,0.205805
2026-03-17,-0.000173379,0.0,0.140471
2026-03-18,-0.000384032,0.0,0.102078
2026-03-19,-0.000539241,0.0,0.0730331
2026-03-20,0.000189916,0.0,0.0780022
2026-03-21,2.51548e-05,0.0,0.0808713
2026-03-22,5.91377e-06,0.0,0.0521882
2026-03-23,-0.000473134,0.0,0.0454492
2026-03-24,0.000370974,0.0,0.0473887
2026-03-25,-0.000471821,0.0,0.0450384
2026-03-26,-0.000487289,0.0,0.0327384
2026-03-27,0.00011451,0.0,0.0255589
2026-03-28,-0.000185094,0.0,0.0171453
2026-03-29,0.000132381,0.0,0.0175695
2026-03-30,-0.000114104,0.0,0.02284
2026-03-31,-0.000178149,0.0,0.0188802
2026-04-01,-0.000143382,0.0,0.0138286
2026-04-02,-0.00036256,-0.0116901394042511,0.0138812
2026-04-03,-2.71961e-05,0.0336242322865976,0.00648792
2026-04-04,-3.85804e-05,0.0077456432633835,0.00229373
2026-04-05,4.36714e-05,0.0058852446271944,0.00149157
2026-04-06,-4.52905e-05,0.0127598648633344,0.0143793
2026-04-07,0.000648322,0.0,0.0194224
2026-04-08,0.000193639,0.0,0.0381621
2026-04-09,0.00116629,0.0,0.04707
2026-04-10,0.000663167,0.0,0.0732584
2026-04-11,0.0014749,0.0,0.0893489
2026-04-12,0.00043841,0.0,0.101265
2026-04-13,0.000553137,0.0,0.143434
2026-04-14,0.003657,0.0,0.127355
2026-04-15,0.0021832,0.0,0.173177
2026-04-16,-0.00531932,0.0,0.225849
2026-04-17,4.3225e-05,0.0,0.230052
2026-04-18,-0.00294391,0.0,0.220882
2026-04-19,-0.00227345,0.0,0.154797
2026-04-20,0.00235159,0.0,0.154143
2026-04-21,-0.000593683,0.0,0.145106
2026-04-22,-0.00149749,0.0,0.112752
2026-04-23,0.00135459,0.0,0.114031
2026-04-24,-0.000845991,0.0,0.0963528
2026-04-25,-0.000170122,-0.0084346217576746,0.0664
2026-04-26,0.000989447,-0.0055612109141406,0.0680039
2026-04-27,-0.000205249,0.0061103868203111,0.0864909
2026-04-28,0.0010455,-0.0124451753937713,0.0716719
2026-04-29,0.000490742,0.0151822862030703,0.102096
2026-04-30,0.0011517,0.0,0.112764
2026-05-01,-0.00129387,0.0,0.146001
2026-05-02,-0.00214501,0.0,0.107366
2026-05-03,-0.000259769,0.0,0.0697092
2026-05-04,0.00166019,0.0,0.103458
2026-05-05,0.00237257,0.0,0.132986
2026-05-06,-0.00195516,0.0,0.14436
2026-05-07,-0.000886553,0.0,0.109609
2026-05-08,-0.000496632,0.0,0.0743609
2026-05-09,-0.000405076,0.0,0.0552054
2026-05-10,0.000441628,-0.0135633532086913,0.0624535
2026-05-11,-6.91276e-05,-0.0216987845389793,0.0745885
2026-05-12,0.000177808,-0.0184579857258259,0.0717009
2026-05-13,-0.000117198,0.0,0.0571542
2026-05-14,-0.000503456,0.0,0.0361117
2026-05-15,-0.000100611,0.0,0.0262769
2026-05-16,0.000117339,0.0,0.031133
2026-05-17,0.000198977,0.0,0.0288072
2026-05-18,0.000343684,0.0,0.0275937
2026-05-19,-0.000141913,0.0,0.0178686
2026-05-20,-5.12531e-05,0.0,0.00885505
2026-05-21,6.08422e-07,0.0,0.00374631
2026-05-22,2.60628e-05,0.0,0.00157757
2026-05-23,-2.60156e-06,0.0,0.000901827
2026-05-24,2.13164e-05,0.0,0.00187032
2026-05-25,-0.000271493,0.0,0.00474807
2026-05-26,-8.99362e-05,0.0,0.00219671
2026-05-27,1.17971e-05,0.0,0.000844787
2026-05-28,5.73269e-06,0.0,0.000308902
2026-05-29,-5.29476e-06,0.0,0.000112447
2026-05-30,4.5336e-06,0.0,0.00011971
2026-05-31,0.000125687,0.0,0.00371958
2026-06-01,7.67334e-05,0.0,0.00440135
2026-06-02,5.91482e-06,0.0,0.00205315
2026-06-03,1.27653e-05,0.0,0.000829033
2026-06-04,2.0935e-05,0.0136037895366925,0.000321453
2026-06-05,8.4029e-06,0.0124105039715933,0.000109067
2026-06-06,1.037e-05,0.0001231566853925,4.33393e-05
2026-06-07,-2.84113e-06,0.0060806522496068,9.96958e-06
2026-06-08,0.0,0.0018241685149271,0.0
2026-06-09,0.0,0.0,0.0
2026-06-10,0.0,0.0,0.0
2026-06-11,0.0,0.0,0.0
2026-06-12,0.0,0.0,0.0
2026-06-13,0.0,0.0,0.0
2026-06-14,0.0,0.0,0.0
2026-06-15,0.0,0.0,0.0
2026-06-16,0.0,0.0,0.0
2026-06-17,0.0,0.0,0.0
2026-06-18,0.0,0.0,0.0
2026-06-19,0.0,0.0,0.0
2026-06-20,0.0,0.0,0.0
2026-06-21,0.0,0.0032415006364048,0.0
2026-06-22,0.0,0.0024441385610243,0.0
2026-06-23,0.0,0.003851220795987,0.0
2026-06-24,0.0,0.010402445881519,0.0
2026-06-25,0.0,0.0065321155035527,0.0
2026-06-26,0.0,0.006222730279592,0.0
2026-06-27,0.0,-0.0179730675827072,0.0
2026-06-28,0.0,0.0027033575683066,0.0
2026-06-29,0.0,-0.0245622664437389,0.0
2026-06-30,0.0,0.0079533234153135,0.0
2026-07-01,0.0,0.0149830134723085,0.0
2026-07-02,0.0,0.0064979806474221,0.0
2026-07-03,0.0,0.010247324677276,0.0
2026-07-04,0.0,0.0072805901775958,0.0
2026-07-05,0.0,0.0015907311616034,0.0
2026-07-06,0.0,0.0008913673562476,0.0
2026-07-07,0.0,0.0159306747408047,0.0
2026-07-08,0.0,0.0004349742890588,0.0
2026-07-09,0.0,0.0012107108016501,0.0
2026-07-10,0.0,0.0,0.0
2026-07-11,0.0,0.0,0.0
2026-07-12,0.0,0.0,0.0
2026-07-13,0.0,0.0,0.0
2026-07-14,0.0,0.0,0.0
2026-07-15,0.0,0.0,0.0
2026-07-16,0.0,0.0,0.0
2026-07-17,0.0,0.0,0.0
2026-07-18,0.0,0.0,0.0
2026-07-19,0.0,0.0,0.0
2026-07-20,0.0,0.0,0.0
2026-07-21,0.0,0.0,0.0
2026-07-22,0.0,0.0,0.0
2026-07-23,0.0,0.0,0.0
2026-07-24,0.0,0.0,0.0
2026-07-25,0.0,0.0,0.0
2026-07-26,0.0,0.0,0.0
2026-07-27,0.0,0.0,0.0
2026-07-28,0.0,0.0,0.0
2026-07-29,0.0,0.0,0.0
2026-07-30,0.0,0.0,0.0
2026-07-31,-3.38548e-07,0.0,0.000219778
2026-08-01,4.05341e-05,0.0,0.000652713
2026-08-02,-1.82382e-05,0.0,0.00138418
2026-08-03,-6.40709e-06,0.0027544525819576,0.000652164
2026-08-04,-4.76251e-06,0.004459593164882,0.000279421
2026-08-05,1.40721e-06,-0.0212997216111547,0.000121721
2026-08-06,4.1381e-07,0.0071847477898088,4.88994e-05
2026-08-07,-1.76085e-07,-0.0077075384183226,1.52287e-05
2026-08-08,3.77879e-08,0.0,1.4128e-06
2026-08-09,0.0,0.0,0.0
2026-08-10,0.0,0.0,0.0
2026-08-11,0.0,0.0,0.0
2026-08-12,0.0,0.0,0.0
2026-08-13,0.0,0.0,0.0
2026-08-14,0.0,-0.0034999323390558,0.0
2026-08-15,0.0,0.0008153403656814,0.0
2026-08-16,0.0,0.0217800362563544,0.0
2026-08-17,0.0,0.0163209652564986,0.0
2026-08-18,0.0,0.0007399213847982,0.0
2026-08-19,0.0,0.0,0.0
2026-08-20,0.0,0.0,0.0
2026-08-21,0.0,0.0,0.0
2026-08-22,0.0,0.0,0.0
2026-08-23,0.0,0.0,0.0
2026-08-24,0.0,0.0,0.0
2026-08-25,0.0,0.0,0.0
2026-08-26,0.0,0.0,0.0
2026-08-27,0.0,0.0,0.0
2026-08-28,0.0,0.0,0.0
2026-08-29,0.0,0.0,0.0
2026-08-30,0.0,0.0,0.0
2026-08-31,0.0,0.0,0.0
