method,hedge,Wf,K,Wz,zin,zout,zstop,exec,liq,margin,lev,period,cagr,final,sharpe,worst_day,maxdd_intrabar,trades,liqs,stops,timeouts,forced,fees,funding,exposure,avg_gross_lev,legged,maker_miss,wbars,fbbars,nan_flag,per_year
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,10,IS,0.15631924349299964,1.5462383272186788,0.6724713582853868,-0.3540145811614548,0.9808815717033229,872,0,90,44,16,0.6114578779244004,-0.07285595630288391,0.5941681873479319,1.932092537711584,67,1,0,0,0,"{""2022"": -0.2878, ""2023"": -0.5805, ""2024"": 4.1755}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,15,IS,-1.0,0.0,-0.5636329721530836,-1.0,1.0,473,1,56,30,11,0.653164916267257,-0.08974920784597992,0.31554136253041365,1.6558576457389194,34,0,0,0,0,"{""2022"": -0.5817, ""2023"": -1.0, ""2024"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,20,IS,-1.0,0.0,0.3203630031125341,-1.0,1.0,130,1,12,7,2,0.4907312499201696,0.0016841675685561816,0.08447384428223845,0.5872128620061096,6,0,0,0,0,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,1,OOS,3.706331564834464e-05,1.000061696847246,0.05656945256351791,-0.05629672755481774,0.2145602695257186,537,0,33,26,26,0.11271312882665153,-0.004624395364021349,0.5862801535087719,0.1951420876411098,0,0,0,0,0,"{""2025"": 0.0847, ""2026"": -0.078}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,3,OOS,-0.03536739940647193,0.9418216503487217,0.06635207144509353,-0.17212848593596475,0.5396338351476881,537,0,33,26,26,0.36134470299510296,-0.013949187107366498,0.5862801535087719,0.5883855842563465,0,0,0,0,0,"{""2025"": 0.2205, ""2026"": -0.2284}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,5,OOS,-0.11540927109103938,0.815354859940955,0.08227851006100242,-0.2924736941203806,0.752339502872979,537,0,33,26,26,0.6220518189218354,-0.02223693417628212,0.5862801535087719,0.9865874092979223,0,0,0,0,0,"{""2025"": 0.2893, ""2026"": -0.3676}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,10,OOS,-1.0,0.0,-0.37582865654786507,-1.0,1.0,270,1,12,9,12,0.8581264377645429,-0.01385359081676276,0.3022889254385965,1.0124969441267673,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,15,OOS,-1.0,0.0,-3.0898117703753583,-1.0,1.0,22,1,0,0,1,0.06434790290559167,0.004161417474163352,0.02939967105263158,0.13194519642980004,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,taker,h1,cross,20,OOS,-1.0,0.0,-2.778435908435784,-1.0,1.0,22,1,0,0,1,0.08552590473657781,0.005624913968629899,0.02939967105263158,0.18190210929281472,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,1,OOS,0.09633873366637635,1.1654471242864675,0.8583868112015599,-0.05535942055756349,0.16447598649813377,537,0,33,26,26,0.0566704030336583,-0.0051935763429727284,0.5862801535087719,0.19505682290495416,43,0,0,0,0,"{""2025"": 0.194, ""2026"": -0.0239}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,3,OOS,0.2687928499929775,1.48629689232857,0.8591626853474705,-0.16964597906794976,0.44596800280070736,537,0,33,26,26,0.21445335832376627,-0.019562317004990656,0.5862801535087719,0.5876701087474662,43,0,0,0,0,"{""2025"": 0.6244, ""2026"": -0.085}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,5,OOS,0.39340735418137496,1.7371379801633513,0.8627461504326998,-0.28891456222740786,0.6627387970175787,537,0,33,26,26,0.4319338035780587,-0.03845391671478424,0.5862801535087719,0.9846130305829848,43,0,0,0,0,"{""2025"": 1.07, ""2026"": -0.1608}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,10,OOS,-1.0,0.0,0.2086373543236647,-1.0,1.0,270,1,12,9,12,0.6798218959742012,-0.023952941285933563,0.3022889254385965,1.0084795975701528,22,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,15,OOS,-1.0,0.0,-2.6718242177228237,-1.0,1.0,22,1,0,0,1,0.028699777210430308,0.004282100084490556,0.02939967105263158,0.13119660542851114,1,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,lvl,60,10,72,3.0,0.5,4.5,maker,h1,cross,20,OOS,-1.0,0.0,-2.2664726343198884,-1.0,1.0,22,1,0,0,1,0.038894183320424366,0.005838079382328029,0.02939967105263158,0.1804628668174357,1,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,1,IS,-0.08323896390615215,0.7704467118850957,-1.3968411018282576,-0.023927718837852607,0.26882305195625344,667,0,145,19,4,0.11219272814365137,0.003733481991598618,0.3605155109489051,0.10484021535424763,0,0,0,0,0,"{""2022"": -0.1198, ""2023"": -0.1073, ""2024"": -0.0195}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,3,IS,-0.23706729620364952,0.4439951860441447,-1.3837978829426967,-0.07182096701673057,0.6209068880250757,667,0,145,19,4,0.2395785692494707,0.0075897859010307985,0.3605155109489051,0.3156676689988782,0,0,0,0,0,"{""2022"": -0.3247, ""2023"": -0.2942, ""2024"": -0.0685}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,5,IS,-0.37363437312714254,0.24566579203123567,-1.3701080473738447,-0.11976510321959732,0.8117146152464739,667,0,145,19,4,0.28732155804365705,0.008777539184287753,0.3605155109489051,0.5281476778002584,0,0,0,0,0,"{""2022"": -0.4889, ""2023"": -0.448, ""2024"": -0.1294}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,10,IS,-0.6409198228755604,0.046266839883062856,-1.332775839882544,-0.2398518415483526,0.9734281675264157,667,0,145,19,4,0.2702094029886599,0.008436205922351767,0.3605155109489051,1.0677018918419876,0,0,0,0,0,"{""2022"": -0.761, ""2023"": -0.716, ""2024"": -0.3182}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,15,IS,-0.8138715936868295,0.006440775926871619,-1.290355816758378,-0.3602692531589654,0.9973748789298321,667,0,145,19,4,0.21121772094389876,0.007842603311255183,0.3605155109489051,1.621944301420427,0,0,0,0,0,"{""2022"": -0.8994, ""2023"": -0.8649, ""2024"": -0.5262}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,20,IS,-0.9144559402549957,0.000624940535463645,-1.24178173508459,-0.48102652282912495,0.9998417627421888,667,0,145,19,4,0.1572222536139242,0.0070914783469266315,0.3605155109489051,2.1960343636738444,0,0,0,0,0,"{""2022"": -0.9628, ""2023"": -0.9412, ""2024"": -0.7141}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,1,IS,-0.022775188499040366,0.9332040326000207,-0.34426322392013553,-0.023923993383900943,0.14338675512273236,667,0,145,19,4,0.06004695330452059,0.004241424548555706,0.3605155109489051,0.10480294426432658,54,0,0,0,0,"{""2022"": -0.0578, ""2023"": -0.0633, ""2024"": 0.0574}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,3,IS,-0.07587773935501563,0.7891595901528713,-0.3337749611298713,-0.071755658469843,0.3820663648762891,667,0,145,19,4,0.15192619104120292,0.010860429532581223,0.3605155109489051,0.31530679277589024,54,0,0,0,0,"{""2022"": -0.1715, ""2023"": -0.1844, ""2024"": 0.1679}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,5,IS,-0.1377332991669462,0.6410335993584129,-0.32290077939192485,-0.11956590726229044,0.574920157521164,667,0,145,19,4,0.21072363420710905,0.015062607176113515,0.3605155109489051,0.527123758448627,54,0,0,0,0,"{""2022"": -0.2811, ""2023"": -0.2971, ""2024"": 0.2686}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,10,IS,-0.3184871540342774,0.31645222839531356,-0.2938458309146364,-0.23900055792313535,0.864579490024945,667,0,145,19,4,0.25318352199110106,0.01730257176753264,0.3605155109489051,1.0634568351411426,54,0,0,0,0,"{""2022"": -0.5261, ""2023"": -0.5379, ""2024"": 0.4453}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,15,IS,-0.5113884557245514,0.11659455745900865,-0.2617281679853331,-0.35831044201881446,0.969881509028471,667,0,145,19,4,0.21664679647707327,0.013668401643693567,0.3605155109489051,1.6120157174622545,54,0,0,0,0,"{""2022"": -0.7173, ""2023"": -0.7178, ""2024"": 0.4618}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,20,IS,-0.6875539656513058,0.03047749319032983,-0.22596572091625436,-0.4775020540519225,0.9960023403972232,667,0,145,19,4,0.16041280176467854,0.009579355417235619,0.3605155109489051,2.177452387933974,54,0,0,0,0,"{""2022"": -0.8508, ""2023"": -0.8413, ""2024"": 0.2877}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,1,OOS,-0.07170655308858143,0.8835039504841004,-1.1214058098107613,-0.031953336035317914,0.1329327573537934,423,0,90,11,3,0.0783707431523757,-0.0027033111443382665,0.3787691885964912,0.11389262409378346,0,0,0,0,0,"{""2025"": -0.0499, ""2026"": -0.0701}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,3,OOS,-0.20881810675039103,0.6771259284796357,-1.109934002940675,-0.09557357879003081,0.3808931220766414,423,0,90,11,3,0.1993555468384201,-0.006830133258465442,0.3787691885964912,0.3428294478303515,0,0,0,0,0,"{""2025"": -0.1554, ""2026"": -0.1983}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,5,OOS,-0.3360247970426885,0.5057683227889284,-1.0982413356456147,-0.15881476012344387,0.6136845385115647,423,0,90,11,3,0.27737615607673116,-0.009433016944719525,0.3787691885964912,0.5734237298024734,0,0,0,0,0,"{""2025"": -0.2652, ""2026"": -0.3117}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,10,OOS,-1.0,0.0,-4.168109932267183,-1.0,1.0,10,1,3,0,0,0.013794588709375165,0.00010583237088569524,0.004934210526315789,0.021679287486010623,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,15,OOS,-1.0,0.0,-4.532494939759787,-1.0,1.0,10,1,3,0,0,0.01994196310676286,0.00017308000968243553,0.004934210526315789,0.03374563184641317,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,taker,h1,cross,20,OOS,-1.0,0.0,-3.845782575150377,-1.0,1.0,9,1,3,0,0,0.024785210089582992,4.556121888857757e-05,0.0047286184210526315,0.04261463709593638,0,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,1,OOS,-0.0010289415005155789,0.9982877960268117,0.01682403210497602,-0.03194637593805816,0.1297628314431548,423,0,90,11,3,0.04057415042798148,-0.002879633022436164,0.3787691885964912,0.11383348102767873,32,0,0,0,0,"{""2025"": 0.0299, ""2026"": -0.0307}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,3,OOS,-0.014120026344548009,0.9766060783352432,0.026490998400744512,-0.09551133868962769,0.3768338178249083,423,0,90,11,3,0.117172485839861,-0.008255937828214504,0.3787691885964912,0.3424150931172614,32,0,0,0,0,"{""2025"": 0.0755, ""2026"": -0.0919}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,5,OOS,-0.04202830127923807,0.9310208815998188,0.0362017093741769,-0.15864297355349044,0.6076539569133994,423,0,90,11,3,0.18503765297890004,-0.012942804727578902,0.3787691885964912,0.5723284373002037,32,0,0,0,0,"{""2025"": 0.0988, ""2026"": -0.1527}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,10,OOS,-1.0,0.0,-4.135953195723335,-1.0,1.0,10,1,3,0,0,0.007462276237459941,0.00010634143012905176,0.004934210526315789,0.02163893654286315,1,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,15,OOS,-1.0,0.0,-4.493522436572504,-1.0,1.0,10,1,3,0,0,0.010886553997225275,0.00017454478898751852,0.004934210526315789,0.033658112020901715,1,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
coint,ret,60,10,72,2.0,0.5,3.5,maker,h1,cross,20,OOS,-1.0,0.0,-3.8214653457452634,-1.0,1.0,9,1,3,0,0,0.013770813581968452,4.76660088292348e-05,0.0047286184210526315,0.04251450172735821,1,0,0,0,0,"{""2025"": -1.0, ""2026"": -1.0}"
