pick,method,hedge,Wf,K,Wz,zin,zout,zstop,exec,lev,period,variant,cagr,final,sharpe,worst_day,maxdd,trades,liqs,legged,maker_miss,wbars,fbbars,per_year,cagr_reported,final_reported
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,5,IS,lenient_liq,0.8027450906499853,5.861086651194693,1.0906127557505054,-0.31291996816878964,0.7464897584132987,222,0,0,0,14401,139,"{""2022"": -0.2817, ""2023"": 0.6292, ""2024"": 4.0087}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,10,IS,base,-1.0,0.0,0.6072666100945857,-1.0,1.0,123,1,0,0,7360,139,"{""2022"": -0.7026, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,10,IS,lenient_liq,-1.0,0.0,0.6072666100945857,-1.0,1.0,123,1,0,0,7360,139,"{""2022"": -0.7026, ""2023"": -1.0, ""2024"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,15,IS,base,-1.0,0.0,-0.5464300637135845,-1.0,1.0,37,1,0,0,1759,0,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,15,IS,lenient_liq,-1.0,0.0,-0.0665238298867024,-1.0,1.0,114,5,0,0,6042,29,"{""2022"": -0.9995, ""2023"": -1.0, ""2024"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,20,IS,base,-1.0,0.0,-1.3301655294345636,-1.0,1.0,8,1,0,0,328,0,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,20,IS,lenient_liq,-1.0,0.0,-1.3929609137109769,-1.0,1.0,68,8,0,0,3109,6,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,1,OOS,base,-0.018943021160998885,0.9686661140741581,-0.00873246588977308,-0.05513684672562402,0.350537476943796,128,0,16,0,8664,177,"{""2025"": -0.0388, ""2026"": 0.0078}",-0.0189430211609988,0.968666114074158
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,1,OOS,tick5bp,-0.053466116026147925,0.9125905012855855,-0.19908046705253987,-0.05513684672562458,0.363523498646403,128,0,33,0,8664,177,"{""2025"": -0.0693, ""2026"": -0.0194}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,1,OOS,tick10bp,-0.0988172691536926,0.8409707449342834,-0.4610416125480643,-0.055136846725624133,0.3874758819302583,128,0,54,0,8664,177,"{""2025"": -0.1108, ""2026"": -0.0542}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,1,OOS,lenient_liq,-0.018943021160998885,0.9686661140741581,-0.00873246588977308,-0.05513684672562402,0.350537476943796,128,0,16,0,8664,177,"{""2025"": -0.0388, ""2026"": 0.0078}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,3,OOS,base,-0.2036737485355944,0.6844706333355186,-0.08574794532150473,-0.17956835447101105,0.7821058602180493,128,0,16,0,8664,177,"{""2025"": -0.3076, ""2026"": -0.0115}",-0.2036737485355944,0.6844706333355186
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,3,OOS,tick5bp,-0.28391549974449637,0.5735504221386681,-0.26219008480808714,-0.17956835447101072,0.7947287337641387,128,0,33,0,8664,177,"{""2025"": -0.3702, ""2026"": -0.0893}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,3,OOS,tick10bp,-0.3817530906635609,0.44912312332380244,-0.5099337345943844,-0.17956835447101083,0.8173583602101013,128,0,54,0,8664,177,"{""2025"": -0.4504, ""2026"": -0.1828}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,3,OOS,lenient_liq,-0.2036737485355944,0.6844706333355186,-0.08574794532150473,-0.17956835447101105,0.7821058602180493,128,0,16,0,8664,177,"{""2025"": -0.3076, ""2026"": -0.0115}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,5,OOS,base,-0.6008072745034612,0.21683195777362912,-0.23480886005354187,-0.4308134632147633,0.9721500557324729,128,0,16,0,8664,177,"{""2025"": -0.7653, ""2026"": -0.0761}",-0.6008072745034612,0.2168319577736291
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,5,OOS,tick5bp,-0.6648463481787248,0.1620745351848793,-0.3856898488674032,-0.4308134632147629,0.9736786707777262,128,0,33,0,8664,177,"{""2025"": -0.7989, ""2026"": -0.1942}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,5,OOS,tick10bp,-0.7375782409893552,0.10785975327797868,-0.6055653594515892,-0.430813463214763,0.9757142078516369,128,0,54,0,8664,177,"{""2025"": -0.8397, ""2026"": -0.3273}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,5,OOS,lenient_liq,-0.6008072745034612,0.21683195777362912,-0.23480886005354187,-0.4308134632147633,0.9721500557324729,128,0,16,0,8664,177,"{""2025"": -0.7653, ""2026"": -0.0761}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,10,OOS,base,-1.0,0.0,1.5207975020488431,-1.0,1.0,46,1,8,0,3467,3,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,10,OOS,tick5bp,-1.0,0.0,1.4349567461531825,-1.0,1.0,46,1,12,0,3467,3,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,10,OOS,tick10bp,-1.0,0.0,1.2911914532175672,-1.0,1.0,46,1,17,0,3467,3,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,10,OOS,lenient_liq,-0.9540579328084424,0.005930589832721406,-0.121310691552265,-0.8928957219346358,0.9997756669890897,121,2,15,0,8393,4,"{""2025"": -0.9903, ""2026"": -0.3889}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,15,OOS,base,-1.0,0.0,2.7833597289898435,-1.0,1.0,31,1,5,0,1746,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,15,OOS,tick5bp,-1.0,0.0,2.622660793350773,-1.0,1.0,31,1,9,0,1746,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,15,OOS,tick10bp,-1.0,0.0,2.4417600336819865,-1.0,1.0,31,1,12,0,1746,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,15,OOS,lenient_liq,-1.0,0.0,-0.17158659157376452,-1.0,1.0,50,5,7,0,3312,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,20,OOS,base,-1.0,0.0,3.350691219651435,-1.0,1.0,31,1,5,0,1730,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,20,OOS,tick5bp,-1.0,0.0,3.1925896553109863,-1.0,1.0,31,1,9,0,1730,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,20,OOS,tick10bp,-1.0,0.0,-2.6335564766084523,-1.0,1.0,9,1,5,0,414,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,maker,20,OOS,lenient_liq,-1.0,0.0,1.3628711936261477,-1.0,1.0,44,4,7,0,2743,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,1,OOS,base,-0.0762787457055879,0.8762721025763565,-0.33553286658881976,-0.055253503744495,0.379624463104539,128,0,0,0,8664,177,"{""2025"": -0.0966, ""2026"": -0.0301}",-0.0762787457055879,0.8762721025763565
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,1,OOS,lenient_liq,-0.0762787457055879,0.8762721025763565,-0.33553286658881976,-0.055253503744495,0.379624463104539,128,0,0,0,8664,177,"{""2025"": -0.0966, ""2026"": -0.0301}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,3,OOS,base,-0.33518816101484705,0.506829606420824,-0.39817066450743815,-0.18081590418753257,0.810658213842558,128,0,0,0,8664,177,"{""2025"": -0.4251, ""2026"": -0.1184}",-0.335188161014847,0.506829606420824
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,3,OOS,lenient_liq,-0.33518816101484705,0.506829606420824,-0.39817066450743815,-0.18081590418753257,0.810658213842558,128,0,0,0,8664,177,"{""2025"": -0.4251, ""2026"": -0.1184}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,5,OOS,base,-0.7069080794503753,0.12964850876795875,-0.5163030503394997,-0.433878832128331,0.9749009349034703,128,0,0,0,8664,177,"{""2025"": -0.8302, ""2026"": -0.2366}",-0.7069080794503753,0.1296485087679587
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,5,OOS,lenient_liq,-0.7069080794503753,0.12964850876795875,-0.5163030503394997,-0.433878832128331,0.9749009349034703,128,0,0,0,8664,177,"{""2025"": -0.8302, ""2026"": -0.2366}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,10,OOS,base,-1.0,0.0,1.2896932888671042,-1.0,1.0,46,1,0,0,3467,3,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,10,OOS,lenient_liq,-0.9801170009742659,0.0014710599179860108,-0.4488215134718701,-0.9227760366347677,0.9999084422901026,121,2,0,0,8393,4,"{""2025"": -0.9965, ""2026"": -0.5849}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,15,OOS,base,-1.0,0.0,2.4888582364726606,-1.0,1.0,31,1,0,0,1746,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,15,OOS,lenient_liq,-1.0,0.0,-0.43740053551786273,-1.0,1.0,50,5,0,0,3312,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,20,OOS,base,-1.0,0.0,0.500742438353504,-1.0,1.0,15,1,0,0,738,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick5,coint,lvl,60,3,336,2.5,0.5,4.0,taker,20,OOS,lenient_liq,-1.0,0.0,-0.7015702378842776,-1.0,1.0,50,8,0,0,2854,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,IS,base,0.06363299968285618,1.203354945432834,0.7411878727465198,-0.033364725067945744,0.19185681889800343,651,0,51,0,18813,83,"{""2022"": 0.0267, ""2023"": -0.05, ""2024"": 0.2338}",0.0636329996828561,1.203354945432834
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,IS,tick5bp,0.03691555924409573,1.114912923270817,0.45390292197897214,-0.03336472506794552,0.21574503873034978,651,0,141,2,18823,83,"{""2022"": -0.0122, ""2023"": -0.0645, ""2024"": 0.2064}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,IS,tick10bp,0.0023766763699146765,1.00714862473644,0.07118015765183404,-0.033364725067945744,0.24608434628810438,649,0,255,5,18755,83,"{""2022"": -0.0493, ""2023"": -0.09, ""2024"": 0.1643}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,IS,lenient_liq,0.06363299968285618,1.203354945432834,0.7411878727465198,-0.033364725067945744,0.19185681889800343,651,0,51,0,18813,83,"{""2022"": 0.0267, ""2023"": -0.05, ""2024"": 0.2338}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,IS,base,0.17799439940031325,1.6348517325493865,0.7461843716471787,-0.10256909412321902,0.48922640200009804,651,0,51,0,18813,83,"{""2022"": 0.06, ""2023"": -0.1673, ""2024"": 0.8522}",0.1779943994003132,1.6348517325493863
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,IS,tick5bp,0.09173437652276206,1.3012988512434962,0.46257720274124314,-0.10256909412321913,0.533058005752229,651,0,141,2,18823,83,"{""2022"": -0.0557, ""2023"": -0.2045, ""2024"": 0.7322}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,IS,tick10bp,-0.014036091966069697,0.9584707209763597,0.08279251003334523,-0.10256909412321946,0.5856273626809705,649,0,255,5,18755,83,"{""2022"": -0.159, ""2023"": -0.268, ""2024"": 0.557}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,IS,lenient_liq,0.17799439940031325,1.6348517325493865,0.7461843716471787,-0.10256909412321902,0.48922640200009804,651,0,51,0,18813,83,"{""2022"": 0.06, ""2023"": -0.1673, ""2024"": 0.8522}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,IS,base,0.26575725497617286,2.028249282512994,0.7509510586177156,-0.18411704266461182,0.6929563851802294,651,0,51,0,18813,83,"{""2022"": 0.0645, ""2023"": -0.3022, ""2024"": 1.7304}",0.2657572549761728,2.028249282512994
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,IS,tick5bp,0.11554472166994234,1.38833240290541,0.4715091943533134,-0.18411704266461193,0.7354844551862743,651,0,141,2,18823,83,"{""2022"": -0.1216, ""2023"": -0.3529, ""2024"": 1.4424}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,IS,tick10bp,-0.05921152339851332,0.8326410610446715,0.0951742021632938,-0.18411704266461215,0.7836656440438602,649,0,255,5,18755,83,"{""2022"": -0.277, ""2023"": -0.4369, ""2024"": 1.0453}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,IS,lenient_liq,0.26575725497617286,2.028249282512994,0.7509510586177156,-0.18411704266461182,0.6929563851802294,651,0,51,0,18813,83,"{""2022"": 0.0645, ""2023"": -0.3022, ""2024"": 1.7304}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,IS,base,0.28427453249485213,2.1185951983643605,0.7587327101080965,-0.4559513494897218,0.9375899386464914,651,0,51,0,18813,83,"{""2022"": -0.0484, ""2023"": -0.6655, ""2024"": 5.6561}",0.2842745324948521,2.1185951983643605
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,IS,tick5bp,-0.0007451835101470738,0.9977656058506492,0.4927149542034939,-0.4559513494897214,0.953596152074466,651,0,141,2,18823,83,"{""2022"": -0.3511, ""2023"": -0.7115, ""2024"": 4.3305}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,IS,tick10bp,-0.29183013175361183,0.35506654729074844,0.12824935929492476,-0.4559513494897215,0.9693392889229009,649,0,255,5,18755,83,"{""2022"": -0.5644, ""2023"": -0.7821, ""2024"": 2.7417}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,IS,lenient_liq,0.28427453249485213,2.1185951983643605,0.7587327101080965,-0.4559513494897218,0.9375899386464914,651,0,51,0,18813,83,"{""2022"": -0.0484, ""2023"": -0.6655, ""2024"": 5.6561}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,IS,base,-1.0,0.0,-0.31140740242125114,-1.0,1.0,263,1,16,0,8004,61,"{""2022"": -0.2914, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,IS,tick5bp,-1.0,0.0,-0.5790974680240464,-1.0,1.0,263,1,58,1,8010,61,"{""2022"": -0.6005, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,IS,tick10bp,-1.0,0.0,-0.8894561313154838,-1.0,1.0,263,1,101,2,8009,61,"{""2022"": -0.7842, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,IS,lenient_liq,-1.0,0.0,-0.31140740242125114,-1.0,1.0,263,1,16,0,8004,61,"{""2022"": -0.2914, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,IS,base,-1.0,0.0,0.41258571742507416,-1.0,1.0,91,1,3,0,2445,10,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,IS,tick5bp,-1.0,0.0,0.2241248234967379,-1.0,1.0,91,1,16,0,2445,10,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,IS,tick10bp,-1.0,0.0,-0.008287448797231188,-1.0,1.0,91,1,28,0,2445,10,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,IS,lenient_liq,-0.8776985249403907,0.001826713616759204,0.7774218642472944,-0.9974850301884018,0.9999917502265193,635,2,51,0,18367,63,"{""2022"": -0.9988, ""2023"": -0.9466, ""2024"": 27.144}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,1,IS,base,-0.010507210231216035,0.9688014093879944,-0.0771228741932597,-0.033539303134393905,0.23712494111384586,651,0,0,0,18813,83,"{""2022"": -0.0602, ""2023"": -0.1022, ""2024"": 0.1481}",-0.010507210231216,0.9688014093879944
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,1,IS,lenient_liq,-0.010507210231216035,0.9688014093879944,-0.0771228741932597,-0.033539303134393905,0.23712494111384586,651,0,0,0,18813,83,"{""2022"": -0.0602, ""2023"": -0.1022, ""2024"": 0.1481}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,3,IS,base,-0.05128860597591878,0.8538600581691743,-0.0654076911057416,-0.10339222624057653,0.5708002577562041,651,0,0,0,18813,83,"{""2022"": -0.1863, ""2023"": -0.2974, ""2024"": 0.4936}",-0.0512886059759187,0.8538600581691743
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,3,IS,lenient_liq,-0.05128860597591878,0.8538600581691743,-0.0654076911057416,-0.10339222624057653,0.5708002577562041,651,0,0,0,18813,83,"{""2022"": -0.1863, ""2023"": -0.2974, ""2024"": 0.4936}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,5,IS,base,-0.11736197997323694,0.6875602852063456,-0.0527214252364827,-0.18578114617029318,0.7707549827391048,651,0,0,0,18813,83,"{""2022"": -0.3143, ""2023"": -0.4748, ""2024"": 0.9092}",-0.1173619799732369,0.6875602852063456
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,5,IS,lenient_liq,-0.11736197997323694,0.6875602852063456,-0.0527214252364827,-0.18578114617029318,0.7707549827391048,651,0,0,0,18813,83,"{""2022"": -0.3143, ""2023"": -0.4748, ""2024"": 0.9092}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,10,IS,base,-0.37678490852197455,0.2419765729972057,-0.017886606899263524,-0.46175976760119075,0.9658552385565184,651,0,0,0,18813,83,"{""2022"": -0.604, ""2023"": -0.8129, ""2024"": 2.2669}",-0.3767849085219745,0.2419765729972057
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,10,IS,lenient_liq,-0.37678490852197455,0.2419765729972057,-0.017886606899263524,-0.46175976760119075,0.9658552385565184,651,0,0,0,18813,83,"{""2022"": -0.604, ""2023"": -0.8129, ""2024"": 2.2669}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,15,IS,base,-1.0,0.0,-0.9550291452844543,-1.0,1.0,263,1,0,0,8004,61,"{""2022"": -0.8097, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,15,IS,lenient_liq,-1.0,0.0,-0.9550291452844543,-1.0,1.0,263,1,0,0,8004,61,"{""2022"": -0.8097, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,20,IS,base,-1.0,0.0,-0.07335019803182193,-1.0,1.0,91,1,0,0,2445,10,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,20,IS,lenient_liq,-1.0,0.0,-0.07335019803182193,-1.0,1.0,91,1,0,0,2445,10,"{""2022"": -1.0, ""2023"": -1.0, ""2024"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,OOS,base,0.05321230715750591,1.0901350625966308,0.7439594872502431,-0.02547392838935092,0.1281284454635907,394,0,30,0,10616,77,"{""2025"": 0.1436, ""2026"": -0.0467}",0.0532123071575059,1.0901350625966308
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,OOS,tick5bp,0.018021897703464074,1.0301787912418772,0.27805504380086254,-0.02724322955867342,0.14584161543903018,394,0,81,0,10616,77,"{""2025"": 0.0932, ""2026"": -0.0576}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,OOS,tick10bp,-0.024505316897242224,0.9595412213101537,-0.3001631604289499,-0.02725216705832778,0.17444676147923266,393,0,160,3,10658,77,"{""2025"": 0.0497, ""2026"": -0.0859}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,1,OOS,lenient_liq,0.05321230715750591,1.0901350625966308,0.7439594872502431,-0.02547392838935092,0.1281284454635907,394,0,30,0,10616,77,"{""2025"": 0.1436, ""2026"": -0.0467}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,OOS,base,0.15146626724078538,1.264618682655122,0.7494817966620865,-0.07495307140624796,0.34769451410740493,394,0,30,0,10616,77,"{""2025"": 0.4729, ""2026"": -0.1414}",0.1514662672407853,1.264618682655122
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,OOS,tick5bp,0.039616074621702024,1.066809799806944,0.2856254512998584,-0.08004729329871518,0.38699134457468265,394,0,81,0,10616,77,"{""2025"": 0.2858, ""2026"": -0.1703}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,OOS,tick10bp,-0.08529125674926719,0.8620865813774798,-0.2909600819748126,-0.08012283948902932,0.44672842882108565,393,0,160,3,10658,77,"{""2025"": 0.1386, ""2026"": -0.2428}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,3,OOS,lenient_liq,0.15146626724078538,1.264618682655122,0.7494817966620865,-0.07495307140624796,0.34769451410740493,394,0,30,0,10616,77,"{""2025"": 0.4729, ""2026"": -0.1414}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,OOS,base,0.23417261381756393,1.4194024325660743,0.7542616895718578,-0.12253973227601711,0.5231175211633374,394,0,30,0,10616,77,"{""2025"": 0.8577, ""2026"": -0.2359}",0.2341726138175639,1.4194024325660743
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,OOS,tick5bp,0.04038065539746949,1.0681161417056477,0.29280132612820403,-0.13068614552664115,0.5705343845255522,394,0,81,0,10616,77,"{""2025"": 0.4797, ""2026"": -0.2782}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,OOS,tick10bp,-0.15952145971133824,0.7488003259494022,-0.28163422417081324,-0.1308830127902243,0.6382211034452285,393,0,160,3,10658,77,"{""2025"": 0.2086, ""2026"": -0.3804}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,5,OOS,lenient_liq,0.23417261381756393,1.4194024325660743,0.7542616895718578,-0.12253973227601711,0.5231175211633374,394,0,30,0,10616,77,"{""2025"": 0.8577, ""2026"": -0.2359}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,OOS,base,0.33841291137457064,1.6245144942285756,0.7631046089378923,-0.23371735118051307,0.8073671580332279,394,0,30,0,10616,77,"{""2025"": 2.0066, ""2026"": -0.4597}",0.3384129113745706,1.6245144942285756
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,OOS,tick5bp,-0.05244362909749367,0.9142320990457389,0.30931494141954746,-0.24839158532401429,0.8452306984380579,394,0,81,0,10616,77,"{""2025"": 0.8944, ""2026"": -0.5174}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,OOS,tick10bp,-0.38205933491093336,0.4487528578148408,-0.2573346109463304,-0.2490591166534517,0.8937614903563993,393,0,160,3,10658,77,"{""2025"": 0.2645, ""2026"": -0.6451}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,10,OOS,lenient_liq,0.33841291137457064,1.6245144942285756,0.7631046089378923,-0.23371735118051307,0.8073671580332279,394,0,30,0,10616,77,"{""2025"": 2.0066, ""2026"": -0.4597}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,OOS,base,-1.0,0.0,-3.451529271452474,-1.0,1.0,10,1,1,0,146,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,OOS,tick5bp,-1.0,0.0,-3.451529271452474,-1.0,1.0,10,1,1,0,146,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,OOS,tick10bp,-1.0,0.0,-3.451529271452474,-1.0,1.0,10,1,1,0,146,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,15,OOS,lenient_liq,-0.7689828124779226,0.08723963484022171,0.16610720744259727,-0.932244106586449,0.9807704459268298,381,1,29,0,10140,77,"{""2025"": -0.7518, ""2026"": -0.6485}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,OOS,base,-1.0,0.0,-3.494180158653322,-1.0,1.0,8,1,1,0,141,0,"{""2025"": -1.0, ""2026"": -1.0}",-1.0,0.0
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,OOS,tick5bp,-1.0,0.0,-3.494180158653322,-1.0,1.0,8,1,1,0,141,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,OOS,tick10bp,-1.0,0.0,-3.494180158653322,-1.0,1.0,8,1,1,0,141,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,maker,20,OOS,lenient_liq,-1.0,0.0,-3.494180158653322,-1.0,1.0,8,1,1,0,141,0,"{""2025"": -1.0, ""2026"": -1.0}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,1,OOS,base,-0.020980572119652652,0.9653195295257246,-0.26000072143587044,-0.025971314578940086,0.17452600434436016,394,0,0,0,10616,77,"{""2025"": 0.0598, ""2026"": -0.0892}",-0.0209805721196526,0.9653195295257246
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,1,OOS,lenient_liq,-0.020980572119652652,0.9653195295257246,-0.26000072143587044,-0.025971314578940086,0.17452600434436016,394,0,0,0,10616,77,"{""2025"": 0.0598, ""2026"": -0.0892}",,
pick10,coint,ret,60,10,72,3.0,0.5,4.5,taker,3,OOS,base,-0.07456274277414665,0.8789835263079873,-0.2508300991535736,-0.07647862862923427,0.44643445015115724,394,0,0,0,10616,77,"{""2025"": 0.1733, ""2026"": -0.2508}",-0.0745627427741466,0.8789835263079873
