win,hour,coin,okx_jump_bp,bn_jump_bp,bn_proxy_bp
2022-09-15 06:00,2022-09-14 18:00:00+00:00,BTC,3.9621163003955573,4.140546659887612,1.1899912187496309
2022-09-15 06:00,2022-09-14 18:00:00+00:00,ETH,10.399323334031596,12.601900118096587,6.433015129539976
2022-09-15 06:00,2022-09-14 19:00:00+00:00,BTC,4.941910545753769,4.521964889290242,3.8803609324622457
2022-09-15 06:00,2022-09-14 19:00:00+00:00,ETH,4.019747914704164,10.053173164796814,3.592588617010728
2022-09-15 06:00,2022-09-14 20:00:00+00:00,BTC,4.058448775335899,4.353026173935515,2.334180005407749
2022-09-15 06:00,2022-09-14 20:00:00+00:00,ETH,-0.11682914680233303,0.36631149748833636,0.0
2022-09-15 06:00,2022-09-14 21:00:00+00:00,BTC,5.789683740823337,3.321461742596954,1.4546992197916886
2022-09-15 06:00,2022-09-14 21:00:00+00:00,ETH,5.230401316618227,9.655428253487752,6.175229509308711
2022-09-15 06:00,2022-09-14 22:00:00+00:00,BTC,4.414370705676518,3.995654648780711,1.341713776390474
2022-09-15 06:00,2022-09-14 22:00:00+00:00,ETH,9.938305000530834,26.369978215408096,15.669143017036369
2022-09-15 06:00,2022-09-14 23:00:00+00:00,BTC,4.302456552273126,3.16871186997969,0.8640210984511842
2022-09-15 06:00,2022-09-14 23:00:00+00:00,ETH,13.362722478669209,14.13742178250077,2.700576767729057
2022-09-15 06:00,2022-09-15 00:00:00+00:00,BTC,0.7933273643989658,0.9026520971866514,0.03764228060809671
2022-09-15 06:00,2022-09-15 00:00:00+00:00,ETH,-11.278534336410795,-14.49426188921965,0.0
2022-09-15 06:00,2022-09-15 01:00:00+00:00,BTC,1.293303211238328,3.268949746069172,1.0783894081367595
2022-09-15 06:00,2022-09-15 01:00:00+00:00,ETH,5.043182240783706,2.017114775597628,3.576710949805273
2022-09-15 06:00,2022-09-15 02:00:00+00:00,BTC,3.393631313570733,2.685496817753652,0.0
2022-09-15 06:00,2022-09-15 02:00:00+00:00,ETH,-0.12811119737610177,-2.775022392049742,0.0
2022-09-15 06:00,2022-09-15 03:00:00+00:00,BTC,4.452645536306976,2.5172459641475964,1.358144173182474
2022-09-15 06:00,2022-09-15 03:00:00+00:00,ETH,59.877871919354895,43.9696637676823,2.083681707877316
2022-09-15 06:00,2022-09-15 04:00:00+00:00,BTC,4.7429770474227695,2.0357858502384474,0.7777988676704872
2022-09-15 06:00,2022-09-15 04:00:00+00:00,ETH,6.680246099158849,8.083256638449221,6.669564510255466
2022-09-15 06:00,2022-09-15 05:00:00+00:00,BTC,4.690932086500732,1.750889712939241,3.1554747220052803
2022-09-15 06:00,2022-09-15 05:00:00+00:00,ETH,12.434202601457889,14.786231796174443,8.761183316975396
2022-09-15 06:00,2022-09-15 06:00:00+00:00,BTC,5.232077289745174,3.0178196558861003,2.9563660721798612
