,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,pnl_long,pnl_short,n_positions,stops,ic_est
2023-10-02 00:00:00+00:00,0.00763758,1.02842,0.978359,0.006798,-0.0234666,0.563062,0.000183205,6.06063e-05,7.99813e-05,2.3246e-05,0.0079192,-0.0134977,0.0214169,38.8125,1,0.0202485
2023-10-03 00:00:00+00:00,-0.00829572,1.01989,1.07705,0.0181836,-0.0121092,0.234605,7.50807e-05,1.5233e-05,1.01796e-05,-1.49369e-05,-0.00819015,-0.0198064,0.0116163,40,0,0.0216023
2023-10-04 00:00:00+00:00,-0.0127706,1.00686,1.11827,0.0149534,-0.00669727,0.134008,4.28527e-05,7.16784e-06,6.13219e-06,4.0722e-05,-0.0128212,-0.0117291,-0.00109206,39.8958,0,0.0189573
2023-10-05 00:00:00+00:00,0.00186645,1.00874,1.082,0.0130305,-0.0153045,0.15188,5.17202e-05,8.98199e-06,1.29026e-05,3.07702e-05,0.00191968,-0.00470979,0.00662947,40,1,0.0147271
2023-10-06 00:00:00+00:00,-0.00865857,1.00001,1.01423,0.0346566,-0.00385493,0.169198,6.19642e-05,1.17157e-05,1.56303e-05,-2.51375e-05,-0.00857213,0.00699805,-0.0155702,40,1,0.0142588
2023-10-07 00:00:00+00:00,0.00325397,1.00326,0.979117,0.048987,0.0126439,0.0571136,1.82785e-05,5.95791e-06,2.25068e-06,2.63781e-05,0.00325291,-0.00174685,0.00499976,40,0,0.0132255
2023-10-08 00:00:00+00:00,0.0036296,1.0069,0.952169,0.0344726,-0.000859002,0.111092,3.56046e-05,1.04311e-05,2.80364e-05,2.84346e-05,0.00367872,8.8222e-05,0.0035905,40,0,0.0142171
2023-10-09 00:00:00+00:00,0.0028135,1.00974,0.905858,0.0644476,-0.000929526,0.333413,0.000118999,3.01952e-05,7.28988e-05,2.80649e-05,0.00301449,-0.014975,0.0179895,39.6875,2,0.0150915
2023-10-10 00:00:00+00:00,-0.00905033,1.0006,0.937729,0.0751034,0.00345298,0.0733249,2.34716e-05,8.0955e-06,4.30811e-06,0.000247332,-0.00929589,-0.0106193,0.00132344,40,0,0.0190157
2023-10-11 00:00:00+00:00,-0.00778825,0.992807,0.943211,0.0701362,0.00334054,0.0618578,1.98037e-05,3.7655e-06,3.84387e-06,6.0383e-05,-0.00784214,-0.00723249,-0.000609649,40,0,0.0144902
2023-10-12 00:00:00+00:00,0.000794919,0.993596,0.874618,0.0714875,0.0115184,0.096877,3.54302e-05,2.28206e-05,6.97938e-06,4.59519e-06,0.000858764,-0.00618901,0.00704777,39.6667,1,0.00918075
2023-10-13 00:00:00+00:00,-0.000653931,0.992946,0.804952,0.055958,0.0114961,0.070101,2.24267e-05,4.17636e-06,2.12835e-06,-1.91851e-05,-0.000603758,0.00363459,-0.00423834,39,0,0.00873928
2023-10-14 00:00:00+00:00,-0.00016532,0.992782,0.767252,0.0338454,0.0100527,0.0510407,1.6325e-05,2.04062e-06,1.75967e-06,2.46173e-05,-0.000167102,0.00067154,-0.000838641,39,0,0.00829996
2023-10-15 00:00:00+00:00,0.00379442,0.996549,0.742851,0.00968481,-0.00815937,0.0285016,9.12244e-06,1.7024e-06,2.17696e-06,2.35746e-05,0.0037804,0.00511789,-0.00133749,39.6042,0,0.00724816
2023-10-16 00:00:00+00:00,-0.000406289,0.996144,0.723304,-0.0091498,-0.00757886,0.39054,0.000125003,2.47432e-05,5.81441e-05,5.10341e-05,-0.000245238,0.0074541,-0.00769934,40,0,0.00815975
2023-10-17 00:00:00+00:00,0.00117792,0.997317,0.734883,-0.00291052,0.00112233,0.0310022,1.2174e-05,8.45993e-06,2.35219e-06,3.75939e-05,0.00116755,-0.00687271,0.00804026,39.875,1,0.0100692
2023-10-18 00:00:00+00:00,-0.000834386,0.996485,0.728797,0.00351154,0.00402099,0.0265441,8.49442e-06,3.42267e-06,1.40087e-06,3.09177e-05,-0.000848967,-0.00520957,0.00436061,40,0,0.0116804
2023-10-19 00:00:00+00:00,0.00237799,0.998855,0.715552,0.0138481,0.00315656,0.00712049,2.2786e-06,5.62367e-07,5.6414e-07,3.24042e-05,0.00235159,0.000338272,0.00201332,40,0,0.010999
2023-10-20 00:00:00+00:00,-0.00269805,0.99616,0.71084,0.0213651,0.0102762,0.0370599,1.35889e-05,2.05929e-06,2.58661e-06,3.29604e-05,-0.00271361,0.00864646,-0.0113601,39.1042,1,0.0111264
2023-10-21 00:00:00+00:00,0.000449448,0.996608,0.696839,0.0219433,0.0116357,0.0494023,1.94894e-05,1.01645e-05,3.70013e-06,3.14275e-05,0.000454659,0.0121595,-0.0117048,38.5833,1,0.00856295
2023-10-22 00:00:00+00:00,-0.00103692,0.995574,0.679029,0.0190167,0.00271424,0.0533014,2.27917e-05,1.42896e-05,2.93801e-06,5.83546e-05,-0.00105206,0.00712762,-0.00817967,39.0625,2,0.00627644
2023-10-23 00:00:00+00:00,0.00608715,1.00163,0.576829,0.0209133,-0.000378278,0.200128,7.34581e-05,4.70197e-05,1.73998e-05,0.000106886,0.0061047,0.0207784,-0.0146737,36.7083,4,0.00482581
2023-10-24 00:00:00+00:00,-0.00139491,1.00024,0.506728,0.0215978,0.00464571,0.144919,5.4238e-05,9.34642e-06,1.11083e-05,0.000170541,-0.00148556,0.00339512,-0.00488067,37.625,3,0.00634182
2023-10-25 00:00:00+00:00,-0.00177741,0.998459,0.442403,0.0148732,0.00098202,0.0982727,3.65162e-05,5.61979e-06,1.15952e-05,0.000475765,-0.00219632,0.00427716,-0.00647348,36.2083,3,0.0029838
2023-10-26 00:00:00+00:00,-0.00466105,0.993806,0.323193,0.00868441,0.00244563,0.125209,4.54036e-05,2.29268e-05,1.05975e-05,0.000204687,-0.00479427,-0.000789767,-0.0040045,33.4583,2,0.00103973
2023-10-27 00:00:00+00:00,0.000150811,0.993955,0.292226,0.00763414,0.00170179,0.0101515,3.2465e-06,4.05813e-07,4.67697e-07,4.00607e-05,0.000115989,-0.00299764,0.00311363,33,0,4.46408e-07
2023-10-28 00:00:00+00:00,0.000150086,0.994105,0.295817,0.0067671,0.00210572,0.00402596,1.28846e-06,1.61058e-07,1.80717e-07,1.09469e-06,0.000151503,0.00323955,-0.00308805,33,0,0
2023-10-29 00:00:00+00:00,0.000855203,0.994955,0.297041,0.0068664,0.00280559,0.00223503,7.15181e-07,8.93976e-08,5.55651e-08,8.83679e-06,0.000847991,0.00282437,-0.00197638,33,0,0.000702487
2023-10-30 00:00:00+00:00,0.000545931,0.995498,0.231916,0.00119521,0.000567193,0.0878928,2.9873e-05,1.34702e-05,9.26459e-06,3.55327e-05,0.000563738,0.00227435,-0.00171061,30.6875,1,0.00385868
2023-10-31 00:00:00+00:00,-0.00129003,0.994214,0.225224,0.00795368,0.00631206,0.0194266,6.21681e-06,7.77101e-07,7.13446e-07,1.42685e-05,-0.00129616,-0.0019068,0.000610646,32,0,0.0033662
2023-11-01 00:00:00+00:00,0.00270982,0.996908,0.22498,0.00668165,0.00607209,0.00859424,2.75096e-06,6.73618e-07,7.95383e-08,1.11371e-05,0.00269933,0.00473577,-0.00203644,32,0,0.00145995
2023-11-02 00:00:00+00:00,0.00346814,1.00037,0.223404,0.0105028,0.00789115,0.0607885,1.94561e-05,4.64406e-06,2.80711e-06,1.0078e-05,0.00348031,9.38226e-05,0.00338649,32.875,0,0.00317382
2023-11-03 00:00:00+00:00,-0.000937528,0.999427,0.184843,0.00787885,0.00428461,0,0,0,0,5.78497e-06,-0.00094336,0.000526691,-0.00147005,33,0,0.00449737
2023-11-04 00:00:00+00:00,-0.00110712,0.998321,0.189394,0.00630583,0.00236851,0.0405693,1.74546e-05,3.19347e-06,3.36631e-06,1.88589e-05,-0.00110162,0.00251863,-0.00362024,33.0625,1,0.00420754
2023-11-05 00:00:00+00:00,0.00233566,1.00065,0.175553,0.0115174,0.00858683,0.00991837,3.17451e-06,3.96814e-07,7.89177e-07,8.79519e-06,0.00232992,0.00234502,-1.50933e-05,34,0,0.00254851
2023-11-06 00:00:00+00:00,0.000348888,1.001,0.151952,0.00201599,-0.00133871,0.059624,2.11736e-05,1.02548e-05,5.21222e-06,2.05524e-05,0.000365582,0.00305036,-0.00268477,30.375,1,0.0018158
2023-11-07 00:00:00+00:00,-0.000702562,1.0003,0.150216,0.00958017,0.00593056,0.000313236,1.56635e-07,3.1327e-08,1.08777e-08,6.89457e-05,-0.000770817,-0.00139698,0.000626166,29.2708,1,0.00116473
2023-11-08 00:00:00+00:00,0.000985074,1.00128,0.130122,0.0149669,0.0143561,0.0372174,1.56145e-05,1.48464e-05,3.03685e-06,1.53092e-05,0.00100328,0.00210448,-0.0011012,26.5625,3,0.000253109
2023-11-09 00:00:00+00:00,-0.000497445,1.00079,0.114989,0.0135822,0.0114663,0.0370698,1.51012e-05,7.67188e-06,2.26118e-06,5.35593e-06,-0.000477164,0.000553792,-0.00103096,26.2917,3,0
2023-11-10 00:00:00+00:00,0.000819824,1.00161,0.102863,0.0161593,0.00995919,0.0166354,7.10939e-06,1.87555e-05,1.0906e-06,-1.8179e-05,0.000865251,0.00273067,-0.00186542,25.25,2,0
2023-11-11 00:00:00+00:00,0.000494608,1.0021,0.0879781,0.008565,0.00411672,0.0249196,9.45454e-06,3.92028e-06,2.03e-06,-1.8501e-05,0.000529484,0.00166444,-0.00113496,25.1667,1,0
2023-11-12 00:00:00+00:00,0.00195836,1.00406,0.0838594,0.00748505,0.00464208,0.00244466,7.82615e-07,2.50461e-06,4.56976e-07,-2.29816e-05,0.00198359,0.00193775,4.58424e-05,25,0,0
2023-11-13 00:00:00+00:00,-9.89401e-05,1.00396,0.0758959,0.00482068,0.00361888,0.00742869,2.39136e-06,4.45185e-06,1.56304e-06,-8.69981e-06,-8.14813e-05,-0.00152359,0.00144211,22.6875,1,0
2023-11-14 00:00:00+00:00,-0.000127293,1.00384,0.0731835,0.0042903,0.00396682,0,0,0,0,-3.55904e-06,-0.000123555,-0.000714443,0.000590888,22,0,0
2023-11-15 00:00:00+00:00,0.000608524,1.00445,0.0741002,0.00462209,0.00516943,0,0,0,0,3.0544e-07,0.000608212,0.00231162,-0.00170341,22,0,0
2023-11-16 00:00:00+00:00,-0.000704501,1.00374,0.0750469,0.00466121,0.00526377,0,0,0,0,-1.25749e-06,-0.000703294,-0.00199278,0.00128949,22,0,0
2023-11-17 00:00:00+00:00,-0.000253297,1.00349,0.0736661,0.00203592,0.00285528,0.00432496,1.3838e-06,3.9607e-07,1.83037e-07,8.85642e-07,-0.000252116,-0.000204789,-4.73268e-05,22.7083,0,0
2023-11-18 00:00:00+00:00,0.000260477,1.00375,0.0716846,-0.000387249,0.000676615,0,0,0,0,1.23817e-06,0.000259256,-0.000127917,0.000387173,23,0,0
2023-11-19 00:00:00+00:00,4.68317e-05,1.00379,0.0724028,-0.000155152,0.000973615,0,0,0,0,9.04394e-07,4.59693e-05,0.000795817,-0.000749848,23,0,0
2023-11-20 00:00:00+00:00,0.000266619,1.00406,0.0699584,-0.00229588,-0.000550233,0.0110454,3.53509e-06,1.00132e-06,4.67601e-07,-1.55794e-07,0.000271928,-0.000224231,0.00049616,21,0,0
2023-11-21 00:00:00+00:00,-0.000361824,1.0037,0.0627753,-0.000716587,0.00195149,0,0,0,0,-1.01921e-06,-0.00036075,-0.00259397,0.00223322,21,0,0
2023-11-22 00:00:00+00:00,0.000554124,1.00425,0.0614155,-0.000761406,0.00135246,0,0,0,0,-7.19672e-06,0.000561235,0.00232506,-0.00176383,21,0,0
2023-11-23 00:00:00+00:00,-0.000431275,1.00382,0.0630586,-0.000792234,0.0015183,0,0,0,0,-2.36728e-06,-0.000428909,-0.000171074,-0.000257835,21,0,0
2023-11-24 00:00:00+00:00,-9.87651e-06,1.00381,0.0620193,0.00101731,0.00340907,0.00272295,1.36135e-06,2.72271e-07,2.87313e-07,-1.05131e-07,-7.79133e-06,0.000463298,-0.000471089,20.3542,1,0.000457317
2023-11-25 00:00:00+00:00,-0.000355691,1.00345,0.0621689,0.00162876,0.00398045,0,0,0,0,-1.17115e-06,-0.000354532,0.000498446,-0.000852978,20,0,0.00189227
2023-11-26 00:00:00+00:00,-0.000174632,1.00328,0.0620178,0.00142373,0.00377509,0,0,0,0,-3.5534e-07,-0.000174245,-0.000677241,0.000502996,20,0,0.00115438
2023-11-27 00:00:00+00:00,-0.000281719,1.003,0.0566843,0.00176508,0.00341001,0.00370285,1.1849e-06,1.48113e-07,1.90252e-07,-7.40388e-07,-0.000279443,-0.000815283,0.00053584,18,0,9.60823e-05
2023-11-28 00:00:00+00:00,0.000148384,1.00315,0.0563921,0.00190023,0.00294347,0,0,0,0,-3.63522e-07,0.00014877,0.000303876,-0.000155106,18,0,0.00207612
2023-11-29 00:00:00+00:00,-0.00059847,1.00255,0.0592174,0.00435394,0.00611826,0.00403788,1.29208e-06,1.6151e-07,2.49142e-07,-1.5142e-06,-0.000595394,-0.000729802,0.000134407,18.8958,0,0.00431815
2023-11-30 00:00:00+00:00,7.80894e-05,1.00262,0.059909,0.00522068,0.00754428,0,0,0,0,-1.96939e-06,8.01604e-05,9.62862e-05,-1.61258e-05,19,0,0.00327228
2023-12-01 00:00:00+00:00,0.000179623,1.0028,0.0609231,0.00560858,0.00891546,0,0,0,0,2.67786e-08,0.000179696,0.000637106,-0.00045741,19,0,0.00395194
2023-12-02 00:00:00+00:00,0.000637513,1.00344,0.0649664,0.00294538,0.00578982,0.00458267,1.46647e-06,1.83309e-07,1.53931e-07,1.31983e-06,0.000637882,0.00135685,-0.000718972,20.1875,0,0.00570317
2023-12-03 00:00:00+00:00,-0.000702635,1.00274,0.06787,0.00166596,0.00363463,0.00499663,1.59836e-06,5.13659e-07,1.27772e-07,-5.09635e-07,-0.000699839,-0.00027954,-0.000420299,21.2292,0,0.00667625
2023-12-04 00:00:00+00:00,-0.000592743,1.00214,0.0829472,-0.00143639,0.00367236,0.0523501,1.67845e-05,7.31846e-06,5.30403e-06,7.22985e-06,-0.000569753,0.00198682,-0.00255658,22.9167,1,0.00900699
2023-12-05 00:00:00+00:00,-0.000784796,1.00136,0.0935947,-0.00364248,0.000299796,0.036141,1.23047e-05,1.94893e-06,2.99685e-06,1.0425e-05,-0.000777479,0.000149047,-0.000926526,26.1875,2,0.0104654
2023-12-06 00:00:00+00:00,-0.00101982,1.00034,0.096723,0.00349976,0.00412359,0.0306197,1.17738e-05,2.04478e-06,1.82671e-06,1.38324e-07,-0.00100372,-0.00192119,0.000917477,29.0625,1,0.0105266
2023-12-07 00:00:00+00:00,0.000712734,1.00105,0.0893326,0.00608416,0.00540234,0.0273008,8.73665e-06,1.09208e-06,1.32059e-06,3.47155e-06,0.000720503,0.00176628,-0.00104577,31.6667,0,0.00955644
2023-12-08 00:00:00+00:00,-0.000454767,1.00059,0.0976263,0.0023458,0.000585553,0.0232192,8.35891e-06,3.65183e-06,1.36076e-06,1.59589e-05,-0.000457287,0.00150864,-0.00196593,32.4792,2,0.00958537
2023-12-09 00:00:00+00:00,0.00061372,1.00121,0.101465,0.00659856,0.00572693,0.0175239,6.10663e-06,8.67304e-07,5.70544e-07,1.32618e-05,0.000608263,-0.000399612,0.00100787,30.6667,1,0.00890962
2023-12-10 00:00:00+00:00,-0.000351936,1.00086,0.131463,0.00292885,0.00197675,0.0591888,1.89405e-05,3.61246e-06,3.04637e-06,1.12502e-05,-0.000336937,0.000937646,-0.00127458,33.8542,0,0.011624
2023-12-11 00:00:00+00:00,0.000261872,1.00112,0.154396,0.00505153,0.00455771,0.0493302,1.62117e-05,4.05919e-06,3.14896e-06,-7.24298e-06,0.000293511,-0.00555019,0.0058437,35.6042,1,0.0113755
2023-12-12 00:00:00+00:00,-0.00228496,0.99883,0.177216,-0.000644078,-0.000604764,0.0487402,1.60042e-05,5.64384e-06,2.93612e-06,8.27253e-06,-0.00226972,0.00111225,-0.00338198,37.0833,1,0.0102274
2023-12-13 00:00:00+00:00,0.00380064,1.00263,0.179002,0.00357825,0.00100182,0.0126753,4.05594e-06,5.06993e-07,8.12405e-07,-8.15971e-06,0.00380921,0.00329603,0.000513183,37,0,0.0061707
2023-12-14 00:00:00+00:00,5.1042e-05,1.00268,0.172845,0.00626593,0.00310992,0.0356891,1.37175e-05,3.69916e-06,3.0434e-06,1.98299e-06,7.09721e-05,0.00262504,-0.00255407,37.5,2,0.00802341
2023-12-15 00:00:00+00:00,0.00115891,1.00384,0.169309,0.00205075,-0.00193594,0.00897041,2.8707e-06,1.70202e-06,1.68057e-07,1.26378e-05,0.00115136,-0.00432294,0.0054743,38,0,0.0102026
2023-12-16 00:00:00+00:00,-0.00569674,0.998121,0.163896,0.0023969,-0.00347723,0.0341369,1.32337e-05,8.24706e-06,5.12308e-06,2.24129e-05,-0.00570441,0.00106929,-0.0067737,38,1,0.00928029
2023-12-17 00:00:00+00:00,-0.000142553,0.997978,0.15418,0.00381271,-0.00175265,0.0106492,3.40742e-06,4.25928e-07,8.31385e-07,7.09743e-06,-0.000144521,-0.00204356,0.00189904,38,0,0.00564785
2023-12-18 00:00:00+00:00,0.000560656,0.998538,0.142903,0.00155899,-0.00112298,0.0287044,9.18571e-06,2.03504e-06,2.27813e-06,-2.66473e-07,0.000574968,0.00142359,-0.000848624,36.9167,0,0.00609324
