,gain_share
cs_vol_level,1.2294471669893834
amihud_long,1.1319488005773517
log_dollar_volume,0.725994396750624
trade_size,0.5695839075208126
cs_funding_sum_1440m,0.4752074988228142
cs_premium,0.46067004196207534
cs_amihud_long,0.4343992720407978
ivol_share,0.42180370572127435
mkt_funding,0.3960355159103911
beta,0.389024310054966
kurt_long,0.37335373766865265
volvol_long,0.3590516403216868
cs_beta,0.357111487669366
mkt_vol,0.3434546408477037
dow_cos,0.32891205426561004
cs_funding_sum_480m,0.3216531808222933
trend_1440m_5760m,0.3049943124563399
skew_long,0.30336406133254523
gk_vol_day,0.2880017929818509
ret_1440m,0.27659863641127247
vol_level,0.26826152128370534
mkt_ret_10080m,0.2682242232913122
funding_sum_4320m,0.25773990644735695
dvol_surprise_long,0.2567295194028638
funding_z,0.2556379094151824
funding_sum_1440m,0.25496173863690386
cs_funding_sum_4320m,0.2440376077418597
dispersion,0.23997992476289906
clv_day,0.23898416080671986
flow_ret_div,0.23267847514469517
range_pos_10080m,0.23194049388273097
dist_high_10080m,0.23013424522161138
semivar_asym,0.22761988707978445
ret_10080m,0.22490715490061414
dow_sin,0.22338622494460897
cs_range_pos_10080m,0.21813370352620215
iret_60m,0.18345084113531948
dist_low_10080m,0.17779712361134245
iret_240m,0.17378923169126057
premium_ema_day,0.17191361650514123
flow_1440m,0.1626250415178613
iret_1440m,0.15969952755007719
iret_10080m,0.15740071148478701
iret_120m,0.15060051318681553
ret_480m,0.14893019662110335
funding_last,0.14370603867045464
cs_iret_10080m,0.1412701987101202
iret_480m,0.14052239268453645
ret_4320m,0.13816021930691982
cs_ret_10080m,0.13638945221403373
cs_trend_240m_1440m,0.13167733111490498
iret_4320m,0.1310293139915525
mkt_flow_day,0.12692546664788038
hl_spread_proxy,0.11915552934078298
premium,0.11495263305963078
btc_minus_mkt_day,0.11342536214909588
cs_iret_1440m,0.11302093120618578
breadth_day,0.11250896928057569
funding_sum_480m,0.10980042613334104
cs_ret_240m,0.1074310821424572
park_ratio_1440m,0.10349100172604407
funding_chg_day,0.09981320743876387
park_ratio_4320m,0.09703247773814415
dist_low_1440m,0.09510616312958514
mkt_ret_4320m,0.09265360602827075
hour_cos,0.09235056768392601
cs_ret_120m,0.08597290352505255
flow_persist,0.08589702676995943
cs_flow_1440m,0.08574301034878129
cs_ret_480m,0.08414106556354592
mkt_vol_ratio,0.08409944482000384
trend_240m_1440m,0.0837428706335683
premium_z,0.07856042828053454
rv_ratio_1440m,0.07709902313897948
cs_iret_4320m,0.07600675456140679
cs_dvol_surprise_day,0.07360588884792546
range_pos_1440m,0.07350058830004214
cs_ret_4320m,0.06934601311780282
dist_high_1440m,0.06053624485657085
rv_ratio_4320m,0.06045923078685291
cs_ret_1440m,0.057172482975264685
flow_z_long,0.05688472931260064
mkt_ret_240m,0.05647357342362893
cs_flow_persist,0.05407200967662789
mkt_ret_1440m,0.0470282201804277
iret_30m,0.043161598934621154
cs_flow_z_long,0.04010575182475401
cs_ret_30m,0.032823201175568945
mkt_premium,0.02889170903334893
dvol_surprise_day,0.027297767038905817
ret_240m,0.025371464430439875
cs_ret_60m,0.025071047193619
trend_60m_240m,0.023011861441144765
park_ratio_240m,0.018888750348640283
rv_ratio_240m,0.018425491025103283
iret_15m,0.01415902843366727
flow_240m,0.0053169577061694916
hour_sin,0.0052511635895585865
ret_120m,0.004254841817072878
dist_low_240m,0.0037213850412287654
btc_minus_mkt_4h,0.002866254597472725
cs_flow_240m,0.0026957968922089524
premium_chg_8h,0.0024829123880094656
cs_premium_chg_8h,0.002409410870753029
dist_high_240m,0.002376838201031716
ret_30m,0.002187474675890132
ret_60m,0.002076244184903557
ret_15m,0.0016292695518788263
range_pos_240m,0.0015824496499461797
cs_ret_15m,0.0009719757844252875
to_funding,0.0008962897855959215
flow_60m,0.00033167116173310945
flow_15m,0.00029641720189351714
mkt_ret_60m,0.0001950736306501312
cs_flow_60m,0.00013447682205633163
cs_flow_15m,0.00012856075849809642
mkt_ret_15m,4.932437185766881e-05
