,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2023-07-31 00:00:00+00:00,6.97879e-05,1.00007,0.00849007,-0.00234778,-0.00129628,0.0575437,1.84139e-05,4.11584e-06,2.16123e-06,7.45549e-05,1.99964e-05,0.958333,0.00601421
2023-08-01 00:00:00+00:00,-0.00285015,0.997219,0.0981759,-0.0353962,-0.0339952,0.0495863,1.58698e-05,3.25064e-06,1.51051e-06,0.000190692,-0.00302156,6,0.0128205
2023-08-02 00:00:00+00:00,-0.000294122,0.996926,0.0979102,-0.0431776,-0.0420604,0.0114078,3.64985e-06,4.56232e-07,3.54527e-07,-1.558e-05,-0.000272628,6,0.00826987
2023-08-03 00:00:00+00:00,-0.00282292,0.994112,0.202503,-0.0224086,-0.0334666,0.244926,7.8372e-05,1.19283e-05,1.28874e-05,-0.000216212,-0.00250542,9.58333,0.0160836
2023-08-04 00:00:00+00:00,0.00266836,0.996765,0.43578,0.045336,-0.0120263,0.40953,0.00013106,2.48653e-05,6.84671e-06,-0.000204166,0.0030363,15.7188,0.0206743
2023-08-05 00:00:00+00:00,0.000566141,0.997329,1.01478,0.185318,-0.015111,0.640884,0.000205129,3.85966e-05,1.39926e-05,0.000104725,0.000733531,20.5521,0.0292785
2023-08-06 00:00:00+00:00,0.00205087,0.999374,1.13672,0.238492,-0.0200104,0.195385,6.25189e-05,9.30463e-06,5.14142e-06,-1.45302e-05,0.00215279,22.9271,0.0261273
2023-08-07 00:00:00+00:00,0.00420378,1.00358,1.37253,0.257929,-0.0225993,0.943633,0.000301937,5.41005e-05,7.31471e-05,7.40832e-05,0.00457003,28.2292,0.0300996
2023-08-08 00:00:00+00:00,0.00894366,1.01255,1.61053,0.294019,-0.0339043,0.604858,0.000193567,5.33943e-05,1.8631e-05,7.1342e-05,0.00913337,29,0.0383691
2023-08-09 00:00:00+00:00,-0.003348,1.00916,1.77603,0.316062,-0.044986,0.805798,0.000257888,5.0769e-05,2.09191e-05,-7.56207e-06,-0.00296667,29.8333,0.0432132
2023-08-10 00:00:00+00:00,-0.0105705,0.998494,1.94498,0.298211,-0.0455338,0.365957,0.000117115,3.39791e-05,8.74956e-06,-8.66861e-05,-0.0103419,30,0.0361337
2023-08-11 00:00:00+00:00,-0.00810232,0.990404,1.89663,0.320813,-0.00372368,0.0775188,2.48008e-05,8.16692e-06,1.9262e-06,-8.6738e-05,-0.00799065,30,0.0188747
2023-08-12 00:00:00+00:00,-0.00509468,0.985358,1.823,0.356551,0.0181985,0.127896,4.09159e-05,9.98314e-06,4.24948e-06,-0.000150559,-0.00488004,30,0.00702541
2023-08-13 00:00:00+00:00,-0.00579735,0.979645,1.7345,0.380755,0.0202287,0.0671937,2.1497e-05,7.02162e-06,1.81416e-06,-1.88603e-05,-0.00574571,30,0.00104014
2023-08-14 00:00:00+00:00,-0.00160557,0.978072,1.42907,0.296225,-0.00446951,0.290527,9.2925e-05,3.15719e-05,2.66012e-05,-3.955e-05,-0.00140258,28,0
2023-08-15 00:00:00+00:00,0.00635434,0.984287,1.39092,0.303659,0.00995134,0.0293047,9.38409e-06,2.41092e-06,1.29264e-06,4.18179e-05,0.00632386,28.1875,0.00306304
2023-08-16 00:00:00+00:00,-0.000351071,0.983942,1.31318,0.287071,0.0108289,0.0460408,1.47327e-05,1.84159e-06,9.11509e-07,4.14803e-05,-0.000353232,29,0.00689007
2023-08-17 00:00:00+00:00,-0.0180913,0.966141,1.18329,0.197455,0.00639669,0.182751,5.82935e-05,1.7449e-05,1.40967e-05,-5.48097e-05,-0.0180603,29,0.00351153
2023-08-18 00:00:00+00:00,-0.00363144,0.962633,0.979997,0.0915245,0.000412001,0.00511451,1.63763e-06,3.31122e-06,3.14041e-07,1.10133e-05,-0.00363004,29,0.000466448
2023-08-19 00:00:00+00:00,-0.00760501,0.955312,0.992903,0.0915059,0.00109068,0.0148829,4.75621e-06,1.43405e-05,1.72047e-06,0.000135698,-0.00773558,29,0
2023-08-20 00:00:00+00:00,0.005058,0.960144,0.995144,0.100719,0.0089339,0.00766044,2.45055e-06,4.90332e-06,4.85455e-07,0.000151743,0.00491103,29,0
2023-08-21 00:00:00+00:00,-0.00319462,0.957076,0.865318,0.0893922,-0.00697226,0.119029,3.81202e-05,0.000122537,4.1693e-05,8.98492e-05,-0.00307961,26,0
2023-08-22 00:00:00+00:00,-0.00442633,0.95284,0.851753,0.0899052,-0.00500078,0.00421269,1.34754e-06,2.59037e-06,1.51262e-07,9.01836e-05,-0.00451073,26,0
2023-08-23 00:00:00+00:00,0.00512528,0.957724,0.858256,0.092588,-0.000854555,0,0,0,0,2.95808e-05,0.00509039,26,0
2023-08-24 00:00:00+00:00,0.0068162,0.964252,0.853333,0.0967399,0.00445025,0.0157665,5.04462e-06,2.26842e-06,7.38738e-07,-1.31173e-06,0.00681159,26,0
2023-08-25 00:00:00+00:00,0.0028464,0.966996,0.801011,0.0895217,0.00347496,0.0544417,1.74229e-05,2.8723e-06,1.75587e-06,-0.000209566,0.00308313,27.4583,0.00422124
2023-08-26 00:00:00+00:00,0.000314271,0.9673,0.799972,0.0889842,0.000623536,0.00225767,7.22478e-07,9.03098e-08,7.30696e-08,-9.67991e-05,0.000416127,28,0.00419624
2023-08-27 00:00:00+00:00,0.00050783,0.967792,0.797893,0.0925456,0.00232016,0,0,0,0,-4.84024e-05,0.000558878,28,0.00512368
2023-08-28 00:00:00+00:00,0.00118817,0.968941,0.717373,0.0955275,0.00576506,0.139695,4.47137e-05,2.43773e-05,1.00123e-05,-0.000161778,0.00143343,25,0.00701938
2023-08-29 00:00:00+00:00,0.00389979,0.97272,0.666858,0.0720902,0.00258282,0.182576,5.84763e-05,1.30538e-05,6.81183e-06,-0.000209514,0.00420007,25.625,0.0130055
2023-08-30 00:00:00+00:00,0.000434919,0.973143,0.690799,0.0521778,-0.00697673,0.118556,3.79387e-05,4.74234e-06,3.41988e-06,-0.000187749,0.000673698,27,0.0147033
2023-08-31 00:00:00+00:00,-0.0031375,0.97009,0.67788,0.0521973,-0.0112322,0.0389206,1.24538e-05,1.55673e-06,1.6371e-06,-9.30723e-05,-0.00302733,27,0.0118089
2023-09-01 00:00:00+00:00,-0.00206662,0.968085,0.655946,0.0545783,-0.00585685,0.014585,4.66713e-06,5.83392e-07,4.20693e-07,-6.0627e-05,-0.00199672,27,0.00499514
2023-09-02 00:00:00+00:00,-0.000352614,0.967744,0.644714,0.063322,-0.0035592,0.00654389,2.09413e-06,2.61766e-07,2.05963e-07,-1.47493e-05,-0.00033147,27,0.00555813
2023-09-03 00:00:00+00:00,-0.000849323,0.966922,0.639029,0.0719787,-0.00645161,0.0152367,4.87572e-06,1.64634e-06,6.35686e-07,-3.87041e-05,-0.000799602,27,0.00241611
2023-09-04 00:00:00+00:00,0.000120976,0.967039,0.538708,0.086056,0.000569643,0.0977074,3.12605e-05,7.63723e-06,1.01869e-05,-1.56616e-05,0.000189414,24,0
2023-09-05 00:00:00+00:00,-0.00357421,0.963582,0.535342,0.0871731,-0.000995335,0.00235815,7.54352e-07,6.22385e-07,1.34243e-07,-0.000146417,-0.00343073,24,0
2023-09-06 00:00:00+00:00,-0.00307,0.960624,0.534259,0.0900499,-0.00308466,0.00644829,2.06342e-06,1.04241e-06,4.37087e-07,-8.26037e-06,-0.00305949,24,0
2023-09-07 00:00:00+00:00,0.000153804,0.960772,0.534946,0.0920428,0.00370886,0.00227859,7.29039e-07,9.11299e-08,1.37589e-07,-2.57785e-05,0.000183206,24,0
2023-09-08 00:00:00+00:00,0.000169796,0.960935,0.530576,0.0929193,0.0131878,0.00506585,1.62139e-06,2.02674e-07,1.66629e-07,1.73336e-05,0.00015689,24,0
2023-09-09 00:00:00+00:00,0.00273146,0.96356,0.524275,0.0928765,0.012499,0.00208805,6.68388e-07,8.35485e-08,1.03496e-07,-2.89028e-06,0.0027326,24.3021,0.00188189
2023-09-10 00:00:00+00:00,0.0025823,0.966048,0.517403,0.0913259,-0.0139071,0.00819251,2.62155e-06,3.27693e-07,4.38103e-07,-5.80494e-05,0.00264378,25.625,0.00658871
2023-09-11 00:00:00+00:00,-0.00281707,0.963327,0.503746,0.0921285,-0.0133414,0.00942426,3.01518e-06,1.59533e-06,4.57721e-07,-0.00014545,-0.00266647,25.0104,0.00373368
2023-09-12 00:00:00+00:00,0.00378825,0.966976,0.515806,0.086608,0.00292991,0.0220488,7.05711e-06,3.67245e-06,1.16118e-06,4.51527e-06,0.00379337,26.9271,0.00652934
2023-09-13 00:00:00+00:00,0.00111009,0.968049,0.542519,0.0812376,0.001362,0.0284122,9.09195e-06,1.90666e-06,1.4109e-06,0.000556341,0.000568744,28.7917,0.0112893
2023-09-14 00:00:00+00:00,0.00318869,0.971136,0.560947,0.0725077,-0.0053867,0.0615787,1.97062e-05,7.94434e-06,2.49038e-06,0.00041212,0.00280556,29.3854,0.0123161
2023-09-15 00:00:00+00:00,-0.00817872,0.963194,0.573174,0.0629053,-0.0220628,0.0334253,1.06943e-05,4.35199e-06,1.44626e-06,-0.00011666,-0.00807253,30,0.0119748
2023-09-16 00:00:00+00:00,-0.000708139,0.962511,0.559497,0.0809214,-0.0132588,0.0207639,6.64354e-06,1.94473e-06,9.27114e-07,-3.21154e-05,-0.000662758,30,0.00881984
2023-09-17 00:00:00+00:00,0.00441885,0.966765,0.547369,0.0929357,-0.0117868,0.0332877,1.06532e-05,1.33165e-06,1.47299e-06,0.000100494,0.00432694,30,0.0110188
2023-09-18 00:00:00+00:00,-0.00235815,0.964485,0.578332,0.114273,-0.0202557,0.130746,4.18329e-05,1.18681e-05,9.14062e-06,9.85158e-05,-0.00238419,29,0.0153344
2023-09-19 00:00:00+00:00,-0.00537873,0.959297,0.597506,0.139794,-0.00464225,0.0497338,1.59135e-05,5.39248e-06,2.08649e-06,0.000107654,-0.00546905,29,0.0125827
2023-09-20 00:00:00+00:00,-0.00387248,0.955582,0.585844,0.145436,0.00237548,0.0175816,5.62533e-06,5.17317e-06,6.30055e-07,-0.000194132,-0.00366969,29,0.00822543
2023-09-21 00:00:00+00:00,-0.00118016,0.954455,0.564681,0.137981,0.00703449,0.0194118,6.21204e-06,7.76505e-07,7.16905e-07,-4.95431e-05,-0.00111927,29,0.00740309
2023-09-22 00:00:00+00:00,-0.00725569,0.947529,0.550309,0.130691,0.00308117,0.0276351,8.84035e-06,1.49892e-06,1.60134e-06,-1.95635e-05,-0.00724527,29,0.00165963
2023-09-23 00:00:00+00:00,0.00154448,0.948993,0.540367,0.13231,0.00152631,0,0,0,0,-1.66625e-07,0.0015466,29,0.000413694
2023-09-24 00:00:00+00:00,0.000398665,0.949371,0.537911,0.133018,0.000676107,0,0,0,0,2.24811e-05,0.000377961,29,0.00362079
2023-09-25 00:00:00+00:00,-0.00305246,0.946473,0.4768,0.0971322,-0.00955415,0.0617795,1.97639e-05,3.2754e-06,3.34525e-06,2.05764e-05,-0.00304894,26,0.000721382
2023-09-26 00:00:00+00:00,-0.0014395,0.945111,0.478481,0.0981726,-0.00219123,0,0,0,0,-7.67961e-06,-0.0014309,26,0
2023-09-27 00:00:00+00:00,-0.00144345,0.943747,0.479695,0.0981907,-0.0011321,0.00262968,8.41624e-07,1.05203e-07,6.29487e-08,-3.30117e-05,-0.00140772,26,0
2023-09-28 00:00:00+00:00,0.00297833,0.946557,0.484427,0.100367,0.00499321,0,0,0,0,8.79911e-06,0.00296948,26,0.000659926
2023-09-29 00:00:00+00:00,-0.00249036,0.9442,0.492703,0.100545,0.0128621,0.00247666,7.92921e-07,9.91151e-08,5.57505e-08,1.89749e-05,-0.00250601,26,0.00214425
2023-09-30 00:00:00+00:00,-0.00214972,0.94217,0.495635,0.10183,0.013861,0.0063579,2.03423e-06,2.54279e-07,2.3607e-07,3.4944e-05,-0.00218294,26,0.00503951
2023-10-01 00:00:00+00:00,0.00397628,0.945917,0.503338,0.0989317,0.00665186,0.016689,5.35358e-06,6.69197e-07,8.64698e-07,4.34622e-05,0.00394071,26.0729,0.0059988
2023-10-02 00:00:00+00:00,0.00272989,0.948499,0.478187,0.0927558,0.0175833,0.122561,3.92157e-05,1.34213e-05,6.83883e-06,6.22854e-05,0.00272811,25.7708,0.00998053
2023-10-03 00:00:00+00:00,0.00525884,0.953487,0.468878,0.0824956,0.00161308,0.139693,4.47048e-05,1.04324e-05,5.87019e-06,-1.10875e-06,0.00531227,26.2292,0.0114655
2023-10-04 00:00:00+00:00,0.00196247,0.955358,0.453052,0.0921542,-0.00210048,0.0929466,2.9749e-05,5.23522e-06,3.64018e-06,-1.11097e-05,0.00201393,27,0.0150831
2023-10-05 00:00:00+00:00,-0.00244899,0.953018,0.464848,0.102949,-0.0103873,0.119384,3.82013e-05,7.97252e-06,5.65267e-06,1.16572e-05,-0.00240654,27,0.0160529
