sym,other,lag,year,cc,n
ARBUSDT,bin,-2,2025,0.05724151680299366,65657
ARBUSDT,bin,-2,2026,-0.03236930392698308,53492
ARBUSDT,bin,-1,2023,-0.01751114869042062,42190
ARBUSDT,bin,-1,2024,-0.057328910429713956,50463
ARBUSDT,bin,-1,2025,0.3211217512473865,65877
ARBUSDT,bin,-1,2026,-0.0111222977705794,53660
ARBUSDT,bin,0,2023,0.9631958651234054,42334
ARBUSDT,bin,0,2024,0.9919531513306747,50637
ARBUSDT,bin,0,2025,0.9873128831413492,66097
ARBUSDT,bin,0,2026,0.9515605635513442,53828
ARBUSDT,bin,1,2023,-0.0038208136486710584,42190
ARBUSDT,bin,1,2024,-0.07328670700272417,50463
ARBUSDT,bin,1,2025,0.3233328882811455,65877
ARBUSDT,bin,1,2026,-0.003641009889913578,53659
ARBUSDT,bin,2,2023,-0.03866839176875536,42046
ARBUSDT,bin,2,2024,-0.042652628748511875,50289
ARBUSDT,bin,2,2025,0.05078939856524715,65657
ARBUSDT,bin,2,2026,-0.03256733254972321,53490
ARBUSDT,spot,-2,2023,-0.050482286153410896,42046
ARBUSDT,spot,-2,2024,-0.0505146728029772,50289
ARBUSDT,spot,-2,2025,0.061655501372675815,65657
ARBUSDT,spot,-2,2026,-0.0389421757341271,53625
ARBUSDT,spot,-1,2023,-0.015831430391542466,42190
ARBUSDT,spot,-1,2024,-0.0723210736942323,50463
ARBUSDT,spot,-1,2025,0.330381068324815,65877
ARBUSDT,spot,-1,2026,-0.008626922232586376,53794
ARBUSDT,spot,0,2023,0.9524285564821985,42334
ARBUSDT,spot,0,2024,0.9862472012253762,50637
ARBUSDT,spot,0,2025,0.9777297659900586,66097
ARBUSDT,spot,0,2026,0.9400158905544592,53963
ARBUSDT,spot,1,2023,0.006343036169664737,42190
ARBUSDT,spot,1,2024,-0.061207253951249284,50463
ARBUSDT,spot,1,2025,0.3521689561036191,65877
ARBUSDT,spot,1,2026,0.03947285965363571,53794
ARBUSDT,spot,2,2023,-0.04149318286749122,42046
ARBUSDT,spot,2,2024,-0.052891327724012185,50289
ARBUSDT,spot,2,2025,0.06500427991029849,65657
ARBUSDT,spot,2,2026,-0.03892633661339353,53625
OPUSDT,bin,-2,2022,-0.03502787399684172,59370
OPUSDT,bin,-2,2023,0.011081521765398344,82699
OPUSDT,bin,-2,2024,-0.00041333392900895114,60492
OPUSDT,bin,-2,2025,0.09099046783493385,62180
OPUSDT,bin,-2,2026,-0.022413050796371535,19344
OPUSDT,bin,-1,2022,-0.008875544888214524,59550
OPUSDT,bin,-1,2023,-0.0049623235470082315,82967
OPUSDT,bin,-1,2024,-0.04356394648705457,60701
OPUSDT,bin,-1,2025,0.2585284353890249,62385
OPUSDT,bin,-1,2026,-0.019428520683352286,19408
OPUSDT,bin,0,2022,0.9857722158706642,59730
OPUSDT,bin,0,2023,0.991495483035844,83235
OPUSDT,bin,0,2024,0.9919941350156898,60910
OPUSDT,bin,0,2025,0.99244120009479,62590
OPUSDT,bin,0,2026,0.8787123392940813,19472
OPUSDT,bin,1,2022,-0.008610278866043899,59550
OPUSDT,bin,1,2023,-0.002891880265309063,82967
OPUSDT,bin,1,2024,-0.034544127617335024,60701
OPUSDT,bin,1,2025,0.2339358790004374,62385
OPUSDT,bin,1,2026,-0.00931524542250244,19408
OPUSDT,bin,2,2022,-0.033912760215313774,59370
OPUSDT,bin,2,2023,0.016205532451587897,82699
OPUSDT,bin,2,2024,0.004952623474723583,60492
OPUSDT,bin,2,2025,0.08708967369109774,62180
OPUSDT,bin,2,2026,-0.020542845102400193,19344
OPUSDT,spot,-2,2022,-0.03612764565095218,59370
OPUSDT,spot,-2,2023,0.01275585284798569,82699
OPUSDT,spot,-2,2024,0.0035537868590770605,60492
OPUSDT,spot,-2,2025,0.09739414846519813,62180
OPUSDT,spot,-2,2026,-0.016734960785105616,19344
OPUSDT,spot,-1,2022,-0.012258069725020426,59550
OPUSDT,spot,-1,2023,-0.004813470340199112,82967
OPUSDT,spot,-1,2024,-0.04804507412840663,60701
OPUSDT,spot,-1,2025,0.247888778370386,62385
OPUSDT,spot,-1,2026,-0.026000829159882298,19408
OPUSDT,spot,0,2022,0.9682995008904302,59730
OPUSDT,spot,0,2023,0.9741479171616257,83235
OPUSDT,spot,0,2024,0.9773917007164289,60910
OPUSDT,spot,0,2025,0.9719820509547045,62590
OPUSDT,spot,0,2026,0.8621781783107078,19472
OPUSDT,spot,1,2022,0.005614233250027638,59550
OPUSDT,spot,1,2023,0.015205270273889768,82967
OPUSDT,spot,1,2024,-0.03232361382493336,60701
OPUSDT,spot,1,2025,0.267155624760316,62385
OPUSDT,spot,1,2026,0.06301412981867398,19408
OPUSDT,spot,2,2022,-0.03518174458001645,59370
OPUSDT,spot,2,2023,0.014547937932105447,82699
OPUSDT,spot,2,2024,0.0035774535469680962,60492
OPUSDT,spot,2,2025,0.10102416757912135,62180
OPUSDT,spot,2,2026,-0.018004507072058064,19344
