sym,i,tranche,entry_t,entry_px,notional,E_before,exit_t,ret,reason,net,src
J-USDT-SWAP,798,0,27587,0.4686,0.14122842088109921,2.824271837938134,27731,0.33909517712334625,end,0.3423243851490703,okx
J-USDT-SWAP,798,1,27635,0.2964,0.13054704640167342,2.977838505973559,27731,-0.04487179487179471,end,-0.0706606737792248,okx
ANIMEUSDT,276,0,27617,0.06234,0.19178732809835375,2.9404020302159455,27761,0.26355470003208215,end,0.25291666181928507,binance
ANIMEUSDT,276,1,27665,0.05711,0.25092974960082975,2.970517194654983,27761,0.1961127648397829,end,0.20149766798868554,binance
VINEUSDT,278,1,27682,0.29523,0.07482187153356677,2.9927177354124503,27778,0.3539613182942113,end,0.3958772168174961,binance
BUZZ-USDT-SWAP,799,0,27707,0.08023,0.07812639196609873,2.970342739075309,27851,0.4763804063317961,end,0.39778598116303054,okx
BUZZ-USDT-SWAP,799,1,27755,0.06956,0.10556903692053195,3.064315445614223,27851,0.39606095457159285,end,0.3074943634280205,okx
BERAUSDT,280,0,27951,7.835,0.12167499470476291,3.1340404449648918,28095,0.2664964901084875,end,0.19879523875016794,binance
BERAUSDT,280,1,27999,5.449,0.19809566926301364,3.1643958045773526,28095,-0.05468893374931172,end,-0.07522486880715223,binance
LAYERUSDT,282,0,28071,1.00147,0.10227027944850556,3.1521481135573417,28215,0.3754480913057806,end,0.2882215320448522,binance
LAYERUSDT,282,1,28119,0.81156,0.16775919204000045,3.1559405700627914,28215,0.22929912760609195,end,0.20503885293969348,binance
IPUSDT,285,0,28121,1.97329,0.2314276789228452,3.153354422947139,28252,-0.4999999999999998,stop,-0.6189590831566913,binance
IPUSDT,285,1,28169,1.68442,0.2049918600129132,3.2016714759010503,28252,-0.7572428491706342,stop,-0.8604778994225684,binance
PI-USDT-SWAP,800,0,28281,0.6784,0.03609776339012416,2.8877452659068137,28308,-0.5,stop,-0.5454518206478538,okx
PI-USDT-SWAP,800,1,28329,1.6034,0.04701797985049125,2.87654107289754,28407,-0.5,stop,-0.5973073114551247,okx
