sym,i,tranche,entry_t,entry_px,notional,E_before,exit_t,ret,reason,net
FOXY-USDT-SWAP,42,1,20792,0.0152563,0.031115361194169584,1.12813073217502,20888,0.11816757667324318,end,0.08816446496496659
MEW-USDT-SWAP,43,0,20816,0.004989,0.023051257011337874,1.1400104447314394,20960,-0.10523150932050496,end,-0.07532166851285974
MEW-USDT-SWAP,43,1,20864,0.004616,0.033085452248133626,1.139742410326018,20960,-0.19454072790294608,end,-0.1234164285029263
PRCL-USDT-SWAP,44,0,20845,0.493,0.0309418558985738,1.1395120960725293,20989,-0.17849898580121693,end,-0.12799181952630875
PRCL-USDT-SWAP,44,1,20893,0.467,0.041161168915245565,1.1288164032756076,20989,-0.24411134903640241,end,-0.21960423975379523
MERL-USDT-SWAP,45,0,20914,1.0655,0.04504106610353094,1.1341718704694852,21058,0.2833411543876114,end,0.27498719542544703
MERL-USDT-SWAP,45,1,20962,1.0534,0.05281364232230268,1.093249102081982,21058,0.27510917030567683,end,0.2507477662690774
MSN-USDT-SWAP,46,0,21150,2.89,0.0279989977302595,1.1380545306573324,21294,0.48027681660899657,end,0.4947893362659456
MSN-USDT-SWAP,46,1,21198,1.91,0.035934864426668184,1.1449104117882274,21294,0.21361256544502616,end,0.33131954138092556
ZERO-USDT-SWAP,47,0,21320,0.0007194,0.017409169045402247,1.1638362976020686,21464,0.3098415346121769,end,0.26832586771288003
ZERO-USDT-SWAP,47,1,21368,0.0005329,0.026077570351495355,1.1675934752972992,21464,0.06830549821730159,end,0.06230256327105257
ZENT-USDT-SWAP,48,0,21392,0.03338,0.05853533110467587,1.1705836978981976,21536,-0.19203115638106638,end,-0.14713716567126514
ZENT-USDT-SWAP,48,1,21440,0.03296,0.05811403454894354,1.162158651506318,21536,-0.20722087378640763,end,-0.1207568963528529
ULTI-USDT-SWAP,49,0,22087,0.06465,0.025920145919095187,1.1544840612606342,22231,0.31879350348027835,end,0.28519144129726126
ULTI-USDT-SWAP,49,1,22135,0.05326,0.03879410833712589,1.1590617437346984,22231,0.17311303041682313,end,0.1364239800570489
ATH-USDT-SWAP,50,0,22227,0.06909,0.027519717541224443,1.167440104112503,22371,0.01592126212187006,end,-0.03166124056694028
ATH-USDT-SWAP,50,1,22275,0.06339,0.03713387361557143,1.1686697224262157,22371,-0.07256665089130765,end,-0.09635014278972978
UXLINK-USDT-SWAP,51,0,23073,0.2572,0.02046033231249423,1.1627310148820222,23217,0.37363919129082424,end,0.35148107066832873
UXLINK-USDT-SWAP,51,1,23121,0.2074,0.034466325080574046,1.1671889905271766,23217,0.2232401157184185,end,0.17246835133691227
MAX-USDT-SWAP,52,0,23528,0.33905,0.023355955434463525,1.175860703844182,23672,0.13119008995723347,end,0.15908920199940293
MAX-USDT-SWAP,52,1,23576,0.33923,0.033860163401933326,1.177259073202957,23672,0.13165109217934734,end,0.09797749082347576
CAT-USDT-SWAP,53,0,24274,2.674e-05,0.042938099729056135,1.1828527955021595,24418,-0.21619296933433052,end,-0.16975865923759328
CAT-USDT-SWAP,53,1,24322,2.8174e-05,0.05135803531077658,1.1802588698732708,24418,-0.15429119045928874,end,-0.1044158460893619
MOODENG-USDT-SWAP,54,0,24919,0.17441,0.04776160391287877,1.1701909591926978,25063,0.22578980563041107,end,0.23954923520201807
MOODENG-USDT-SWAP,54,1,24967,0.13733,0.04117879595181453,1.1812679580857726,25063,0.016747979319886364,end,0.012223268563527635
PUFFER-USDT-SWAP,55,0,25188,0.5358,0.014777948171653866,1.1822048200411488,25332,0.34901082493467717,end,0.3545291956113281
PUFFER-USDT-SWAP,55,1,25236,0.3767,0.0203679033095265,1.1865812405129412,25332,0.07406424210246876,end,0.07076510418140829
X-USDT-SWAP,56,0,25449,6.29e-05,0.05912503864266454,1.1887922420288972,25593,0.30063593004769473,end,0.3345647513994573
X-USDT-SWAP,56,1,25497,5.84e-05,0.0597144933871689,1.1941644673072649,25593,0.2467465753424658,end,0.2606677999674328
GRASS-USDT-SWAP,57,0,25526,1.0454,0.02699976982596981,1.2105776520697045,25605,-0.5,stop,-0.556040183203868
GRASS-USDT-SWAP,57,1,25574,0.9865,0.03628975814121485,1.2170056892232917,25605,-0.5895590471363408,stop,-0.6313150601005142
OL-USDT-SWAP,59,0,26121,0.092099,0.04456535508987448,1.2025264366247306,26187,-0.5,stop,-0.5380271982817845
OL-USDT-SWAP,59,1,26169,0.096883,0.045936367496079086,1.2021683743491054,26187,-0.4259312779331772,stop,-0.46712905309550734
DOG-USDT-SWAP,58,0,26046,0.00809,0.05931699881399841,1.186215410582459,26190,0.15896168108776265,end,0.20496961689186163
DOG-USDT-SWAP,58,1,26094,0.007958,0.05959551456553304,1.191785140730073,26190,0.14501130937421458,end,0.11482792737292097
MEMEFI-USDT-SWAP,60,0,26127,0.006585,0.025334255713529364,1.1995238615409214,26201,-0.5,stop,-0.5448683310576271
MEMEFI-USDT-SWAP,60,1,26175,0.005292,0.039965682496715775,1.2124583140318963,26201,-0.8664965986394557,stop,-0.8856811414388923
MORPHO-USDT-SWAP,61,0,26194,0.9866,0.026880486018200523,1.1285394325208136,26223,-0.5,stop,-0.48082224477460817
MORPHO-USDT-SWAP,61,1,26242,1.3865,0.029196060110620186,1.0977190709543754,26338,0.08049044356292834,end,0.08418140738108164
MAJOR-USDT-SWAP,62,0,26269,1.2333,0.029067236560873844,1.1014826530715058,26413,0.06689369982972515,end,0.1338587965868497
MAJOR-USDT-SWAP,62,1,26317,1.211,0.03771127515680445,1.0993080558125985,26413,0.04971098265895957,end,0.11463364133125775
SUNDOG-USDT-SWAP,64,0,26578,0.1528,0.05542260171036578,1.108335646743724,26722,0.1688481675392669,end,0.20088439995064353
SUNDOG-USDT-SWAP,64,1,26626,0.1437,0.0556080646240014,1.1120445155443175,26722,0.116214335421016,end,0.13795587695335906
AI16Z-USDT-SWAP,65,0,26793,0.8122,0.025470433873478117,1.1272035417053543,26937,-0.08138389559221859,end,-0.09591161040818955
AI16Z-USDT-SWAP,65,1,26841,0.5972,0.035748354325936774,1.1333545767498623,26937,-0.4706965840589419,end,-0.46271022424999575
ZEREBRO-USDT-SWAP,67,0,26959,0.3135,0.054508365821444846,1.1080423256115013,27012,-0.5,stop,-0.4973019146542779
ZEREBRO-USDT-SWAP,67,1,27007,0.4043,0.03571159323741373,1.0916450245321345,27012,-0.1631214444719269,stop,-0.16798221632634808
GRIFFAIN-USDT-SWAP,66,0,26959,0.2295,0.05533193306566403,1.1081567931797263,27038,-0.5,stop,-0.48379159605602784
GRIFFAIN-USDT-SWAP,66,1,27007,0.2329,0.05133602657103318,1.091720018877933,27038,-0.47810218978102204,stop,-0.4617885750604417
ALCH-USDT-SWAP,68,0,27127,0.1701,0.048816859230399044,1.0245889327963293,27271,0.19223985890652562,end,0.17684846476685492
ALCH-USDT-SWAP,68,1,27175,0.1635,0.04264344761031631,1.0278701631196705,27271,0.15963302752293584,end,0.11454225358064106
DUCK-USDT-SWAP,69,0,27443,0.009927,0.026235547103605213,1.0381540167511645,27587,0.4256069305933313,end,0.42371999636935115
DUCK-USDT-SWAP,69,1,27491,0.006657,0.0378217796771939,1.0555878212039793,27587,0.14345801412047476,end,0.11338932449145485
NC-USDT-SWAP,70,0,27467,0.20843,0.027371713821596606,1.0431336781883083,27611,0.4416830590605959,end,0.4625139480748847
NC-USDT-SWAP,70,1,27515,0.12632,0.032584577826713965,1.0708133676228726,27611,0.07876820772640902,end,0.050762259270900556
J-USDT-SWAP,71,0,27587,0.4686,0.0527260927427128,1.0544111300594965,27731,0.33909517712334625,end,0.3423243851490703
J-USDT-SWAP,71,1,27635,0.2964,0.047723381828414214,1.0885924114029513,27731,-0.04487179487179471,end,-0.07066067377922523
BUZZ-USDT-SWAP,72,0,27707,0.08023,0.027964043050720026,1.063184797615368,27851,0.4763804063317961,end,0.3977859811630303
BUZZ-USDT-SWAP,72,1,27755,0.06956,0.03743243393143548,1.0865381442228816,27851,0.39606095457159285,end,0.30749436342802
PI-USDT-SWAP,73,0,28281,0.6784,0.01381549146619089,1.1052103047631923,28308,-0.5,stop,-0.5454518206478538
PI-USDT-SWAP,73,1,28329,1.6034,0.017958710794779998,1.0987066943696722,28407,-0.5,stop,-0.5973073114551248
HYPE-USDT-SWAP,74,0,28303,24.76,0.05513901223497937,1.1026644527738938,28447,0.2320274636510501,end,0.058068225178357934
HYPE-USDT-SWAP,74,1,28351,21.913,0.0551691814979471,1.1032677746777961,28447,0.13225026240131432,end,-0.040058406391205836
LAUNCHCOIN-USDT-SWAP,75,0,30754,0.118,0.054398429907286036,1.0878543614429155,30819,-0.5,stop,-0.5111990934953509
LAUNCHCOIN-USDT-SWAP,75,1,30802,0.1489,0.03516240140028182,1.0725492445682048,30819,-0.188717259905977,stop,-0.1811428813143409
USELESS-USDT-SWAP,76,0,32002,0.4034,0.05268953756929836,1.0536801033570717,32146,0.4003470500743679,end,0.37715297412319726
USELESS-USDT-SWAP,76,1,32050,0.3926,0.0527872698118805,1.055634542971005,32146,0.38385124808965865,end,0.34817886143760857
MET-USDT-SWAP,79,0,33848,1.4336,0.02891193697603845,1.0919814636192546,33992,0.2021484375,end,0.15619217084120215
MET-USDT-SWAP,79,1,33896,1.5224,0.039322726242336487,1.0914070156879634,33992,0.24868628481345245,end,0.1613248321733917
PIGGY-USDT-SWAP,80,0,34304,1.9906,0.018641832915037217,1.1028625812489403,34448,0.20948457751431726,end,0.006332894409072915
PIGGY-USDT-SWAP,80,1,34352,1.6867,0.02628387438603475,1.1036639790760474,34448,0.0670540107903006,end,-0.03370074183314042
TRIA-USDT-SWAP,81,0,36679,0.0218,0.016164779774780647,1.102100053754919,36823,0.21467889908256876,end,0.23214550380755022
TRIA-USDT-SWAP,81,1,36727,0.01685,0.02261409073631191,1.106720428071261,36823,-0.016023738872403603,end,-0.06019376703059098
UP-USDT-SWAP,82,0,38171,0.224,0.05522626767139062,1.1044093782657025,38315,0.22499999999999998,end,0.260499405011149
UP-USDT-SWAP,82,1,38219,0.2268,0.049953875129052604,1.1039391109997545,38315,0.23456790123456783,end,0.24771860622463618
OFC-USDT-SWAP,83,0,38195,0.04589,0.029273571269881803,1.1054506498765722,38339,-0.0655916321638701,end,-0.04793161863549022
OFC-USDT-SWAP,83,1,38243,0.05227,0.031501785984750647,1.1129302505606493,38339,0.06447292902238377,end,0.08951932088343924
BLEND-USDT-SWAP,85,0,38674,0.1444,0.040980742274957634,1.1326170968946696,38818,0.16689750692520777,end,0.2406530901123416
BLEND-USDT-SWAP,85,1,38722,0.1161,0.052470982856378655,1.1417047102247468,38818,-0.036175710594315236,end,0.0076356346572845945
RE-USDT-SWAP,87,0,39850,0.56163,0.01882427906835858,1.1428064055616354,39876,-0.5,stop,-0.5507065293608533
GRAM-USDT-SWAP,86,0,39850,1.66,0.05714829739861079,1.1428459365476789,39994,0.0475903614457831,end,0.02174497904619915
GRAM-USDT-SWAP,86,1,39898,1.601,0.05632632523579763,1.1264082194329574,39994,0.012492192379762623,end,-0.006682980839204266
RE-USDT-SWAP,87,1,39898,0.86716,0.017555113600120447,1.1263713536943971,39994,0.1661285114627059,end,0.09884350779427678
O-USDT-SWAP,88,0,39856,0.6702,0.03176569941401729,1.1443564822024894,40000,-0.01611459265890791,end,-0.03939453076808538
O-USDT-SWAP,88,1,39904,0.7567,0.026426691642767453,1.126816055031565,40000,0.10003964583058012,end,0.0373227725291286
NES-USDT-SWAP,89,0,40021,0.2467,0.021651670196674258,1.1348902184344194,40165,0.2655046615322254,end,0.21337298588659612
NES-USDT-SWAP,89,1,40069,0.1755,0.030726028657613102,1.1406920440385457,40165,-0.032478632478632585,end,-0.06761414884477719
AEON-USDT-SWAP,91,0,40811,0.10028,0.028201756428456813,1.137418830497567,40955,0.31292381332269636,end,0.2842620029524088
AEON-USDT-SWAP,91,1,40859,0.09694,0.034694239116203084,1.1386506907950666,40955,0.2892510831442129,end,0.24820469013528476
DOS-USDT-SWAP,92,0,41148,0.5003,0.032452598094693995,1.1540378643685154,41292,0.5246851888866679,end,0.4866990590428814
DOS-USDT-SWAP,92,1,41196,0.2766,0.038756500314319944,1.1676483116017535,41292,0.14027476500361535,end,0.11771549361940019
