sym,i,tranche,entry_t,entry_px,notional,late,E_before,exit_t,ret,reason,base,t0,spot_first
REUSDT,639,0,39878,0.74353,0.12625344864777074,0,4.198902961983514,40022,0.2679515285193603,end,RE,1781791200000,2026-06-18
REUSDT,639,1,39926,0.96187,0.18581313049361836,0,4.158509775228728,40022,0.43412311435017203,end,RE,1781791200000,2026-06-18
ARXUSDT,647,0,39988,0.3069,0.27984681381859977,0,4.224409686056623,40132,0.12349299446073636,end,ARX,1782187200000,
ARXUSDT,647,1,40036,0.2794,0.3330741389762425,0,4.298873561196475,40132,0.03722261989978515,end,ARX,1782187200000,
OUSDT,648,0,40019,0.5968,0.1957143509027249,0,4.312790058933638,40163,0.1343833780160859,end,O,1782298800000,
OUSDT,648,1,40067,0.4296,0.2760166940422522,0,4.3211150891522125,40163,-0.20251396648044695,end,O,1782298800000,
CAPUSDT,649,0,40091,0.02781,0.3174282782789851,0,4.25841978884531,40235,0.33800791082344483,end,CAP,1782558000000,
CAPUSDT,649,1,40139,0.02785,0.22798241516885942,0,4.215303634089262,40235,0.33895870736086176,end,CAP,1782558000000,
GRAMUSDT,653,0,40208,1.672,0.43591729247281813,0,4.358257498413988,40352,0.04904306220095689,end,GRAM,1782979200000,2026-07-02
GRAMUSDT,653,1,40256,1.775,0.4425803341890374,0,4.424873923188577,40352,0.10422535211267592,end,GRAM,1782979200000,2026-07-02
GRVTUSDT,694,0,40908,0.26907,0.21816990239445572,0,4.5174590757909385,41052,-0.12528338350615087,end,GRVT,1785499200000,
GRVTUSDT,694,1,40956,0.26795,0.3370938346774263,0,4.5157118438428165,41052,-0.12998693786154125,end,GRVT,1785499200000,
DOSUSDT,702,0,41175,0.3365,0.3942710912494807,0,4.461038412359265,41319,0.3277860326894503,end,DOS,1786460400000,
DOSUSDT,702,1,41223,0.274,0.4322663446189961,0,4.522263349539504,41319,0.1744525547445256,end,DOS,1786460400000,
