,gain_share
log_dollar_volume,0.7760177007255095
amihud_long,0.7298851871510603
funding_sum_43200m,0.7031956392962688
cs_amihud_long,0.6465694663825113
volvol_long,0.5576053195990772
beta,0.5362022925426978
funding_sum_10080m,0.49831458629738096
kurt_long,0.49558132905433944
cs_funding_sum_43200m,0.4861366278499944
skew_long,0.480075388535597
ret_43200m,0.45131653109015635
iret_43200m,0.4304433956338277
cs_beta,0.4211132859016026
cs_funding_sum_10080m,0.41963247113377306
trade_size,0.4067168058312092
dist_low_43200m,0.3822614612049898
cs_ret_20160m,0.36805047350971065
cs_vol_level,0.35286731550472455
cs_trend_1440m_5760m,0.3485173165050252
dist_high_43200m,0.3436352718772545
cs_funding_sum_4320m,0.3313093144818769
cs_range_pos_43200m,0.3125737138870009
funding_sum_4320m,0.30773997739705417
semivar_asym,0.30489313325742673
vol_level,0.3022808771335548
ivol_share,0.30171761898905497
cs_ret_43200m,0.30003617981773245
trend_5760m_20160m,0.2963753707570063
mkt_funding,0.27101581276597486
dvol_surprise_long,0.2701334352007
iret_20160m,0.2648921864906628
range_pos_43200m,0.24938688116028332
cs_iret_20160m,0.24452138215336108
trend_1440m_5760m,0.24330418759505407
cs_iret_43200m,0.23017597214195779
cs_ret_1440m,0.22884131304810795
ret_20160m,0.22433820596502935
funding_z,0.22423176253148494
mkt_vol,0.1825589090223183
ret_10080m,0.172758397562365
gk_vol_day,0.16581560646078264
cs_funding_sum_1440m,0.15751201626994793
dist_high_10080m,0.14734791641797548
iret_10080m,0.14437468726413868
cs_iret_10080m,0.13618698067065246
premium_ema_day,0.1361607012777612
mkt_ret_10080m,0.13236921980502395
cs_ret_10080m,0.12971483808320625
iret_1440m,0.12757644472199467
funding_sum_1440m,0.12498437688346031
dispersion,0.12169200793004387
cs_funding_sum_480m,0.11544651142338147
iret_4320m,0.1079232978984406
range_pos_10080m,0.10746059218820768
clv_day,0.10739184331631899
flow_ret_div,0.09083682739491016
dist_low_10080m,0.09041152284359417
park_ratio_4320m,0.09003826464234883
ret_1440m,0.08457088462580267
cs_premium,0.08406385449062988
cs_ret_480m,0.08205972627034201
cs_ret_4320m,0.08073543802207818
funding_last,0.07901389614699927
ret_4320m,0.07467213203773009
mkt_ret_4320m,0.0677822891296689
hl_spread_proxy,0.0628728873617754
iret_480m,0.06284486266662896
flow_1440m,0.05870807302237574
premium_z,0.05755255015442704
dow_cos,0.05608094527089884
iret_120m,0.05348589464217153
cs_flow_1440m,0.052071322922373854
dow_sin,0.0513582955651186
park_ratio_1440m,0.04957069660181886
funding_sum_480m,0.04943600225197601
cs_dvol_surprise_day,0.04396364436587157
iret_240m,0.04139536717175525
trend_240m_1440m,0.037332982505235805
mkt_flow_day,0.03149888219983283
mkt_vol_ratio,0.029385397740375425
cs_flow_z_long,0.027929230568785726
flow_z_long,0.02698042734414169
rv_ratio_4320m,0.026031873025552696
mkt_ret_1440m,0.025090944710017143
flow_persist,0.024711679560841682
mkt_premium,0.02401024408447415
rv_ratio_1440m,0.023908847931617933
dist_low_1440m,0.020663984232643352
funding_chg_day,0.019529801673902444
cs_ret_240m,0.01946613716212365
iret_60m,0.018679840305208736
dist_high_1440m,0.01833047030380036
cs_flow_persist,0.0175475961783162
range_pos_1440m,0.017180996363006254
premium,0.015086902557203914
btc_minus_mkt_day,0.01438431549204556
breadth_day,0.010863314806023327
dvol_surprise_day,0.009360790419423583
ret_480m,0.005484549513243776
park_ratio_240m,0.003933381052169203
iret_30m,0.0033090027364803495
cs_ret_30m,0.0019632399563529537
cs_ret_60m,0.0011984038581471126
cs_ret_120m,0.0008042654512473006
flow_240m,0.0008026966081373008
cs_flow_240m,0.0007291429811034044
hour_cos,0.00037236322289850907
rv_ratio_240m,0.00035888548544072806
cs_premium_chg_8h,0.00012844082703536612
mkt_ret_240m,0.00010280768197148691
to_funding,5.990069368506976e-05
ret_240m,4.231180271918389e-05
ret_60m,1.976628197192217e-05
btc_minus_mkt_4h,1.1267485474568848e-05
flow_60m,0.0
ret_30m,0.0
ret_120m,0.0
premium_chg_8h,0.0
cs_flow_60m,0.0
mkt_ret_60m,0.0
mkt_ret_30m,0.0
hour_sin,0.0
