,return,equity,gross,net,beta_exposure,turnover,fees,spread,impact,funding,gross_pnl,n_positions,ic_est
2023-07-31 00:00:00+00:00,-0.000712362,0.999288,0.748121,-0.0346358,-0.0178366,2.05193,0.000656801,0.000164041,0.000250084,0.000946364,-0.000508578,24.9896,0.050409
2023-08-01 00:00:00+00:00,-0.00694313,0.992349,0.734514,-0.103225,-0.0823062,0.486086,0.000155519,3.86053e-05,3.02248e-05,0.000762603,-0.00745971,27,0.0491775
2023-08-02 00:00:00+00:00,-0.00437087,0.988012,0.666017,-0.0685957,-0.0664583,0.232197,7.43281e-05,1.91538e-05,1.35713e-05,-5.97351e-05,-0.00417983,27,0.0360281
2023-08-03 00:00:00+00:00,-0.00301083,0.985037,0.617951,-0.06424,-0.0591709,0.233836,7.48395e-05,1.54939e-05,1.32798e-05,-0.000209547,-0.00268321,27,0.0361543
2023-08-04 00:00:00+00:00,-0.00564528,0.979476,0.595193,-0.0444819,-0.0332609,0.168641,5.39639e-05,8.83868e-06,9.06095e-06,-0.000899822,-0.0046734,27,0.0338801
2023-08-05 00:00:00+00:00,0.0104859,0.989747,0.580578,-0.0231849,-0.033703,0.224378,7.18237e-05,9.90066e-06,9.59295e-06,-3.89755e-05,0.0105841,27,0.0414603
2023-08-06 00:00:00+00:00,0.00895392,0.998609,0.492264,-0.0163011,-0.0441619,0.298349,9.55834e-05,2.73752e-05,4.11591e-05,-2.5265e-05,0.00911557,27,0.0404209
2023-08-07 00:00:00+00:00,0.0109206,1.00951,0.545442,-0.0505218,-0.0635107,1.19768,0.000383313,7.49954e-05,9.53564e-05,-6.97517e-05,0.0114969,30,0.0450059
2023-08-08 00:00:00+00:00,0.00602798,1.0156,0.738324,0.0513738,-0.0246409,0.809111,0.000258917,7.57371e-05,4.69327e-05,8.37676e-05,0.00632583,30,0.047646
2023-08-09 00:00:00+00:00,-0.00814328,1.00733,0.924737,0.0393988,-0.0579345,0.205398,6.57271e-05,1.24007e-05,1.5913e-05,2.04382e-05,-0.00807421,30,0.0494494
2023-08-10 00:00:00+00:00,-0.00318031,1.00413,0.872827,-0.033607,-0.0840606,0.185183,5.92532e-05,1.47e-05,6.72059e-06,-7.72959e-06,-0.0030826,30,0.0439974
2023-08-11 00:00:00+00:00,-0.00939163,0.994696,0.844099,-0.0399126,-0.0844144,0.00820514,2.62335e-06,9.10447e-07,2.42109e-07,-0.000163783,-0.00925575,30,0.0368485
2023-08-12 00:00:00+00:00,-0.00435131,0.990368,0.828647,-0.0149847,-0.0695902,0.0565827,1.81072e-05,1.19605e-05,2.01988e-06,-3.44793e-05,-0.00427171,30,0.031916
2023-08-13 00:00:00+00:00,0.0042986,0.994625,0.768481,0.00586854,-0.054699,0.034846,1.11649e-05,2.93866e-06,2.48414e-06,0.000138701,0.00418549,30,0.0272056
2023-08-14 00:00:00+00:00,0.00330686,0.997914,0.740701,-0.00365545,-0.0724634,0.130424,4.17508e-05,1.0203e-05,1.34545e-05,-7.6623e-05,0.00345295,29,0.0264602
2023-08-15 00:00:00+00:00,0.00906538,1.00696,0.724502,-0.0131141,-0.0750575,0.0493714,1.58057e-05,2.20478e-06,2.79691e-06,-0.00018073,0.00924293,29,0.0293156
2023-08-16 00:00:00+00:00,0.000657443,1.00762,0.692516,-0.0288967,-0.0605413,0.0516688,1.65333e-05,2.6616e-06,3.55912e-06,-0.000325426,0.00103321,29,0.03059
2023-08-17 00:00:00+00:00,-0.00409438,1.0035,0.637897,-0.0239463,-0.0346942,0.012167,3.89692e-06,1.27924e-06,8.12898e-07,-0.000422255,-0.00365212,29,0.0295485
2023-08-18 00:00:00+00:00,-0.00072825,1.00277,0.574065,-0.00871473,0.00139097,0.0495392,1.5855e-05,7.44188e-06,3.63521e-06,-0.000104372,-0.000585078,29,0.0274253
2023-08-19 00:00:00+00:00,-0.00362236,0.999134,0.587424,-0.011842,-0.00196028,0.00577016,1.8467e-06,2.30838e-07,3.09669e-07,-4.74255e-05,-0.00357141,29,0.0232707
2023-08-20 00:00:00+00:00,0.00705054,1.00618,0.591262,-0.0103987,-0.000887255,0,0,0,0,-7.82318e-05,0.00710986,29,0.0220418
2023-08-21 00:00:00+00:00,-0.00520818,1.00094,0.578859,0.00715068,0.0149655,0.14872,4.75914e-05,5.9602e-05,2.52184e-05,-0.000628661,-0.0044472,27.9688,0.0196952
2023-08-22 00:00:00+00:00,0.00531963,1.00626,0.578142,-0.0300312,-0.0102509,0,0,0,0,-0.000784359,0.00610283,28,0.0163625
2023-08-23 00:00:00+00:00,0.0010014,1.00727,0.58474,-0.0276266,-0.012178,0.00302683,9.68832e-07,1.21104e-07,1.05893e-07,-0.000793092,0.00180391,28,0.0156951
2023-08-24 00:00:00+00:00,0.00949781,1.01684,0.577676,-0.0187018,-0.00781092,0.0184846,5.92049e-06,1.95186e-06,1.3716e-06,-0.000562671,0.0100371,28,0.0149495
2023-08-25 00:00:00+00:00,0.0033026,1.02019,0.515738,0.0264941,0.021672,0.0274958,8.79864e-06,1.09983e-06,1.72396e-06,-0.000696847,0.00401085,28,0.0147834
2023-08-26 00:00:00+00:00,-0.000570228,1.01961,0.508655,0.0327145,0.0192222,0.00570369,1.8256e-06,2.282e-07,3.60702e-07,-0.000410462,-0.000154296,28,0.01589
2023-08-27 00:00:00+00:00,-0.00267672,1.01688,0.511349,0.0320639,0.0153259,0,0,0,0,-0.00074925,-0.00192569,28,0.015491
2023-08-28 00:00:00+00:00,-0.000147713,1.01673,0.411418,0.0216485,0.00534222,0.0963619,3.08422e-05,1.21997e-05,1.74759e-05,-0.000399092,0.00031484,25,0.0136579
2023-08-29 00:00:00+00:00,0.0129783,1.02993,0.399677,0.00487037,0.00194964,0.0652413,2.09427e-05,2.61783e-06,5.83048e-06,-0.000293477,0.0132489,25,0.0137786
2023-08-30 00:00:00+00:00,-0.000490656,1.02942,0.37051,-0.0311728,-0.0133366,0,0,0,0,-0.000242559,-0.000245298,25,0.0137691
2023-08-31 00:00:00+00:00,-0.00351461,1.02581,0.365224,-0.0329996,-0.0171854,0,0,0,0,-6.1873e-05,-0.00345537,25,0.0128862
2023-09-01 00:00:00+00:00,-0.00537659,1.02029,0.357916,-0.038403,-0.0249993,0,0,0,0,-7.14664e-05,-0.00531722,25,0.00949694
2023-09-02 00:00:00+00:00,0.000909405,1.02122,0.352779,-0.037595,-0.0275268,0.00631587,2.02119e-06,2.52649e-07,3.49538e-07,-5.03213e-05,0.000964597,25,0.0103201
2023-09-03 00:00:00+00:00,-0.00056523,1.02064,0.348154,-0.033408,-0.0291475,0,0,0,0,-0.000171991,-0.000389435,25,0.00902278
2023-09-04 00:00:00+00:00,-0.00152065,1.01909,0.299782,0.0162948,0.0147678,0.050898,1.62919e-05,7.33177e-06,1.08404e-05,-0.000675869,-0.00080578,22,0.00769426
2023-09-05 00:00:00+00:00,-0.00175543,1.0173,0.300118,0.0156847,0.0108332,0,0,0,0,-0.000588469,-0.00116562,22,0.00807684
2023-09-06 00:00:00+00:00,-0.00256924,1.01469,0.301863,0.0144223,0.0071383,0,0,0,0,-0.000129123,-0.00244156,22,0.00802268
2023-09-07 00:00:00+00:00,0.000649448,1.01535,0.303056,0.0128319,0.00579746,0,0,0,0,-9.69514e-05,0.000747413,22,0.00957305
2023-09-08 00:00:00+00:00,-0.000638501,1.0147,0.304694,0.0174376,0.0146329,0.00827415,2.64795e-06,3.30994e-07,5.69241e-07,5.71363e-05,-0.000691377,22.6771,0.011134
2023-09-09 00:00:00+00:00,0.00295913,1.0177,0.304817,0.00820844,-0.00524268,0.0105026,3.3607e-06,4.20088e-07,6.44326e-07,-0.000137391,0.00309789,23,0.0136309
2023-09-10 00:00:00+00:00,-0.00168562,1.01598,0.298001,0.00702372,-0.003364,0,0,0,0,-0.000123308,-0.00156152,23,0.0149901
2023-09-11 00:00:00+00:00,0.00259013,1.01862,0.305644,0.0119262,-0.00111841,0.0495859,1.58672e-05,4.6184e-06,3.86015e-06,-0.000446515,0.00306057,23.5833,0.0143468
2023-09-12 00:00:00+00:00,0.00307745,1.02175,0.303053,-0.0033326,-0.009767,0.021856,6.99694e-06,1.75548e-06,1.14711e-06,-0.000333658,0.00341965,24,0.0155475
2023-09-13 00:00:00+00:00,0.000138784,1.02189,0.311575,-0.00748899,-0.0103801,0.0183603,5.87663e-06,7.34579e-07,1.38269e-06,0.000393351,-0.000244285,24,0.0158959
2023-09-14 00:00:00+00:00,0.00368536,1.02566,0.317445,-0.00938477,-0.00918793,0.00795691,2.54641e-06,3.18302e-07,5.74572e-07,0.00032343,0.00336141,24,0.0153219
2023-09-15 00:00:00+00:00,-0.00221992,1.02338,0.319714,-0.0131708,-0.00895603,0.00204824,6.55604e-07,8.19506e-08,1.01317e-07,-1.41172e-05,-0.00220392,24,0.0139745
2023-09-16 00:00:00+00:00,-0.00028482,1.02309,0.324543,-0.0164626,-0.0170862,0,0,0,0,9.13255e-07,-0.000283456,24,0.0119939
2023-09-17 00:00:00+00:00,0.00182875,1.02496,0.319465,-0.0159361,-0.0190321,0.00202141,6.47072e-07,8.0884e-08,1.37297e-07,-9.22631e-05,0.00192258,24,0.0116992
2023-09-18 00:00:00+00:00,-0.000629438,1.02432,0.325402,-0.014411,-0.0193446,0.00222742,7.12808e-07,8.91011e-08,1.41123e-07,-0.000216629,-0.000408522,24,0.0124774
2023-09-19 00:00:00+00:00,-0.00540579,1.01878,0.331114,-0.0179792,-0.0275654,0.00220564,7.05452e-07,8.81815e-08,1.09286e-07,-0.000342613,-0.00507375,24,0.0118842
2023-09-20 00:00:00+00:00,0.00119862,1.02,0.333689,-0.0217509,-0.0392528,0,0,0,0,-0.000137947,0.00133911,24,0.0120778
2023-09-21 00:00:00+00:00,0.000268761,1.02027,0.326075,-0.0216318,-0.0365869,0,0,0,0,-1.83165e-05,0.000289156,24,0.0118303
2023-09-22 00:00:00+00:00,-0.00283088,1.01739,0.32372,-0.0223654,-0.0355025,0,0,0,0,-7.71811e-06,-0.00282549,24,0.0105375
2023-09-23 00:00:00+00:00,-0.000673484,1.0167,0.325603,-0.024042,-0.0411923,0,0,0,0,-2.19794e-05,-0.000649518,24,0.00929464
2023-09-24 00:00:00+00:00,0.00195409,1.01869,0.323915,-0.0230088,-0.0429112,0,0,0,0,-2.20611e-05,0.00197549,24,0.0110176
