instId,groups,listTime,age_days,state,lever_inst,t1_mmr,t1_imr,t1_maxLever,t1_maxSz,ctVal,last,t1_cap_usdt,n_tiers,min_order_usdt,lot_usdt,max_mmr
DOS-USDT-SWAP,new180|oos_traded,2026-08-10 12:00:00+00:00,45,live,20.0,0.02,0.05,20.0,7000.0,10.0,0.2212,15484.0,87,2.212,2.212,0.46
DOT-USDT-SWAP,book,2020-08-25 10:12:51+00:00,2221,live,50.0,0.01,0.02,50.0,18000.0,1.0,1.1377,20478.6,93,1.1377,1.1377,0.48
DRAM-USDT-SWAP,new180,2026-05-08 09:00:00+00:00,139,live,50.0,0.01,0.02,50.0,875.0,1.0,61.42,53742.5,93,6.142,6.142,0.48
EDEN-USDT-SWAP,oos_traded|book,2025-09-30 11:30:01.710000+00:00,359,live,20.0,0.02,0.05,20.0,220000.0,1.0,0.06238,13723.6,87,0.06238,0.06238,0.46
EDGE-USDT-SWAP,new180,2026-04-01 13:30:00+00:00,176,live,20.0,0.02,0.05,20.0,1500.0,10.0,0.5564,8346.0,87,5.564,5.564,0.46
EIGEN-USDT-SWAP,book,2024-10-01 06:30:00.682000+00:00,723,live,20.0,0.02,0.05,20.0,82000.0,1.0,0.2348,19253.600000000002,87,0.2348,0.2348,0.46
ENA-USDT-SWAP,book,2025-09-17 07:30:00.364000+00:00,372,live,50.0,0.01,0.02,50.0,20000.0,10.0,0.22571,45142.0,93,2.2571,2.2571,0.48
ENJ-USDT-SWAP,book,2024-03-01 10:25:01.407000+00:00,937,live,10.0,0.05,0.1,10.0,25000.0,10.0,0.02755,6887.5,81,0.2755,0.2755,0.45
ENS-USDT-SWAP,book,2021-11-11 09:45:46.265000+00:00,1778,live,20.0,0.02,0.05,20.0,32000.0,0.1,6.988,22361.600000000002,87,0.6988000000000001,0.6988000000000001,0.46
ENSO-USDT-SWAP,book,2025-10-29 10:00:01.294000+00:00,330,live,50.0,0.01,0.02,50.0,2200.0,1.0,1.0191,2242.02,93,1.0191,1.0191,0.48
ESP-USDT-SWAP,oos_traded,2026-02-10 16:00:00+00:00,226,live,20.0,0.02,0.05,20.0,1000.0,100.0,0.09715,9715.0,87,9.715,9.715,0.46
ETC-USDT-SWAP,book,2019-11-12 11:16:48+00:00,2508,live,50.0,0.01,0.02,50.0,220.0,10.0,9.429,20743.8,93,0.9429000000000001,0.9429000000000001,0.48
ETHFI-USDT-SWAP,book,2024-03-18 12:25:00.945000+00:00,920,live,20.0,0.02,0.05,20.0,75000.0,1.0,0.6663,49972.5,87,0.6663,0.6663,0.46
EWZ-USDT-SWAP,new180,2026-06-18 09:15:00+00:00,98,live,20.0,0.02,0.05,20.0,180.0,1.0,37.11,6679.8,87,3.7110000000000003,3.7110000000000003,0.46
FARTCOIN-USDT-SWAP,book,2024-12-20 09:00:00.393000+00:00,643,live,20.0,0.02,0.05,20.0,320000.0,1.0,0.1841,58912.00000000001,87,0.1841,0.1841,0.46
FET-USDT-SWAP,new180,2026-09-05 03:30:00+00:00,19,live,20.0,0.02,0.05,20.0,7200.0,10.0,0.2243,16149.6,87,2.243,2.243,0.46
FIL-USDT-SWAP,book,2019-08-10 10:12:51+00:00,2602,live,50.0,0.01,0.02,50.0,480000.0,0.1,0.9804,47059.200000000004,93,0.09804000000000002,0.09804000000000002,0.48
FLNC-USDT-SWAP,new180,2026-06-11 09:45:00+00:00,105,live,20.0,0.02,0.05,20.0,730.0,1.0,7.48,5460.400000000001,87,0.7480000000000001,0.7480000000000001,0.46
FLOCK-USDT-SWAP,new180,2026-09-12 10:00:00+00:00,12,live,20.0,0.02,0.05,20.0,4000.0,100.0,0.07078,28312.0,87,7.077999999999999,7.077999999999999,0.46
FLY-USDT-SWAP,new180,2026-07-27 09:30:00+00:00,59,live,20.0,0.02,0.05,20.0,55.0,1.0,23.1,1270.5,87,2.31,2.31,0.46
FOGO-USDT-SWAP,oos_traded,2026-01-10 15:45:00+00:00,257,live,10.0,0.02,0.1,10.0,62000.0,10.0,0.006305,3909.1,87,0.06305,0.06305,0.46
FWDI-USDT-SWAP,new180,2026-07-27 09:00:00+00:00,59,live,10.0,0.02,0.1,10.0,600.0,1.0,8.425,5055.0,87,8.425,8.425,0.46
GEV-USDT-SWAP,new180,2026-05-21 09:00:00+00:00,126,live,25.0,0.02,0.04,25.0,5.0,1.0,956.63,4783.15,93,0.95663,0.95663,0.49
GIGGLE-USDT-SWAP,book,2025-10-25 07:00:01.708000+00:00,334,live,50.0,0.01,0.02,50.0,10000.0,0.01,40.36,4036.0,93,0.4036,0.4036,0.48
GLW-USDT-SWAP,new180,2026-05-18 09:00:00+00:00,129,live,20.0,0.02,0.05,20.0,260.0,1.0,155.43,40411.8,87,1.5543,1.5543,0.46
GME-USDT-SWAP,new180,2026-05-08 09:30:00+00:00,139,live,20.0,0.02,0.05,20.0,310.0,1.0,24.89,7715.900000000001,87,2.4890000000000003,2.4890000000000003,0.46
GMT-USDT-SWAP,book,2022-04-01 08:56:09.890000+00:00,1637,live,20.0,0.02,0.05,20.0,1500000.0,1.0,0.008598,12897.0,87,0.008598,0.008598,0.46
GPRO-USDT-SWAP,new180,2026-09-04 13:35:00+00:00,20,live,10.0,0.035,0.1,10.0,3700.0,1.0,1.249,4621.3,81,1.249,1.249,0.435
GRVT-USDT-SWAP,new180|oos_traded,2026-07-30 15:00:00+00:00,56,live,20.0,0.02,0.05,20.0,4500.0,10.0,0.20046,9020.7,87,2.0046,2.0046,0.46
GTLB-USDT-SWAP,new180,2026-09-23 09:45:00+00:00,1,live,20.0,0.02,0.05,20.0,400.0,1.0,48.62,19448.0,87,4.862,4.862,0.46
H-USDT-SWAP,book,2025-07-03 06:00:00.413000+00:00,448,live,10.0,0.02,0.1,10.0,600.0,100.0,0.06491,3894.6,87,0.6491,0.6491,0.46
HANMI-USDT-SWAP,new180,2026-09-16 06:00:00+00:00,8,live,10.0,0.02,0.1,10.0,15.0,1.0,176.86,2652.9,87,1.7686000000000002,1.7686000000000002,0.46
HBAR-USDT-SWAP,book,2023-08-16 05:55:00.823000+00:00,1135,live,50.0,0.01,0.02,50.0,2500.0,100.0,0.09273,23182.5,93,0.9273,0.9273,0.48
HIMS-USDT-SWAP,new180,2026-04-27 14:45:00+00:00,150,live,20.0,0.02,0.05,20.0,260.0,1.0,29.3,7618.0,87,2.93,2.93,0.46
HOME-USDT-SWAP,book,2025-06-13 10:15:00.256000+00:00,468,live,20.0,0.02,0.05,20.0,35000.0,100.0,0.006329,22151.5,87,0.6329,0.6329,0.46
HPE-USDT-SWAP,new180,2026-06-02 11:00:00+00:00,114,live,20.0,0.02,0.05,20.0,110.0,1.0,64.08,7048.8,87,6.408,6.408,0.46
HUMA-USDT-SWAP,oos_traded,2025-05-26 13:30:00.433000+00:00,486,live,20.0,0.02,0.05,20.0,5500.0,100.0,0.02574,14157.0,87,2.574,2.574,0.46
HUT-USDT-SWAP,new180,2026-09-21 09:00:00+00:00,3,live,10.0,0.02,0.1,10.0,20.0,1.0,101.64,2032.8,87,1.0164,1.0164,0.46
HYPE-USDT-SWAP,oos_traded|book,2025-02-21 07:00:00.506000+00:00,580,live,50.0,0.01,0.02,50.0,18000.0,0.1,91.447,164604.6,93,9.1447,9.1447,0.48
HYUNDAI-USDT-SWAP,new180,2026-06-10 05:55:00+00:00,106,live,25.0,0.02,0.04,25.0,30.0,1.0,260.0,7800.0,93,2.6,2.6,0.49
IBM-USDT-SWAP,new180,2026-05-27 10:30:00+00:00,120,live,20.0,0.02,0.05,20.0,45.0,1.0,227.72,10247.4,87,2.2772,2.2772,0.46
ICP-USDT-SWAP,book,2021-05-14 09:00:00+00:00,1959,live,50.0,0.01,0.02,50.0,450000.0,0.01,3.064,13788.0,93,0.03064,0.03064,0.48
INFQ-USDT-SWAP,new180,2026-05-26 09:15:00+00:00,121,live,10.0,0.035,0.1,10.0,130.0,1.0,14.336,1863.68,81,1.4336000000000002,1.4336000000000002,0.435
INJ-USDT-SWAP,book,2023-11-30 11:55:00.667000+00:00,1029,live,50.0,0.01,0.02,50.0,25000.0,0.1,7.926,19815.0,93,0.7926000000000001,0.7926000000000001,0.48
INTW-USDT-SWAP,new180,2026-07-30 09:30:00+00:00,56,live,25.0,0.02,0.04,25.0,300.0,1.0,36.2,10860.0,93,3.6200000000000006,3.6200000000000006,0.49
IONQ-USDT-SWAP,new180,2026-09-03 09:30:00+00:00,21,live,20.0,0.02,0.05,20.0,130.0,1.0,45.02,5852.6,87,4.502000000000001,4.502000000000001,0.46
DATA-USDT-SWAP,new180,2026-07-02 12:30:00+00:00,84,live,20.0,0.02,0.05,20.0,3200.0,10.0,0.2175,6960.0,87,2.175,2.175,0.46
IREN-USDT-SWAP,new180,2026-06-08 09:15:00+00:00,108,live,25.0,0.02,0.04,25.0,200.0,1.0,46.25,9250.0,93,4.625,4.625,0.49
IRYS-USDT-SWAP,new180,2026-05-27 11:15:00+00:00,120,live,10.0,0.02,0.1,10.0,2200.0,100.0,0.01639,3605.7999999999997,87,1.6389999999999998,1.6389999999999998,0.46
ISRG-USDT-SWAP,new180,2026-06-11 09:30:00+00:00,105,live,10.0,0.035,0.1,10.0,10.0,1.0,400.19,4001.9,81,4.0019,4.0019,0.435
IWM-USDT-SWAP,new180,2026-04-10 12:00:00+00:00,167,live,20.0,0.02,0.05,20.0,70.0,1.0,282.02,19741.399999999998,87,2.8202,2.8202,0.46
JELLYJELLY-USDT-SWAP,oos_traded|book,2025-03-26 15:54:30.352000+00:00,547,live,10.0,0.02,0.1,10.0,1000.0,100.0,0.05511,5511.0,87,5.511,5.511,0.46
JNJ-USDT-SWAP,new180,2026-07-10 09:15:00+00:00,76,live,10.0,0.02,0.1,10.0,15.0,1.0,269.93,4048.9500000000003,87,2.6993,2.6993,0.46
JP225-USDT-SWAP,new180,2026-09-09 04:00:00+00:00,15,live,10.0,0.035,0.1,10.0,0.2,1.0,66165.0,13233.0,81,6.6165,6.6165,0.435
JTO-USDT-SWAP,book,2024-01-08 06:55:00.623000+00:00,990,live,50.0,0.01,0.02,50.0,10000.0,1.0,0.4925,4925.0,93,0.4925,0.4925,0.48
KAITO-USDT-SWAP,oos_traded|book,2025-02-20 14:00:00.331000+00:00,581,live,50.0,0.01,0.02,50.0,21250.0,1.0,0.342,7267.500000000001,93,0.342,0.342,0.48
KAT-USDT-SWAP,oos_traded|book,2026-03-02 11:30:00+00:00,206,live,20.0,0.02,0.05,20.0,15000.0,100.0,0.004967,7450.5,87,0.49670000000000003,0.49670000000000003,0.46
KII-USDT-SWAP,new180,2026-09-24 11:00:00+00:00,0,live,20.0,0.02,0.05,20.0,2000.0,100.0,0.08065,16130.0,87,8.065,8.065,0.46
KIOXIA-USDT-SWAP,new180,2026-06-26 01:30:00+00:00,90,live,10.0,0.035,0.1,10.0,25.0,1.0,352.8,8820.0,81,3.528,3.528,0.435
KITE-USDT-SWAP,new180|oos_traded,2026-04-09 03:00:00+00:00,168,live,10.0,0.02,0.1,10.0,5800.0,10.0,0.12613,7315.54,87,1.2612999999999999,1.2612999999999999,0.46
KLAC-USDT-SWAP,new180,2026-06-23 09:45:00+00:00,93,live,20.0,0.02,0.05,20.0,28.0,1.0,188.44,5276.32,87,1.8844,1.8844,0.46
KO-USDT-SWAP,new180,2026-08-10 09:30:00+00:00,45,live,20.0,0.02,0.05,20.0,200.0,1.0,88.33,17666.0,87,8.833,8.833,0.46
KORU-USDT-SWAP,new180,2026-06-24 09:15:00+00:00,92,live,10.0,0.02,0.1,10.0,15000.0,1.0,20.72,310800.0,87,0.2072,0.2072,0.46
KR200-USDT-SWAP,new180,2026-07-27 05:30:00+00:00,59,live,10.0,0.035,0.1,10.0,3.0,1.0,1095.7,3287.1000000000004,81,1.0957000000000001,1.0957000000000001,0.435
KSTR-USDT-SWAP,new180,2026-09-23 09:15:00+00:00,1,live,20.0,0.02,0.05,20.0,1000.0,1.0,23.801,23801.0,87,2.3801,2.3801,0.46
LAB-USDT-SWAP,book,2025-11-01 12:00:01.879000+00:00,327,live,10.0,0.02,0.1,10.0,18000.0,10.0,0.0584,10512.0,87,0.0584,0.0584,0.46
LAYER-USDT-SWAP,oos_traded|book,2025-02-11 14:30:00.817000+00:00,590,live,20.0,0.02,0.05,20.0,180000.0,1.0,0.07694,13849.199999999999,87,0.07694,0.07694,0.46
LDO-USDT-SWAP,book,2023-02-02 07:02:49.323000+00:00,1330,live,50.0,0.0065,0.02,50.0,15000.0,1.0,0.4335,6502.5,93,0.4335,0.4335,0.465
LGELECTRONICS-USDT-SWAP,new180,2026-09-16 05:30:00+00:00,8,live,10.0,0.02,0.1,10.0,25.0,1.0,154.21,3855.25,87,1.5421,1.5421,0.46
LIGHT-USDT-SWAP,book,2025-12-16 08:00:00+00:00,282,live,10.0,0.02,0.1,10.0,48000.0,1.0,0.182,8736.0,87,0.182,0.182,0.46
LINK-USDT-SWAP,book,2020-02-28 11:16:48+00:00,2400,live,50.0,0.0065,0.02,50.0,6200.0,1.0,13.354,82794.79999999999,93,1.3354,1.3354,0.465
LINEA-USDT-SWAP,oos_traded,2025-09-01 14:00:00.376000+00:00,388,live,50.0,0.01,0.02,50.0,12000.0,100.0,0.002843,3411.6,93,0.2843,0.2843,0.48
LIT-USDT-SWAP,book,2025-12-24 03:30:00+00:00,274,live,50.0,0.01,0.02,50.0,4000.0,1.0,4.9448,19779.2,93,4.9448,4.9448,0.48
LITE-USDT-SWAP,new180,2026-05-08 09:15:00+00:00,139,live,25.0,0.02,0.04,25.0,140.0,1.0,935.58,130981.20000000001,93,9.3558,9.3558,0.49
LLY-USDT-SWAP,new180,2026-04-27 14:30:00+00:00,150,live,20.0,0.02,0.05,20.0,5.0,1.0,1184.6,5923.0,87,11.846,11.846,0.46
LPT-USDT-SWAP,book,2021-04-23 07:00:00+00:00,1980,live,20.0,0.02,0.05,20.0,78000.0,0.1,1.621,12643.8,87,0.16210000000000002,0.16210000000000002,0.46
LRCX-USDT-SWAP,new180,2026-06-23 10:00:00+00:00,93,live,20.0,0.02,0.05,20.0,15.0,1.0,309.0,4635.0,87,3.09,3.09,0.46
LUNR-USDT-SWAP,new180,2026-06-01 09:30:00+00:00,115,live,10.0,0.035,0.1,10.0,70.0,1.0,15.78,1104.6,81,1.578,1.578,0.435
LYTE-USDT-SWAP,new180,2026-08-17 09:15:00+00:00,38,live,10.0,0.02,0.1,10.0,180.0,1.0,25.46,4582.8,87,2.5460000000000003,2.5460000000000003,0.46
MAGIC-USDT-SWAP,book,2023-02-02 07:05:49.791000+00:00,1330,live,20.0,0.02,0.05,20.0,150000.0,1.0,0.04901,7351.5,87,0.04901,0.04901,0.46
MARA-USDT-SWAP,new180,2026-08-27 10:00:00+00:00,28,live,10.0,0.02,0.1,10.0,370.0,1.0,12.96,4795.200000000001,87,1.2960000000000003,1.2960000000000003,0.46
MASK-USDT-SWAP,book,2021-03-04 07:00:00+00:00,2030,live,20.0,0.02,0.05,20.0,15000.0,1.0,0.4582,6873.0,87,0.4582,0.4582,0.46
MEGA-USDT-SWAP,new180,2026-04-30 12:00:00+00:00,147,live,20.0,0.02,0.05,20.0,42000.0,10.0,0.04456,18715.2,87,0.4456,0.4456,0.46
MEME-USDT-SWAP,book,2023-11-03 08:55:00.715000+00:00,1056,live,20.0,0.02,0.05,20.0,120000.0,100.0,0.0006206,7447.2,87,0.062060000000000004,0.062060000000000004,0.46
MERL-USDT-SWAP,oos_traded|book,2024-04-19 10:25:00.606000+00:00,888,live,20.0,0.02,0.05,20.0,450000.0,1.0,0.02848,12816.0,87,0.02848,0.02848,0.46
MET-USDT-SWAP,oos_traded,2025-10-10 08:15:00.254000+00:00,349,live,20.0,0.02,0.05,20.0,48000.0,1.0,0.3284,15763.2,87,0.3284,0.3284,0.46
MINIMAX-USDT-SWAP,new180,2026-06-24 07:15:00+00:00,92,live,20.0,0.02,0.05,20.0,400.0,1.0,34.93,13972.0,87,3.4930000000000003,3.4930000000000003,0.46
MMT-USDT-SWAP,oos_traded|book,2025-11-04 12:30:01.259000+00:00,324,live,20.0,0.02,0.05,20.0,5500.0,10.0,0.1689,9289.5,87,1.689,1.689,0.46
MON-USDT-SWAP,oos_traded|book,2025-10-10 08:00:00.427000+00:00,349,live,50.0,0.01,0.02,50.0,28000.0,10.0,0.02488,6966.4,93,0.2488,0.2488,0.48
MOODENG-USDT-SWAP,book,2024-10-03 07:00:02.849000+00:00,721,live,20.0,0.02,0.05,20.0,25000.0,10.0,0.04806,12015.0,87,0.48059999999999997,0.48059999999999997,0.46
MOONSHOT-USDT-SWAP,new180,2026-08-17 09:00:00+00:00,38,live,5.0,0.05,0.2,5.0,800.0,1.0,69.95,55960.0,61,6.995000000000001,6.995000000000001,0.35
MOVE-USDT-SWAP,book,2024-12-09 13:00:02.646000+00:00,654,live,20.0,0.02,0.05,20.0,75000.0,10.0,0.009184,6888.0,87,0.09183999999999999,0.09183999999999999,0.46
MRK-USDT-SWAP,new180,2026-08-27 09:30:00+00:00,28,live,10.0,0.02,0.1,10.0,20.0,1.0,148.29,2965.7999999999997,87,1.4828999999999999,1.4828999999999999,0.46
MRNA-USDT-SWAP,new180,2026-08-21 09:00:00+00:00,34,live,20.0,0.02,0.05,20.0,200.0,1.0,197.17,39434.0,87,1.9717,1.9717,0.46
MRVL-USDT-SWAP,new180,2026-05-12 10:30:00+00:00,135,live,50.0,0.01,0.02,50.0,185.0,1.0,261.8,48433.0,93,2.6180000000000003,2.6180000000000003,0.48
MSTU-USDT-SWAP,new180,2026-09-23 09:00:00+00:00,1,live,10.0,0.035,0.1,10.0,400.0,1.0,45.04,18016.0,81,4.5040000000000004,4.5040000000000004,0.435
MUU-USDT-SWAP,new180,2026-07-02 09:30:00+00:00,84,live,20.0,0.02,0.05,20.0,2500.0,1.0,38.11,95275.0,87,0.3811,0.3811,0.46
MVLL-USDT-SWAP,new180,2026-07-02 09:15:00+00:00,84,live,10.0,0.02,0.1,10.0,1000.0,1.0,35.31,35310.0,87,3.5310000000000006,3.5310000000000006,0.46
NAVER-USDT-SWAP,new180,2026-09-16 05:45:00+00:00,8,live,10.0,0.02,0.1,10.0,20.0,1.0,143.13,2862.6,87,1.4313,1.4313,0.46
NBIS-USDT-SWAP,new180,2026-05-19 09:15:00+00:00,128,live,25.0,0.02,0.04,25.0,680.0,1.0,245.56,166980.8,93,2.4556,2.4556,0.49
NEAR-USDT-SWAP,book,2020-12-21 10:00:00+00:00,2103,live,50.0,0.01,0.02,50.0,2000.0,10.0,4.524,90480.0,93,4.524,4.524,0.48
NEIRO-USDT-SWAP,book,2024-10-03 07:15:01.217000+00:00,721,live,20.0,0.02,0.05,20.0,100000.0,1000.0,8.972e-05,8972.0,87,0.08972000000000001,0.08972000000000001,0.46
NES-USDT-SWAP,new180,2026-06-24 13:30:00+00:00,92,live,20.0,0.02,0.05,20.0,2500.0,10.0,0.1643,4107.5,87,1.643,1.643,0.46
NET-USDT-SWAP,new180,2026-08-12 08:30:00+00:00,43,live,20.0,0.02,0.05,20.0,12.0,1.0,361.18,4334.16,87,3.6118,3.6118,0.46
NIGHT-USDT-SWAP,oos_traded|book,2025-12-09 11:30:00+00:00,289,live,20.0,0.02,0.05,20.0,6000.0,100.0,0.024098,14458.800000000001,87,2.4098,2.4098,0.46
NMR-USDT-SWAP,book,2024-01-11 07:55:00.642000+00:00,987,live,20.0,0.02,0.05,20.0,6200.0,0.1,9.595,5948.900000000001,87,0.9595000000000001,0.9595000000000001,0.46
NOK-USDT-SWAP,new180,2026-05-27 10:45:00+00:00,120,live,20.0,0.02,0.05,20.0,1000.0,1.0,10.512,10512.0,87,1.0512000000000001,1.0512000000000001,0.46
NOW-USDT-SWAP,new180,2026-06-02 11:30:00+00:00,114,live,20.0,0.02,0.05,20.0,60.0,1.0,138.01,8280.599999999999,87,1.3800999999999999,1.3800999999999999,0.46
NVDL-USDT-SWAP,new180,2026-08-27 10:30:00+00:00,28,live,20.0,0.02,0.05,20.0,400.0,1.0,35.56,14224.0,87,3.5560000000000005,3.5560000000000005,0.46
O-USDT-SWAP,new180|oos_traded,2026-06-17 16:30:00+00:00,99,live,10.0,0.02,0.1,10.0,4000.0,10.0,0.5374,21496.0,87,5.374,5.374,0.46
OFC-USDT-SWAP,new180,2026-04-09 11:00:00+00:00,168,live,10.0,0.02,0.1,10.0,1500.0,100.0,0.008306,1245.8999999999999,87,0.8305999999999999,0.8305999999999999,0.46
OKLO-USDT-SWAP,new180,2026-09-21 09:15:00+00:00,3,live,20.0,0.02,0.05,20.0,400.0,1.0,38.77,15508.000000000002,87,3.8770000000000007,3.8770000000000007,0.46
OKTA-USDT-SWAP,new180,2026-07-30 09:00:00+00:00,56,live,10.0,0.035,0.1,10.0,10.0,1.0,206.64,2066.3999999999996,81,2.0664,2.0664,0.435
OL-USDT-SWAP,oos_traded,2025-10-29 10:15:00.938000+00:00,330,live,10.0,0.05,0.1,10.0,10000.0,100.0,0.006725,6725.0,81,0.6725,0.6725,0.45
ON-USDT-SWAP,new180,2026-07-06 09:15:00+00:00,80,live,10.0,0.035,0.1,10.0,28.0,1.0,73.68,2063.04,81,7.368000000000001,7.368000000000001,0.435
ONDO-USDT-SWAP,book,2024-08-06 10:30:03.957000+00:00,779,live,50.0,0.01,0.02,50.0,12000.0,10.0,0.5303,63636.0,93,5.303,5.303,0.48
ONDS-USDT-SWAP,new180,2026-06-16 10:00:00+00:00,100,live,10.0,0.02,0.1,10.0,680.0,1.0,7.636,5192.4800000000005,87,7.636,7.636,0.46
ONT-USDT-SWAP,book,2020-04-21 10:12:51+00:00,2347,live,20.0,0.02,0.05,20.0,42000.0,10.0,0.0572,24024.0,87,0.5720000000000001,0.5720000000000001,0.46
OP-USDT-SWAP,book,2022-06-01 03:55:17.137000+00:00,1576,live,50.0,0.01,0.02,50.0,100000.0,1.0,0.13073,13073.000000000002,93,0.13073,0.13073,0.48
OPENAI-USDT-SWAP,new180,2026-05-07 09:15:00+00:00,140,live,20.0,0.02,0.05,20.0,100.0,1.0,163.44,16344.0,87,1.6344,1.6344,0.46
OPG-USDT-SWAP,new180|oos_traded,2026-04-23 09:00:00+00:00,154,live,20.0,0.02,0.05,20.0,6500.0,10.0,0.12691,8249.15,87,1.2691,1.2691,0.46
OPN-USDT-SWAP,oos_traded,2026-02-23 11:55:00+00:00,213,live,20.0,0.01,0.05,20.0,2500.0,10.0,0.05076,1269.0,87,0.5076,0.5076,0.45
ORDI-USDT-SWAP,book,2023-05-21 09:55:00.862000+00:00,1222,live,20.0,0.02,0.05,20.0,120000.0,0.1,4.556,54672.0,87,0.4556,0.4556,0.46
OSCR-USDT-SWAP,new180,2026-07-06 10:00:00+00:00,80,live,10.0,0.035,0.1,10.0,32.0,1.0,28.93,925.76,81,2.8930000000000002,2.8930000000000002,0.435
OURA-USDT-SWAP,new180,2026-09-23 10:00:00+00:00,1,live,20.0,0.02,0.05,20.0,400.0,1.0,51.161,20464.4,87,5.1161,5.1161,0.46
OUST-USDT-SWAP,new180,2026-08-17 09:30:00+00:00,38,live,10.0,0.02,0.1,10.0,50.0,1.0,41.64,2082.0,87,4.164000000000001,4.164000000000001,0.46
PARTI-USDT-SWAP,oos_traded,2025-03-25 13:30:00.471000+00:00,548,live,10.0,0.05,0.1,10.0,30000.0,10.0,0.02535,7605.0,81,0.2535,0.2535,0.45
PENGU-USDT-SWAP,book,2024-12-17 15:55:02.264000+00:00,646,live,50.0,0.01,0.02,50.0,20000.0,100.0,0.009587,19174.0,93,0.9587,0.9587,0.48
PENG-USDT-SWAP,new180,2026-07-10 09:30:00+00:00,76,live,20.0,0.02,0.05,20.0,110.0,1.0,53.63,5899.3,87,5.363,5.363,0.46
PEOPLE-USDT-SWAP,book,2021-12-02 06:51:29.758000+00:00,1757,live,20.0,0.02,0.05,20.0,18000.0,100.0,0.009193,16547.399999999998,87,0.9193,0.9193,0.46
PIEVERSE-USDT-SWAP,oos_traded|book,2025-11-16 03:30:01.177000+00:00,312,live,20.0,0.02,0.05,20.0,1800.0,10.0,1.6173,29111.399999999998,87,16.173,16.173,0.46
PIPPIN-USDT-SWAP,book,2025-12-02 15:00:00+00:00,296,live,20.0,0.02,0.05,20.0,62000.0,10.0,0.0189,11718.0,87,0.189,0.189,0.46
PNUT-USDT-SWAP,book,2024-11-12 03:30:00.304000+00:00,681,live,20.0,0.02,0.05,20.0,28000.0,10.0,0.05364,15019.2,87,0.5364,0.5364,0.46
POET-USDT-SWAP,new180,2026-06-16 09:45:00+00:00,100,live,10.0,0.02,0.1,10.0,320.0,1.0,7.823,2503.36,87,0.7823000000000001,0.7823000000000001,0.46
PONS-USDT-SWAP,new180,2026-09-05 03:00:00+00:00,19,live,20.0,0.02,0.05,20.0,4000.0,10.0,0.6138,24552.0,87,6.138,6.138,0.46
POPCAT-USDT-SWAP,book,2024-08-29 09:00:00.651000+00:00,756,live,20.0,0.02,0.05,20.0,10000.0,10.0,0.056,5600.0,87,0.56,0.56,0.46
POPMART-USDT-SWAP,new180,2026-08-12 07:30:00+00:00,43,live,20.0,0.02,0.05,20.0,320.0,1.0,19.35,6192.0,87,1.9350000000000003,1.9350000000000003,0.46
PROS-USDT-SWAP,new180,2026-04-28 14:00:00+00:00,149,live,20.0,0.02,0.05,20.0,20000.0,1.0,0.6133,12266.0,87,0.6133,0.6133,0.46
PUMP-USDT-SWAP,book,2025-07-14 17:30:00.381000+00:00,437,live,50.0,0.01,0.02,50.0,15000.0,1000.0,0.003902,58530.0,93,3.902,3.902,0.48
PURR-USDT-SWAP,new180,2026-08-21 09:15:00+00:00,34,live,20.0,0.02,0.05,20.0,2000.0,1.0,13.88,27760.0,87,1.3880000000000001,1.3880000000000001,0.46
PYPL-USDT-SWAP,new180,2026-09-03 09:00:00+00:00,21,live,20.0,0.02,0.05,20.0,400.0,1.0,52.61,21044.0,87,5.261,5.261,0.46
PYTH-USDT-SWAP,book,2023-11-20 14:55:00.712000+00:00,1039,live,50.0,0.01,0.02,50.0,6500.0,10.0,0.06879,4471.35,93,0.6879000000000001,0.6879000000000001,0.48
QCOM-USDT-SWAP,new180,2026-05-19 09:30:00+00:00,128,live,20.0,0.02,0.05,20.0,230.0,1.0,195.17,44889.1,87,1.9517,1.9517,0.46
QNT-USDT-SWAP,new180,2026-06-05 10:30:00+00:00,111,live,10.0,0.02,0.1,10.0,100.0,1.0,49.75,4975.0,87,4.9750000000000005,4.9750000000000005,0.46
RAM-USDT-SWAP,new180,2026-07-02 09:45:00+00:00,84,live,10.0,0.02,0.1,10.0,180.0,1.0,14.22,2559.6,87,1.4220000000000002,1.4220000000000002,0.46
RAVE-USDT-SWAP,oos_traded|book,2025-12-15 08:00:00+00:00,283,live,20.0,0.02,0.05,20.0,3800.0,10.0,0.2019,7672.2,87,0.02019,0.02019,0.46
RDDT-USDT-SWAP,new180,2026-06-18 10:00:00+00:00,98,live,10.0,0.02,0.1,10.0,35.0,1.0,152.96,5353.6,87,1.5296,1.5296,0.46
RDW-USDT-SWAP,new180,2026-06-01 09:15:00+00:00,115,live,10.0,0.035,0.1,10.0,260.0,1.0,11.691,3039.6600000000003,81,1.1691,1.1691,0.435
RE-USDT-SWAP,new180|oos_traded|book,2026-06-17 10:30:00+00:00,99,live,20.0,0.02,0.05,20.0,2500.0,10.0,0.46266,11566.5,87,4.6266,4.6266,0.46
RESOLV-USDT-SWAP,oos_traded|book,2025-06-10 14:30:00.438000+00:00,471,live,10.0,0.02,0.1,10.0,68000.0,10.0,0.01808,12294.4,87,0.1808,0.1808,0.46
RIOT-USDT-SWAP,new180,2026-08-12 08:15:00+00:00,43,live,10.0,0.035,0.1,10.0,85.0,1.0,23.55,2001.75,81,2.355,2.355,0.435
