instId,groups,listTime,age_days,state,lever_inst,t1_mmr,t1_imr,t1_maxLever,t1_maxSz,ctVal,last,t1_cap_usdt,n_tiers,min_order_usdt,lot_usdt,max_mmr
RIVER-USDT-SWAP,book,2026-01-09 07:00:00+00:00,258,live,20.0,0.02,0.05,20.0,62000.0,0.1,1.242,7700.4,87,0.1242,0.1242,0.46
RIVN-USDT-SWAP,new180,2026-06-18 09:30:00+00:00,98,live,20.0,0.02,0.05,20.0,280.0,1.0,15.35,4298.0,87,1.5350000000000001,1.5350000000000001,0.46
RKLB-USDT-SWAP,new180,2026-05-12 10:15:00+00:00,135,live,20.0,0.02,0.05,20.0,700.0,1.0,74.58,52206.0,87,0.7458,0.7458,0.46
RLS-USDT-SWAP,oos_traded,2025-12-02 15:15:00+00:00,296,live,10.0,0.05,0.1,10.0,18000.0,100.0,0.002541,4573.8,81,0.2541,0.2541,0.45
ROBO-USDT-SWAP,oos_traded,2026-02-27 15:30:00+00:00,209,live,10.0,0.05,0.1,10.0,10000.0,100.0,0.009809,9809.0,81,0.9809,0.9809,0.45
ROK-USDT-SWAP,new180,2026-06-12 09:30:00+00:00,104,live,10.0,0.035,0.1,10.0,5.0,1.0,431.79,2158.9500000000003,81,4.317900000000001,4.317900000000001,0.435
RVN-USDT-SWAP,book,2021-04-23 07:00:00+00:00,1980,live,20.0,0.02,0.05,20.0,300000.0,10.0,0.002374,7121.999999999999,87,0.023739999999999997,0.023739999999999997,0.46
S-USDT-SWAP,book,2025-01-21 09:00:00.523000+00:00,611,live,20.0,0.02,0.05,20.0,15000.0,10.0,0.04022,6033.0,87,0.4022,0.4022,0.46
SAHARA-USDT-SWAP,oos_traded|book,2025-06-26 12:30:00.359000+00:00,455,live,20.0,0.02,0.05,20.0,100000.0,10.0,0.00958,9580.0,87,0.0958,0.0958,0.46
SAMSUNG-USDT-SWAP,new180,2026-06-10 05:45:00+00:00,106,live,25.0,0.02,0.04,25.0,960.0,1.0,203.16,195033.6,93,2.0316,2.0316,0.49
SAND-USDT-SWAP,book,2021-04-02 09:00:00+00:00,2001,live,50.0,0.01,0.02,50.0,13000.0,10.0,0.04324,5621.2,93,0.4324,0.4324,0.48
SENT-USDT-SWAP,oos_traded|book,2025-11-14 15:00:01.716000+00:00,314,live,50.0,0.01,0.02,50.0,2000.0,100.0,0.02084,4168.0,93,2.084,2.084,0.48
SHAZ-USDT-SWAP,new180,2026-07-10 09:00:00+00:00,76,live,10.0,0.02,0.1,10.0,95.0,1.0,57.24,5437.8,87,5.724,5.724,0.46
SHEIN-USDT-SWAP,new180,2026-09-02 07:00:00+00:00,22,live,10.0,0.02,0.1,10.0,630.0,1.0,4.513,2843.19,87,4.513,4.513,0.46
SHLD-USDT-SWAP,new180,2026-05-12 10:00:00+00:00,135,live,10.0,0.035,0.1,10.0,40.0,1.0,61.75,2470.0,81,6.175000000000001,6.175000000000001,0.435
SHOP-USDT-SWAP,new180,2026-08-06 11:30:00+00:00,49,live,10.0,0.02,0.1,10.0,25.0,1.0,146.03,3650.75,87,1.4603,1.4603,0.46
SIGN-USDT-SWAP,oos_traded|book,2025-04-28 11:30:00.340000+00:00,514,live,20.0,0.02,0.05,20.0,2200.0,100.0,0.013088,2879.36,87,1.3088,1.3088,0.46
SIMO-USDT-SWAP,new180,2026-07-06 09:45:00+00:00,80,live,20.0,0.02,0.05,20.0,3.0,1.0,274.83,824.49,87,2.7483,2.7483,0.46
SKDD-USDT-SWAP,new180,2026-08-10 09:15:00+00:00,45,live,20.0,0.02,0.05,20.0,2100.0,1.0,6.9,14490.0,87,0.6900000000000001,0.6900000000000001,0.46
SKHYNIX-USDT-SWAP,new180,2026-06-10 05:50:00+00:00,106,live,50.0,0.01,0.02,50.0,80.0,1.0,1335.6,106848.0,93,1.3356,1.3356,0.48
SKHY-USDT-SWAP,new180,2026-07-10 16:10:00+00:00,76,live,50.0,0.01,0.02,50.0,600.0,1.0,187.85,112710.0,93,1.8785,1.8785,0.48
SKUU-USDT-SWAP,new180,2026-08-10 09:00:00+00:00,45,live,20.0,0.02,0.05,20.0,670.0,1.0,29.49,19758.3,87,2.949,2.949,0.46
SLX-USDT-SWAP,new180|oos_traded,2026-06-01 05:30:00+00:00,115,live,20.0,0.02,0.05,20.0,18000.0,10.0,0.07082,12747.599999999999,87,0.7081999999999999,0.7081999999999999,0.46
SMCI-USDT-SWAP,new180,2026-06-24 09:45:00+00:00,92,live,20.0,0.02,0.05,20.0,200.0,1.0,41.77,8354.0,87,4.1770000000000005,4.1770000000000005,0.46
SMH-USDT-SWAP,new180,2026-06-18 09:00:00+00:00,98,live,20.0,0.02,0.05,20.0,10.0,1.0,604.39,6043.9,87,6.0439,6.0439,0.46
SNOW-USDT-SWAP,new180,2026-07-17 11:30:00+00:00,69,live,20.0,0.02,0.05,20.0,25.0,1.0,335.35,8383.75,87,3.3535000000000004,3.3535000000000004,0.46
SNXX-USDT-SWAP,new180,2026-07-14 12:00:00+00:00,72,live,25.0,0.02,0.04,25.0,15000.0,1.0,17.5,262500.0,93,1.75,1.75,0.49
SOFTBANK-USDT-SWAP,new180,2026-07-02 05:30:00+00:00,84,live,10.0,0.035,0.1,10.0,32.0,1.0,39.32,1258.24,81,3.9320000000000004,3.9320000000000004,0.435
SONY-USDT-SWAP,new180,2026-06-24 09:30:00+00:00,92,live,10.0,0.02,0.1,10.0,190.0,1.0,23.54,4472.599999999999,87,2.354,2.354,0.46
SOON-USDT-SWAP,oos_traded|book,2025-05-23 11:30:00.456000+00:00,489,live,20.0,0.02,0.05,20.0,3200.0,10.0,0.1967,6294.400000000001,87,0.1967,0.1967,0.46
SOPH-USDT-SWAP,oos_traded,2025-05-28 13:30:00.413000+00:00,484,live,10.0,0.02,0.1,10.0,3500.0,100.0,0.003779,1322.6499999999999,87,0.37789999999999996,0.37789999999999996,0.46
SOXL-USDT-SWAP,new180,2026-05-19 09:00:00+00:00,128,live,20.0,0.02,0.05,20.0,3000.0,1.0,149.38,448140.0,87,1.4938,1.4938,0.46
SOXS-USDT-SWAP,new180,2026-07-17 09:00:00+00:00,69,live,25.0,0.02,0.04,25.0,1500.0,1.0,33.02,49530.00000000001,93,3.3020000000000005,3.3020000000000005,0.49
SPACE-USDT-SWAP,oos_traded,2026-01-23 13:00:00+00:00,244,live,20.0,0.02,0.05,20.0,12000.0,100.0,0.004992,5990.4,87,0.4992,0.4992,0.46
SPCX-USDT-SWAP,new180,2026-05-07 09:00:00+00:00,140,live,75.0,0.0065,0.0133,75.0,1000.0,1.0,148.51,148510.0,98,1.4850999999999999,1.4850999999999999,0.49
SPCH-USDT-SWAP,new180,2026-09-02 08:15:00+00:00,22,live,10.0,0.035,0.1,10.0,85.0,1.0,9.769,830.365,81,9.769,9.769,0.435
SPK-USDT-SWAP,oos_traded|book,2025-06-17 10:30:00.346000+00:00,464,live,20.0,0.02,0.05,20.0,8200.0,100.0,0.02107,17277.399999999998,87,2.1069999999999998,2.1069999999999998,0.46
SQQQ-USDT-SWAP,new180,2026-07-14 12:15:00+00:00,72,live,20.0,0.02,0.05,20.0,400.0,1.0,34.03,13612.0,87,3.4030000000000005,3.4030000000000005,0.46
STRK-USDT-SWAP,book,2024-02-20 12:55:00.141000+00:00,947,live,50.0,0.01,0.02,50.0,150000.0,1.0,0.03918,5877.0,93,0.03918,0.03918,0.48
STRC-USDT-SWAP,new180,2026-06-29 09:30:00+00:00,87,live,25.0,0.02,0.04,25.0,110.0,1.0,98.46,10830.599999999999,93,9.846,9.846,0.49
SUI-USDT-SWAP,book,2023-05-05 03:55:00.891000+00:00,1238,live,50.0,0.01,0.02,50.0,95000.0,1.0,1.0111,96054.50000000001,93,1.0111,1.0111,0.48
TAO-USDT-SWAP,book,2024-09-20 05:00:00.182000+00:00,734,live,50.0,0.01,0.02,50.0,20500.0,0.01,295.4,60556.99999999999,93,2.9539999999999997,2.9539999999999997,0.48
TEAM-USDT-SWAP,new180,2026-09-21 09:45:00+00:00,3,live,20.0,0.02,0.05,20.0,100.0,1.0,193.5,19350.0,87,1.935,1.935,0.46
TEM-USDT-SWAP,new180,2026-09-21 09:30:00+00:00,3,live,10.0,0.02,0.1,10.0,50.0,1.0,82.335,4116.75,87,8.2335,8.2335,0.46
TER-USDT-SWAP,new180,2026-06-16 09:15:00+00:00,100,live,20.0,0.02,0.05,20.0,20.0,1.0,391.52,7830.4,87,3.9152,3.9152,0.46
TIA-USDT-SWAP,book,2023-10-31 18:25:00.675000+00:00,1059,live,50.0,0.01,0.02,50.0,25000.0,1.0,0.4842,12105.0,93,0.4842,0.4842,0.48
TMF-USDT-SWAP,new180,2026-07-29 09:00:00+00:00,57,live,20.0,0.02,0.05,20.0,180.0,1.0,27.52,4953.6,87,2.7520000000000002,2.7520000000000002,0.46
GRAM-USDT-SWAP,new180|oos_traded,2026-06-17 10:30:00+00:00,99,live,50.0,0.01,0.02,50.0,2500.0,1.0,1.42,3550.0,93,1.42,1.42,0.48
TQQQ-USDT-SWAP,new180,2026-07-02 09:00:00+00:00,84,live,10.0,0.02,0.1,10.0,700.0,1.0,78.95,55265.0,87,7.8950000000000005,7.8950000000000005,0.46
TRB-USDT-SWAP,book,2020-09-08 10:12:51+00:00,2207,live,20.0,0.02,0.05,20.0,10000.0,0.1,20.1,20100.0,87,2.0100000000000002,2.0100000000000002,0.46
TRIA-USDT-SWAP,oos_traded,2026-02-05 07:30:00+00:00,231,live,10.0,0.02,0.1,10.0,7500.0,100.0,0.00394,2955.0,87,0.394,0.394,0.46
TRUMP-USDT-SWAP,oos_traded|book,2025-01-19 05:30:04.112000+00:00,613,live,50.0,0.01,0.02,50.0,250000.0,0.1,2.078,51949.99999999999,93,0.20779999999999998,0.20779999999999998,0.48
TRUST-USDT-SWAP,oos_traded,2025-11-05 11:30:00.957000+00:00,323,live,10.0,0.05,0.1,10.0,10000.0,10.0,0.05941,5941.0,81,0.5941,0.5941,0.45
TRX-USDT-SWAP,book,2019-11-12 11:16:48+00:00,2508,live,50.0,0.0065,0.02,50.0,150.0,1000.0,0.33976,50964.0,93,3.3976,3.3976,0.465
TSEM-USDT-SWAP,new180,2026-06-25 10:45:00+00:00,91,live,10.0,0.02,0.1,10.0,15.0,1.0,221.66,3324.9,87,2.2166,2.2166,0.46
TSLL-USDT-SWAP,new180,2026-08-27 10:15:00+00:00,28,live,20.0,0.02,0.05,20.0,620.0,1.0,10.343,6412.66,87,10.343,10.343,0.46
TTMI-USDT-SWAP,new180,2026-06-23 10:15:00+00:00,93,live,10.0,0.035,0.1,10.0,20.0,1.0,128.23,2564.6,81,1.2823,1.2823,0.435
